,applied_male,applied_female,tuple,materials_male,materials_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.366641,-1.8748115,"('evil', 'good')",-1.4453381,-1.2456471,-1.1684211,-1.0145655,-1.6601335,-1.3783414,-0.2817921
67,1.9502903,1.9935068,"('doubtful', 'determined')",1.2337592,1.2310029,-0.2770096,-0.32000655,0.9690134,0.9681677,0.0008457
29,-1.7998878,-1.4553161,"('unfair', 'fair')",-1.1031973,-0.9160312,-0.7023363,-0.6833756,-1.2018072,-1.0182409,-0.1835663
22,-1.7923039,-1.8536721,"('untrustworthy', 'trustworthy')",-0.37277442,-0.44383624,-0.9209335,-1.0670382,-1.0286706,-1.1215156,0.092845
82,-1.5724691,-1.8022045,"('poor', 'rich')",0.16507924,0.07624256,6.6268177,6.6263185,1.7398094,1.6334521,0.1063573
32,-1.5096477,-1.5532293,"('unkind', 'kind')",0.1157126,0.2888969,1.0680922,1.0527878,-0.1086143,-0.0705149,-0.0380994
19,-1.4455515,-1.3914976,"('inhospitable', 'hospitable')",-1.8535542,-1.7663953,-0.23868023,-0.10027651,-1.1792619,-1.0860565,-0.0932054
16,-1.4210256,-1.0081416,"('unpopular', 'popular')",-1.0381118,-0.8838695,0.3106505,0.57419753,-0.7161623,-0.4392712,-0.2768911
65,-1.339562,-1.5017233,"('insecure', 'secure')",0.10993115,0.08892137,-0.16575068,-0.11850369,-0.4651272,-0.5104352,0.045308
5,-1.2729968,-0.7211589,"('distant', 'outgoing')",-1.5154974,-1.1470519,-0.38982973,-0.12498761,-1.0594412,-0.6643995,-0.3950417
69,1.2711838,1.7252063,"('lazy', 'industrious')",0.7156834,0.83125526,-0.3957844,-0.12554155,0.5303609,0.8103067,-0.2799458
84,1.1891754,1.2875571,"('inferior', 'superior')",0.36323404,0.5122014,0.94741124,1.2506883,0.8332736,1.0168157,-0.1835421
73,1.1877992,1.5780933,"('helpless', 'self-reliant')",-0.38468504,-0.2650268,-3.3822057,-3.388152,-0.8596972,-0.6916951,-0.1680021
70,1.1339439,0.8846809,"('lethargic', 'energetic')",0.78667367,0.86226803,0.86598915,0.6683553,0.9288689,0.8051014,0.1237675
44,-1.122951,-1.0336554,"('prejudiced', 'unprejudiced')",-0.5597126,-0.5855267,-1.4178039,-1.4509476,-1.0334892,-1.0233766,-0.0101126
6,-1.1043148,-0.6662858,"('distant', 'open')",-1.9411057,-1.5000072,0.06966849,0.3196796,-0.9919174,-0.6155378,-0.3763796
64,-1.0600704,-0.8444538,"('shy', 'confident')",-0.017044172,0.105137855,-6.5169325,-6.5515585,-2.531349,-2.4302915,-0.1010575
72,0.9574864,0.89444286,"('unambitious', 'ambitious')",-0.0039083473,-0.089570574,-0.74508864,-0.80479485,0.0694965,2.58e-05,0.0694707
54,-0.9572657,-0.9457549,"('incapable', 'capable')",-1.2824583,-1.0035547,0.9180455,0.99754995,-0.4405595,-0.3172532,-0.1233063
18,-0.94207656,-0.8515491,"('disagreeable', 'welcoming')",-0.6460249,-0.43454093,-0.40143645,-0.2860211,-0.6631793,-0.524037,-0.1391423
36,-0.9218339,-0.4571298,"('hostile', 'amicable')",-2.1607106,-1.875502,-0.11789173,0.20808586,-1.066812,-0.708182,-0.35863
1,-0.91977924,-0.7545276,"('unfriendly', 'friendly')",0.039530233,0.2514848,1.542936,1.6287812,0.2208956,0.3752461,-0.1543505
8,-0.9085895,-0.7445846,"('unaffectionate', 'affectionate')",-0.98613054,-0.7405881,0.3986583,0.43108916,-0.4986873,-0.3513612,-0.1473261
52,-0.8424906,-0.35648817,"('irrational', 'rational')",-0.68772435,-0.4958955,-0.28101206,-0.15608428,-0.6037424,-0.336156,-0.2675864
48,0.8223045,0.22931619,"('unintelligent', 'intelligent')",0.65144557,0.49942267,0.60204005,0.5158621,0.6919301,0.414867,0.2770631
59,-0.8079437,-0.31872424,"('foolish', 'wise')",-1.0880389,-0.9030831,0.079741575,0.30811602,-0.6054137,-0.3045638,-0.3008499
38,-0.7699813,-0.67677385,"('untruthful', 'truthful')",-0.19082747,-0.14994225,-0.028835163,0.07448126,-0.3298813,-0.2507449,-0.0791364
39,0.7556777,0.89466363,"('exploitative', 'cooperative')",0.22594802,0.32045308,0.017335068,0.13679914,0.3329869,0.4506386,-0.1176517
7,0.7447745,0.6014808,"('insensitive', 'sensitive')",0.5155415,0.646202,0.73044866,0.65280336,0.6635882,0.6334954,0.0300928
77,0.7389687,0.71955067,"('unmotivated', 'motivated')",1.0017611,1.0717713,-1.1072489,-0.9693293,0.2111603,0.2739976,-0.0628373
56,0.7192539,0.55411047,"('impractical', 'practical')",1.8540556,1.8539808,0.0015298016,-0.14803265,0.8582797,0.7533529,0.1049268
68,-0.71317697,-0.91226244,"('dependent', 'independent')",-0.54546565,-0.66845626,-0.25723642,-0.27348197,-0.5052931,-0.6180669,0.1127738
12,0.71301335,0.61195385,"('unsupportive', 'supportive')",0.5967092,0.8261277,-1.6162353,-1.7117949,-0.1021709,-0.0912378,-0.0109331
81,0.7048503,0.24060562,"('submissive', 'aggressive')",1.3840812,1.0659529,-0.239075,-0.52969223,0.6166189,0.2589554,0.3576635
40,0.69171345,0.690154,"('stingy', 'generous')",1.3092926,1.4426796,-1.3902599,-1.3543223,0.2035821,0.2595038,-0.0559217
79,-0.67034096,-0.5314252,"('wavering', 'unwavering')",-1.6093147,-1.4826708,-0.06018649,0.22583425,-0.7799474,-0.5960873,-0.1838601
37,0.6523366,0.3558445,"('fake', 'genuine')",0.096099466,-0.023799196,0.5891326,0.35624915,0.4458563,0.2294315,0.2164248
61,-0.63428664,-0.60050154,"('illogical', 'logical')",0.2695162,0.2469797,0.2235559,0.26163098,-0.0470715,-0.0306303,-0.0164412
53,-0.6277225,-0.59647745,"('uncreative', 'creative')",0.51644945,0.46624073,0.9924065,1.0946401,0.2937111,0.3214678,-0.0277567
3,-0.62180823,-0.7256208,"('repellent', 'pleasant')",0.43375605,0.4221062,0.3194161,0.25756687,0.043788,-0.0153159,0.0591039
78,-0.58130133,-0.8020263,"('nonresilient', 'resilient')",0.47160238,0.39898315,0.082553476,0.13545346,-0.0090485,-0.0891966,0.0801481
20,0.5731792,0.37580028,"('rough', 'thoughtful')",0.44037282,0.31009075,0.90447134,0.934497,0.6393411,0.5401293,0.0992118
49,-0.5686546,-0.7273164,"('unable', 'able')",-0.7814639,-0.70821005,0.07377674,0.12005991,-0.4254473,-0.4384888,0.0130415
4,-0.53591335,-0.16209549,"('disliked', 'liked')",-0.92674446,-0.7017831,-6.501226,-6.4304466,-2.654628,-2.4314418,-0.2231862
11,0.5302109,0.24089532,"('unhelpful', 'helpful')",0.6153596,0.5021609,2.1640046,2.015585,1.1031917,0.9195471,0.1836446
50,-0.5285889,-0.26692116,"('clumsy', 'skillful')",-0.47679508,-0.41325334,0.1133553,0.24211721,-0.2973429,-0.1460191,-0.1513238
62,0.5239464,0.22856832,"('incompetent', 'brilliant')",0.70598745,0.7960866,0.17555316,0.01707849,0.4684957,0.3472445,0.1212512
33,0.5108283,0.76335347,"('wrong', 'right')",0.84248054,0.9274125,-0.74063843,-0.7842329,0.2042235,0.3021777,-0.0979542
60,0.50762165,0.11574432,"('inefficient', 'efficient')",1.9588242,1.8487339,0.37905094,0.23410311,0.948499,0.7328605,0.2156385
34,0.5022228,0.2813863,"('mean', 'honorable')",0.3494373,0.33488452,6.1960125,6.41123,2.3492242,2.3425004,0.0067238
74,0.4607775,0.41566718,"('undedicated', 'dedicated')",0.16786744,0.2430727,0.22656965,0.1315915,0.2850715,0.2634438,0.0216277
51,-0.41826755,-0.7497987,"('uneducated', 'educated')",-0.42505133,-0.5621451,0.23767936,0.18809551,-0.2018798,-0.3746161,0.1727363
63,-0.39367706,-0.54198104,"('unperceptive', 'insightful')",0.55123764,0.6210186,1.0714495,0.95911664,0.40967,0.3460514,0.0636186
15,0.37724778,0.52372247,"('boring', 'funny')",-0.76760435,-0.6162955,0.35165837,0.3646571,-0.0128994,0.0906947,-0.1035941
0,-0.3736736,-0.73087317,"('unsociable', 'sociable')",0.56314087,0.43007615,-0.27983552,-0.48971897,-0.0301227,-0.2635053,0.2333826
47,-0.3706316,-0.39121422,"('stupid', 'smart')",0.75470626,0.73629576,5.702824,5.795739,2.0289663,2.0469402,-0.0179739
41,-0.36871827,-0.30269718,"('unforgiving', 'forgiving')",0.16426532,0.40871736,0.25072408,0.3109201,0.0154237,0.1389801,-0.1235564
87,0.3611477,0.3649234,"('unsuccessful', 'successful')",0.6643897,0.39468417,0.81866837,0.8581527,0.6147353,0.5392534,0.0754819
