,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
10,0.12855059,0.03280913,"('unsympathetic', 'sympathetic')",-0.6592375,-0.7837838,-1.3215504,-1.4121131,-0.43703607,-0.64957654,-0.5723183,-0.7031661,0.1308478
16,-0.12371211,-0.19831723,"('unpopular', 'popular')",-0.081302665,-0.22821814,-0.31534106,-0.31105518,0.3326413,0.38111755,-0.0469286,-0.0891182,0.0421896
61,-0.10672073,-0.0759706,"('illogical', 'logical')",-0.5493233,-0.4999618,-0.11999784,-0.15250845,0.43928948,0.40480658,-0.0841881,-0.0809086,-0.0032795
58,-0.10613736,-0.091158375,"('undiscriminating', 'discriminating')",-0.2603479,-0.27624327,0.24999364,0.20051287,-0.11735354,-0.118379906,-0.0584613,-0.0713172,0.0128559
3,-0.10242302,-0.28788197,"('repellent', 'pleasant')",-0.2935343,-0.47324878,-0.8727733,-0.9501447,0.9919599,0.8436503,-0.0691927,-0.2169063,0.1477136
64,-0.10053514,-0.22117203,"('shy', 'confident')",0.48000538,0.4510339,-0.37749332,-0.40059724,-4.8815174,-4.964678,-1.2198851,-1.2838533,0.0639682
50,0.08853597,0.078814946,"('clumsy', 'skillful')",0.72892845,0.5699281,0.118056975,-0.04672665,0.013867825,0.00040145963,0.2373473,0.1506045,0.0867428
24,-0.08516715,0.02499035,"('dishonest', 'honest')",-0.4108944,-0.2161204,0.7199328,0.75677305,0.10025224,0.307349,0.0810309,0.218248,-0.1372171
44,-0.08313293,-0.18909812,"('prejudiced', 'unprejudiced')",-0.2705418,-0.41042727,-1.2389432,-1.2884715,-1.4573064,-1.459322,-0.7624811,-0.8368297,0.0743486
46,0.06806695,-0.05444456,"('uncompetitive', 'competitive')",-0.38615882,-0.53523195,-0.9491384,-0.9697874,-0.3106958,-0.33960515,-0.3944815,-0.4747673,0.0802858
72,-0.06304319,-0.06602187,"('unambitious', 'ambitious')",-0.041889124,0.054144748,0.65963036,0.69541526,-0.7178313,-0.5471461,-0.0407833,0.034098,-0.0748813
40,0.060803965,0.024731375,"('stingy', 'generous')",1.2046243,1.0943823,0.37760967,0.355333,-2.4280837,-2.354567,-0.1962614,-0.2200301,0.0237687
21,-0.04302926,-0.08244204,"('immoral', 'moral')",-0.40889075,-0.36100376,0.10377667,0.08346092,-0.24783151,-0.37584552,-0.1489937,-0.1839576,0.0349639
34,-0.03566112,0.08267167,"('mean', 'honorable')",-0.6417348,-0.60329676,-0.09365976,-0.08816882,4.692857,4.88304,0.9804503,1.0685616,-0.0881113
7,-0.035373986,-0.026910286,"('insensitive', 'sensitive')",-0.38764682,-0.40859845,0.052911863,0.008123452,-0.024317803,-0.066877276,-0.0986067,-0.1235656,0.0249589
17,0.02515481,-0.07092709,"('nasty', 'nice')",0.22582595,0.1860715,-0.7459268,-0.6767232,-0.63177943,-0.6216706,-0.2816814,-0.2958123,0.0141309
85,-0.00962426,-0.03580048,"('insignificant', 'prestigious')",-0.07285475,-0.17921308,1.407424,1.2673565,-1.0245286,-0.9094102,0.0751041,0.0357332,0.0393709
70,-0.006623365,0.01000192,"('lethargic', 'energetic')",0.032155637,0.0091503,-0.8543822,-0.9293762,0.087628245,0.10758881,-0.1853054,-0.2006588,0.0153534
