,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
8,-1.7055639,-1.5881933,"('unaffectionate', 'affectionate')",-1.0195818,-0.8974552,0.7565485,0.79878294,-0.6481854,-0.49431834,-0.6541957,-0.545296,-0.1088997
45,-1.6236849,-1.5757608,"('incompetent', 'competent')",-0.6150131,-0.5125474,-1.3242445,-1.2320124,-0.2701965,-0.3108586,-0.9582847,-0.9077948,-0.0504899
36,-1.4845476,-1.535257,"('hostile', 'amicable')",-1.0569297,-1.2050343,-0.09765845,-0.23929076,-1.6338828,-1.645289,-1.0682546,-1.1562177,0.0879631
74,1.3750523,1.312323,"('undedicated', 'dedicated')",0.64371926,0.6329448,0.3362988,0.32592067,-0.8749155,-0.8809519,0.3700387,0.3475592,0.0224795
55,-1.2111628,-1.296433,"('incompetent', 'clever')",-0.7004058,-0.6753931,-1.2942457,-1.2261984,0.31574738,0.14158541,-0.7225168,-0.7641098,0.041593
67,1.12518,1.1830145,"('doubtful', 'determined')",0.6601856,0.7581874,0.59516114,0.5225233,0.0031539835,-0.10087164,0.5959202,0.5907134,0.0052068
11,1.1010914,1.2235646,"('unhelpful', 'helpful')",0.14708404,0.20476246,-0.95063645,-0.82681745,1.8857576,2.0979989,0.5458241,0.6748771,-0.129053
75,-1.09887,-1.1076685,"('meek', 'impulsive')",-0.4341716,-0.45181456,-1.1239951,-1.1511724,-0.6648514,-0.54591846,-0.8304721,-0.8141435,-0.0163286
49,-1.0794326,-1.0208558,"('unable', 'able')",-1.101895,-1.0533108,-1.1835798,-1.0674201,-0.7596637,-0.69619113,-1.0311427,-0.9594445,-0.0716982
28,1.0704306,1.0314207,"('disloyal', 'loyal')",0.55344945,0.5730858,-0.37969154,-0.31857654,0.55668044,0.7247588,0.4502172,0.5026722,-0.052455
42,0.98480374,0.87877905,"('unreliable', 'reliable')",1.3074957,1.2266787,-0.23363145,-0.35366488,-2.4202118,-2.4406433,-0.0903859,-0.1722126,0.0818267
29,-0.89172286,-0.7980876,"('unfair', 'fair')",-0.69047654,-0.6046829,-0.21825546,-0.19279933,-0.58041775,-0.55914533,-0.5952182,-0.5386788,-0.0565394
22,-0.8407986,-0.84773093,"('untrustworthy', 'trustworthy')",-0.55576175,-0.4719959,-1.4753518,-1.4484773,-1.1941559,-1.1700621,-1.016517,-0.9845666,-0.0319504
33,0.82136464,0.79873013,"('wrong', 'right')",0.40515828,0.41594714,1.4503492,1.4214717,-0.94718087,-0.8321011,0.4324228,0.451012,-0.0185892
12,0.8117428,0.8587289,"('unsupportive', 'supportive')",0.7995573,0.8173802,0.84240997,0.8559429,-1.9528466,-1.8537391,0.1252159,0.1695782,-0.0443623
35,-0.80679154,-0.79060674,"('corrupt', 'incorrupt')",0.019514192,-0.00799671,0.105797015,0.12483406,-1.2845405,-1.1498067,-0.4915052,-0.4558941,-0.0356111
82,-0.8025508,-0.6981528,"('poor', 'rich')",-0.749905,-0.67683303,-0.28788888,-0.26427597,5.387017,5.621468,0.886668,0.9955516,-0.1088836
1,-0.8020444,-0.61473364,"('unfriendly', 'friendly')",-1.2207139,-1.0657665,1.0567338,1.0475192,-0.008332184,0.18600917,-0.2435891,-0.1117429,-0.1318462
81,0.76690483,0.65657115,"('submissive', 'aggressive')",0.2476161,0.31589258,-0.60388196,-0.5837954,0.03304594,-0.005138099,0.1109212,0.0958825,0.0150387
69,0.7463085,0.5495221,"('lazy', 'industrious')",1.03203,0.87051964,1.4805224,1.3590982,-0.56564784,-0.5016428,0.6733032,0.5693743,0.1039289
4,-0.72506803,-0.7364429,"('disliked', 'liked')",0.53623027,0.5305434,0.20048328,0.25969794,-6.119429,-6.001096,-1.5269459,-1.4868244,-0.0401215
41,-0.72419626,-0.6681248,"('unforgiving', 'forgiving')",-0.62960434,-0.5390124,-0.8062828,-0.82684803,-0.54615635,-0.6340644,-0.6765599,-0.6670124,-0.0095475
15,-0.7180087,-0.6956647,"('boring', 'funny')",0.27402976,0.32645977,0.0895645,0.13857488,-0.6787292,-0.7010855,-0.2582859,-0.2329289,-0.025357
79,0.7036475,0.57688487,"('wavering', 'unwavering')",0.5691799,0.4459471,-0.18003021,-0.25626656,-0.5821958,-0.47927147,0.1276503,0.0718235,0.0558268
86,-0.6854178,-0.7379962,"('uninfluential', 'influential')",-0.14819348,-0.19538158,0.16934538,0.08006376,-0.22735631,-0.3830689,-0.2229055,-0.3090957,0.0861902
37,-0.6741854,-0.622322,"('fake', 'genuine')",-0.19215398,-0.31375465,-0.24704291,-0.31681472,-0.40780035,-0.40912428,-0.3802957,-0.4155039,0.0352082
30,-0.66358674,-0.64985865,"('intolerant', 'tolerant')",-0.42245555,-0.34793863,-0.97588736,-0.9207081,-0.4711168,-0.4203408,-0.6332616,-0.5847116,-0.04855
80,0.64822346,0.67606765,"('dominated', 'dominating')",0.18437256,0.18757097,-0.11019333,-0.08453184,0.6778554,0.59765685,0.3500645,0.3441909,0.0058736
31,-0.6334928,-0.76776326,"('evil', 'good')",0.37224674,0.2947666,0.36514997,0.28882688,-1.8082374,-1.8052229,-0.4260834,-0.4973482,0.0712648
43,-0.621542,-0.3939512,"('irresponsible', 'responsible')",-1.1192108,-0.95964515,-1.0282512,-0.9407664,-0.084886774,-0.00078091025,-0.7134727,-0.5737859,-0.1396868
66,0.581316,0.4396875,"('inactive', 'active')",0.28545177,0.1118592,-0.20339578,-0.2901683,0.21342856,0.10397507,0.2192001,0.0913384,0.1278617
53,-0.55440366,-0.573109,"('uncreative', 'creative')",-0.9826816,-0.9961659,0.91436565,0.85973144,-0.49060082,-0.45992815,-0.2783301,-0.2923679,0.0140378
6,0.54090726,0.5526787,"('distant', 'open')",-0.20672697,-0.26489407,0.090244696,0.03652571,-1.4741383,-1.3779507,-0.2624283,-0.2634101,0.0009818
88,0.52405995,0.5202635,"('low', 'eminent')",0.22903082,0.16481166,-0.5054505,-0.5441061,-0.4839929,-0.41351736,-0.0590882,-0.0681371,0.0090489
0,-0.5025375,-0.51530844,"('unsociable', 'sociable')",-1.2469007,-1.1008456,-0.7239711,-0.67878884,-0.33629662,-0.3500058,-0.7024264,-0.6612372,-0.0411892
60,-0.49162787,-0.3127071,"('inefficient', 'efficient')",-0.6963092,-0.44566715,-0.8153593,-0.7327799,-0.073487595,-0.12879941,-0.519196,-0.4049884,-0.1142076
23,0.47462863,0.67487377,"('insincere', 'sincere')",-0.719466,-0.54126626,-0.5182673,-0.43574804,4.83402,5.043099,1.0177289,1.1852396,-0.1675107
51,0.4724011,0.54677427,"('uneducated', 'educated')",1.0266298,1.0508635,-0.14453328,-0.18456456,0.38746792,0.36908072,0.4354914,0.4455385,-0.0100471
26,-0.45867026,-0.4075997,"('hardhearted', 'benevolent')",-0.049372803,-0.022426981,1.1932588,1.1003511,0.8644896,0.7719473,0.3874263,0.3605679,0.0268584
54,-0.41824412,-0.45699432,"('incapable', 'capable')",-0.34420082,-0.4347602,-0.12634167,-0.21239683,-0.06855722,-0.013463926,-0.239336,-0.2794038,0.0400678
56,0.41082895,0.6149967,"('impractical', 'practical')",-0.22124301,0.11431076,0.8287285,1.0035791,-0.09465109,0.013969996,0.2309158,0.4367141,-0.2057983
2,0.40392402,0.36127055,"('unlikable', 'likable')",0.5497385,0.6399404,0.5137388,0.5865003,0.07944243,0.12409017,0.3867109,0.4279504,-0.0412395
27,-0.40112257,-0.41483328,"('hardhearted', 'softhearted')",0.040048912,-0.092617646,-1.4044274,-1.401833,-0.8230614,-0.9026312,-0.6471406,-0.7029788,0.0558382
18,-0.39727318,-0.47049505,"('disagreeable', 'welcoming')",-0.04638297,-0.067014545,-1.5416551,-1.630523,-2.0070794,-1.942653,-0.9980977,-1.0276713,0.0295736
83,-0.3936291,-0.403836,"('powerless', 'powerful')",-0.19967057,-0.12734358,0.031726833,0.047547065,-0.56930125,-0.5618991,-0.2827185,-0.2613829,-0.0213356
25,-0.37146378,-0.52465874,"('egoistic', 'altruistic')",0.06553616,0.0055348277,1.8489376,1.8023269,0.88550097,0.8557932,0.6071277,0.534749,0.0723787
48,-0.35338247,-0.16009171,"('unintelligent', 'intelligent')",0.011145053,0.1473564,-0.14202371,-0.029565502,0.5662005,0.54407036,0.0204848,0.1254424,-0.1049576
63,-0.32753202,-0.05927269,"('unperceptive', 'insightful')",0.2214605,0.28350148,-0.2884102,-0.19476885,0.5662681,0.68325114,0.0429466,0.1781778,-0.1352312
62,-0.3075181,-0.1799693,"('incompetent', 'brilliant')",-0.46594414,-0.20549941,-0.8427946,-0.6126716,0.28716594,0.5296916,-0.3322727,-0.1171122,-0.2151605
76,-0.30593282,-0.25653744,"('anxious', 'daring')",-0.04917696,-0.026395317,-0.20541383,-0.19591166,0.61125326,0.5422457,0.0126824,0.0158503,-0.0031679
19,-0.29906845,-0.23727384,"('inhospitable', 'hospitable')",0.21655834,0.18763342,-0.72287846,-0.7132693,-1.3237479,-1.0997628,-0.5322841,-0.4656681,-0.066616
39,0.29311943,0.33209392,"('exploitative', 'cooperative')",0.8422611,0.8748717,0.48675418,0.4403721,-0.26604208,-0.24169312,0.3390231,0.3514111,-0.012388
68,-0.29223645,-0.23064929,"('dependent', 'independent')",-0.44928548,-0.3950671,-1.7543089,-1.681774,-1.1420002,-1.0214998,-0.9094578,-0.8322475,-0.0772103
87,0.28816047,0.2917323,"('unsuccessful', 'successful')",0.5982606,0.5527619,0.6522801,0.6723559,1.335558,1.4129777,0.7185648,0.7324569,-0.0138921
9,-0.28578734,-0.086658314,"('unaffectionate', 'caring')",-0.70523614,-0.56262344,1.014889,1.0909562,0.11071496,0.28903633,0.0336451,0.1826777,-0.1490326
65,0.27585837,0.25816858,"('insecure', 'secure')",-0.26995134,-0.21655852,-0.5705181,-0.64496577,0.26611936,0.15832062,-0.0746229,-0.1112588,0.0366359
57,-0.26096195,-0.43733746,"('unimaginative', 'imaginative')",-0.61937165,-0.7327198,-0.4333598,-0.4307289,-3.1161716,-3.1494033,-1.1074662,-1.1875474,0.0800812
59,0.26048908,0.36226517,"('foolish', 'wise')",0.5996439,0.5520016,1.1057357,1.036144,-0.7341326,-0.5102636,0.307934,0.3600368,-0.0521028
38,0.25922856,0.34395474,"('untruthful', 'truthful')",0.10990451,0.14815119,0.19250482,0.24172145,-0.10496761,0.123256594,0.1141676,0.214271,-0.1001034
13,-0.2534696,-0.06510068,"('impolite', 'polite')",-0.8243634,-0.6013192,-0.7877033,-0.6408927,-0.49517536,-0.45977446,-0.5901779,-0.4417717,-0.1484062
14,-0.2463609,-0.2644045,"('antisocial', 'social')",-0.075082466,0.10030034,0.3236907,0.40685117,0.26409477,0.07550441,0.0665855,0.0795629,-0.0129774
20,-0.23573314,-0.2196703,"('rough', 'thoughtful')",0.08556414,-0.014622077,-0.7525329,-0.80276877,0.16920468,0.10908897,-0.1833743,-0.231993,0.0486187
73,0.2015061,0.33591002,"('helpless', 'self-reliant')",1.3755271,1.3373909,0.5471492,0.55336964,-3.5979311,-3.314406,-0.3684372,-0.2719338,-0.0965034
78,0.19106326,0.20413409,"('nonresilient', 'resilient')",-0.69955903,-0.73906857,-0.2793577,-0.18427175,0.48497173,0.53722626,-0.0757204,-0.045495,-0.0302254
32,0.18195379,0.23330435,"('unkind', 'kind')",-0.55770344,-0.47104734,-0.13654906,-0.14787857,0.3367005,0.40431586,-0.0438996,0.0046736,-0.0485732
47,0.17808656,0.22136548,"('stupid', 'smart')",-0.06131932,-0.1303691,0.47527003,0.48866743,4.38095,4.375987,1.2432468,1.2389127,0.0043341
52,0.16133937,0.11754459,"('irrational', 'rational')",0.077629484,-0.012104612,1.3352357,1.1706522,-0.75794727,-0.6927647,0.2040643,0.1458319,0.0582324
71,0.15910403,0.2859624,"('diffident', 'self-confident')",0.40835363,0.50484407,1.6321993,1.6470647,0.13333108,0.2381026,0.583247,0.6689935,-0.0857465
84,0.15562104,0.35879186,"('inferior', 'superior')",0.045074154,0.21340898,0.525803,0.5517174,1.0020598,1.1652659,0.4321395,0.572296,-0.1401565
77,0.14821096,0.081371084,"('unmotivated', 'motivated')",-0.35903525,-0.3765304,-0.5334312,-0.51369065,-0.75810915,-0.77606124,-0.3755912,-0.3962278,0.0206366
5,0.14290717,0.16215011,"('distant', 'outgoing')",-0.3832822,-0.36035168,0.041738622,-0.002830863,-1.2275786,-0.97758144,-0.3565538,-0.2946535,-0.0619003
