,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
26,2.8610826,2.7169354,"('hardhearted', 'benevolent')",1.8858736,1.817516,2.1044638,2.1067026,2.2838065,2.2137181,0.0700884
85,2.6359012,2.3278322,"('insignificant', 'prestigious')",1.7776381,1.6621139,0.18877819,0.043633614,1.5341059,1.3445266,0.1895793
69,2.4835377,2.321129,"('lazy', 'industrious')",1.688908,1.701751,-0.11241518,-0.32882637,1.3533435,1.2313512,0.1219923
55,-2.2408512,-2.09079,"('incompetent', 'clever')",-0.46358395,-0.46038595,-0.32266828,-0.33898735,-1.0090345,-0.9633878,-0.0456467
21,-2.228317,-2.3587182,"('immoral', 'moral')",-0.81617427,-0.92563355,-1.1973122,-1.3414662,-1.4139345,-1.5419394,0.1280049
76,-2.1743035,-2.119098,"('anxious', 'daring')",-1.1123252,-1.0979542,-0.3452891,-0.17238548,-1.2106393,-1.1298125,-0.0808268
36,2.1121986,1.8428988,"('hostile', 'amicable')",-0.42057562,-0.5361838,0.20307781,0.10686821,0.6315669,0.4711944,0.1603725
13,-1.9913857,-1.9297357,"('impolite', 'polite')",-0.71459436,-0.6303096,-0.70609814,-0.7030174,-1.1373594,-1.0876876,-0.0496718
46,-1.9813285,-1.7437338,"('uncompetitive', 'competitive')",-0.55109906,-0.5081295,-0.78007996,-0.662291,-1.1041692,-0.9713848,-0.1327844
1,1.9581897,1.6562957,"('unfriendly', 'friendly')",1.5501784,1.4209108,1.8237326,1.9246937,1.777367,1.6673001,0.1100669
60,-1.9293315,-1.8288907,"('inefficient', 'efficient')",-0.02120429,0.02504833,-0.65828216,-0.6537461,-0.869606,-0.8191961,-0.0504099
39,1.8766365,1.6095905,"('exploitative', 'cooperative')",0.78727794,0.72920084,0.4006961,0.37183553,1.0215368,0.9035423,0.1179945
81,-1.7627515,-1.6074916,"('submissive', 'aggressive')",-0.24339387,-0.25480846,-0.8735739,-0.98492885,-0.9599064,-0.9490763,-0.0108301
70,-1.7447605,-1.4512308,"('lethargic', 'energetic')",-1.1997344,-1.0699118,-0.09604317,0.200702,-1.0135127,-0.7734802,-0.2400325
65,-1.7190459,-1.5778241,"('insecure', 'secure')",-1.2461234,-1.2150009,-0.24906853,-0.23315452,-1.0714126,-1.0086598,-0.0627528
45,-1.7172744,-1.5849941,"('incompetent', 'competent')",-0.6069451,-0.59274364,-0.49204433,-0.4004268,-0.9387546,-0.8593882,-0.0793664
62,-1.712579,-1.5192881,"('incompetent', 'brilliant')",-0.28225163,-0.16514918,-0.6700369,-0.5836486,-0.8882891,-0.7560287,-0.1322604
40,1.7085525,1.6189381,"('stingy', 'generous')",1.3331946,1.1463794,-1.902704,-2.1494346,0.379681,0.2052943,0.1743867
43,-1.6586691,-1.5090289,"('irresponsible', 'responsible')",-0.7002436,-0.55883896,-0.15402538,0.014687216,-0.837646,-0.6843935,-0.1532525
74,1.6368387,1.8193996,"('undedicated', 'dedicated')",0.6314344,0.655972,0.36046383,0.4509977,0.8762457,0.9754564,-0.0992107
33,1.634408,1.6147102,"('wrong', 'right')",1.092374,1.1100888,-0.39162862,-0.420684,0.7783844,0.7680384,0.010346
63,-1.6274858,-1.5762839,"('unperceptive', 'insightful')",0.016571112,0.0022560246,0.28914806,0.23344585,-0.4405888,-0.4468607,0.0062719
51,-1.5910802,-1.5211498,"('uneducated', 'educated')",-0.6336855,-0.7824233,0.23537809,0.113682725,-0.6631293,-0.7299635,0.0668342
6,1.5220045,1.3251398,"('distant', 'open')",0.0744426,0.028155379,-0.21763757,-0.119067125,0.4596032,0.4114093,0.0481939
5,1.5195423,1.4051317,"('distant', 'outgoing')",-0.04882203,-0.08360039,-0.6790961,-0.56988055,0.2638747,0.2505503,0.0133244
9,1.5174164,1.3256626,"('unaffectionate', 'caring')",0.8537464,0.8613251,0.9934671,1.0036528,1.1215433,1.0635468,0.0579965
11,-1.4952236,-1.3425497,"('unhelpful', 'helpful')",-0.27552077,-0.16245717,1.6974679,1.899754,-0.0244255,0.1315824,-0.1560079
35,1.4722463,1.3765676,"('corrupt', 'incorrupt')",-0.2274277,-0.2519294,-0.24136582,-0.27016103,0.3344843,0.2848257,0.0496586
59,1.4329361,1.3938818,"('foolish', 'wise')",-0.065876216,-0.052981254,-0.107753724,-0.13125464,0.4197687,0.4032153,0.0165534
56,-1.3853251,-1.1620806,"('impractical', 'practical')",0.7808905,0.8644954,-0.74368083,-0.57986856,-0.4493718,-0.2924846,-0.1568872
22,-1.3813003,-1.2708988,"('untrustworthy', 'trustworthy')",-1.0927002,-1.064834,-1.0062046,-0.8865776,-1.1600684,-1.0741035,-0.0859649
52,1.3723027,1.1340189,"('irrational', 'rational')",-0.10176569,-0.2338652,-0.10120192,-0.16742115,0.3897783,0.2442442,0.1455341
71,1.3720658,1.2764058,"('diffident', 'self-confident')",1.2034612,1.2538205,0.41352367,0.46818197,0.9963502,0.9994694,-0.0031192
0,-1.3659706,-1.3517824,"('unsociable', 'sociable')",0.3213082,0.33096832,-0.154066,-0.24943452,-0.3995761,-0.4234162,0.0238401
10,-1.2701579,-1.2481233,"('unsympathetic', 'sympathetic')",-0.91406703,-0.8972037,-0.19996819,-0.103267275,-0.7947311,-0.7495314,-0.0451997
64,-1.2461109,-1.2275176,"('shy', 'confident')",-0.85451627,-0.9467834,-6.1650023,-6.4448395,-2.7552099,-2.8730469,0.117837
53,1.1989175,0.97958416,"('uncreative', 'creative')",0.71125513,0.59601164,0.68040794,0.6660513,0.8635269,0.7472157,0.1163112
30,-1.1917974,-1.1373993,"('intolerant', 'tolerant')",-0.7553364,-0.7871887,-0.20841822,-0.29004365,-0.7185173,-0.7382105,0.0196932
80,-1.1781813,-0.962969,"('dominated', 'dominating')",-0.9302168,-0.8692581,-0.4425918,-0.4056963,-0.8503299,-0.7459745,-0.1043554
66,1.1410027,1.0825237,"('inactive', 'active')",-0.66183317,-0.5957967,0.8514162,0.8370405,0.4435286,0.4412558,0.0022728
44,-1.1408516,-1.133731,"('prejudiced', 'unprejudiced')",-1.1719805,-1.0675662,-1.673031,-1.5911039,-1.3286211,-1.2641338,-0.0644873
42,-1.1289625,-1.1835115,"('unreliable', 'reliable')",-0.11686465,-0.3408118,-2.9355714,-3.1636155,-1.3937995,-1.5626462,0.1688467
18,1.1159137,0.82142115,"('disagreeable', 'welcoming')",0.24721944,0.047008097,-0.692561,-0.89761466,0.2235241,-0.0097285,0.2332526
8,1.0691032,1.0150161,"('unaffectionate', 'affectionate')",0.8610898,0.8509928,0.55788344,0.6804292,0.8293588,0.8488127,-0.0194539
31,1.0569059,0.92657787,"('evil', 'good')",0.20006165,0.02660756,-0.9613237,-0.9324562,0.098548,0.0069097,0.0916383
82,-1.0563158,-0.8815498,"('poor', 'rich')",-1.1207811,-1.0717753,5.615466,6.009656,1.1461231,1.3521102,-0.2059871
38,-1.0142896,-0.9258028,"('untruthful', 'truthful')",-0.04313644,-0.029390212,-0.1323688,-0.08408104,-0.3965983,-0.3464247,-0.0501736
3,-0.9731241,-0.94632304,"('repellent', 'pleasant')",-1.433562,-1.4636693,0.48275423,0.45562255,-0.6413106,-0.6514566,0.010146
15,0.95838267,0.8688104,"('boring', 'funny')",-0.3089602,-0.2635507,0.3117227,0.3344375,0.3203817,0.3132324,0.0071493
14,-0.938676,-0.8466907,"('antisocial', 'social')",-0.29145247,-0.32812813,-0.20476142,-0.19977525,-0.4782966,-0.458198,-0.0200986
27,0.81079453,0.7505151,"('hardhearted', 'softhearted')",-0.70389503,-0.6865077,0.7380366,0.7222088,0.2816454,0.2620721,0.0195733
54,0.8107594,0.6287899,"('incapable', 'capable')",-0.22367412,-0.2014535,0.6634999,0.7241885,0.4168617,0.3838416,0.0330201
77,-0.8083831,-0.9502152,"('unmotivated', 'motivated')",0.04973663,-0.05535418,-1.2883307,-1.4673303,-0.6823257,-0.8243,0.1419743
7,-0.79855984,-0.7922576,"('insensitive', 'sensitive')",-0.4138065,-0.33803162,-0.0015656184,0.12897891,-0.404644,-0.3337701,-0.0708739
29,-0.78631365,-0.83018637,"('unfair', 'fair')",-0.88756686,-0.95156217,-1.1307553,-1.027343,-0.9348787,-0.9363639,0.0014852
57,-0.72513276,-0.5955888,"('unimaginative', 'imaginative')",-0.24671777,-0.21701783,-3.030699,-2.943022,-1.3341832,-1.2518762,-0.082307
47,-0.6419315,-0.53360134,"('stupid', 'smart')",0.2516747,0.30929345,4.9434104,5.169266,1.5177178,1.6483194,-0.1306016
25,0.58813137,0.32289416,"('egoistic', 'altruistic')",0.8642366,0.81165826,1.2788193,1.118773,0.9103958,0.7511085,0.1592873
84,0.5804377,0.5764494,"('inferior', 'superior')",0.9130289,0.8592572,0.76115626,0.7021723,0.751541,0.7126263,0.0389147
73,0.53494006,0.67721766,"('helpless', 'self-reliant')",0.2657338,0.20670153,-3.6109653,-3.6904447,-0.9367638,-0.9355085,-0.0012553
23,-0.5244069,-0.5822365,"('insincere', 'sincere')",-0.1275141,-0.11385619,5.5184636,5.743307,1.6221809,1.6824048,-0.0602239
68,-0.5232864,-0.64052874,"('dependent', 'independent')",-1.3004051,-1.2843353,-1.5297261,-1.6539115,-1.117806,-1.1929251,0.0751191
32,-0.5001136,-0.5498233,"('unkind', 'kind')",0.36514023,0.41707864,0.83976036,0.8961385,0.234929,0.2544646,-0.0195356
88,0.49918222,0.54958266,"('low', 'eminent')",-0.16699553,-0.09345811,-0.07977927,-0.051215492,0.0841358,0.1349697,-0.0508339
17,-0.4938095,-0.6239698,"('nasty', 'nice')",-0.6030892,-0.62218726,-0.57484734,-0.5938419,-0.5572487,-0.613333,0.0560843
2,0.47481686,0.48194093,"('unlikable', 'likable')",0.5420425,0.577279,0.7629792,0.7667641,0.5932795,0.6086613,-0.0153818
83,-0.4652808,-0.42112824,"('powerless', 'powerful')",-0.13771819,-0.2122177,-1.5517685,-1.6172202,-0.7182558,-0.7501887,0.0319329
12,0.43152916,0.5272486,"('unsupportive', 'supportive')",0.7098745,0.7407294,-1.8124743,-1.8926258,-0.2236902,-0.208216,-0.0154742
48,-0.4267916,-0.5355635,"('unintelligent', 'intelligent')",0.3743212,0.30021226,-0.48168877,-0.5630425,-0.1780531,-0.2661313,0.0880782
24,-0.39707,-0.3948117,"('dishonest', 'honest')",-0.6482464,-0.6105834,0.25976324,0.4125183,-0.2618511,-0.1976256,-0.0642255
28,-0.34636804,-0.5561718,"('disloyal', 'loyal')",0.8348386,0.73982024,1.2940011,1.250897,0.5941572,0.4781818,0.1159754
19,0.32416952,0.13200988,"('inhospitable', 'hospitable')",-0.7302403,-0.82088935,-0.25257066,-0.20188655,-0.2195472,-0.296922,0.0773748
20,0.313901,0.2286782,"('rough', 'thoughtful')",0.5596502,0.48588508,0.62586915,0.57831943,0.4998068,0.4309609,0.0688459
