,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
10,-2.9674664,-3.0295947,"('unsympathetic', 'sympathetic')",-0.01728461,0.024217568,-1.4923755,-1.5026885,0.010313
69,2.6770086,2.6460347,"('lazy', 'industrious')",-0.83588904,-1.0039941,0.9205598,0.8210203,0.0995395
45,-2.4675803,-2.62617,"('incompetent', 'competent')",-0.33500162,-0.41376734,-1.401291,-1.5199686,0.1186776
85,2.3521223,2.158308,"('insignificant', 'prestigious')",-0.79878694,-0.9606788,0.7766677,0.5988146,0.1778531
70,-2.2690346,-2.1192648,"('lethargic', 'energetic')",0.05931098,0.34062183,-1.1048619,-0.8893215,-0.2155404
43,-2.178848,-2.424927,"('irresponsible', 'responsible')",0.69262177,0.7322391,-0.7431132,-0.8463439,0.1032307
55,-1.7562903,-1.9184029,"('incompetent', 'clever')",0.49841344,0.5326726,-0.6289384,-0.6928651,0.0639267
35,1.7189087,1.7268417,"('corrupt', 'incorrupt')",-0.9577537,-0.99942124,0.3805775,0.3637102,0.0168673
13,-1.6844015,-1.7578672,"('impolite', 'polite')",0.38900164,0.34619898,-0.6477,-0.7058342,0.0581342
24,-1.6205236,-1.494993,"('dishonest', 'honest')",0.904348,1.0241301,-0.3580878,-0.2354314,-0.1226564
22,-1.4912881,-1.5362785,"('untrustworthy', 'trustworthy')",-0.799429,-0.6848905,-1.1453586,-1.1105845,-0.0347741
23,-1.471354,-1.6254687,"('insincere', 'sincere')",6.1389546,5.848319,2.3338003,2.1114252,0.2223751
57,-1.4596092,-1.6139596,"('unimaginative', 'imaginative')",-3.3964853,-3.21184,-2.4280472,-2.4128997,-0.0151475
0,-1.4020418,-1.5517142,"('unsociable', 'sociable')",0.027518932,-0.03730058,-0.6872614,-0.7945074,0.107246
25,1.3867792,1.480861,"('egoistic', 'altruistic')",0.9568181,0.97155035,1.1717987,1.2262056,-0.0544069
36,1.3617082,1.2392828,"('hostile', 'amicable')",-0.35510895,-0.39477742,0.5032996,0.4222527,0.0810469
63,-1.3528457,-1.4166504,"('unperceptive', 'insightful')",0.28008842,0.35844886,-0.5363786,-0.5291008,-0.0072778
60,-1.3188049,-1.3727552,"('inefficient', 'efficient')",0.6424444,0.6853244,-0.3381802,-0.3437154,0.0055352
11,-1.3104026,-1.4276421,"('unhelpful', 'helpful')",2.2227173,2.4095566,0.4561573,0.4909573,-0.0348
75,1.3086613,1.3206384,"('meek', 'impulsive')",-0.7071265,-0.6028411,0.3007674,0.3588987,-0.0581313
46,-1.304161,-1.4411205,"('uncompetitive', 'competitive')",-0.67935216,-0.63946605,-0.9917566,-1.0402932,0.0485366
14,-1.3001199,-1.2877923,"('antisocial', 'social')",-0.06755631,-0.18061751,-0.6838381,-0.7342049,0.0503668
86,-1.2992398,-1.5785518,"('uninfluential', 'influential')",-0.6070262,-0.5811795,-0.953133,-1.0798657,0.1267327
30,-1.2969472,-1.3154896,"('intolerant', 'tolerant')",0.7886276,0.9298498,-0.2541598,-0.1928199,-0.0613399
28,-1.2619944,-1.4807879,"('disloyal', 'loyal')",0.694113,0.6195963,-0.2839407,-0.4305958,0.1466551
76,-1.2109386,-1.0227164,"('anxious', 'daring')",-0.07140859,0.12001839,-0.6411736,-0.451349,-0.1898246
21,-1.2027725,-1.2584866,"('immoral', 'moral')",-0.50987405,-0.60600454,-0.8563232,-0.9322456,0.0759224
65,-1.2011265,-1.1916105,"('insecure', 'secure')",0.36096102,0.41909972,-0.4200827,-0.3862554,-0.0338273
3,-1.1914208,-1.12262,"('repellent', 'pleasant')",0.4694762,0.3947685,-0.3609723,-0.3639258,0.0029535
73,1.1175708,1.142201,"('helpless', 'self-reliant')",-3.441701,-3.2029629,-1.162065,-1.030381,-0.131684
7,-1.1007396,-1.2383538,"('insensitive', 'sensitive')",0.06611137,0.01675956,-0.5173141,-0.6107972,0.0934831
31,1.0870517,1.0730691,"('evil', 'good')",-1.3948032,-1.4090171,-0.1538757,-0.167974,0.0140983
41,-1.0841372,-1.1187872,"('unforgiving', 'forgiving')",0.2773888,0.3500071,-0.4033742,-0.3843901,-0.0189841
33,1.0638566,1.0210495,"('wrong', 'right')",-0.7553596,-0.9101799,0.1542485,0.0554348,0.0988137
56,-1.05363,-1.1136159,"('impractical', 'practical')",0.21704367,0.38489917,-0.4182932,-0.3643584,-0.0539348
27,-1.0376788,-0.97566193,"('hardhearted', 'softhearted')",0.7632187,0.7404911,-0.1372301,-0.1175854,-0.0196447
51,-1.0220389,-0.91695553,"('uneducated', 'educated')",0.6481896,0.84896183,-0.1869247,-0.0339969,-0.1529278
38,-0.9880378,-1.0953004,"('untruthful', 'truthful')",0.22831923,0.27123827,-0.3798593,-0.4120311,0.0321718
81,-0.9492035,-0.86341614,"('submissive', 'aggressive')",-0.37155154,-0.4077534,-0.6603775,-0.6355848,-0.0247927
74,-0.90978765,-0.97624433,"('undedicated', 'dedicated')",-0.10338911,0.079383686,-0.5065884,-0.4484303,-0.0581581
4,0.87663877,0.7640983,"('disliked', 'liked')",-6.8950386,-6.616414,-3.0091999,-2.926158,-0.0830419
2,0.87424105,0.9407836,"('unlikable', 'likable')",1.1131322,1.1834031,0.9936867,1.0620934,-0.0684067
16,0.8216714,0.66160357,"('unpopular', 'popular')",0.08273311,-0.06848942,0.4522023,0.2965571,0.1556452
42,-0.77289164,-0.5079148,"('unreliable', 'reliable')",-3.0995917,-2.6694796,-1.9362416,-1.5886972,-0.3475444
59,0.7433293,0.6099664,"('foolish', 'wise')",-0.019665778,-0.14691511,0.3618318,0.2315256,0.1303062
26,0.720045,0.7678877,"('hardhearted', 'benevolent')",1.4044907,1.3598377,1.0622678,1.0638627,-0.0015949
71,0.7167511,0.60082203,"('diffident', 'self-confident')",0.19479242,0.1603354,0.4557717,0.3805787,0.075193
68,-0.6999634,-0.7612571,"('dependent', 'independent')",-1.3997495,-1.3959697,-1.0498564,-1.0786134,0.028757
82,-0.68710923,-0.6931252,"('poor', 'rich')",5.8748393,5.6983275,2.5938649,2.5026011,0.0912638
62,-0.68198246,-0.80093366,"('incompetent', 'brilliant')",0.4608449,0.45023596,-0.1105688,-0.1753488,0.06478
88,0.6641538,0.6320981,"('low', 'eminent')",-0.5929612,-0.55227154,0.0355963,0.0399133,-0.004317
79,0.65620047,0.6011009,"('wavering', 'unwavering')",-0.8286001,-0.77306235,-0.0861998,-0.0859807,-0.0002191
32,-0.645038,-0.6816264,"('unkind', 'kind')",1.1456683,1.0775521,0.2503151,0.1979629,0.0523522
29,-0.62376535,-0.6070503,"('unfair', 'fair')",-0.87060237,-0.7882138,-0.7471839,-0.6976321,-0.0495518
83,0.5948247,0.49560887,"('powerless', 'powerful')",-1.1802422,-1.2194624,-0.2927088,-0.3619268,0.069218
37,-0.5843853,-0.45254657,"('fake', 'genuine')",0.097475424,0.2925173,-0.2434549,-0.0800146,-0.1634403
12,-0.58310294,-0.77892995,"('unsupportive', 'supportive')",-1.9461974,-1.8973031,-1.2646501,-1.3381165,0.0734664
34,-0.567484,-0.6100897,"('mean', 'honorable')",5.3338804,5.311519,2.3831983,2.3507147,0.0324836
47,-0.53777677,-0.44831446,"('stupid', 'smart')",5.2831955,5.0907216,2.3727093,2.3212035,0.0515058
50,0.48162708,0.46344325,"('clumsy', 'skillful')",-0.46592844,-0.4855426,0.0078493,-0.0110497,0.018899
80,-0.4736595,-0.5726121,"('dominated', 'dominating')",-0.37185338,-0.5068437,-0.4227564,-0.5397279,0.1169715
72,-0.44470075,-0.5054095,"('unambitious', 'ambitious')",-0.41015977,-0.54277813,-0.4274303,-0.5240938,0.0966635
48,-0.42516258,-0.58574206,"('unintelligent', 'intelligent')",0.4483108,0.3809274,0.0115741,-0.1024073,0.1139814
15,0.42471492,0.4975273,"('boring', 'funny')",0.60464555,0.9261388,0.5146803,0.7118331,-0.1971528
5,0.42349896,0.40405813,"('distant', 'outgoing')",-0.6705966,-0.6816869,-0.1235488,-0.1388144,0.0152656
66,0.41943163,0.36251897,"('inactive', 'active')",0.38279417,0.21470569,0.4011129,0.2886123,0.1125006
52,0.41701227,0.3051479,"('irrational', 'rational')",-0.43905103,-0.5223904,-0.0110194,-0.1086213,0.0976019
87,0.35523507,0.09299649,"('unsuccessful', 'successful')",0.5895562,0.27428362,0.4723957,0.1836401,0.2887556
40,-0.27743056,-0.25988564,"('stingy', 'generous')",-2.374584,-2.3476846,-1.3260072,-1.3037851,-0.0222221
6,0.2697585,0.25143975,"('distant', 'open')",-0.67670697,-0.71366537,-0.2034742,-0.2311128,0.0276386
18,-0.25384486,-0.121781945,"('disagreeable', 'welcoming')",-1.2462214,-1.2653831,-0.7500331,-0.6935825,-0.0564506
19,0.21622825,0.24930306,"('inhospitable', 'hospitable')",-0.35922635,-0.09426092,-0.071499,0.0775211,-0.1490201
77,-0.20547688,-0.33049735,"('unmotivated', 'motivated')",-0.8119319,-0.78459704,-0.5087044,-0.5575472,0.0488428
9,-0.19745839,-0.4417938,"('unaffectionate', 'caring')",1.0675341,0.8961505,0.4350379,0.2271784,0.2078595
44,0.17196591,0.17162198,"('prejudiced', 'unprejudiced')",-1.113482,-1.233848,-0.4707581,-0.531113,0.0603549
64,-0.16959198,-0.21221714,"('shy', 'confident')",-5.6576576,-5.449402,-2.9136248,-2.8308096,-0.0828152
84,0.16869378,0.063430876,"('inferior', 'superior')",0.57481986,0.6198981,0.3717568,0.3416645,0.0300923
39,-0.16473281,-0.42983288,"('exploitative', 'cooperative')",0.8070334,0.76574117,0.3211503,0.1679541,0.1531962
54,0.15066437,0.01400343,"('incapable', 'capable')",0.7172677,0.613857,0.433966,0.3139302,0.1200358
61,-0.14466135,-0.29355472,"('illogical', 'logical')",0.051959887,-0.005334217,-0.0463507,-0.1494445,0.1030938
53,-0.12915257,-0.32601154,"('uncreative', 'creative')",0.6626116,0.8025974,0.2667295,0.2382929,0.0284366
49,0.07773341,-0.2732541,"('unable', 'able')",-0.30425376,-0.38857988,-0.1132602,-0.330917,0.2176568
58,-0.072114766,-0.14590505,"('undiscriminating', 'discriminating')",0.075714976,0.25231236,0.0018001,0.0532037,-0.0514036
17,0.06765562,0.07688879,"('nasty', 'nice')",-0.30942577,-0.0834991,-0.1208851,-0.0033052,-0.1175799
20,0.06422451,-0.0038046613,"('rough', 'thoughtful')",0.5826748,0.527928,0.3234497,0.2620617,0.061388
78,0.047160104,-0.216952,"('nonresilient', 'resilient')",0.18535858,0.03789854,0.1162593,-0.0895267,0.205786
8,-0.013602495,-0.20201778,"('unaffectionate', 'affectionate')",0.43664935,0.31919938,0.2115234,0.0585908,0.1529326
