,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
81,-1.4291134,-1.6575063,"('submissive', 'aggressive')",-1.4623804,-1.4556903,0.7768373,0.55182594,-1.4968562,-1.4757321,-1.2845129,-1.1002555,-0.9792051,-1.0274716,0.0482665
84,1.4018273,1.5266597,"('inferior', 'superior')",0.8948018,0.9862438,1.2080207,1.2465168,0.7208739,0.73384583,0.85155565,0.8913311,1.015416,1.0769195,-0.0615035
79,1.3862323,1.4539373,"('wavering', 'unwavering')",1.9238671,2.006065,1.0703988,1.285459,0.8894792,0.9480217,0.7221846,0.8081178,1.1984324,1.3003202,-0.1018878
78,1.3778334,1.2611899,"('nonresilient', 'resilient')",0.9645329,0.82235795,1.398373,1.3096492,1.4830658,1.3484633,1.4147499,1.3700184,1.3277111,1.2223357,0.1053754
52,1.365134,1.3582485,"('irrational', 'rational')",0.44130325,0.48040193,-0.7135198,-0.49897146,-0.43555537,-0.3676555,0.15459251,0.04927659,0.1623909,0.20426,-0.0418691
36,1.3487961,1.2934912,"('hostile', 'amicable')",1.6117158,1.5379205,-0.156741,0.0059695244,1.851456,1.8800392,0.8144161,0.6302565,1.0939286,1.0695354,0.0243932
87,1.3102378,1.1567546,"('unsuccessful', 'successful')",0.7967229,0.67937124,2.1546354,2.065749,1.3347048,1.2400893,1.1131921,1.0653214,1.3418986,1.2414571,0.1004415
12,1.3063607,1.2003975,"('unsupportive', 'supportive')",1.512558,1.5268759,1.2220083,1.2332157,-0.58702284,-0.45141068,-1.0530646,-1.0833757,0.4801679,0.4851406,-0.0049727
55,-1.2855049,-1.5492969,"('incompetent', 'clever')",-2.2684662,-2.2562225,0.06571196,-0.27756888,-2.4325469,-2.5282009,-0.29268807,-0.3531433,-1.2426988,-1.3928864,0.1501876
54,1.2379705,1.2347682,"('incapable', 'capable')",0.86847574,0.80525243,1.2468576,1.2682008,0.46087864,0.54297024,1.4603604,1.4566287,1.0549086,1.0615641,-0.0066555
42,1.1892833,1.0884124,"('unreliable', 'reliable')",1.5928892,1.8197635,1.5231837,1.582399,-0.18991885,0.051842265,-2.750061,-2.685649,0.2730752,0.3713536,-0.0982784
0,-1.1836296,-1.4559559,"('unsociable', 'sociable')",-1.541539,-1.7662978,-0.08656063,-0.3568883,-1.4262305,-1.463447,-0.50520366,-0.61038893,-0.9486327,-1.1305956,0.1819629
20,1.1426201,1.1690092,"('rough', 'thoughtful')",-0.43428704,-0.29549623,0.7419784,0.75727737,-0.27393478,-0.28292972,0.59885603,0.60031575,0.3550465,0.3896353,-0.0345888
71,1.1089518,1.0745305,"('diffident', 'self-confident')",1.6847795,1.6742865,0.24382046,0.1963278,-0.04481016,-0.0019968525,0.9922364,0.8808903,0.7969956,0.7648077,0.0321879
70,-1.1062304,-1.3188063,"('lethargic', 'energetic')",-0.669431,-0.5756945,0.94894046,0.75903773,-1.8513739,-1.8099436,0.5599371,0.6251609,-0.4236316,-0.4640491,0.0404175
39,1.1008896,0.9765235,"('exploitative', 'cooperative')",0.8205455,0.78087145,0.06449646,0.09133817,0.5392404,0.65423006,-0.37981343,-0.3255325,0.4290717,0.4354862,-0.0064145
29,1.0693287,1.1412531,"('unfair', 'fair')",0.3208519,0.46012658,-0.13366722,-0.062355224,-0.5729163,-0.5513383,-0.43822697,-0.530234,0.049074,0.0914904,-0.0424164
25,1.0347165,1.1911488,"('egoistic', 'altruistic')",0.8483817,0.85335153,0.6653216,0.6383588,1.4752444,1.4802055,1.5161197,1.402138,1.1079567,1.1130405,-0.0050838
3,-1.0063126,-1.1530088,"('repellent', 'pleasant')",-1.2622318,-1.3808086,-0.55555356,-0.7407532,0.7561629,0.55999696,0.18226115,0.029145055,-0.3771348,-0.5370857,0.1599509
82,-0.9808094,-0.96316105,"('poor', 'rich')",-2.2873974,-2.3375752,-0.1602157,-0.34964904,-1.2085347,-1.2895147,6.1628685,6.049158,0.3051823,0.2218516,0.0833307
44,-0.98044324,-1.0747163,"('prejudiced', 'unprejudiced')",-0.61455804,-0.6978952,-1.0587127,-1.0298029,-0.41041714,-0.33607104,-2.067094,-2.041428,-1.026245,-1.0359827,0.0097377
40,0.9719143,0.9099095,"('stingy', 'generous')",0.8409777,0.8181034,0.094634466,0.20265144,-0.061114196,0.077000946,-1.547334,-1.5671529,0.0598156,0.0881025,-0.0282869
77,0.929075,0.7457829,"('unmotivated', 'motivated')",-0.6031212,-0.6844885,0.36474824,0.3236634,0.26241976,0.23223443,-0.8529885,-0.82223046,0.0200267,-0.0410076,0.0610343
75,0.9281749,1.0624484,"('meek', 'impulsive')",1.1385124,1.2061092,0.4902671,0.71668655,1.8802309,1.9732946,-0.08337493,0.011511326,0.8707621,0.99401,-0.1232479
48,-0.8541762,-0.96173537,"('unintelligent', 'intelligent')",-1.8031678,-1.8409648,-0.13249175,-0.38990924,-2.7066872,-2.7760365,0.5858566,0.49767786,-0.9821333,-1.0941936,0.1120603
28,-0.8435727,-0.9051504,"('disloyal', 'loyal')",-1.4933697,-1.4531175,-0.6463539,-0.7936323,-2.0108523,-2.0892205,0.7612084,0.7300614,-0.846588,-0.9022118,0.0556238
14,-0.8231558,-0.98760444,"('antisocial', 'social')",-1.3130752,-1.2536141,0.75764745,0.59573597,-0.8966457,-0.8542207,-1.1332004,-1.1641825,-0.6816859,-0.7327771,0.0510912
49,-0.811304,-0.7644226,"('unable', 'able')",-0.5985253,-0.5293327,0.12794997,0.030370004,-1.0572152,-1.0354675,-0.35116592,-0.38390103,-0.5380521,-0.5365508,-0.0015013
72,0.8074317,0.84141093,"('unambitious', 'ambitious')",-0.1746015,-0.18573862,-0.65039384,-0.5880139,-0.6357039,-0.6221228,-0.7740892,-0.71519977,-0.2854713,-0.2539328,-0.0315385
59,0.7752434,0.9771181,"('foolish', 'wise')",0.6956221,0.7904384,0.84956384,1.0037637,0.014818534,0.09316179,0.76852304,0.71356964,0.6207541,0.7156103,-0.0948562
37,-0.770757,-0.86180437,"('fake', 'genuine')",-0.74962467,-0.6003306,-0.4829316,-0.54274386,-1.2219514,-1.222867,0.086197935,0.012608673,-0.6278133,-0.6430274,0.0152141
68,-0.7567809,-0.683863,"('dependent', 'independent')",0.23325382,0.2508415,-0.6584453,-0.7405685,-1.2337656,-1.2985479,-0.17828305,-0.25752285,-0.5188042,-0.5459321,0.0271279
27,-0.7276426,-0.68833154,"('hardhearted', 'softhearted')",-0.35773036,-0.40044275,-0.37179217,-0.411247,-0.36654207,-0.33373716,1.7145449,1.6225003,-0.0218325,-0.0422516,0.0204191
34,0.6968826,0.5606367,"('mean', 'honorable')",0.6667974,0.55478626,0.6090475,0.44268247,0.5864223,0.55854625,6.514496,6.520171,1.8147291,1.7273645,0.0873646
13,-0.68373376,-0.9556454,"('impolite', 'polite')",-1.2933868,-1.4617244,-0.27447864,-0.4249394,-1.0598233,-1.0845014,-0.45152706,-0.47118697,-0.7525899,-0.8795996,0.1270097
65,-0.64369226,-0.8598315,"('insecure', 'secure')",-1.5712606,-1.6497358,0.119860396,-0.07484557,-2.0219586,-2.0380685,-0.8234143,-0.74175495,-0.9880931,-1.0728473,0.0847542
60,-0.6165532,-0.8952008,"('inefficient', 'efficient')",-1.8579147,-1.94962,-0.31213838,-0.5625958,-2.4243572,-2.4193823,-0.25665176,-0.17150557,-1.093523,-1.1996609,0.1061379
16,0.57449204,0.5988916,"('unpopular', 'popular')",0.23508723,0.07474844,0.68723077,0.6559518,0.671494,0.692248,1.2139294,1.0486745,0.6764467,0.6141028,0.0623439
76,-0.49723053,-0.71055835,"('anxious', 'daring')",-0.9654504,-0.92323834,1.5162714,1.34565,-0.7656547,-0.7450982,-0.30440113,-0.17577416,-0.2032931,-0.2418038,0.0385107
30,-0.48142773,-0.65948296,"('intolerant', 'tolerant')",-1.5846081,-1.6038336,-0.20033258,-0.43647552,-1.937748,-1.875486,0.44322687,0.51423,-0.7521779,-0.8122097,0.0600318
21,-0.47576463,-0.84334236,"('immoral', 'moral')",-1.0371827,-1.0859693,0.39123806,-0.0031977892,-2.411812,-2.5032067,-1.083392,-1.2216572,-0.9233827,-1.1314747,0.208092
8,0.45959413,0.55345166,"('unaffectionate', 'affectionate')",1.2656164,1.2496524,0.07028538,0.15676486,-0.11547519,-0.10185893,1.1767172,1.1025664,0.5713476,0.5921153,-0.0207677
57,-0.4289172,-0.51115143,"('unimaginative', 'imaginative')",-1.5431731,-1.4862833,-0.37972513,-0.39301893,-1.5413423,-1.4789262,-3.0466337,-3.0450063,-1.3879583,-1.3828772,-0.0050811
74,0.422092,0.3999595,"('undedicated', 'dedicated')",0.4329077,0.5414949,0.69375193,0.6235894,-0.39086664,-0.41761857,0.60466105,0.5861038,0.3525092,0.3467058,0.0058034
11,-0.399877,-0.5066757,"('unhelpful', 'helpful')",-1.4009014,-1.4301381,-0.6749582,-0.79996675,-1.4052013,-1.4071171,2.140864,2.290838,-0.3480148,-0.370612,0.0225972
50,0.39922106,0.39389175,"('clumsy', 'skillful')",1.0726392,1.0716586,1.8735888,1.8270612,0.7792296,0.7383876,1.0340075,0.92891955,1.0317372,0.9919838,0.0397534
56,-0.36773443,-0.37816796,"('impractical', 'practical')",-0.9192354,-0.73981494,-0.5176284,-0.5552682,-1.6849144,-1.5842084,-0.6061396,-0.42867926,-0.8191304,-0.7372278,-0.0819026
63,0.36340684,0.28185353,"('unperceptive', 'insightful')",0.8540323,0.8624598,1.7996047,1.6523271,-0.74471146,-0.7662737,1.9021082,1.8953024,0.8348881,0.7851338,0.0497543
86,-0.34565106,-0.3088747,"('uninfluential', 'influential')",-0.43037444,-0.36443076,0.26679724,0.1456644,-1.5134782,-1.46364,0.56403244,0.50482935,-0.2917348,-0.2972903,0.0055555
31,0.32380283,0.49672902,"('evil', 'good')",0.5456191,0.71341354,-0.43892258,-0.29227304,1.3968614,1.5243926,-0.7481792,-1.0005529,0.2158363,0.2883419,-0.0725056
41,0.3184654,0.087686315,"('unforgiving', 'forgiving')",0.47120863,0.43330365,0.024205089,0.057992965,-0.5944587,-0.48178488,-0.19164708,-0.24611498,0.0055547,-0.0297834,0.0353381
24,-0.30328783,-0.25458458,"('dishonest', 'honest')",-0.6902472,-0.5433096,-0.58840334,-0.62463534,-2.551753,-2.4070559,0.92698604,0.9810702,-0.6413411,-0.5697031,-0.071638
88,0.2868626,0.37665555,"('low', 'eminent')",-0.7545593,-0.6328203,0.20716281,0.13945012,-1.5329525,-1.5585368,0.62358487,0.5696236,-0.2339803,-0.2211256,-0.0128547
67,0.26526117,0.3287389,"('doubtful', 'determined')",-0.25976598,-0.09955223,-0.12808168,0.05456794,-0.34938833,-0.122424625,-0.70220727,-0.58614606,-0.2348364,-0.0849632,-0.1498732
38,0.24618034,0.21059299,"('untruthful', 'truthful')",0.1911044,0.16289976,-0.38681203,-0.3388743,-0.25854036,-0.17336166,0.62592375,0.7530296,0.0835712,0.1228573,-0.0392861
23,-0.23169309,-0.5188837,"('insincere', 'sincere')",-1.2388705,-1.4369012,-0.36522725,-0.63986886,-2.372268,-2.4646857,5.9780235,5.926507,0.3539929,0.1732335,0.1807594
43,0.23099639,0.008920025,"('irresponsible', 'responsible')",-0.0737783,-0.2109119,-0.44457817,-0.584737,-1.6010766,-1.6068125,0.41072464,0.4434563,-0.2955424,-0.390017,0.0944746
15,-0.21347466,-0.13722906,"('boring', 'funny')",0.33473915,0.47366133,0.18922327,0.30146083,-0.6600981,-0.48187074,0.15492399,0.1765574,-0.0389373,0.0665159,-0.1054532
47,-0.1578231,-0.17254412,"('stupid', 'smart')",-0.94343174,-0.9047372,0.22235209,0.120875046,-1.0747485,-1.1115195,5.0994596,4.993137,0.6291617,0.5850422,0.0441195
19,-0.13291766,0.0766423,"('inhospitable', 'hospitable')",0.65697414,0.8736284,-0.51277107,-0.35716012,-0.11053742,-0.00323751,-0.19402549,-0.1306901,-0.0586555,0.0918366,-0.1504921
7,-0.12884782,-0.36938602,"('insensitive', 'sensitive')",-1.0632359,-1.1856353,0.08905285,-0.20473106,-1.5829962,-1.6389462,0.77871454,0.73107344,-0.3814625,-0.533525,0.1520625
62,-0.12807117,-0.30467856,"('incompetent', 'brilliant')",-0.702661,-0.68408304,-0.2261971,-0.35755032,-1.8393749,-1.8166037,0.14646953,0.25816745,-0.5499669,-0.5809496,0.0309827
64,0.120845474,0.13705637,"('shy', 'confident')",-0.13712712,-0.012463722,-0.09956315,0.09809938,0.06343274,0.17537478,-6.8084526,-6.551896,-1.3721729,-1.2307658,-0.1414071
35,0.08152315,0.38133377,"('corrupt', 'incorrupt')",0.46043694,0.6093824,-0.4542547,-0.117233366,1.5263554,1.6847129,0.015086822,0.03833544,0.3258295,0.5193062,-0.1934767
17,-0.07393027,-0.14103329,"('nasty', 'nice')",-1.22995,-1.1555068,-0.37295902,-0.19449222,-0.44030157,-0.24573135,-1.1058117,-0.98422456,-0.6445905,-0.5441977,-0.1003928
80,-0.067125976,-0.17916001,"('dominated', 'dominating')",-0.5190126,-0.46025974,0.47208232,0.28339165,-0.25923598,-0.36551186,-1.2715845,-1.2107464,-0.3289753,-0.3864573,0.057482
18,-0.057329893,-0.16502258,"('disagreeable', 'welcoming')",0.72614086,0.67940784,0.6131191,0.66778374,-1.0320959,-0.9733449,-0.45587963,-0.5870459,-0.0412091,-0.0756444,0.0344353
51,0.0371771,-0.034630843,"('uneducated', 'educated')",-0.25194654,-0.1297497,1.6950897,1.5329995,-0.57526374,-0.6425609,1.3268927,1.3613923,0.4463899,0.4174901,0.0288998
32,-0.03643346,-0.08581367,"('unkind', 'kind')",0.020521127,-0.0706126,0.2842884,0.103781976,-1.2110529,-1.1743695,1.2577074,1.2037683,0.0630061,-0.0046491,0.0676552
46,0.029941987,-0.3435567,"('uncompetitive', 'competitive')",-0.29570273,-0.47049746,0.82033724,0.5182391,-0.77755994,-0.9847391,-0.56104535,-0.5881036,-0.1568058,-0.3737316,0.2169258
4,-0.0145301595,0.101542145,"('disliked', 'liked')",1.067435,1.253378,0.038265295,0.29884115,-0.10175774,0.06656202,-6.4360523,-6.3745174,-1.089328,-0.9308388,-0.1584892
