,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
69,-3.6685388,-3.103052,"('lazy', 'industrious')",-0.67946696,-0.349733,1.1747077,1.3163011,-1.057766,-0.7121613,-0.3456047
65,3.6455657,3.1983018,"('insecure', 'secure')",0.847206,0.4655887,-0.3983935,-0.5811166,1.3647927,1.0275912,0.3372015
13,3.5226686,3.200291,"('impolite', 'polite')",1.0709182,0.7525394,-0.5115681,-0.63599414,1.360673,1.105612,0.255061
70,3.3313684,2.8893156,"('lethargic', 'energetic')",0.9774701,0.79503864,-1.0494833,-0.99631166,1.0864517,0.8960142,0.1904375
0,3.161102,2.7925305,"('unsociable', 'sociable')",0.2410208,-0.22260492,-0.32749233,-0.33691996,1.0248769,0.7443352,0.2805417
76,3.039453,2.6510038,"('anxious', 'daring')",1.7276425,1.610626,-0.055035707,-0.041273393,1.5706867,1.4067855,0.1639012
52,-3.017986,-2.6188505,"('irrational', 'rational')",-0.920611,-0.47368902,0.32609484,0.35686526,-1.2041674,-0.9118915,-0.2922759
45,2.9854627,2.4909477,"('incompetent', 'competent')",0.9996843,0.58340096,-1.2401582,-1.3725736,0.9149963,0.5672584,0.3477379
63,2.9314036,2.8439682,"('unperceptive', 'insightful')",0.81803614,0.7382296,0.37067094,0.27243215,1.3733702,1.2848766,0.0884936
25,-2.7945373,-2.3596263,"('egoistic', 'altruistic')",-1.0149006,-0.63735574,0.7150502,0.8498721,-1.0314625,-0.7157033,-0.3157592
59,-2.681999,-2.1798165,"('foolish', 'wise')",-0.39463526,0.07697149,0.09236646,0.19931501,-0.9947559,-0.63451,-0.3602459
4,-2.619663,-2.5240502,"('disliked', 'liked')",-0.42409793,-0.2863729,-2.2569556,-2.0597377,-1.7669055,-1.623387,-0.1435185
74,2.6148865,2.5179315,"('undedicated', 'dedicated')",2.2084224,2.1456373,0.30425796,0.3729559,1.7091889,1.6788414,0.0303475
16,-2.6070533,-2.3989491,"('unpopular', 'popular')",-1.8222533,-1.4578531,0.24595854,0.3827681,-1.3944494,-1.1580114,-0.236438
30,2.5009458,2.187627,"('intolerant', 'tolerant')",1.1107786,0.84792936,-0.6663555,-0.7799815,0.9817896,0.7518582,0.2299314
8,-2.4598136,-2.3897693,"('unaffectionate', 'affectionate')",-0.4433047,-0.50321805,0.33507404,0.27869034,-0.8560148,-0.8714323,0.0154175
51,2.3803208,2.1281285,"('uneducated', 'educated')",0.5533212,0.6400099,-1.1491201,-1.0879078,0.5948406,0.5600769,0.0347637
12,2.340034,2.2668567,"('unsupportive', 'supportive')",1.2850268,1.1657197,-1.1803676,-1.095529,0.8148977,0.7790159,0.0358818
32,2.308548,2.01018,"('unkind', 'kind')",1.0804846,1.0553699,0.63433504,0.7681874,1.3411226,1.2779125,0.0632101
86,2.2870276,2.1544015,"('uninfluential', 'influential')",0.35543367,0.07074176,-0.89409524,-0.9535012,0.5827887,0.4238807,0.158908
77,2.2731504,2.25509,"('unmotivated', 'motivated')",1.111643,0.80268717,0.051087596,-0.16776977,1.1452936,0.9633358,0.1819578
57,2.248563,1.9799622,"('unimaginative', 'imaginative')",-0.24851349,-0.5963674,-1.4831339,-1.5700899,0.1723052,-0.0621651,0.2344703
3,2.1904488,1.9168761,"('repellent', 'pleasant')",-0.095096596,-0.08572686,-0.832253,-0.75538003,0.4210331,0.3585897,0.0624434
1,-2.139842,-2.0864944,"('unfriendly', 'friendly')",-1.100867,-1.1205117,1.155777,1.0728735,-0.6949774,-0.7113775,0.0164001
48,2.1199687,1.8206167,"('unintelligent', 'intelligent')",0.3275214,0.15712222,-1.0184405,-0.9608417,0.4763498,0.3389657,0.1373841
39,2.0764942,2.1231008,"('exploitative', 'cooperative')",2.0917313,1.7541863,0.58573204,0.34817302,1.5846524,1.4084867,0.1761657
58,2.0138419,2.1908767,"('undiscriminating', 'discriminating')",0.30468106,0.26221418,0.38928515,0.2756341,0.9026027,0.909575,-0.0069723
37,1.7568973,1.6490465,"('fake', 'genuine')",1.2352084,1.013789,-0.59735566,-0.63002294,0.79825,0.6776042,0.1206458
41,1.7510908,1.4447278,"('unforgiving', 'forgiving')",1.0446122,1.0584548,0.05806566,0.015411435,0.9512562,0.8395313,0.1117249
22,1.7234199,1.2529995,"('untrustworthy', 'trustworthy')",0.10883482,-0.201364,-1.0173993,-1.0979154,0.2716185,-0.0154266,0.2870451
44,-1.7092202,-2.022545,"('prejudiced', 'unprejudiced')",-0.5103361,-0.698785,-0.8552929,-0.9092026,-1.0249497,-1.2101776,0.1852279
26,-1.702315,-1.6465373,"('hardhearted', 'benevolent')",-0.12603056,-0.045043014,1.1761534,1.1699302,-0.2173974,-0.1738834,-0.043514
42,1.6409147,1.2782383,"('unreliable', 'reliable')",1.1918575,1.0859002,-0.5339115,-0.50866914,0.7662869,0.6184898,0.1477971
28,1.6097519,1.457132,"('disloyal', 'loyal')",1.2515419,1.139363,-0.1572196,-0.20196167,0.901358,0.7981778,0.1031802
75,-1.6062024,-1.2490888,"('meek', 'impulsive')",-0.98253554,-0.77070105,0.09292148,0.085059494,-0.8319388,-0.6449101,-0.1870287
61,1.5431445,1.6075373,"('illogical', 'logical')",-0.24422157,-0.41121817,-0.072386004,-0.120196,0.4088456,0.3587077,0.0501379
24,1.4288831,0.95957065,"('dishonest', 'honest')",1.4090039,1.2292292,-0.64065075,-0.5565819,0.732412,0.5440726,0.1883394
84,1.3972937,1.6111937,"('inferior', 'superior')",0.45188025,0.62277097,0.0027414472,-0.00786411,0.6173051,0.7420336,-0.1247285
72,1.2942208,1.2668246,"('unambitious', 'ambitious')",1.0565786,0.8865843,-1.0067105,-0.9369928,0.4480297,0.405472,0.0425577
19,-1.2568655,-0.8967212,"('inhospitable', 'hospitable')",-0.21510686,-0.09026933,-0.60784906,-0.65223724,-0.6932738,-0.5464092,-0.1468646
20,1.2233022,1.2716781,"('rough', 'thoughtful')",0.21443261,0.19747122,-0.2827831,-0.28079113,0.3849839,0.3961194,-0.0111355
64,1.1884748,0.57407933,"('shy', 'confident')",0.51027346,0.072365455,-2.9426932,-2.9066293,-0.4146483,-0.7533948,0.3387465
83,1.0919743,0.94354033,"('powerless', 'powerful')",0.5083456,0.35752448,0.39904013,0.4079324,0.6664533,0.5696657,0.0967876
68,1.062964,1.1665574,"('dependent', 'independent')",-0.27312914,-0.23537198,-1.6852849,-1.6595683,-0.2984833,-0.2427943,-0.055689
17,-1.030843,-1.0492922,"('nasty', 'nice')",-0.40810734,-0.38979465,0.25109065,0.2469778,-0.3959532,-0.3973697,0.0014165
87,1.0246363,1.0603333,"('unsuccessful', 'successful')",0.64087176,0.5456564,0.98718745,0.9696603,0.8842318,0.85855,0.0256818
66,-0.98656404,-0.9312269,"('inactive', 'active')",0.12923765,0.2631339,1.4383631,1.4330643,0.1936789,0.2549905,-0.0613116
67,0.8674042,0.83987194,"('doubtful', 'determined')",1.261154,1.355764,-0.026540231,0.11286275,0.7006726,0.7694996,-0.068827
50,-0.812952,-0.64767927,"('clumsy', 'skillful')",-0.3933913,-0.25955284,0.48762387,0.45043343,-0.2395731,-0.1522662,-0.0873069
27,0.7741686,0.8430911,"('hardhearted', 'softhearted')",0.15744606,0.19883202,-0.26275927,-0.37670586,0.2229518,0.2217391,0.0012127
54,-0.7558491,-0.7256525,"('incapable', 'capable')",0.017951258,0.16249849,1.2237343,1.1602482,0.1619455,0.1990314,-0.0370859
73,-0.72649896,-0.69247174,"('helpless', 'self-reliant')",0.80543137,0.90551955,-1.0726304,-1.0948657,-0.3312327,-0.2939393,-0.0372934
47,0.69293106,0.7970274,"('stupid', 'smart')",-0.14482918,-0.07665922,1.6592046,1.6029716,0.7357688,0.7744466,-0.0386778
82,0.64367473,0.65902674,"('poor', 'rich')",-1.4296795,-1.2396485,1.643015,1.6303529,0.2856701,0.3499104,-0.0642403
88,-0.64296836,-0.6418459,"('low', 'eminent')",-1.3075515,-1.0303873,-0.34854534,-0.16220315,-0.766355,-0.6114788,-0.1548762
33,-0.64202183,-0.16610214,"('wrong', 'right')",0.38502026,0.5999089,0.88017637,0.82434833,0.2077249,0.419385,-0.2116601
29,-0.6403873,-0.52731836,"('unfair', 'fair')",-0.41449577,-0.19461754,-0.24691927,-0.15594912,-0.4339341,-0.2926283,-0.1413058
40,0.5970224,0.4223182,"('stingy', 'generous')",1.306034,1.3140212,-0.6039126,-0.5202829,0.4330479,0.4053522,0.0276957
38,0.58349866,0.84203225,"('untruthful', 'truthful')",0.9095486,0.9865461,0.24271932,0.29072973,0.5785888,0.706436,-0.1278472
49,0.55069244,0.5577479,"('unable', 'able')",-0.8007545,-0.84999216,-0.9223062,-0.9357213,-0.3907894,-0.4093219,0.0185325
34,0.42409277,0.4271846,"('mean', 'honorable')",0.34011117,0.3018564,2.5701823,2.4281244,1.1114621,1.0523885,0.0590736
15,-0.41480455,-0.32763326,"('boring', 'funny')",0.19950897,0.29471937,1.3990407,1.3713021,0.3945817,0.4461294,-0.0515477
18,-0.37264547,-0.46950266,"('disagreeable', 'welcoming')",-0.15893887,-0.0070133097,-0.6485021,-0.61190337,-0.3933621,-0.3628064,-0.0305557
71,0.25787923,0.5743603,"('diffident', 'self-confident')",0.83594453,0.7334404,0.56218356,0.52558476,0.5520024,0.6111285,-0.0591261
78,-0.13926025,-0.20452958,"('nonresilient', 'resilient')",-0.46060175,-0.5914831,0.9794277,0.8199343,0.1265219,0.0079739,0.118548
9,-0.052498892,-0.006125577,"('unaffectionate', 'caring')",0.061512507,-0.0052247606,0.9510842,0.8468609,0.3200326,0.2785035,0.0415291
53,-0.043761298,0.3009488,"('uncreative', 'creative')",-0.9177316,-0.90683854,1.1579838,1.0468159,0.065497,0.1469754,-0.0814784
2,0.041005872,-0.08073147,"('unlikable', 'likable')",0.99923325,0.95622134,1.0449426,1.0534999,0.6950606,0.6429966,0.052064
