,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
56,1.7424461,1.3525555,"('impractical', 'practical')",1.0554898,0.92313427,-1.0383257,-1.058469,-0.043594275,0.03272127,0.33655727,0.4415799,0.4105146,0.3383044,0.0722102
77,-1.518029,-1.7608244,"('unmotivated', 'motivated')",-1.5377097,-1.5867503,-2.056285,-1.9935198,-1.5375284,-1.4120551,-0.8063409,-0.70752436,-1.4911785,-1.4921348,0.0009563
12,1.4529274,1.3788879,"('unsupportive', 'supportive')",0.873305,0.88593566,0.70864785,0.76210606,0.63979274,0.75904584,-0.873731,-0.6455734,0.5601884,0.6280804,-0.067892
53,-1.4075273,-1.3912141,"('uncreative', 'creative')",-0.31926933,-0.3997396,-0.06027843,-0.110834144,-1.4716508,-1.4142249,0.7561,0.7228229,-0.5005252,-0.518638,0.0181128
3,-1.3565953,-1.6379702,"('repellent', 'pleasant')",-1.7094944,-1.7019094,-1.3361362,-1.267118,-1.2424846,-1.2313641,-0.24362929,-0.2843076,-1.177668,-1.2245338,0.0468658
25,-1.2140958,-0.6899028,"('egoistic', 'altruistic')",0.54380774,0.5825737,0.008237932,0.07785548,-0.6082041,-0.40249705,1.1685952,1.0693032,-0.0203318,0.1274665,-0.1477983
71,1.187737,1.3672999,"('diffident', 'self-confident')",2.1049213,2.094034,0.6286538,0.5694915,1.6355445,1.6897602,0.67922086,0.73265266,1.2472155,1.2906476,-0.0434321
15,1.1609857,1.119421,"('boring', 'funny')",1.1797193,1.057339,0.6570567,0.63464314,0.28451848,0.335502,0.54129535,0.4389321,0.7647151,0.7171674,0.0475477
28,-1.1589288,-1.2105607,"('disloyal', 'loyal')",-0.66785014,-0.63367945,-1.2259114,-1.1848328,-2.1413026,-2.0025418,0.468979,0.47512132,-0.9450027,-0.9112987,-0.033704
81,-1.1411895,-1.7532917,"('submissive', 'aggressive')",-1.4239731,-1.6013682,-1.711973,-1.802541,-1.5392323,-1.5343901,-0.7800628,-0.8158084,-1.3192862,-1.5014798,0.1821936
43,1.139061,0.70250404,"('irresponsible', 'responsible')",0.5551445,0.44636223,-0.68819255,-0.7615807,-1.3743879,-1.2998804,1.2499475,1.32961,0.1763145,0.083403,0.0929115
20,-1.0812676,-1.1994524,"('rough', 'thoughtful')",-1.6470506,-1.644138,-1.2816333,-1.2097828,-1.6156921,-1.4707931,1.0168544,1.1107055,-0.9217579,-0.8826922,-0.0390657
66,-1.0657299,-0.96663,"('inactive', 'active')",-0.5520986,-0.6888801,1.1070616,0.98727113,0.8858706,0.89830184,0.5800026,0.50963,0.1910213,0.1479386,0.0430827
86,-1.0571866,-1.3690114,"('uninfluential', 'influential')",-0.25849876,-0.38795757,-1.5534436,-1.5458223,-2.3847115,-2.2025497,0.0961885,0.06814507,-1.0315304,-1.0874391,0.0559087
31,-1.0416453,-0.4962654,"('evil', 'good')",0.6782559,0.93123144,1.6800221,1.7932903,0.28857458,0.31364805,-1.0694157,-1.2050054,0.1071583,0.2673798,-0.1602215
73,0.99563247,1.2828538,"('helpless', 'self-reliant')",0.4371168,0.6521865,1.4613389,1.5844266,1.5252596,1.5391876,-2.6818566,-2.3669434,0.3474982,0.5383422,-0.190844
29,0.9831793,1.09963,"('unfair', 'fair')",1.0550513,1.1873119,-0.2341177,-0.29164836,-0.020185852,0.052869234,-0.6180532,-0.54847383,0.2331748,0.2999378,-0.066763
68,-0.965022,-1.1868764,"('dependent', 'independent')",-0.88449335,-0.86275876,-0.876469,-0.94390845,-0.14128537,-0.22741808,-0.43648562,-0.49316993,-0.6607511,-0.7428264,0.0820753
10,-0.9480055,-1.4444232,"('unsympathetic', 'sympathetic')",-1.2628938,-1.4866219,-2.9815834,-2.9662194,-2.5922325,-2.5123675,-0.12319423,-0.093389295,-1.581582,-1.7006042,0.1190222
42,0.9311484,0.83137274,"('unreliable', 'reliable')",1.3325452,1.2104397,1.3277001,1.2748455,1.0924712,1.0357955,-2.1706939,-1.9340936,0.5026342,0.483672,0.0189622
47,0.84693867,0.72053736,"('stupid', 'smart')",0.62345517,0.46434307,0.5435968,0.46281326,-0.22771992,-0.29021803,5.1177177,4.7630067,1.3807977,1.2240965,0.1567012
57,-0.84437275,-1.033622,"('unimaginative', 'imaginative')",-0.30491138,-0.32175848,-1.3731166,-1.3279234,-2.2169192,-2.167094,-2.1888082,-1.9651961,-1.3856256,-1.3631188,-0.0225068
36,-0.82633376,-0.29029357,"('hostile', 'amicable')",-0.10854343,0.04968217,0.9312164,1.0048935,0.8670453,0.94177663,-0.2241524,-0.42001146,0.1278464,0.2572094,-0.129363
67,0.81038433,0.7335925,"('doubtful', 'determined')",0.16185811,0.22949575,-0.07567975,-0.05317282,0.5088718,0.559204,-0.18317212,0.0017222646,0.2444525,0.2941683,-0.0497158
58,-0.76968265,-0.7998546,"('undiscriminating', 'discriminating')",-0.6178903,-0.5941442,-0.4711929,-0.49078482,-1.0130814,-0.94610846,-0.09759913,-0.07965472,-0.5938892,-0.5821094,-0.0117798
39,0.7632835,0.46416163,"('exploitative', 'cooperative')",0.62010604,0.5810524,0.3093544,0.28893226,-0.45575786,-0.39802837,0.13484474,0.2735752,0.2743662,0.2419386,0.0324276
2,0.75827783,0.7070163,"('unlikable', 'likable')",0.92622346,0.8163938,0.88341355,0.8829003,0.8328434,0.8528014,0.773965,0.78012097,0.8349446,0.8078465,0.0270981
88,-0.7496742,-0.72223985,"('low', 'eminent')",-1.0202851,-1.1530194,-0.28398496,-0.35103473,-1.2496382,-1.4120183,0.2202997,0.16312684,-0.6166566,-0.6950371,0.0783805
37,0.72244227,0.5921456,"('fake', 'genuine')",0.97134143,1.0446779,-0.18653066,-0.068069234,0.27332217,0.42695266,0.55100286,0.66050386,0.4663157,0.5312421,-0.0649264
18,-0.70693547,-0.6442851,"('disagreeable', 'welcoming')",0.7264167,0.67251986,0.6917081,0.69463265,-0.46016127,-0.5163094,-0.28890938,-0.24986704,-0.0075763,-0.0086618,0.0010855
84,0.70058656,0.77400565,"('inferior', 'superior')",0.78292704,0.75392187,0.142532,0.119191065,0.00011733174,-0.037755996,0.76852226,0.79732215,0.4789371,0.481337,-0.0023999
49,-0.6962562,-0.9020204,"('unable', 'able')",0.06087237,-0.050818685,-1.1315109,-1.2180096,-0.93466634,-1.0459778,-0.30102968,-0.36164197,-0.6005181,-0.7156937,0.1151756
13,0.668512,0.21607028,"('impolite', 'polite')",-0.10768934,-0.3455563,-1.0961615,-1.1325332,-0.91057754,-0.8724413,-0.14615649,-0.13691688,-0.3184146,-0.4542755,0.1358609
32,0.64399236,0.44084796,"('unkind', 'kind')",0.7451532,0.57884395,0.5994177,0.5377556,-1.3007325,-1.2868062,1.0347553,1.0216224,0.3445172,0.2584527,0.0860645
60,0.63720065,-0.0035260916,"('inefficient', 'efficient')",0.5762945,0.38031057,-1.3804781,-1.3993411,-1.1869531,-1.1660545,0.50487876,0.69444543,-0.1698115,-0.2988331,0.1290216
27,-0.6296179,-0.5467284,"('hardhearted', 'softhearted')",-0.27146643,-0.31639284,-0.5829047,-0.49429417,-0.2057237,-0.16058348,1.5401139,1.466389,-0.0299198,-0.010322,-0.0195978
82,-0.6216635,-0.82741356,"('poor', 'rich')",-0.5790682,-0.74874693,-0.22720832,-0.40324938,-1.4669493,-1.6098208,5.528476,5.147243,0.5267174,0.3116025,0.2151149
33,0.6147671,0.73880106,"('wrong', 'right')",-0.24609643,-0.12414278,1.0630227,1.1382939,1.0884268,1.2211021,-0.012679983,0.046601564,0.501488,0.6041312,-0.1026432
19,-0.6002365,-0.4268951,"('inhospitable', 'hospitable')",0.16321094,0.2882043,0.31660184,0.3733411,0.42863452,0.52138364,0.08372381,0.16096532,0.0783869,0.1833999,-0.105013
75,-0.5913889,-0.17412344,"('meek', 'impulsive')",-1.1484139,-0.78623205,0.17426062,0.2949161,0.4774759,0.49314678,-0.44804826,-0.43674532,-0.3072229,-0.1218076,-0.1854153
38,0.5664845,0.56797254,"('untruthful', 'truthful')",-0.17803425,-0.14228436,-0.16722941,-0.0594729,0.7351645,0.8454372,0.43666244,0.51537585,0.2786096,0.3454057,-0.0667961
26,-0.5645767,-0.39660203,"('hardhearted', 'benevolent')",1.3617253,1.2839904,1.3464152,1.3502707,0.0003365241,0.061067536,1.7039746,1.6996074,0.7695749,0.7996668,-0.0300919
41,0.5644791,0.47979987,"('unforgiving', 'forgiving')",-0.1077689,-0.030366298,0.009810343,0.08058777,-0.9182444,-0.78240067,0.2706934,0.3624615,-0.0362061,0.0220164,-0.0582225
34,-0.55701315,-0.56596905,"('mean', 'honorable')",-0.31583497,-0.3765696,-0.67581934,-0.66521734,0.26215893,0.32689732,5.5997753,5.3724327,0.8626534,0.8183148,0.0443386
46,-0.55459344,-1.1907707,"('uncompetitive', 'competitive')",-0.7582987,-0.8575047,-1.3154532,-1.2958851,-1.460038,-1.5153108,-0.34147808,-0.24292716,-0.8859723,-1.0204797,0.1345074
17,-0.53331774,-0.52560765,"('nasty', 'nice')",0.116699986,0.15449113,-0.48056203,-0.35482362,-0.7713876,-0.7461729,-0.529773,-0.6447752,-0.4396681,-0.4233777,-0.0162904
23,0.50561666,0.15287283,"('insincere', 'sincere')",-0.28859672,-0.3465086,-1.7508829,-1.7354152,-1.0844008,-0.9994237,5.3715014,5.1797013,0.5506475,0.4502453,0.1004022
76,-0.47973534,-0.8072857,"('anxious', 'daring')",-0.58690476,-0.76979506,-0.47434545,-0.515298,-1.3735102,-1.4046177,0.19955042,0.26135036,-0.5429891,-0.6471292,0.1041401
85,-0.4674901,0.17828245,"('insignificant', 'prestigious')",1.1392592,1.1930737,1.68529,1.6020659,1.6212276,1.5531645,0.6012455,0.427941,0.9159064,0.9909055,-0.0749991
8,-0.46048015,0.00093605276,"('unaffectionate', 'affectionate')",1.5456874,1.539263,-0.17943022,0.021882217,-0.21947818,-0.012269052,0.72018594,0.64044696,0.2812969,0.4380518,-0.1567549
80,0.43268418,-0.16117513,"('dominated', 'dominating')",-1.1358305,-1.1983517,-1.2247584,-1.1774051,-0.45102987,-0.4426134,-1.1312572,-1.1018194,-0.7020384,-0.8162729,0.1142345
24,0.42710692,0.26914865,"('dishonest', 'honest')",0.35155347,0.33478552,-1.4773687,-1.3630409,-0.86278224,-0.6190254,1.0174755,1.0988299,-0.108803,-0.0558604,-0.0529426
