,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,male-female
87,2.0048106,1.8786465,"('unsuccessful', 'successful')",0.7358125,0.7770679,1.3703115,1.3278573,0.0424542
64,-1.8811047,-1.6078866,"('shy', 'confident')",-7.156205,-7.086744,-4.5186548,-4.3473153,-0.1713395
71,1.8665657,1.6418629,"('diffident', 'self-confident')",0.66044384,0.83300567,1.2635047,1.2374343,0.0260704
9,1.6052109,1.4388801,"('unaffectionate', 'caring')",1.0402019,1.1008822,1.3227065,1.2698811,0.0528254
12,1.5483141,1.6526749,"('unsupportive', 'supportive')",-1.5671989,-1.5217621,-0.0094424,0.0654564,-0.0748988
25,1.5065364,1.5055737,"('egoistic', 'altruistic')",1.4768124,1.5544562,1.4916744,1.530015,-0.0383406
74,1.4920441,1.5878798,"('undedicated', 'dedicated')",0.0064589754,0.013350345,0.7492515,0.8006151,-0.0513636
27,1.462285,1.2996017,"('hardhearted', 'softhearted')",1.4672239,1.4892578,1.4647545,1.3944297,0.0703248
39,1.4088187,1.2700516,"('exploitative', 'cooperative')",-0.02800839,-0.042836737,0.6904052,0.6136074,0.0767978
1,1.3855952,1.297548,"('unfriendly', 'friendly')",1.8675596,1.8680075,1.6265774,1.5827777,0.0437997
75,-1.343538,-1.4975157,"('meek', 'impulsive')",-0.5143939,-0.49685562,-0.928966,-0.9971856,0.0682196
26,1.3339784,1.2514881,"('hardhearted', 'benevolent')",1.4737124,1.4899259,1.4038454,1.370707,0.0331384
61,1.322151,1.1791618,"('illogical', 'logical')",0.17112038,0.21384098,0.7466357,0.6965014,0.0501343
56,1.3107651,1.4068973,"('impractical', 'practical')",-0.28465846,-0.32101542,0.5130534,0.542941,-0.0298876
33,1.2421372,1.1528778,"('wrong', 'right')",-0.45627022,-0.35977456,0.3929335,0.3965516,-0.0036181
60,1.1847651,1.2749547,"('inefficient', 'efficient')",0.240735,0.12099339,0.7127501,0.697974,0.0147761
85,1.1140904,0.86804557,"('insignificant', 'prestigious')",0.57616425,0.6555946,0.8451273,0.7618201,0.0833072
78,1.0816929,1.213432,"('nonresilient', 'resilient')",0.43954596,0.47115228,0.7606195,0.8422921,-0.0816726
44,-0.90598565,-1.0269909,"('prejudiced', 'unprejudiced')",-1.3902326,-1.3720844,-1.1481091,-1.1995376,0.0514285
47,0.89536035,0.8141309,"('stupid', 'smart')",5.451737,5.3659396,3.1735487,3.0900352,0.0835135
80,0.88627577,1.1565769,"('dominated', 'dominating')",-1.0343239,-0.92486644,-0.0740241,0.1158552,-0.1898793
35,-0.8751904,-1.1831428,"('corrupt', 'incorrupt')",-0.14354718,-0.1311037,-0.5093688,-0.6571232,0.1477544
68,-0.8677623,-0.826386,"('dependent', 'independent')",-0.25319102,-0.37473825,-0.5604767,-0.6005621,0.0400854
76,0.8579121,0.88679934,"('anxious', 'daring')",0.34994736,0.31761414,0.6039298,0.6022067,0.0017231
31,-0.83050555,-1.0218832,"('evil', 'good')",-0.5777262,-0.52145183,-0.7041159,-0.7716675,0.0675516
0,0.829586,0.92054343,"('unsociable', 'sociable')",-0.27321693,-0.44061434,0.2781845,0.2399645,0.03822
4,-0.79004306,-0.7824339,"('disliked', 'liked')",-6.5848093,-6.461068,-3.6874261,-3.6217511,-0.065675
54,0.7290019,0.5829098,"('incapable', 'capable')",1.293933,1.3325021,1.0114675,0.957706,0.0537615
19,-0.7197401,-0.9740067,"('inhospitable', 'hospitable')",-0.13632758,-0.07696881,-0.4280338,-0.5254878,0.097454
16,-0.7048747,-0.7402412,"('unpopular', 'popular')",0.5572473,0.5313233,-0.0738137,-0.104459,0.0306453
51,-0.68386805,-0.47821403,"('uneducated', 'educated')",0.27725488,0.2264682,-0.2033066,-0.1258729,-0.0774337
48,0.6833049,0.843917,"('unintelligent', 'intelligent')",0.73255336,0.7044517,0.7079291,0.7741843,-0.0662552
23,0.6788793,0.718594,"('insincere', 'sincere')",5.730017,5.6849456,3.2044482,3.2017698,0.0026784
86,0.6777269,0.6991526,"('uninfluential', 'influential')",0.08082953,0.028601795,0.3792782,0.3638772,0.015401
62,0.67732954,0.8335844,"('incompetent', 'brilliant')",0.20504566,0.20458704,0.4411876,0.5190858,-0.0778982
10,0.6720294,0.94890344,"('unsympathetic', 'sympathetic')",-0.3509339,-0.42391104,0.1605477,0.2624962,-0.1019485
53,0.63459516,0.3945197,"('uncreative', 'creative')",0.58468014,0.5650056,0.6096376,0.4797626,0.129875
34,0.62781185,0.58233654,"('mean', 'honorable')",6.239726,6.0862856,3.433769,3.334311,0.099458
84,0.60597825,0.6005836,"('inferior', 'superior')",0.8920386,0.8738339,0.7490084,0.7372087,0.0117997
46,0.60106814,0.8522147,"('uncompetitive', 'competitive')",-0.6519983,-0.8228822,-0.0254651,0.0146663,-0.0401314
29,-0.58747005,-0.7440219,"('unfair', 'fair')",-0.31724396,-0.23874493,-0.452357,-0.4913834,0.0390264
66,-0.55290645,-0.5714967,"('inactive', 'active')",0.95429546,0.9907742,0.2006945,0.2096387,-0.0089442
82,-0.5441453,-0.57595813,"('poor', 'rich')",6.1435165,5.9065056,2.7996857,2.6652737,0.134412
81,-0.5345515,-0.115412675,"('submissive', 'aggressive')",-0.976577,-1.0220357,-0.7555642,-0.5687242,-0.18684
69,0.52794456,0.2720329,"('lazy', 'industrious')",-0.2590673,-0.13969888,0.1344386,0.066167,0.0682716
63,0.5118862,0.6855864,"('unperceptive', 'insightful')",1.0138026,0.9482514,0.7628444,0.8169189,-0.0540745
67,-0.5044524,-0.4215149,"('doubtful', 'determined')",-0.5732882,-0.5400575,-0.5388703,-0.4807862,-0.0580841
40,0.49879542,0.6257938,"('stingy', 'generous')",-1.3457856,-1.3338802,-0.4234951,-0.3540432,-0.0694519
65,0.4953137,0.4151282,"('insecure', 'secure')",-0.6887362,-0.8597504,-0.0967112,-0.2223111,0.1255999
18,-0.49321014,-0.4460551,"('disagreeable', 'welcoming')",-0.35268486,-0.32398215,-0.4229475,-0.3850186,-0.0379289
7,0.49188557,0.6401156,"('insensitive', 'sensitive')",0.6941303,0.8623704,0.5930079,0.751243,-0.1582351
57,-0.48098117,-0.351425,"('unimaginative', 'imaginative')",-2.7168252,-2.7420762,-1.5989032,-1.5467505,-0.0521527
20,0.48060763,0.6119816,"('rough', 'thoughtful')",1.2736151,1.3481147,0.8771114,0.9800482,-0.1029368
3,-0.4745797,-0.38259792,"('repellent', 'pleasant')",-0.067514844,-0.104467675,-0.2710473,-0.2435328,-0.0275145
8,0.43168435,0.3528956,"('unaffectionate', 'affectionate')",0.9581816,1.0215465,0.694933,0.6872211,0.0077119
52,-0.42463106,-0.52477884,"('irrational', 'rational')",-0.39366883,-0.33777562,-0.4091499,-0.4312772,0.0221273
73,0.41534108,0.38776565,"('helpless', 'self-reliant')",-2.9384215,-2.7964616,-1.2615402,-1.204348,-0.0571922
72,0.4131072,0.39860862,"('unambitious', 'ambitious')",-0.70601493,-0.7033361,-0.1464539,-0.1523637,0.0059098
24,0.40995613,0.3377669,"('dishonest', 'honest')",0.7786121,0.7312686,0.5942841,0.5345178,0.0597663
32,0.39932427,0.50421333,"('unkind', 'kind')",0.9065337,0.92958367,0.652929,0.7168985,-0.0639695
17,-0.37872624,-0.5734912,"('nasty', 'nice')",-0.7598747,-0.66828036,-0.5693005,-0.6208858,0.0515853
79,-0.37354475,-0.46635067,"('wavering', 'unwavering')",0.29085073,0.34921876,-0.041347,-0.058566,0.017219
41,0.36316806,0.5388043,"('unforgiving', 'forgiving')",-0.11571912,-0.09969798,0.1237245,0.2195532,-0.0958287
70,0.34438294,0.30866104,"('lethargic', 'energetic')",0.46093684,0.37083244,0.4026599,0.3397467,0.0629132
50,-0.3352129,-0.3038743,"('clumsy', 'skillful')",0.27701974,0.31148332,-0.0290966,0.0038045,-0.0329011
38,0.3185916,0.20588586,"('untruthful', 'truthful')",0.19462433,0.055430945,0.2566079,0.1306584,0.1259495
14,-0.3082525,-0.1368531,"('antisocial', 'social')",-1.1479282,-1.1554087,-0.7280904,-0.6461309,-0.0819595
15,-0.3017418,-0.59299845,"('boring', 'funny')",-0.043226138,0.0457864,-0.172484,-0.273606,0.101122
2,-0.29926807,-0.3574334,"('unlikable', 'likable')",0.0864451,0.19221419,-0.1064115,-0.0826096,-0.0238019
13,0.29880604,0.47265178,"('impolite', 'polite')",-0.63761175,-0.7495645,-0.1694029,-0.1384564,-0.0309465
58,0.28500122,0.17971283,"('undiscriminating', 'discriminating')",-0.0152315125,-0.04336519,0.1348848,0.0681738,0.066711
45,0.26013508,0.35044807,"('incompetent', 'competent')",-0.06861138,-0.035573345,0.0957619,0.1574374,-0.0616755
43,0.22642939,0.26372862,"('irresponsible', 'responsible')",0.5009344,0.5979563,0.3636819,0.4308425,-0.0671606
22,0.22445777,0.05619908,"('untrustworthy', 'trustworthy')",-0.992673,-0.9844128,-0.3841076,-0.4641069,0.0799993
42,0.21491504,0.11941284,"('unreliable', 'reliable')",-2.9548922,-2.8459322,-1.3699886,-1.3632597,-0.0067289
77,-0.21452913,-0.062765725,"('unmotivated', 'motivated')",-1.0700908,-1.1431931,-0.64231,-0.6029794,-0.0393306
28,0.13373318,0.18360806,"('disloyal', 'loyal')",0.9526334,0.90008503,0.5431833,0.5418465,0.0013368
83,-0.13119596,-0.040060103,"('powerless', 'powerful')",-0.83135736,-0.805945,-0.4812767,-0.4230025,-0.0582742
88,-0.11772403,0.074466236,"('low', 'eminent')",0.23437676,0.25092864,0.0583264,0.1626974,-0.104371
55,-0.11492711,0.109188296,"('incompetent', 'clever')",0.19978434,0.11575371,0.0424286,0.112471,-0.0700424
30,0.113481775,0.29045624,"('intolerant', 'tolerant')",1.0177478,0.95963174,0.5656148,0.625044,-0.0594292
36,0.0810134,-0.23372366,"('hostile', 'amicable')",0.0032198317,-0.016681962,0.0421166,-0.1252028,0.1673194
21,0.049851097,0.30510396,"('immoral', 'moral')",-0.6522623,-0.59831023,-0.3012056,-0.1466031,-0.1546025
6,0.042010903,-0.38206387,"('distant', 'open')",0.36170518,0.36161813,0.201858,-0.0102229,0.2120809
