,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.9046229,-2.1470401,"('unfriendly', 'friendly')",0.3072088,-0.25746658,1.8231136,1.5781415,0.0752331,-0.2754551,0.3506882
36,-1.724585,-1.7159276,"('hostile', 'amicable')",-0.90115464,-1.0668063,0.7435931,0.4669659,-0.6273822,-0.7719227,0.1445405
60,1.6601931,1.7724748,"('inefficient', 'efficient')",1.1390153,1.4864285,-0.32454577,-0.13465278,0.8248875,1.0414168,-0.2165293
79,-1.5286205,-1.4586029,"('wavering', 'unwavering')",-1.527601,-1.4522895,-0.10212694,-0.08890354,-1.0527828,-0.999932,-0.0528508
31,-1.4613552,-1.5789768,"('evil', 'good')",-0.55620533,-0.8674375,-0.5691587,-0.8823961,-0.8622397,-1.1096034,0.2473637
55,1.3911614,1.3299216,"('incompetent', 'clever')",0.6305492,0.72978777,-0.16282836,-0.30091268,0.6196274,0.5862656,0.0333618
39,1.3755646,1.2608413,"('exploitative', 'cooperative')",0.60395885,0.6656697,0.50948787,0.42246118,0.8296704,0.7829907,0.0466797
42,1.2997124,1.2287952,"('unreliable', 'reliable')",-0.8734663,-0.8891384,-3.0318208,-3.1249223,-0.8685249,-0.9284218,0.0598969
62,1.2960219,1.489757,"('incompetent', 'brilliant')",0.8197125,1.1713935,-0.39636725,-0.13252209,0.5731224,0.8428761,-0.2697537
19,-1.2941737,-1.0570385,"('inhospitable', 'hospitable')",-0.9872525,-1.096242,-0.03216859,-0.04297117,-0.7711983,-0.7320839,-0.0391144
80,1.2023793,0.87315,"('dominated', 'dominating')",0.34114152,0.22965267,-1.3468283,-1.4016341,0.0655642,-0.0996105,0.1651747
5,-1.1982795,-1.013299,"('distant', 'outgoing')",-0.7596909,-0.8225798,-0.088442594,-0.059848882,-0.6821376,-0.6319093,-0.0502283
67,1.1696246,1.5883578,"('doubtful', 'determined')",-0.091602966,0.3493816,-0.97229594,-0.6532764,0.0352419,0.4281543,-0.3929124
53,-1.1643614,-1.1816052,"('uncreative', 'creative')",0.7207873,0.69419247,0.9054446,0.7594932,0.1539569,0.0906935,0.0632634
26,-1.0970695,-1.1065071,"('hardhearted', 'benevolent')",0.69895124,0.5881643,1.6757289,1.5380644,0.4258702,0.3399072,0.085963
25,-1.0924122,-1.0930538,"('egoistic', 'altruistic')",0.5520055,0.43637884,1.6921734,1.5999488,0.3839222,0.3144246,0.0694976
6,-1.0531714,-1.0512238,"('distant', 'open')",-1.0187647,-1.249208,0.62727576,0.5915904,-0.4815535,-0.5696138,0.0880603
81,1.0237767,1.0899074,"('submissive', 'aggressive')",0.9268611,1.1095406,-0.97980076,-0.8239803,0.3236124,0.4584893,-0.1348769
8,-1.016025,-0.9618142,"('unaffectionate', 'affectionate')",-0.19950226,-0.34463814,1.0752941,0.95759124,-0.0467443,-0.1162871,0.0695428
56,1.0081075,1.247713,"('impractical', 'practical')",0.036786348,0.44885206,-0.7976753,-0.4817132,0.0824062,0.4049506,-0.3225444
35,-0.9573472,-0.75013024,"('corrupt', 'incorrupt')",-0.7825801,-0.7733574,-0.0870876,-0.08090319,-0.609005,-0.5347969,-0.0742081
85,-0.9569694,-0.93345064,"('insignificant', 'prestigious')",0.56364363,0.19362648,1.0689582,0.78207296,0.2252108,0.0140829,0.2111279
70,0.9452153,0.81952286,"('lethargic', 'energetic')",0.50193447,0.35806155,0.816734,0.75399137,0.7546279,0.6438586,0.1107693
4,-0.92920715,-0.95948064,"('disliked', 'liked')",-0.72493523,-0.81034726,-6.596317,-6.899142,-2.7501532,-2.8896567,0.1395035
14,0.89411306,1.094045,"('antisocial', 'social')",0.6526628,1.0426769,-0.7079165,-0.44774887,0.2796198,0.5629911,-0.2833713
88,-0.8745597,-0.73924357,"('low', 'eminent')",0.34794575,0.63925225,-0.13234739,-0.085859105,-0.2196538,-0.0619501,-0.1577037
