,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
5,3.059733,2.654246,"('distant', 'outgoing')",1.2141969,0.77015996,0.48636335,0.3414829,-0.63062817,-0.502686,1.0324162,0.8158007,0.2166155
6,2.9500418,2.5938437,"('distant', 'open')",1.6789247,1.2827073,0.92926794,0.7161322,-0.44011205,-0.39292645,1.2795305,1.0499392,0.2295913
85,2.5136268,2.343047,"('insignificant', 'prestigious')",0.8816194,0.4785897,2.3554773,2.027702,0.37579766,0.30932972,1.5316304,1.289667,0.2419634
35,2.447848,2.0083873,"('corrupt', 'incorrupt')",0.45185703,-0.0018792711,0.6317296,0.4038551,-0.1449757,-0.3440476,0.8466148,0.5165789,0.3300359
3,-2.3448412,-2.2064571,"('repellent', 'pleasant')",-1.5989468,-1.3724018,-1.464697,-1.3101854,0.7866394,0.801874,-1.1554614,-1.0217925,-0.1336689
71,2.3388062,2.2011902,"('diffident', 'self-confident')",1.7397667,1.6148862,0.3083727,0.09241973,0.044122815,-0.15951021,1.107767,0.9372464,0.1705206
9,1.9833095,1.8287343,"('unaffectionate', 'caring')",1.6809229,1.3781149,0.93756723,0.67750525,0.8383588,0.9219346,1.3600396,1.2015722,0.1584674
69,1.8707986,1.6335102,"('lazy', 'industrious')",1.0469041,1.0237824,1.4742165,1.5215263,0.18544059,0.062366664,1.1443399,1.0602963,0.0840436
19,1.7537088,1.3987391,"('inhospitable', 'hospitable')",0.5948247,0.3097832,-0.33046505,-0.5069138,0.23115599,0.10004519,0.5623062,0.3254134,0.2368928
79,1.7518301,1.4849203,"('wavering', 'unwavering')",0.76939905,0.59978515,0.8547746,0.7413976,0.3238176,0.32287672,0.9249554,0.7872449,0.1377105
45,-1.745771,-1.5488043,"('incompetent', 'competent')",-0.8262913,-0.5456693,-0.68824923,-0.46611828,-0.73936254,-0.9466881,-0.9999185,-0.87682,-0.1230985
46,-1.7413527,-1.5165051,"('uncompetitive', 'competitive')",-0.18606131,0.13229617,-0.4856362,-0.4841362,0.41089073,0.14517526,-0.5005398,-0.4307925,-0.0697473
76,-1.7039452,-1.7124789,"('anxious', 'daring')",-1.5923734,-1.3307893,-0.08046003,0.17761412,0.146072,0.07318997,-0.8076767,-0.698116,-0.1095607
