,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
57,-1.741461,-1.8798158,"('unimaginative', 'imaginative')",-3.069387,-3.1951804,-2.4054241,-2.537498,0.1320739
10,-1.5518302,-1.7970046,"('unsympathetic', 'sympathetic')",-0.14342512,-0.36898026,-0.8476276,-1.0829924,0.2353648
69,1.5265822,1.7504869,"('lazy', 'industrious')",-0.36455214,-0.16537337,0.5810151,0.7925568,-0.2115417
71,1.5106039,1.5834252,"('diffident', 'self-confident')",0.49714252,0.28667194,1.0038732,0.9350486,0.0688246
65,-1.1946322,-1.4357829,"('insecure', 'secure')",-0.36642253,-0.3442927,-0.7805274,-0.8900378,0.1095104
0,-1.132816,-1.381541,"('unsociable', 'sociable')",-0.02359321,-0.35087672,-0.5782046,-0.8662089,0.2880043
33,1.1319804,1.2444733,"('wrong', 'right')",-0.36911348,-0.45804232,0.3814335,0.3932155,-0.011782
58,-1.1216758,-1.3168906,"('undiscriminating', 'discriminating')",-0.109433606,-0.24148302,-0.6155547,-0.7791868,0.1636321
45,-1.1191709,-1.3092413,"('incompetent', 'competent')",-0.022586133,-0.13018197,-0.5708785,-0.7197117,0.1488332
55,-1.0760292,-1.2515252,"('incompetent', 'clever')",0.36400232,0.2753893,-0.3560134,-0.4880679,0.1320545
82,-1.0413933,-1.0055424,"('poor', 'rich')",5.9865627,6.2174516,2.4725847,2.6059546,-0.1333699
73,1.0220913,1.0554991,"('helpless', 'self-reliant')",-3.2281935,-3.3310483,-1.1030512,-1.1377746,0.0347234
86,-0.993778,-1.192725,"('uninfluential', 'influential')",-0.26078853,-0.48784265,-0.6272833,-0.8402838,0.2130005
22,-0.9734053,-1.1935103,"('untrustworthy', 'trustworthy')",-0.9818335,-1.096347,-0.9776194,-1.1449287,0.1673093
68,-0.916346,-0.98519003,"('dependent', 'independent')",-0.78805,-0.85060275,-0.852198,-0.9178964,0.0656984
32,0.9078655,0.86130095,"('unkind', 'kind')",0.9418669,0.76591253,0.9248662,0.8136067,0.1112595
14,-0.8776508,-1.1698506,"('antisocial', 'social')",-0.13438788,-0.37096265,-0.5060194,-0.7704066,0.2643872
72,-0.8193946,-0.8435346,"('unambitious', 'ambitious')",-0.4761808,-0.5536527,-0.6477877,-0.6985936,0.0508059
5,0.80443305,1.1167152,"('distant', 'outgoing')",-0.42205322,-0.2624127,0.1911899,0.4271513,-0.2359614
51,-0.7935432,-0.9691312,"('uneducated', 'educated')",0.4072193,0.32184216,-0.193162,-0.3236445,0.1304825
39,0.7461927,0.68733674,"('exploitative', 'cooperative')",0.35412243,0.18621023,0.5501575,0.4367735,0.113384
1,-0.7382847,-0.63824785,"('unfriendly', 'friendly')",1.4158387,1.4607425,0.338777,0.4112473,-0.0724703
50,0.7288496,0.6471166,"('clumsy', 'skillful')",0.12357105,0.17608649,0.4262103,0.4116015,0.0146088
85,0.72687316,1.0406294,"('insignificant', 'prestigious')",-0.12784848,0.17689945,0.2995123,0.6087644,-0.3092521
67,0.72069585,0.6367582,"('doubtful', 'determined')",-0.2101826,-0.47194952,0.2552566,0.0824043,0.1728523
