,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
2,0.71546805,0.70084375,"('unlikable', 'likable')",0.9472879,0.8807345,0.831378,0.7907891,0.0405889
36,-0.71229523,-0.3107662,"('hostile', 'amicable')",-0.5064711,-0.09307281,-0.6093832,-0.2019195,-0.4074637
13,-0.69632417,-0.8693057,"('impolite', 'polite')",-0.3169996,-0.7431847,-0.5066619,-0.8062452,0.2995833
46,-0.6703198,-1.0313163,"('uncompetitive', 'competitive')",-0.86783624,-1.151244,-0.769078,-1.0912802,0.3222022
48,-0.664622,-0.79590225,"('unintelligent', 'intelligent')",0.77887964,0.78192514,0.0571288,-0.0069886,0.0641174
15,0.63994914,0.8118137,"('boring', 'funny')",-0.021547955,0.064049974,0.3092006,0.4379318,-0.1287312
3,-0.6269293,-0.7106394,"('repellent', 'pleasant')",0.8475198,0.8468745,0.1102953,0.0681175,0.0421778
25,0.6253268,0.79051673,"('egoistic', 'altruistic')",1.2918755,1.5485818,0.9586011,1.1695492,-0.2109481
6,0.6253153,0.931161,"('distant', 'open')",-0.2223658,-0.15839054,0.2014748,0.3863852,-0.1849104
59,0.61328286,0.7177755,"('foolish', 'wise')",0.10552921,0.26582152,0.359406,0.4917985,-0.1323925
44,0.6068049,0.71994966,"('prejudiced', 'unprejudiced')",-1.344768,-1.1544219,-0.3689816,-0.2172361,-0.1517455
42,0.53861445,0.32825938,"('unreliable', 'reliable')",-2.5662103,-2.7171311,-1.0137979,-1.1944358,0.1806379
28,-0.53307194,-0.5835456,"('disloyal', 'loyal')",1.0161878,0.8634634,0.2415579,0.1399589,0.101599
8,-0.50626206,-0.3945113,"('unaffectionate', 'affectionate')",0.7031176,0.6600982,0.0984278,0.1327934,-0.0343656
12,0.4923379,0.35688648,"('unsupportive', 'supportive')",-1.5698096,-1.9160858,-0.5387358,-0.7795997,0.2408639
56,0.47678867,0.2647431,"('impractical', 'practical')",-0.6116292,-0.9156267,-0.0674203,-0.3254418,0.2580215
70,-0.46922356,-0.653744,"('lethargic', 'energetic')",0.43734372,0.25931823,-0.0159399,-0.1972129,0.181273
80,0.44325796,0.11570031,"('dominated', 'dominating')",-0.4172957,-0.8147681,0.0129811,-0.3495339,0.362515
83,0.44099694,0.34758958,"('powerless', 'powerful')",-1.0550367,-1.1606216,-0.3070199,-0.406516,0.0994961
53,-0.42659917,-0.40686327,"('uncreative', 'creative')",0.5401351,0.5343347,0.056768,0.0637357,-0.0069677
27,0.4135648,0.52319574,"('hardhearted', 'softhearted')",1.4862005,1.5425897,0.9498826,1.0328927,-0.0830101
30,-0.40842885,-0.4676134,"('intolerant', 'tolerant')",0.90562683,0.81034046,0.248599,0.1713635,0.0772355
34,0.3752585,0.42545614,"('mean', 'honorable')",5.3730893,5.3656673,2.8741739,2.8955617,-0.0213878
81,-0.37355232,-0.5408442,"('submissive', 'aggressive')",-0.41626796,-0.6356129,-0.3949102,-0.5882286,0.1933184
4,0.35459477,0.3284589,"('disliked', 'liked')",-6.6453595,-6.857745,-3.1453824,-3.2646432,0.1192608
24,-0.3377552,-0.41970763,"('dishonest', 'honest')",0.9380179,0.7165622,0.3001314,0.1484273,0.1517041
20,-0.33410922,-0.3182907,"('rough', 'thoughtful')",0.82579285,0.9506905,0.2458418,0.3161999,-0.0703581
26,-0.3264022,-0.25911295,"('hardhearted', 'benevolent')",1.7679482,1.7230616,0.720773,0.7319743,-0.0112013
64,-0.32186934,-0.53090465,"('shy', 'confident')",-6.1981764,-6.3810854,-3.2600229,-3.4559951,0.1959722
62,-0.31507504,-0.3993745,"('incompetent', 'brilliant')",0.42861438,0.36590213,0.0567697,-0.0167362,0.0735059
87,0.30845082,0.21775989,"('unsuccessful', 'successful')",0.7647251,0.7510834,0.536588,0.4844216,0.0521664
16,-0.29056537,-0.23738511,"('unpopular', 'popular')",0.10649845,0.27416804,-0.0920335,0.0183915,-0.110425
78,0.2779396,0.15467581,"('nonresilient', 'resilient')",0.07379871,0.049580712,0.1758692,0.1021283,0.0737409
17,-0.27222842,-0.08021213,"('nasty', 'nice')",-0.75329584,-0.5287072,-0.5127621,-0.3044597,-0.2083024
88,-0.22680865,-0.15576954,"('low', 'eminent')",-0.3883215,-0.38117033,-0.3075651,-0.2684699,-0.0390952
77,0.21745044,0.13607474,"('unmotivated', 'motivated')",-0.8634859,-0.85723054,-0.3230177,-0.3605779,0.0375602
79,0.21542968,0.3940258,"('wavering', 'unwavering')",-0.83963203,-0.49063605,-0.3121012,-0.0483051,-0.2637961
41,-0.21312529,-0.19663899,"('unforgiving', 'forgiving')",0.024807971,-0.13818832,-0.0941587,-0.1674137,0.073255
21,-0.20996335,-0.39338082,"('immoral', 'moral')",-0.38191363,-0.42129543,-0.2959385,-0.4073381,0.1113996
38,0.18099698,0.13689467,"('untruthful', 'truthful')",0.16420549,-0.0093887,0.1726012,0.063753,0.1088482
37,0.18058482,0.1490392,"('fake', 'genuine')",0.1550115,0.06537363,0.1677982,0.1072064,0.0605918
75,0.17593196,0.42891347,"('meek', 'impulsive')",-0.7419825,-0.61144114,-0.2830253,-0.0912638,-0.1917615
61,-0.17305894,-0.29925323,"('illogical', 'logical')",0.5593392,0.45458278,0.1931401,0.0776648,0.1154753
19,0.1711297,0.375079,"('inhospitable', 'hospitable')",-0.37624547,-0.18082601,-0.1025579,0.0971265,-0.1996844
52,-0.16541266,0.03617776,"('irrational', 'rational')",-0.16121098,0.08533986,-0.1633118,0.0607588,-0.2240706
49,0.16353215,0.17615533,"('unable', 'able')",-0.46896175,-0.3887895,-0.1527148,-0.1063171,-0.0463977
31,-0.16126293,0.123326026,"('evil', 'good')",-0.9717827,-0.6608013,-0.5665228,-0.2687376,-0.2977852
40,0.15574396,0.10644393,"('stingy', 'generous')",-1.807172,-1.9293699,-0.825714,-0.911463,0.085749
11,0.14792709,0.016404439,"('unhelpful', 'helpful')",1.9803034,1.7276001,1.0641153,0.8720022,0.1921131
7,-0.13664186,-0.2758624,"('insensitive', 'sensitive')",0.6810632,0.38280207,0.2722107,0.0534698,0.2187409
54,-0.123183444,0.01508835,"('incapable', 'capable')",0.7612122,0.8909218,0.3190144,0.4530051,-0.1339907
60,0.12249567,-0.038083177,"('inefficient', 'efficient')",0.10978435,-0.040554136,0.11614,-0.0393187,0.1554587
76,-0.12145116,-0.36931324,"('anxious', 'daring')",-0.1341142,-0.21703765,-0.1277827,-0.2931755,0.1653928
74,0.11638348,-0.11204973,"('undedicated', 'dedicated')",-0.05264645,-0.27633128,0.0318685,-0.1941905,0.226059
47,0.09196548,0.10017628,"('stupid', 'smart')",5.3544292,5.545265,2.7231975,2.8227208,-0.0995233
35,-0.07544273,0.26335093,"('corrupt', 'incorrupt')",-0.6467746,-0.3685572,-0.3611087,-0.0526031,-0.3085056
9,0.05554632,0.14979558,"('unaffectionate', 'caring')",1.3483013,1.2537291,0.7019238,0.7017623,0.0001615
84,0.051907443,-0.12210585,"('inferior', 'superior')",0.6736915,0.70361894,0.3627995,0.2907566,0.0720429
18,-0.050874803,-0.050521597,"('disagreeable', 'welcoming')",-0.20874949,-0.33737466,-0.1298122,-0.1939481,0.0641359
29,0.05020355,-0.059808113,"('unfair', 'fair')",-0.44703406,-0.38264382,-0.1984152,-0.221226,0.0228108
63,-0.032088324,-0.25913888,"('unperceptive', 'insightful')",0.67149794,0.37399706,0.3197048,0.0574291,0.2622757
66,-0.0270499,-0.0019726455,"('inactive', 'active')",0.82566947,0.83325684,0.3993098,0.4156421,-0.0163323
43,-0.016815774,-0.24677481,"('irresponsible', 'responsible')",0.8117543,0.43412656,0.3974693,0.0936759,0.3037934
23,0.015788406,-0.07932013,"('insincere', 'sincere')",5.675714,5.5687237,2.8457513,2.7447019,0.1010494
