,walgreens_male,walgreens_female,tuple,boots_male,boots_female,alliance_male,alliance_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.6257982,-2.469132,"('unsympathetic', 'sympathetic')",-0.39844957,-0.15759258,1.156854,1.2784629,0.25873044,0.4250298,-0.4021659,-0.2308079,-0.171358
57,-2.4273956,-2.0531325,"('unimaginative', 'imaginative')",-1.6503764,-1.1119161,-0.5498892,-0.38399106,-2.5659363,-2.4009287,-1.7983994,-1.4874921,-0.3109073
86,-2.1458464,-1.8796002,"('uninfluential', 'influential')",-0.085073076,0.3185154,0.40124923,0.513182,-0.066837475,0.136821,-0.4741269,-0.2277704,-0.2463565
69,2.1028721,2.1771147,"('lazy', 'industrious')",0.05457828,0.064960174,-0.09413457,-0.053941995,-1.0570819,-1.0317279,0.2515585,0.2891013,-0.0375428
48,-1.9738551,-1.9787006,"('unintelligent', 'intelligent')",-0.346696,-0.36334386,0.54258484,0.47871143,0.7256282,0.7484033,-0.2630845,-0.2787325,0.015648
81,-1.8050748,-1.7689496,"('submissive', 'aggressive')",0.2208959,0.10302329,1.8333979,1.6436553,-0.6671563,-0.7341345,-0.1044843,-0.1891014,0.0846171
24,-1.7697119,-1.7325171,"('dishonest', 'honest')",0.41192052,0.5438397,1.7175026,1.8307639,1.0353239,1.1338782,0.3487588,0.4439912,-0.0952324
41,-1.6022779,-1.5550053,"('unforgiving', 'forgiving')",-0.40908933,-0.19130145,0.09115056,0.05369877,-0.024577364,-0.105201945,-0.4861985,-0.4494525,-0.036746
70,-1.5021825,-1.3488976,"('lethargic', 'energetic')",0.084759325,0.19563688,2.1852553,2.2606714,0.8376643,0.95302176,0.4013741,0.5151081,-0.113734
50,1.4707524,1.4701957,"('clumsy', 'skillful')",-0.4399299,-0.24808265,0.018741902,0.054895207,0.53273904,0.5479175,0.3955759,0.4562314,-0.0606555
55,-1.3909508,-1.3569863,"('incompetent', 'clever')",0.40159014,0.32208315,1.6713356,1.6288023,0.36915416,0.40288782,0.2627823,0.2491967,0.0135856
58,-1.3852375,-1.259327,"('undiscriminating', 'discriminating')",-1.2406299,-0.94577515,-0.2783794,-0.113432795,0.24238276,0.32538447,-0.665466,-0.4982876,-0.1671784
21,-1.3792387,-1.3405398,"('immoral', 'moral')",0.32225424,0.19672242,1.7867146,1.743954,-0.61247325,-0.54051775,0.0293142,0.0149047,0.0144095
87,1.3267154,1.4879452,"('unsuccessful', 'successful')",0.6728621,0.6739412,0.6744962,0.6596931,0.21991807,0.3555673,0.7234979,0.7942867,-0.0707888
72,-1.2971686,-1.4236343,"('unambitious', 'ambitious')",-0.650095,-0.7788258,0.02156426,-0.01776648,-0.8882152,-0.8170483,-0.7034786,-0.7593187,0.0558401
3,-1.2914906,-1.1834255,"('repellent', 'pleasant')",-1.1742079,-1.1867135,0.6366273,0.65586305,0.27302152,0.42499718,-0.3890124,-0.3223197,-0.0666927
85,1.28726,1.2923499,"('insignificant', 'prestigious')",-0.70512265,-0.37932736,-2.481889,-2.353185,0.13177606,0.22015613,-0.4419939,-0.3050016,-0.1369923
45,-1.2867382,-1.056166,"('incompetent', 'competent')",0.33109036,0.6658313,1.325314,1.4366884,-0.15660897,-0.047389526,0.0532643,0.249741,-0.1964767
65,-1.2529049,-1.1456074,"('insecure', 'secure')",-0.12780714,-0.2496894,1.9109143,1.871001,0.0370373,0.028453544,0.1418099,0.1260394,0.0157705
30,-1.244189,-1.2330878,"('intolerant', 'tolerant')",0.6403735,0.6098086,0.82278943,0.6902092,0.90208894,0.85400695,0.2802657,0.2302343,0.0500314
