,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
82,-0.56215644,-0.5905083,"('poor', 'rich')",-1.2198997,-1.291276,-0.8500641,-0.87083864,3.672608,3.7370377,0.2601219,0.2461037,0.0140182
87,-0.56093615,-0.66388476,"('unsuccessful', 'successful')",-0.0732925,-0.16930656,1.6009355,1.4064034,0.54641694,0.5113581,0.3782809,0.2711425,0.1071384
78,0.51904714,0.5645139,"('nonresilient', 'resilient')",1.0607826,1.0313095,1.0943393,1.0898856,1.7207547,1.8043505,1.0987309,1.1225148,-0.0237839
54,0.5132697,0.5541828,"('incapable', 'capable')",0.42863494,0.39806092,1.2446251,1.1064935,0.9973577,0.8465638,0.7959719,0.7263253,0.0696466
30,-0.50387794,-0.4741307,"('intolerant', 'tolerant')",-0.7805195,-0.8339498,-0.5096195,-0.60556567,-0.7987666,-0.71157664,-0.6481959,-0.6563057,0.0081098
64,-0.4869504,-0.39245537,"('shy', 'confident')",0.1727746,0.2335611,-0.15882018,-0.01513651,-4.914909,-4.7373867,-1.3469762,-1.2278544,-0.1191218
2,0.46972013,0.38347706,"('unlikable', 'likable')",0.30014423,0.13696165,1.5811527,1.4423587,1.0052881,0.90634423,0.8390763,0.7172854,0.1217909
62,-0.4442795,-0.5953668,"('incompetent', 'brilliant')",0.06549121,-0.030791827,-0.422965,-0.6150078,-0.26795837,-0.17702077,-0.2674279,-0.3545468,0.0871189
39,0.44309473,0.2652126,"('exploitative', 'cooperative')",0.5638857,0.32637087,0.62271804,0.4726123,0.53895086,0.31909776,0.5421624,0.3458234,0.196339
7,-0.4238428,-0.53256786,"('insensitive', 'sensitive')",-0.2149394,-0.27927744,-0.6159964,-0.8018059,-0.30715698,-0.30809665,-0.3904839,-0.480437,0.0899531
77,0.39675054,0.36918083,"('unmotivated', 'motivated')",0.079058126,-0.012368037,0.11720517,0.15677655,0.113002144,0.16647677,0.176504,0.1700165,0.0064875
49,-0.38515717,-0.24542968,"('unable', 'able')",-0.068669066,-0.01791988,0.51959956,0.40426,-0.23913696,-0.19197132,-0.0433409,-0.0127652,-0.0305757
28,0.36834437,0.37333617,"('disloyal', 'loyal')",-0.14213438,-0.11599229,-0.39516357,-0.4689689,-0.14934485,-0.15419772,-0.0795746,-0.0914557,0.0118811
16,0.3627057,0.23218754,"('unpopular', 'popular')",0.24324054,0.15644957,0.68835825,0.7018038,0.58458704,0.5331561,0.4697229,0.4058993,0.0638236
86,-0.33503523,-0.32031244,"('uninfluential', 'influential')",0.24092548,0.21264032,-0.15928267,-0.1755671,-0.9714816,-0.82347065,-0.3062185,-0.2766775,-0.029541
17,-0.3027831,-0.30098316,"('nasty', 'nice')",-0.5406044,-0.4245247,0.11921473,0.29257774,-0.2543011,-0.23183088,-0.2446185,-0.1661903,-0.0784282
29,-0.29891074,-0.1802774,"('unfair', 'fair')",-1.7595584,-1.6728573,-0.5760188,-0.5510974,-1.2626932,-1.2976096,-0.9742953,-0.9254604,-0.0488349
4,0.2803079,0.3616225,"('disliked', 'liked')",0.18248433,0.22727081,0.756527,0.8682566,-5.1894126,-5.2676473,-0.9925233,-0.9526243,-0.039899
27,-0.22849126,-0.19221997,"('hardhearted', 'softhearted')",0.25510135,0.35822594,-0.4576326,-0.5556259,0.28275877,0.22596747,-0.0370659,-0.0409131,0.0038472
61,-0.18243597,-0.18277681,"('illogical', 'logical')",-0.8679026,-0.8861185,0.078449465,-0.05593054,-0.7799299,-0.79879546,-0.4379547,-0.4809053,0.0429506
52,0.18071373,0.3118741,"('irrational', 'rational')",-0.37111607,-0.38241532,0.35530904,0.21265766,-0.551819,-0.8091238,-0.0967281,-0.1667518,0.0700237
75,0.15271989,0.14466102,"('meek', 'impulsive')",-0.20078677,-0.11698194,-0.10094484,0.011853892,0.6901899,0.6646187,0.1352945,0.1760379,-0.0407434
50,-0.1512227,-0.124844894,"('clumsy', 'skillful')",0.2503502,0.28443432,1.971899,1.8814211,1.1390206,1.0692949,0.8025118,0.7775764,0.0249354
11,-0.14631492,-0.29201487,"('unhelpful', 'helpful')",0.22729494,0.10909611,-0.67338526,-0.9863979,2.4126158,2.3485272,0.4550526,0.2948026,0.16025
88,0.11302985,0.14761016,"('low', 'eminent')",-0.2864836,-0.22284704,0.38037887,0.38012484,-0.68180907,-0.54612195,-0.118721,-0.0603085,-0.0584125
23,-0.1064464,-0.32319498,"('insincere', 'sincere')",0.16186298,-0.06460038,-0.48831433,-0.828112,4.31122,4.2460656,0.9695806,0.7575396,0.212041
32,-0.10465382,-0.07779467,"('unkind', 'kind')",0.14409381,0.10308871,0.686763,0.5163488,0.5946133,0.5762282,0.3302041,0.2794678,0.0507363
20,-0.101487465,-0.09934133,"('rough', 'thoughtful')",-0.59361887,-0.63684434,0.5625874,0.5416236,-0.03865714,0.016673766,-0.042794,-0.0444721,0.0016781
24,-0.09714343,-0.15667392,"('dishonest', 'honest')",0.5176412,0.4681009,-0.23291625,-0.37449822,-0.4206767,-0.44141275,-0.0582738,-0.126121,0.0678472
83,-0.07900453,0.017670847,"('powerless', 'powerful')",0.0049505737,0.023863832,0.11408216,0.20924571,-0.6778961,-0.6146763,-0.159467,-0.090974,-0.068493
67,-0.07372204,0.24020475,"('doubtful', 'determined')",0.37613583,0.55040604,0.3832721,0.53394943,-0.36887053,-0.36562508,0.0792038,0.2397338,-0.16053
56,0.064583644,-0.095723286,"('impractical', 'practical')",0.37394318,0.18536523,-0.91473573,-0.9753678,-0.6880482,-0.70140153,-0.2910643,-0.3967819,0.1057176
66,0.055943444,0.17987111,"('inactive', 'active')",0.050032713,0.20586622,1.2693391,1.2265356,1.6657141,1.7524449,0.7602574,0.8411794,-0.080922
37,-0.05061832,-0.08384226,"('fake', 'genuine')",0.2331658,0.2662594,0.029632933,-0.14785762,0.35884562,0.32784608,0.1427565,0.0906014,0.0521551
40,-0.017519932,0.10599718,"('stingy', 'generous')",0.22220115,0.3091379,-0.36310628,-0.16773677,-2.2666657,-2.1696453,-0.6062727,-0.4805617,-0.125711
18,0.0123248845,0.095731124,"('disagreeable', 'welcoming')",0.38795143,0.41961035,0.81423926,0.8486623,-1.3790509,-1.3243209,-0.0411338,0.0099207,-0.0510545
