,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
5,3.140387,3.1954088,"('distant', 'outgoing')",1.5079865,1.2897909,0.5348216,0.43641317,-0.023856819,-0.13392833,1.2898346,1.1969212,0.0929134
6,2.7581375,2.8128045,"('distant', 'open')",1.8742101,1.6685432,0.7608524,0.61984134,-0.023201555,-0.13188651,1.3424996,1.2423255,0.1001741
85,2.3382902,2.3469126,"('insignificant', 'prestigious')",1.0524572,0.8834165,2.272515,1.9400508,0.72032815,0.48712382,1.5958977,1.4143759,0.1815218
35,2.259056,2.3257668,"('corrupt', 'incorrupt')",0.7763684,0.5881177,0.6336939,0.398466,0.33343226,-0.0964168,1.0006377,0.8039835,0.1966542
71,2.2107356,2.1573858,"('diffident', 'self-confident')",1.8098849,1.7465575,0.104626805,0.07613261,0.050327517,-0.037722416,1.0438936,0.9855884,0.0583052
3,-2.0046988,-2.2488034,"('repellent', 'pleasant')",-1.5728226,-1.5990776,-1.2683691,-1.1540674,0.70030034,0.76145804,-1.0363976,-1.0601226,0.023725
76,-1.9805299,-1.9283117,"('anxious', 'daring')",-1.8577392,-1.6702044,-0.036373146,0.27854967,-0.49231866,-0.30121955,-1.0917403,-0.9052964,-0.1864439
46,-1.9578956,-2.0686023,"('uncompetitive', 'competitive')",-0.75892246,-0.6162182,-0.9170216,-0.7445387,-0.40167105,-0.27364174,-1.0088776,-0.9257503,-0.0831273
45,-1.8235748,-2.08136,"('incompetent', 'competent')",-1.0811152,-1.1719267,-0.8368471,-0.6093199,-1.6072918,-1.4359832,-1.3372072,-1.3246474,-0.0125598
65,-1.8106756,-1.820236,"('insecure', 'secure')",-1.7519426,-1.6348509,-0.52445966,-0.3669265,-1.317663,-1.0185148,-1.3511853,-1.210132,-0.1410533
19,1.7898438,1.6235467,"('inhospitable', 'hospitable')",0.7809082,0.5467504,-0.19557805,-0.3596403,0.53098327,0.39608672,0.7265393,0.5516859,0.1748534
9,1.7611053,1.7552466,"('unaffectionate', 'caring')",1.5902265,1.5174454,0.715142,0.54566896,1.0207527,0.98723924,1.2718067,1.2014002,0.0704065
26,1.7008785,1.5690142,"('hardhearted', 'benevolent')",1.9117446,1.6972673,2.543253,2.41062,1.2214167,1.1232984,1.8443232,1.7000501,0.1442731
10,-1.6952088,-1.7488933,"('unsympathetic', 'sympathetic')",-1.2859144,-1.1326811,-1.0996411,-0.887962,-0.21747813,0.07997714,-1.0745606,-0.9223899,-0.1521707
70,-1.6907177,-1.8445839,"('lethargic', 'energetic')",-1.3037325,-1.1788005,-0.4264896,-0.30677196,-0.7549143,-0.60013354,-1.0439634,-0.9825724,-0.061391
69,1.6420131,1.8575554,"('lazy', 'industrious')",1.2675673,1.4109455,1.4520371,1.4237062,0.2868136,0.21132994,1.1621077,1.2258842,-0.0637765
33,1.6232398,1.5892553,"('wrong', 'right')",0.9250153,0.8730617,1.2466158,0.99226767,-0.6701381,-0.7156893,0.7811832,0.6847239,0.0964593
57,-1.5683644,-1.856477,"('unimaginative', 'imaginative')",-1.722979,-1.8385508,-1.2899401,-1.1633776,-2.8839319,-2.8174975,-1.8663039,-1.9189758,0.0526719
