,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
79,1.5651498,1.5323524,"('wavering', 'unwavering')",0.9626321,0.9347702,1.1104313,1.0212587,0.45630282,0.36950797,1.023629,0.9644724,0.0591566
1,1.476815,1.1553487,"('unfriendly', 'friendly')",1.2955749,0.7767605,0.65566355,0.3435163,0.8659418,0.6976116,1.0734988,0.7433093,0.3301895
80,-1.4233943,-1.3752425,"('dominated', 'dominating')",-0.47831962,-0.2693132,-0.1818423,0.030121341,-0.016224518,0.04239659,-0.5249452,-0.3930095,-0.1319357
0,-1.3916082,-1.6502619,"('unsociable', 'sociable')",-0.40511551,-0.4279701,-0.026945155,0.17363566,-0.39558855,-0.25835153,-0.5548143,-0.540737,-0.0140773
81,-1.3449347,-1.3240646,"('submissive', 'aggressive')",-0.72583604,-0.60137856,-0.04083869,-0.0637939,-1.1546419,-1.1111165,-0.8165628,-0.7750884,-0.0414744
22,-1.2951838,-1.327724,"('untrustworthy', 'trustworthy')",-1.1235491,-1.2502053,-0.61260194,-0.4269689,-1.9282643,-1.7961587,-1.2398998,-1.2002642,-0.0396356
14,-1.280605,-1.3989232,"('antisocial', 'social')",-1.0854503,-1.0678747,0.25654215,0.4085238,-1.1726452,-1.0627764,-0.8205396,-0.7802626,-0.040277
55,-1.2724346,-1.4488807,"('incompetent', 'clever')",-0.41018173,-0.23059848,-0.45254758,-0.19404288,-1.0152522,-0.91402847,-0.7876041,-0.6968876,-0.0907165
25,1.2703173,1.009968,"('egoistic', 'altruistic')",0.4293695,0.25588483,1.2775928,0.9013956,1.5408539,1.2219872,1.1295334,0.8473089,0.2822245
63,-1.2577317,-1.464975,"('unperceptive', 'insightful')",-0.26977402,-0.396296,0.26601192,0.4965007,0.11838659,0.19285512,-0.2857768,-0.2929788,0.007202
36,1.2558951,1.0804565,"('hostile', 'amicable')",0.49409223,0.13280578,0.6815121,0.35311553,0.39193723,0.15149459,0.7058592,0.4294681,0.2763911
60,-1.1683472,-1.279413,"('inefficient', 'efficient')",-0.6959723,-0.5187029,-0.6012273,-0.39580825,-0.8696481,-0.63771963,-0.8337988,-0.707911,-0.1258878
68,-1.1544341,-1.1969541,"('dependent', 'independent')",-0.7632594,-0.90770996,-1.096358,-0.986402,-1.5211078,-1.5434334,-1.1337898,-1.1586249,0.0248351
59,1.1135519,1.25874,"('foolish', 'wise')",1.142001,1.16929,1.2473338,1.2695186,-0.65963906,-0.69944215,0.7108119,0.7495266,-0.0387147
47,-1.102776,-1.1657751,"('stupid', 'smart')",-0.47806934,-0.4351235,0.016351912,0.1999752,2.8979106,3.1422,0.3333543,0.4353192,-0.1019649
44,-1.0945716,-0.92246073,"('prejudiced', 'unprejudiced')",-1.5143169,-1.4641316,-1.1694841,-1.2430289,-1.5223799,-1.5047194,-1.3251882,-1.2835852,-0.041603
42,-1.0709803,-1.0475429,"('unreliable', 'reliable')",-0.870911,-0.95126116,0.04981361,0.19146085,-3.0122848,-2.7562587,-1.2260907,-1.1409005,-0.0851902
84,1.0418303,0.96425134,"('inferior', 'superior')",0.18776385,0.178987,0.79018265,0.8426976,0.49402606,0.43061844,0.6284508,0.6041386,0.0243122
13,-0.9647591,-0.9220483,"('impolite', 'polite')",-0.64060766,-0.5192299,-0.76179504,-0.700764,-0.4599689,-0.36104757,-0.7067826,-0.6257724,-0.0810102
43,-0.96156114,-0.84560007,"('irresponsible', 'responsible')",-0.52872133,-0.38969737,-1.0371494,-0.6584564,-0.38714403,-0.028858699,-0.728644,-0.4806531,-0.2479909
87,-0.8856214,-0.6233637,"('unsuccessful', 'successful')",-0.17592286,0.11571285,1.3219978,1.708469,0.58756846,0.6427489,0.2120055,0.4608918,-0.2488863
21,-0.87372196,-0.874646,"('immoral', 'moral')",-0.66946954,-0.6601237,-0.2993277,-0.23319511,-1.6578501,-1.5994977,-0.8750923,-0.8418657,-0.0332266
73,0.8662329,0.90669274,"('helpless', 'self-reliant')",0.8684748,0.7145833,-0.36406267,-0.60502404,-2.457549,-2.5605426,-0.271726,-0.3860726,0.1143466
31,0.8439518,0.7549287,"('evil', 'good')",0.15144219,-0.23549946,0.28499907,0.033504248,-0.4242666,-0.6743959,0.2140316,-0.0303656,0.2443972
41,-0.83833086,-1.0122514,"('unforgiving', 'forgiving')",-0.014559234,-0.34913605,0.27820402,0.10928907,-0.35115886,-0.364433,-0.2314612,-0.4041328,0.1726716
8,0.76046073,0.70608544,"('unaffectionate', 'affectionate')",0.8780172,0.7903707,0.79975945,0.6566043,0.6065326,0.511505,0.7611925,0.6661414,0.0950511
12,0.7293955,0.7911368,"('unsupportive', 'supportive')",1.3526403,1.4152527,0.88472235,1.0568604,-1.5400474,-1.4848564,0.3566777,0.4445984,-0.0879207
72,-0.6988541,-0.78455114,"('unambitious', 'ambitious')",-0.64684176,-0.5309678,-1.4320973,-1.396696,-1.5201014,-1.3777747,-1.0744736,-1.0224974,-0.0519762
78,0.6650123,0.5845122,"('nonresilient', 'resilient')",0.9966681,0.9361364,1.1421134,1.2180965,1.7242663,1.6453022,1.132015,1.0960119,0.0360031
48,-0.61152923,-0.74656975,"('unintelligent', 'intelligent')",-0.6011771,-0.6719774,-0.12851946,-0.1417804,-1.4339889,-1.5198158,-0.6938037,-0.7700359,0.0762322
82,-0.6062749,-0.72264665,"('poor', 'rich')",-1.3876047,-1.3125287,-1.0358951,-0.7452549,3.403436,3.5423484,0.0934153,0.1904795,-0.0970642
53,0.5973662,0.37470907,"('uncreative', 'creative')",-0.28892416,-0.4313686,0.19061789,0.24018358,0.90267986,0.7368155,0.350435,0.2300849,0.1203501
15,0.5927723,0.6309902,"('boring', 'funny')",0.7782788,0.7431308,0.72027063,0.64498436,0.09425713,0.019245744,0.5463947,0.5095878,0.0368069
74,0.5877966,0.44395402,"('undedicated', 'dedicated')",0.60430205,0.61268497,0.07376233,0.22534214,-0.53491926,-0.42512843,0.1827354,0.2142132,-0.0314778
54,0.568815,0.5371387,"('incapable', 'capable')",0.46508533,0.51220673,1.2128952,1.2987202,0.93838876,1.0176115,0.7962961,0.8414193,-0.0451232
34,-0.55970263,-0.70216125,"('mean', 'honorable')",-0.4907844,-0.5452258,0.24610865,0.22977278,4.685566,4.8464584,0.9702969,0.957211,0.0130859
62,-0.5315385,-0.65301746,"('incompetent', 'brilliant')",-0.42613536,-0.27726594,-0.8864813,-0.6498088,-0.68322325,-0.46927693,-0.6318446,-0.5123423,-0.1195023
58,-0.5079809,-0.7232213,"('undiscriminating', 'discriminating')",-1.4011692,-1.663382,-0.95994365,-0.9067243,-0.01752513,0.033445157,-0.7216548,-0.8149706,0.0933158
38,0.47735032,0.36996153,"('untruthful', 'truthful')",0.25070184,0.16014239,-0.4596189,-0.6041045,0.6542992,0.6283856,0.2306831,0.1385963,0.0920868
11,-0.41992348,-0.4663409,"('unhelpful', 'helpful')",-0.21879011,-0.07301154,-1.1573331,-1.0293783,2.044647,2.1602588,0.0621501,0.147882,-0.0857319
28,0.41909558,0.238792,"('disloyal', 'loyal')",-0.23393953,-0.19885598,-0.35815632,-0.41411823,-0.2669391,-0.14450747,-0.1099848,-0.1296724,0.0196876
30,-0.41439992,-0.4269973,"('intolerant', 'tolerant')",-1.0009924,-0.91186714,-0.539933,-0.6042036,-1.1043205,-0.98976874,-0.7649115,-0.7332092,-0.0317023
64,-0.4120165,-0.24935228,"('shy', 'confident')",0.17535466,0.18089059,-0.15791954,-0.0779088,-5.0768433,-4.9899926,-1.3678561,-1.2840908,-0.0837653
7,-0.38760844,-0.35951078,"('insensitive', 'sensitive')",-0.3277411,-0.2078549,-0.81192464,-0.5806472,-0.35827094,-0.1312903,-0.4713863,-0.3198258,-0.1515605
29,-0.3738423,-0.4216361,"('unfair', 'fair')",-1.4621236,-1.8273758,-0.5414094,-0.43248063,-1.198169,-1.1673454,-0.893886,-0.9622095,0.0683235
4,0.34771323,0.110769354,"('disliked', 'liked')",0.4184039,0.031502493,0.8666191,0.6134919,-4.9832835,-5.379786,-0.8376368,-1.1560056,0.3183688
50,-0.32382804,-0.37251315,"('clumsy', 'skillful')",0.4186371,0.40463895,1.9837009,2.0650084,1.214196,1.2414023,0.8231764,0.8346341,-0.0114577
51,-0.3231807,-0.4908483,"('uneducated', 'educated')",0.08264208,0.04318005,0.51594377,0.59866834,-0.041945882,-0.055213694,0.0583648,0.0239466,0.0344182
40,0.32197154,0.1467488,"('stingy', 'generous')",0.5041672,0.2535562,-0.12045635,-0.32994038,-1.9492794,-2.0674062,-0.3108993,-0.4992604,0.1883611
52,0.3219288,0.27271286,"('irrational', 'rational')",-0.06583874,-0.20042932,0.43755132,0.23200025,-0.56627584,-0.68161255,0.0318414,-0.0943322,0.1261736
2,0.30769277,0.3022734,"('unlikable', 'likable')",0.35433036,0.2608329,1.5345669,1.523554,0.72268873,0.70311195,0.7298197,0.6974431,0.0323766
18,0.29086757,0.2706232,"('disagreeable', 'welcoming')",0.48828763,0.33914077,0.9736075,0.9696566,-1.1277895,-0.9578802,0.1562433,0.1553851,0.0008582
49,-0.24601108,-0.31274724,"('unable', 'able')",-0.1437498,-0.20739676,0.43028402,0.59695375,-0.25121358,-0.2771351,-0.0526726,-0.0500813,-0.0025913
27,-0.2298792,-0.17686275,"('hardhearted', 'softhearted')",0.3072831,0.2884463,-0.48346934,-0.5267573,0.29774135,0.45404744,-0.027081,0.0097184,-0.0367994
24,-0.22483525,-0.19406292,"('dishonest', 'honest')",0.2454237,0.20923658,-0.46480033,-0.5249108,-0.72649425,-0.5501022,-0.2926765,-0.2649598,-0.0277167
77,0.22000179,0.15290803,"('unmotivated', 'motivated')",-0.29573974,-0.16421282,-0.008736242,0.05691457,-0.29217383,-0.20412746,-0.094162,-0.0396294,-0.0545326
17,-0.20897365,-0.06549378,"('nasty', 'nice')",-0.37690145,-0.28939986,0.14131546,0.28312218,-0.38079882,-0.2940902,-0.2063396,-0.0914654,-0.1148742
75,-0.18801889,-0.18552652,"('meek', 'impulsive')",-0.12493501,-0.19316608,-0.026752032,-0.10310412,0.6574793,0.52975285,0.0794433,0.011989,0.0674543
66,-0.17804775,-0.084920004,"('inactive', 'active')",0.32477537,0.28417438,1.2654362,1.3066177,1.7204311,1.6794971,0.7831487,0.7963423,-0.0131936
23,-0.15846285,-0.22505912,"('insincere', 'sincere')",-0.28426936,-0.15966152,-0.8270618,-0.6349417,4.0772567,4.397699,0.7018657,0.8445091,-0.1426434
37,-0.15737598,-0.11024466,"('fake', 'genuine')",0.2155431,0.25472558,-0.073491216,-0.15065753,0.44220918,0.50992787,0.1067213,0.1259378,-0.0192165
39,0.1542486,0.29453233,"('exploitative', 'cooperative')",0.3008411,0.2706754,0.3708968,0.48662537,0.10476363,0.26022828,0.2326875,0.3280154,-0.0953279
88,0.15245514,0.1336727,"('low', 'eminent')",-0.16413584,-0.12931937,0.41336262,0.33923393,-0.71592224,-0.72156537,-0.0785601,-0.0944945,0.0159344
16,0.13372606,0.18937652,"('unpopular', 'popular')",0.41276056,0.2560432,0.6506095,0.6620252,0.5089584,0.33186364,0.4265136,0.3598272,0.0666864
56,-0.11022917,-0.30828345,"('impractical', 'practical')",-0.29411995,-0.26640928,-1.4472876,-1.3129414,-1.1956811,-1.107363,-0.7618294,-0.7487493,-0.0130801
20,-0.08024998,0.005672399,"('rough', 'thoughtful')",-0.62445027,-0.6868858,0.57811046,0.77536196,-0.24250197,-0.1927503,-0.0922729,-0.0246504,-0.0676225
67,-0.06910382,-0.08451557,"('doubtful', 'determined')",0.28444692,0.37313578,0.13411184,0.21285956,-0.4882528,-0.42721456,-0.0346995,0.0185663,-0.0532658
61,0.058507435,-0.012688745,"('illogical', 'logical')",-0.7138186,-0.8733448,-0.032954052,0.04713344,-0.88582265,-0.83425725,-0.393522,-0.4182893,0.0247673
83,-0.057561196,-0.101488255,"('powerless', 'powerful')",0.101295575,-0.07015331,0.031267777,-0.1974577,-0.59959906,-0.7674997,-0.1311492,-0.2841497,0.1530005
32,-0.02783189,-0.006915018,"('unkind', 'kind')",0.024657235,-0.06252012,0.47349763,0.48390648,0.30975133,0.4098444,0.1950186,0.2060789,-0.0110603
86,-0.014946161,-0.3805317,"('uninfluential', 'influential')",0.2570087,0.22671476,0.15176101,0.12265572,-0.69957554,-0.6832097,-0.076438,-0.1785927,0.1021547
