,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
31,-1.7844135,-2.072469,"('evil', 'good')",0.14742424,-0.37183854,0.17500097,-0.22234356,-1.4753857,-1.6006697,-0.7343435,-1.0668303,0.3324868
48,-1.7531445,-1.6790948,"('unintelligent', 'intelligent')",-1.5271777,-1.8314865,-0.33443686,-0.46529162,0.0962449,0.34153187,-0.8796285,-0.9085853,0.0289568
36,-1.6843258,-1.9502499,"('hostile', 'amicable')",-0.0015504565,-0.51466346,-0.43358675,-0.8147375,-0.75392216,-1.0851251,-0.7183463,-1.091194,0.3728477
1,-1.6410762,-1.5930326,"('unfriendly', 'friendly')",-0.51991165,-0.8025659,-0.19957513,-0.46147934,0.9766946,0.9998179,-0.3459671,-0.464315,0.1183479
8,-1.578737,-1.7843264,"('unaffectionate', 'affectionate')",0.065861925,-0.1787788,-0.02870914,-0.29316893,-0.084144585,0.1331017,-0.4064322,-0.5307931,0.1243609
42,1.3587313,1.2902038,"('unreliable', 'reliable')",1.3338022,1.1783917,1.2374444,1.3664438,-2.0225184,-1.9039501,0.4768649,0.4827723,-0.0059074
37,-1.3579149,-1.1847235,"('fake', 'genuine')",-1.7384629,-1.8632904,-0.0030346513,-0.096637204,-0.28071222,-0.050188325,-0.8450311,-0.7987099,-0.0463212
41,-1.3531982,-1.3092946,"('unforgiving', 'forgiving')",-0.83816826,-1.1991905,-0.8472988,-0.7297237,-0.03670551,0.008349815,-0.7688427,-0.8074647,0.038622
27,-1.3222148,-1.2968934,"('hardhearted', 'softhearted')",-0.61031246,-0.73614174,0.016034385,-0.08601741,0.566403,0.68328065,-0.3375225,-0.3589429,0.0214204
45,-1.2101841,-0.77647775,"('incompetent', 'competent')",-1.5041878,-1.0876849,-0.5130121,-0.04850333,-0.5577721,-0.30900112,-0.9462891,-0.5554168,-0.3908723
13,1.1849438,1.5535058,"('impolite', 'polite')",-0.5944446,-0.22449166,0.8271751,1.0157806,0.17433482,0.48031193,0.3980023,0.7062767,-0.3082744
76,1.1559688,1.5498255,"('anxious', 'daring')",0.06500273,0.32803407,0.0011756402,0.2747973,0.22796816,0.5871729,0.3625288,0.6849574,-0.3224286
