,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
66,-0.40747702,-0.2537807,"('inactive', 'active')",-0.22966604,-0.012086824,1.995428,1.970937,1.4349895,1.2911953,0.6983186,0.7490662,-0.0507476
25,0.39462018,0.116665654,"('egoistic', 'altruistic')",-0.9157868,-0.913394,0.15589479,0.29836506,1.471504,1.3439453,0.276558,0.2113955,0.0651625
64,0.3866434,0.26540655,"('shy', 'confident')",1.0687711,1.0984906,-0.6647437,-0.53805405,-6.10255,-5.977868,-1.3279698,-1.2880063,-0.0399635
40,-0.36571062,0.06705474,"('stingy', 'generous')",-0.7706945,-0.656058,-0.9468838,-0.7243683,-2.22737,-2.1930277,-1.0776647,-0.8765998,-0.2010649
8,-0.35513318,-0.30367318,"('unaffectionate', 'affectionate')",-1.4264024,-1.4013748,-1.4862933,-1.4166144,0.9403567,0.8746267,-0.5818681,-0.5617589,-0.0201092
14,-0.32716835,-0.33310154,"('antisocial', 'social')",1.9224336,1.8805941,-0.6248361,-0.6171851,-0.13220033,-0.09369303,0.2095572,0.2091536,0.0004036
11,0.31663096,0.24861708,"('unhelpful', 'helpful')",1.1999044,0.9156602,-1.4189306,-1.3479036,0.91256434,1.041776,0.2525423,0.2145374,0.0380049
70,-0.31111023,-0.1616799,"('lethargic', 'energetic')",0.790876,0.6682552,-0.9234015,-0.8771266,-0.5241248,-0.3712387,-0.2419401,-0.1854475,-0.0564926
38,-0.30261466,-0.1733418,"('untruthful', 'truthful')",-0.266807,-0.34857562,-1.1659621,-1.1143132,0.14947155,0.34070548,-0.3964781,-0.3238813,-0.0725968
7,0.30026034,0.19562596,"('insensitive', 'sensitive')",1.3185593,1.2613987,-0.69440067,-0.70356274,0.26121643,0.3750845,0.2964088,0.2821366,0.0142722
43,0.2957914,0.12500659,"('irresponsible', 'responsible')",2.2086082,2.058471,-1.4039822,-1.4021274,0.87582767,0.96403176,0.4940613,0.4363455,0.0577158
21,-0.28219083,-0.23615724,"('immoral', 'moral')",1.1072843,0.9393778,-1.3105403,-1.1703963,-1.61678,-1.4628478,-0.5255567,-0.4825059,-0.0430508
15,-0.28114986,-0.40682518,"('boring', 'funny')",-0.6170048,-0.69859886,0.85056317,0.7547972,-0.024453918,-0.034147017,-0.0180114,-0.0961935,0.0781821
0,-0.27182484,-0.31627434,"('unsociable', 'sociable')",1.2548401,1.0658939,-1.7817931,-1.8842022,-0.61876804,-0.6886114,-0.3543864,-0.4557985,0.1014121
13,0.26862374,0.07604292,"('impolite', 'polite')",1.7102191,1.46679,-0.19754666,-0.21128988,-0.4427449,-0.32910883,0.3346378,0.2506085,0.0840293
27,-0.23821852,-0.15152013,"('hardhearted', 'softhearted')",-0.89694285,-0.95950025,-0.36164436,-0.4106719,0.9288956,0.8297133,-0.1419775,-0.1729947,0.0310172
35,-0.23222202,-0.27854902,"('corrupt', 'incorrupt')",-3.8268726,-3.7355087,0.8617384,0.7906568,-0.32672578,-0.5280144,-0.8810204,-0.9378538,0.0568334
52,-0.2229662,-0.18252411,"('irrational', 'rational')",-1.9731344,-2.0414693,-0.67425436,-0.5924865,0.4629564,0.24726568,-0.6018497,-0.6423036,0.0404539
44,0.22206071,-0.23495844,"('prejudiced', 'unprejudiced')",-1.0760001,-1.1695993,0.5102276,0.2839076,-1.2972413,-1.3901725,-0.4102383,-0.6277056,0.2174673
6,-0.21558174,0.05829577,"('distant', 'open')",-2.3961332,-2.1911778,-0.0047475286,0.05532301,0.3417434,0.3505229,-0.5686797,-0.431759,-0.1369207
48,-0.19734916,-0.3013024,"('unintelligent', 'intelligent')",0.093519546,-0.107500345,-1.8678566,-1.9272873,-0.19911218,-0.2775622,-0.5426996,-0.6534131,0.1107135
61,0.18761313,0.13830978,"('illogical', 'logical')",0.81402266,0.5368138,-0.48567885,-0.5365704,0.5182906,0.48538673,0.2585619,0.155985,0.1025769
88,-0.17614983,-0.39431033,"('low', 'eminent')",-0.8269697,-0.97745025,-1.313672,-1.2351084,-0.12504935,-0.06407917,-0.6104602,-0.6677371,0.0572769
76,0.17066386,0.30050308,"('anxious', 'daring')",0.8586745,0.9678755,0.0423458,0.14724034,-0.52882713,-0.3016959,0.1357142,0.2784807,-0.1427665
60,0.16560501,0.029799312,"('inefficient', 'efficient')",3.3604476,3.012508,-1.3064892,-1.3818169,-0.3264753,-0.19220397,0.4732721,0.3670716,0.1062005
1,0.16333506,-0.09681061,"('unfriendly', 'friendly')",-1.0189762,-1.2788045,-1.401136,-1.4987026,1.8301138,1.6099668,-0.1066659,-0.3160877,0.2094218
80,0.15337218,0.008643456,"('dominated', 'dominating')",2.3456838,2.328886,-0.0489279,-0.14379996,-0.17856273,-0.12572227,0.5678914,0.5170018,0.0508896
63,0.14221127,0.28930148,"('unperceptive', 'insightful')",0.9604856,0.96822673,-0.9258184,-0.8753425,0.62527555,0.8530755,0.2005385,0.3088153,-0.1082768
9,-0.13840637,-0.1725345,"('unaffectionate', 'caring')",-0.42868778,-0.55171204,-1.945196,-1.9610823,1.3645766,1.2598073,-0.2869284,-0.3563804,0.069452
50,-0.13731518,-0.11219253,"('clumsy', 'skillful')",-0.66558814,-0.55915576,0.25776097,0.22052145,-0.27233553,-0.20263353,-0.2043695,-0.1633651,-0.0410044
26,-0.13453823,-0.26222742,"('hardhearted', 'benevolent')",0.52331,0.32382065,0.31141916,0.17161068,1.8069779,1.5356741,0.6267922,0.4422195,0.1845727
46,0.12003618,0.15374851,"('uncompetitive', 'competitive')",3.1654272,3.0200818,-1.6486056,-1.6298403,-1.1779736,-1.1703143,0.114721,0.0934189,0.0213021
17,-0.119114615,-0.20501044,"('nasty', 'nice')",-1.9692494,-2.0520036,-0.82793176,-0.9075006,-0.91632885,-1.0607074,-0.9581561,-1.0563055,0.0981494
42,-0.10928464,0.06457479,"('unreliable', 'reliable')",0.26606292,0.32619193,-0.017046846,0.18993057,-3.2676907,-3.0157619,-0.7819898,-0.6087661,-0.1732237
37,-0.08674735,-0.07111442,"('fake', 'genuine')",0.7414421,0.736551,-0.20656565,-0.31744206,0.4107877,0.44193116,0.2147292,0.1974814,0.0172478
53,-0.08094661,-0.027938122,"('uncreative', 'creative')",-0.55318654,-0.70581776,-0.770954,-0.782317,0.60931146,0.533816,-0.1989439,-0.2455642,0.0466203
32,0.07227152,0.015444405,"('unkind', 'kind')",0.54706335,0.2972259,-0.5949102,-0.57554305,0.5478855,0.75093096,0.1430775,0.1220146,0.0210629
55,-0.06889731,0.04737353,"('incompetent', 'clever')",2.340305,2.1527402,-1.4271044,-1.4808322,-0.4248622,-0.24669257,0.1048603,0.1181472,-0.0132869
24,0.061364144,0.06420608,"('dishonest', 'honest')",-0.74325216,-1.08519,-1.028346,-0.9437657,0.26521832,0.47674438,-0.3612539,-0.3720013,0.0107474
79,-0.041148655,0.13278264,"('wavering', 'unwavering')",-2.5561295,-2.252059,0.26226813,0.5641128,-0.13684085,-0.08018854,-0.6179627,-0.408838,-0.2091247
29,0.036020905,0.07546933,"('unfair', 'fair')",-0.05532454,-0.16327304,-0.850695,-0.8938058,-0.7509143,-0.79454,-0.4052282,-0.4440374,0.0388092
77,0.035004586,-0.11668515,"('unmotivated', 'motivated')",0.95971936,1.0078028,-0.8905666,-0.80789566,-1.0568167,-1.0765806,-0.2381648,-0.2483397,0.0101749
5,-0.023677677,0.07271789,"('distant', 'outgoing')",-2.007472,-1.8352566,-0.15963346,-0.12568901,0.15103357,0.09872173,-0.5099373,-0.4473765,-0.0625608
23,0.0058710985,-0.05256623,"('insincere', 'sincere')",1.010072,0.7420708,-1.274602,-1.3777575,5.2994604,5.4225698,1.2602004,1.1835792,0.0766212
