,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
67,1.8458939,1.9407936,"('doubtful', 'determined')",0.8585776,0.9929725,0.89822036,1.0237334,-0.09663813,0.16366124,0.8765134,1.0302901,-0.1537767
39,1.7390254,1.0990558,"('exploitative', 'cooperative')",0.6998713,0.38783473,0.56316644,0.27808765,0.1546624,0.06296231,0.7891814,0.4569851,0.3321963
71,1.563681,1.251749,"('diffident', 'self-confident')",0.31972504,0.2620332,-0.17165439,-0.25224254,0.5300087,0.5379859,0.5604401,0.4498814,0.1105587
75,-1.3998215,-1.007308,"('meek', 'impulsive')",-2.2553556,-1.9939262,0.525973,0.71267664,-1.062652,-0.97112304,-1.047964,-0.8149201,-0.2330439
4,-1.3050591,-0.99801004,"('disliked', 'liked')",-1.8039995,-1.6576991,-0.2026648,-0.083436035,-6.2423806,-6.3110676,-2.388526,-2.2625532,-0.1259728
84,1.2806168,1.2285941,"('inferior', 'superior')",0.37839863,0.38551772,0.4240486,0.40262955,0.7174386,0.6539302,0.7001257,0.6676679,0.0324578
82,-1.2493147,-0.803945,"('poor', 'rich')",0.028341986,0.05535157,0.4492153,0.40589538,5.589295,5.8896246,1.2043843,1.3867316,-0.1823473
49,-1.2264957,-1.3736566,"('unable', 'able')",0.20586836,0.10947011,-0.6604118,-0.7754134,-0.41386715,-0.42901075,-0.5237266,-0.6171527,0.0934261
16,-1.203675,-0.9773043,"('unpopular', 'popular')",-1.2947534,-1.2362137,0.2764703,0.23110038,0.22300848,0.23459212,-0.4997374,-0.4369564,-0.062781
33,1.1666595,0.9868988,"('wrong', 'right')",-0.021492533,-0.031840347,0.7185075,0.6167419,0.3615775,0.20031595,0.556313,0.4430291,0.1132839
56,1.1220286,0.9326708,"('impractical', 'practical')",3.246094,3.1625483,-0.36247778,-0.41281554,-0.03677345,0.15999031,0.9922178,0.9605985,0.0316193
45,-1.1044114,-0.81704205,"('incompetent', 'competent')",1.3132851,1.1786355,-0.94627535,-1.0040141,0.053208835,0.021471385,-0.1710482,-0.1552373,-0.0158109
57,-1.0417126,-1.0765089,"('unimaginative', 'imaginative')",-0.04969432,-0.2900435,-1.0297313,-1.2075953,-2.6494174,-2.926748,-1.1926389,-1.3752239,0.182585
59,0.97581226,0.7697163,"('foolish', 'wise')",-1.7609551,-1.7814896,0.706426,0.50829214,0.24726522,0.1754604,0.0421371,-0.0820052,0.1241423
34,-0.93695605,-1.0254601,"('mean', 'honorable')",-0.41415307,-0.56208235,-0.10763641,-0.059679933,5.0313883,5.1169577,0.8931607,0.8674338,0.0257269
87,0.9369214,0.77386296,"('unsuccessful', 'successful')",1.4421337,1.4875048,1.0003214,0.88744384,1.2211221,1.198091,1.1501247,1.0867257,0.063399
73,0.9163423,1.0179882,"('helpless', 'self-reliant')",-0.91114897,-0.76914424,-0.24382392,-0.121892065,-3.279204,-3.3459773,-0.8794586,-0.8047563,-0.0747023
69,0.8757917,0.54482836,"('lazy', 'industrious')",-0.60239136,-0.5328216,2.083898,1.9773949,0.17024116,-0.058369275,0.6318849,0.4827581,0.1491268
86,-0.8263743,-0.70953953,"('uninfluential', 'influential')",0.8378502,0.5607737,-2.1328056,-2.1284835,-0.34824258,-0.28754306,-0.6173931,-0.6411981,0.023805
62,-0.75733346,-0.58249366,"('incompetent', 'brilliant')",1.365785,1.4380242,-0.9903762,-0.87856007,-0.075825535,0.27905387,-0.1144375,0.0640061,-0.1784436
31,-0.7555956,-0.46575463,"('evil', 'good')",-2.4993598,-2.4428105,-0.19343573,-0.12833129,-0.52198577,-0.61999893,-0.9925942,-0.9142238,-0.0783704
12,0.7467732,0.8714093,"('unsupportive', 'supportive')",1.2074337,1.249413,-1.9670154,-1.7418294,-1.8223313,-1.6894611,-0.4587849,-0.327617,-0.1311679
74,0.7427932,1.070857,"('undedicated', 'dedicated')",0.7110219,0.7095433,-0.5305562,-0.42643476,-0.23683408,-0.07366852,0.1716062,0.3200743,-0.1484681
10,-0.6891984,-0.3581036,"('unsympathetic', 'sympathetic')",1.3803279,1.2397716,-2.3221257,-2.1675665,-0.83936787,-0.6137179,-0.617591,-0.4749041,-0.1426869
36,-0.6775695,-0.5856915,"('hostile', 'amicable')",-3.3493958,-3.2937636,0.21447733,0.27976632,0.9074959,0.59476626,-0.726248,-0.7512306,0.0249826
72,-0.6701353,-0.45516288,"('unambitious', 'ambitious')",0.24585173,0.2768474,-1.2602597,-1.1127459,0.30046234,0.46742475,-0.3460203,-0.2059092,-0.1401111
28,-0.66207093,-0.702757,"('disloyal', 'loyal')",-0.48588085,-0.68886364,-1.5830055,-1.7460238,0.6768662,0.58430266,-0.5135229,-0.6383354,0.1248125
68,-0.66103566,-0.93873394,"('dependent', 'independent')",0.20157743,0.015474163,-0.70034176,-0.75198734,-0.97713387,-1.0019503,-0.5342335,-0.6692994,0.1350659
41,-0.6533177,0.016581995,"('unforgiving', 'forgiving')",-0.38254887,-0.45322856,-0.8616412,-0.8019928,-0.022726562,-0.00833587,-0.4800586,-0.3117438,-0.1683148
58,-0.6252358,-0.38655302,"('undiscriminating', 'discriminating')",1.0789646,0.9462235,-1.0068513,-1.1305453,0.16001241,-0.00580371,-0.0982775,-0.1441696,0.0458921
51,-0.61483926,-0.15646204,"('uneducated', 'educated')",0.8543411,0.9106191,-0.7187815,-0.60684264,0.0015937835,0.27295518,-0.1194215,0.1050674,-0.2244889
19,-0.58407927,-0.2534715,"('inhospitable', 'hospitable')",-1.8406867,-1.7238013,-0.49786878,-0.44142267,-0.63067055,-0.5125786,-0.8883263,-0.7328185,-0.1555078
81,-0.5827431,-0.64003015,"('submissive', 'aggressive')",1.6946552,1.5755341,-0.3610044,-0.242964,-1.0134642,-0.7891433,-0.0656392,-0.0241508,-0.0414884
18,-0.5745538,-0.4592734,"('disagreeable', 'welcoming')",-1.2976643,-1.3180707,-0.37746373,-0.13436465,-1.0248921,-0.9175911,-0.8186435,-0.7073249,-0.1113186
22,-0.55902433,-0.59349275,"('untrustworthy', 'trustworthy')",-0.11086051,-0.34001556,-1.449542,-1.50066,-1.7221907,-1.656368,-0.9604044,-1.022634,0.0622296
20,-0.5576377,-0.66639954,"('rough', 'thoughtful')",0.21391049,0.15055493,-0.59113646,-0.70106304,0.90401256,0.6599905,-0.0077128,-0.1392293,0.1315165
54,-0.5467379,-0.626133,"('incapable', 'capable')",-0.6733351,-0.5309715,-0.05156532,0.06444292,0.8504839,1.0049607,-0.1052886,-0.0219252,-0.0833634
85,0.5232803,0.30973774,"('insignificant', 'prestigious')",-3.3798368,-3.2514353,-0.5232316,-0.4035579,0.4482281,0.20283553,-0.73289,-0.785605,0.052715
65,0.5211009,0.11762542,"('insecure', 'secure')",2.0785184,1.798962,-0.960793,-1.0038255,-0.2106497,-0.105900496,0.3570442,0.2017154,0.1553288
2,0.48236275,0.7738451,"('unlikable', 'likable')",0.3884778,0.55217737,0.6328581,0.76983416,0.3211858,0.53368366,0.4562211,0.6573851,-0.201164
83,-0.46474403,-0.47018346,"('powerless', 'powerful')",1.3053219,1.327406,-0.85667044,-0.8362944,-0.3542125,-0.21969475,-0.0925763,-0.0496917,-0.0428846
78,-0.45333698,-0.25351602,"('nonresilient', 'resilient')",1.8067896,2.1094515,-0.51291245,-0.3817666,0.7193701,0.6286104,0.3899776,0.5256948,-0.1357172
47,0.44733626,0.37863368,"('stupid', 'smart')",0.81506556,0.6279213,-0.1441693,-0.290713,5.6227207,5.699116,1.6852384,1.6037395,0.0814989
30,-0.44726968,-0.27531055,"('intolerant', 'tolerant')",1.6116948,1.368588,-0.93537426,-0.8596085,0.20096302,0.31818265,0.1075035,0.1379629,-0.0304594
3,-0.43146372,-0.37779564,"('repellent', 'pleasant')",0.013823349,-0.06967627,-0.44146731,-0.42928794,-0.100886516,-0.077220425,-0.2399985,-0.2384951,-0.0015034
