,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,co_male,co_female,average_male,average_female,male-female
50,-1.2942941,-1.0656902,"('clumsy', 'skillful')",0.47359082,0.64097637,1.3108274,1.16075,0.25615117,0.42221227,0.14214888,0.05522096,0.1776848,0.2426939,-0.0650091
67,1.2895855,1.2375789,"('doubtful', 'determined')",0.3643293,0.39563733,0.1139277,0.082356036,0.73874784,0.66900504,-0.2531182,-0.28352132,0.4506944,0.4202112,0.0304832
4,-1.2818185,-1.1679895,"('disliked', 'liked')",-0.00789179,0.20613906,-0.5183162,-0.16604929,-0.31082496,0.043860264,-6.164402,-6.102437,-1.6566507,-1.4372952,-0.2193555
49,-1.2749169,-1.0712991,"('unable', 'able')",-0.05388595,0.07383393,-0.15314564,-0.11951633,-1.0708312,-0.94937646,-0.96748275,-0.7433175,-0.7040525,-0.5619351,-0.1421174
88,-1.2732908,-1.4372436,"('low', 'eminent')",-0.6813481,-0.66177386,0.43716887,0.34249103,-0.9706596,-1.0545241,-0.42720413,-0.55119234,-0.5830667,-0.6724485,0.0893818
82,-1.249454,-0.952516,"('poor', 'rich')",-0.16108656,0.011710525,1.9371996,1.82162,0.016876318,0.015158604,5.702981,5.8230686,1.2493032,1.3438084,-0.0945052
71,1.2160047,1.128828,"('diffident', 'self-confident')",1.2893772,1.3322195,-0.91731894,-0.73084784,-0.24396889,0.015863959,0.099464774,0.19773494,0.2887118,0.3887598,-0.100048
70,1.2108159,1.5068125,"('lethargic', 'energetic')",1.6693645,1.6775794,2.1450377,2.1716216,1.4167821,1.368887,0.7163081,1.0984097,1.4316617,1.564662,-0.1330003
34,1.203232,1.1777457,"('mean', 'honorable')",0.7055768,0.5393931,0.36761066,0.34724745,0.55010027,0.44878358,4.735752,4.6741505,1.5124544,1.437464,0.0749904
19,-1.2030575,-1.196993,"('inhospitable', 'hospitable')",-0.97751486,-0.98872435,-1.014574,-0.7895279,-1.1504152,-0.92823726,-0.5361756,-0.5680515,-0.9763475,-0.8943068,-0.0820407
11,1.1751413,1.3187166,"('unhelpful', 'helpful')",0.96795946,1.0989261,2.1456509,1.9313711,0.21251652,0.113297984,2.6161647,2.753544,1.4234865,1.4431711,-0.0196846
53,-1.1588945,-1.0677322,"('uncreative', 'creative')",0.8940507,0.8552223,0.6278906,0.6858005,-0.629611,-0.48144943,0.7947208,0.97205335,0.1056313,0.1927789,-0.0871476
69,-1.1425213,-1.0539123,"('lazy', 'industrious')",0.89867866,0.84137684,-0.5694269,-0.4063496,0.0068156426,0.29626667,-1.0981318,-1.1399065,-0.3809171,-0.292505,-0.0884121
7,1.1282353,1.277495,"('insensitive', 'sensitive')",1.7613921,1.783003,1.547355,1.5700593,1.1305113,1.1684283,0.3656956,0.624275,1.1866379,1.2846521,-0.0980142
36,-1.1140568,-1.1448709,"('hostile', 'amicable')",-0.091535464,-0.48176637,-1.5353746,-1.5802671,-0.22292185,-0.21401685,-0.6401855,-0.9845317,-0.7208148,-0.8810906,0.1602758
6,-1.1078314,-1.2628511,"('distant', 'open')",0.1831975,0.20616728,-1.5010749,-1.3135527,-0.86199707,-0.572372,-1.0057826,-1.004499,-0.8586977,-0.7894215,-0.0692762
68,-1.039776,-1.0403874,"('dependent', 'independent')",-1.593378,-1.5723398,0.12284571,0.05341391,-1.5311936,-1.5772737,-1.7596724,-1.7062061,-1.1602348,-1.1685587,0.0083239
66,-1.0105292,-1.0163664,"('inactive', 'active')",1.0016991,0.7392165,0.6483722,0.580686,0.44811746,0.4416763,0.2529189,0.0596452,0.2681157,0.1609715,0.1071442
0,1.0069208,0.97255886,"('unsociable', 'sociable')",0.14887694,0.23842233,1.3257104,1.0846308,0.23583059,0.011492968,0.46376663,0.5209649,0.6362211,0.5656139,0.0706072
5,-0.9104575,-0.98716253,"('distant', 'outgoing')",0.1819243,0.21786891,-1.1844109,-0.9931778,-0.7020725,-0.3801223,-1.0971478,-0.91338485,-0.7424329,-0.6111958,-0.1312371
10,0.9033873,0.935673,"('unsympathetic', 'sympathetic')",0.65685475,0.6889769,1.211671,0.88277066,0.28604695,-0.070276715,0.3512853,0.39469418,0.6818491,0.5663676,0.1154815
55,0.8974867,1.1687038,"('incompetent', 'clever')",0.5011475,0.6550286,1.594097,1.4351449,-0.02955011,-0.24685568,0.92240626,1.0287622,0.7771174,0.8081568,-0.0310394
74,0.89636934,0.9596474,"('undedicated', 'dedicated')",-0.13771097,-0.1514949,1.2927668,1.2262468,-0.3060337,-0.4030768,0.12803398,0.093202055,0.3746851,0.3449049,0.0297802
18,-0.8912989,-0.8025801,"('disagreeable', 'welcoming')",0.37481374,0.28869113,0.8174514,0.7832152,-0.1461277,-0.07789491,-1.094128,-0.9351878,-0.1878579,-0.1487513,-0.0391066
63,0.8709024,1.0090322,"('unperceptive', 'insightful')",1.768384,1.7934994,2.772094,2.7371202,1.0205207,1.0294598,0.6654574,0.9590441,1.4194717,1.5056312,-0.0861595
8,-0.8081657,-0.99387026,"('unaffectionate', 'affectionate')",0.071381696,-0.25729942,-1.28011,-1.3547248,-0.2738599,-0.43137115,-0.17204568,-0.14062895,-0.49256,-0.635579,0.143019
51,0.795233,0.91999793,"('uneducated', 'educated')",0.38768628,0.39800754,2.266151,2.154502,-0.5283562,-0.56211334,0.8405932,0.77561325,0.7522614,0.7372015,0.0150599
27,0.77640694,0.624104,"('hardhearted', 'softhearted')",0.2917492,0.34022105,-0.37876636,-0.34736982,0.023012407,0.051261898,0.22479728,0.4300482,0.1874399,0.2196531,-0.0322132
38,0.7530963,0.72145694,"('untruthful', 'truthful')",1.1488819,1.1473328,1.2410005,1.2170745,0.5756374,0.62167627,0.20929635,0.31538668,0.7855824,0.8045854,-0.019003
17,0.73199093,0.8944418,"('nasty', 'nice')",-0.22043553,-0.13461247,-0.94354796,-0.83644825,0.026310917,0.112369925,-0.48187634,-0.46794328,-0.1775116,-0.0864385,-0.0910731
62,0.7159281,1.097016,"('incompetent', 'brilliant')",0.87246203,1.389566,1.3719444,1.525355,0.9100771,1.0863041,0.5194878,0.9293444,0.8779799,1.205517,-0.3275371
24,0.64365906,0.57577634,"('dishonest', 'honest')",0.3430215,0.20462582,0.83345425,0.7745479,-0.045185305,-0.113754064,0.5764351,0.8751467,0.4702769,0.4632685,0.0070084
83,0.6358774,0.6816191,"('powerless', 'powerful')",1.3448573,1.3800611,-0.5050433,-0.5313861,0.45933813,0.28249446,-0.9045129,-0.98978215,0.2061033,0.1646013,0.041502
15,0.63319916,0.6872444,"('boring', 'funny')",0.3477209,0.27891377,0.084575646,0.36610076,0.64957994,0.74307966,0.30824196,0.41824716,0.4046636,0.4987172,-0.0940536
64,-0.58401793,-0.46190885,"('shy', 'confident')",1.4028453,1.525668,1.1429535,1.1136261,0.6982329,0.8017424,-4.694132,-4.5170884,-0.4068236,-0.3075922,-0.0992314
40,-0.5663783,-0.52302766,"('stingy', 'generous')",1.5198324,1.3341398,-0.16655721,-0.11719935,0.06612687,-0.01256592,-2.3272278,-2.3128583,-0.2948408,-0.3263023,0.0314615
87,-0.5653829,-0.4279013,"('unsuccessful', 'successful')",0.04259195,0.1983459,1.398453,1.5030142,0.9033062,0.9139521,0.048067987,0.10306521,0.3654072,0.4580952,-0.092688
46,0.5527056,0.72567,"('uncompetitive', 'competitive')",1.3652604,1.3070787,1.7299212,1.4931626,0.89128774,0.5607603,-0.13693336,-0.11440775,0.8804483,0.7944528,0.0859955
33,-0.47810146,-0.51803523,"('wrong', 'right')",1.4695538,1.410425,-0.6532526,-0.58454835,0.6866656,0.75376046,-1.1054343,-1.0523738,-0.0161138,0.0018456,-0.0179594
79,-0.4745315,-0.44041845,"('wavering', 'unwavering')",-0.4349643,-0.5310567,-0.41818422,-0.22391295,-0.38685971,-0.24761233,-0.8443716,-0.8944658,-0.5117823,-0.4674932,-0.0442891
57,0.4640524,0.62552667,"('unimaginative', 'imaginative')",0.65860164,0.6310227,0.08268626,0.0994271,0.26341596,0.1338666,-2.7223828,-2.5373497,-0.2507253,-0.2095013,-0.041224
47,0.39718682,0.53579855,"('stupid', 'smart')",0.28106377,0.41202113,0.7064507,0.81864476,0.47116613,0.53986645,4.4338984,4.6011124,1.2579532,1.3814886,-0.1235354
32,0.3939931,0.31228495,"('unkind', 'kind')",0.9532959,0.9325022,2.021207,1.6230049,0.25579786,0.2241456,1.2475774,1.293827,0.9743742,0.877153,0.0972212
77,-0.38616478,-0.17630126,"('unmotivated', 'motivated')",1.6307887,1.6732543,0.962597,0.856883,0.026277807,0.020483054,-0.5311789,-0.5383815,0.340464,0.3671875,-0.0267235
22,-0.36973336,-0.18532462,"('untrustworthy', 'trustworthy')",-0.34403768,-0.3486367,1.9220407,2.0114768,0.057399217,0.052708242,-0.30092883,-0.07135525,0.192948,0.2917737,-0.0988257
73,0.3372356,0.27522263,"('helpless', 'self-reliant')",0.70400023,0.65065694,-0.5615643,-0.41061622,0.6686339,0.73671734,-3.184716,-3.2748945,-0.4072821,-0.4045827,-0.0026994
78,0.3140714,0.50258285,"('nonresilient', 'resilient')",1.1675074,1.2311237,0.14457601,-0.004986558,-0.3060654,-0.24898274,0.44608986,0.50222594,0.3532359,0.3963926,-0.0431567
44,-0.31131408,-0.21676597,"('prejudiced', 'unprejudiced')",0.019575715,-0.0005844948,-0.46148664,-0.5585073,0.8511006,0.8388061,-0.75824857,-0.79532546,-0.1320746,-0.1464754,0.0144008
20,0.28730375,0.40226758,"('rough', 'thoughtful')",0.20304906,0.16193035,0.07281089,-0.14660938,-0.38144165,-0.5368569,0.2721255,0.11279221,0.0907695,-0.0012952,0.0920647
3,0.25876513,0.16994865,"('repellent', 'pleasant')",0.39757255,0.49508795,0.9942407,0.6895775,0.033361707,-0.10382078,0.9563038,0.749241,0.5280488,0.4000069,0.1280419
54,-0.22635067,-0.11790288,"('incapable', 'capable')",1.2324424,1.2741394,0.2077587,0.22276849,0.9251602,1.0258882,0.57990015,0.72162986,0.5437821,0.6253046,-0.0815225
9,0.22300515,0.009033687,"('unaffectionate', 'caring')",1.543379,1.3885801,-0.048182346,-0.2193605,-0.1539265,-0.28752995,0.7420906,0.795966,0.4612732,0.3373379,0.1239353
2,0.21416104,0.21344104,"('unlikable', 'likable')",2.277976,2.2830918,2.1047285,1.9658661,1.4595305,1.5130032,1.1881433,1.3239018,1.4489079,1.4598608,-0.0109529
28,-0.19920146,-0.29767516,"('disloyal', 'loyal')",0.59047794,0.4262546,0.9049705,0.7107196,-0.97475266,-1.2018455,0.6828537,0.5874584,0.2008696,0.0449824,0.1558872
86,-0.16379401,-0.12269605,"('uninfluential', 'influential')",-0.51656723,-0.4862752,0.23639886,0.21116385,-1.3563241,-1.5596052,-0.5043544,-0.35932162,-0.4609282,-0.4633469,0.0024187
45,-0.16151756,0.23402525,"('incompetent', 'competent')",-0.7186501,-0.33329895,1.4495466,1.6589035,-0.14453554,-0.037684098,-0.11043109,0.18145724,0.0628825,0.3406806,-0.2777981
26,0.1389924,0.03409739,"('hardhearted', 'benevolent')",2.4858866,2.3538215,0.9890732,1.0489709,0.32372832,0.36200637,1.0542607,1.1002562,0.9983883,0.9798306,0.0185577
42,0.12947741,0.4412259,"('unreliable', 'reliable')",1.2463198,1.4328129,1.6686666,1.8552088,1.3985144,1.6329075,-1.8249729,-1.534775,0.523601,0.765476,-0.241875
65,-0.12069324,0.08441795,"('insecure', 'secure')",0.41580153,0.4938958,2.1312008,2.0030303,0.2003759,0.015468834,0.8131783,0.9454297,0.6879726,0.7084485,-0.0204759
37,-0.12031074,-0.09025055,"('fake', 'genuine')",-0.30753216,-0.2500609,-0.108609185,-0.13693427,-0.21366408,-0.21841028,-0.13990277,-0.052676715,-0.1780038,-0.1496665,-0.0283373
48,0.09078151,0.1421741,"('unintelligent', 'intelligent')",-0.18399635,-0.19501263,-0.21497644,-0.3431626,-1.0205442,-1.1120384,-0.4825513,-0.3123884,-0.3622574,-0.3640856,0.0018282
58,0.083450705,0.004734196,"('undiscriminating', 'discriminating')",0.8435685,0.7569639,0.15859812,0.25505945,0.88918453,0.70949405,0.5443877,0.43299294,0.5038379,0.4318489,0.071989
80,-0.063602656,0.09617387,"('dominated', 'dominating')",0.011687759,0.15830208,1.2283077,1.2121099,-0.001731433,-0.13147378,-0.30726793,-0.3470284,0.1734787,0.1976167,-0.024138
81,0.051350843,0.22058019,"('submissive', 'aggressive')",1.9806213,2.0912497,2.1274047,1.9739714,0.85233206,0.6749038,-0.39077264,-0.14303617,0.9241873,0.9635337,-0.0393464
41,0.027594043,-0.017408587,"('unforgiving', 'forgiving')",0.5929522,0.48959547,0.7247742,0.78417706,0.5792126,0.5507592,0.07628888,0.22728251,0.4001644,0.4068811,-0.0067167
61,0.0063863806,-0.014534282,"('illogical', 'logical')",0.3478425,0.5226497,1.0986072,1.1606061,0.36454108,0.35662183,-0.118809104,0.014012413,0.3397136,0.4078712,-0.0681576
