,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
67,1.8646405,2.1230524,"('doubtful', 'determined')",0.8307157,0.874601,0.9247625,1.2630811,-0.2596591,-0.012254078,0.8401149,1.0621201,-0.2220052
39,1.5314447,1.7462698,"('exploitative', 'cooperative')",0.69832057,0.69829357,0.6556997,0.65699166,0.34979427,0.3624249,0.8088148,0.865995,-0.0571802
71,1.3748294,1.4748551,"('diffident', 'self-confident')",0.27859393,0.27023092,-0.12890097,-0.24485579,0.6119849,0.7054478,0.5341268,0.5514195,-0.0172927
75,-1.3470533,-1.4601849,"('meek', 'impulsive')",-2.2770085,-2.2154932,0.40521458,0.52339303,-1.037034,-1.0730417,-1.0639703,-1.0563316,-0.0076387
84,1.3129312,1.1879015,"('inferior', 'superior')",0.5407157,0.43645415,0.3465552,0.36065924,0.62324935,0.59525466,0.7058628,0.6450674,0.0607954
49,-1.2442971,-1.07625,"('unable', 'able')",-0.10446976,-0.026468702,-0.6583372,-0.52789915,-0.25499383,-0.16108102,-0.5655245,-0.4479247,-0.1175998
56,1.2376037,1.353526,"('impractical', 'practical')",3.0433285,3.094394,-0.021850877,0.1914094,0.19516523,0.36566684,1.1135616,1.2512491,-0.1376875
16,-1.0866004,-1.177053,"('unpopular', 'popular')",-1.4512675,-1.3622628,0.23271966,0.351534,0.07184483,0.28779736,-0.5583259,-0.4749961,-0.0833298
4,-1.0698714,-1.1064368,"('disliked', 'liked')",-1.776438,-1.777848,-0.21048307,-0.18216652,-5.7454515,-5.6774797,-2.200561,-2.1859827,-0.0145783
59,1.0657963,1.094069,"('foolish', 'wise')",-1.5442504,-1.5479553,0.88738126,0.81208,0.5536578,0.5534807,0.2406462,0.2279186,0.0127276
12,0.97125816,0.74629617,"('unsupportive', 'supportive')",1.1165819,0.97481984,-1.6304944,-1.972519,-1.7967818,-1.8895264,-0.334859,-0.5352323,0.2003733
33,0.9568079,0.8070374,"('wrong', 'right')",0.1190998,-0.0028728917,0.8415673,0.43539962,0.4426521,0.19765882,0.5900317,0.3593057,0.230726
74,0.95671546,1.0145285,"('undedicated', 'dedicated')",0.5748481,0.61675084,-0.36751926,-0.33660358,-0.07786463,0.13199833,0.2715449,0.3566685,-0.0851236
73,0.95648104,0.82151043,"('helpless', 'self-reliant')",-0.73813003,-0.8518343,0.0010006242,-0.15689567,-2.7345252,-2.896749,-0.6287934,-0.7709922,0.1421988
66,-0.9346681,-0.8030186,"('inactive', 'active')",-0.64430696,-0.61060613,1.4410466,1.3552856,0.89283395,0.95920813,0.1887264,0.2252173,-0.0364909
34,-0.9113126,-0.89402527,"('mean', 'honorable')",-0.26120383,-0.29166195,-0.15612248,-0.099590614,4.721223,4.783838,0.848146,0.87464,-0.026494
82,-0.8703112,-0.7841138,"('poor', 'rich')",-0.12344487,-0.020079516,0.4226809,0.849669,5.4942255,5.6482754,1.2307876,1.4234377,-0.1926501
68,-0.7720615,-0.6094674,"('dependent', 'independent')",-0.06507039,-0.087052256,-0.86817706,-0.9318146,-1.0264101,-1.0462404,-0.6829298,-0.6686437,-0.0142861
11,0.76487774,0.67509097,"('unhelpful', 'helpful')",1.2120744,1.190398,-1.0264578,-0.8228204,1.06634,1.268044,0.5042086,0.5776781,-0.0734695
83,-0.75299823,-0.6163046,"('powerless', 'powerful')",1.0238049,1.1712968,-0.9450666,-0.90528905,-0.7476189,-0.6304799,-0.3554697,-0.2451942,-0.1102755
54,-0.70360893,-0.77604413,"('incapable', 'capable')",-0.7533837,-0.70800686,-0.017585447,0.07455206,0.9778217,1.0071992,-0.1241891,-0.1005749,-0.0236142
65,0.62867403,0.8709871,"('insecure', 'secure')",1.9495671,1.9926745,-0.6290374,-0.5458481,-0.09525491,-0.03518913,0.4634872,0.5706561,-0.1071689
2,0.61383545,0.7516675,"('unlikable', 'likable')",0.45825985,0.5834198,0.6410113,0.99446225,0.490697,0.69710577,0.5509509,0.7566638,-0.2057129
57,-0.5944991,-0.92017674,"('unimaginative', 'imaginative')",-0.24368545,-0.34900445,-0.9497267,-0.95642066,-2.5734646,-2.6169975,-1.090344,-1.2106498,0.1203058
60,0.5904005,0.71734136,"('inefficient', 'efficient')",3.0817783,3.0239408,-0.8718304,-0.8887648,-0.30093253,-0.34265023,0.624854,0.6274668,-0.0026128
36,-0.56814265,-0.7583119,"('hostile', 'amicable')",-3.0126736,-2.9210737,0.13429463,0.25476545,1.0159857,1.2144102,-0.607634,-0.5525525,-0.0550815
20,-0.5625339,-0.53839785,"('rough', 'thoughtful')",-0.023638234,0.0514227,-0.55652374,-0.4993149,0.9327448,1.0175611,-0.0524878,0.0078178,-0.0603056
31,-0.5617413,-0.84722537,"('evil', 'good')",-2.1204157,-2.1529765,-0.21402282,-0.295969,-0.23043671,-0.27406383,-0.7816542,-0.8925587,0.1109045
19,-0.5564174,-0.58617896,"('inhospitable', 'hospitable')",-1.9473748,-1.9506574,-0.5249691,-0.5759332,-0.38986737,-0.32742843,-0.8546572,-0.8600495,0.0053923
87,0.55523026,0.85115874,"('unsuccessful', 'successful')",0.9458248,1.0355462,1.0092883,1.1451104,1.0455194,1.3092653,0.8889657,1.0852702,-0.1963045
45,-0.55393887,-0.5477743,"('incompetent', 'competent')",1.086713,1.1344473,-0.7058252,-0.6097547,0.06536178,0.20861758,-0.0269223,0.046384,-0.0733063
