,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
58,-0.5283105,-0.66545033,"('undiscriminating', 'discriminating')",0.86608315,0.93583715,-1.073248,-1.0028758,0.0002511628,0.1326673,-0.183806,-0.1499554,-0.0338506
63,0.51617205,0.32077384,"('unperceptive', 'insightful')",0.8925345,0.84484833,-0.7942338,-0.90373963,0.5300234,0.56136,0.2861241,0.2058107,0.0803134
72,-0.51311177,-0.58100045,"('unambitious', 'ambitious')",0.20715578,0.1361506,-1.169772,-1.3075626,0.56665194,0.3398987,-0.227269,-0.3531284,0.1258594
62,-0.51044637,-0.43742716,"('incompetent', 'brilliant')",1.1835028,1.1991891,-0.5717744,-0.42507237,0.10542629,0.12136331,0.0516771,0.1145132,-0.0628361
18,-0.49772847,-0.37985379,"('disagreeable', 'welcoming')",-1.1220725,-1.1303732,-0.31422347,-0.20269915,-0.7072233,-0.5852476,-0.6603119,-0.5745434,-0.0857685
69,0.46248397,0.56355375,"('lazy', 'industrious')",-0.54902005,-0.60426635,1.9924264,1.8845887,0.38570994,0.231511,0.5729001,0.5188468,0.0540533
43,0.45596975,0.4514767,"('irresponsible', 'responsible')",2.1359391,2.048459,-1.1296182,-1.132724,0.7388904,0.7688535,0.5502953,0.5340163,0.016279
81,-0.4427386,-0.1523178,"('submissive', 'aggressive')",1.4483181,1.5347553,-0.28638124,0.00018759817,-1.237677,-1.1252137,-0.1296197,0.0643529,-0.1939726
1,0.43387827,0.054268613,"('unfriendly', 'friendly')",-0.7351971,-0.9151028,-1.2685463,-1.4964371,2.0660317,1.8754675,0.1240416,-0.1204509,0.2444925
7,0.43329802,0.43320146,"('insensitive', 'sensitive')",1.2768556,1.2998945,-0.52785647,-0.546196,0.06579706,0.19507965,0.3120236,0.3454949,-0.0334713
61,0.4003487,0.4340188,"('illogical', 'logical')",0.7619149,0.6998928,-0.29877776,-0.4232912,0.5298453,0.5412905,0.3483328,0.3129777,0.0353551
24,0.38300478,0.41351128,"('dishonest', 'honest')",-0.37908348,-0.49860853,-0.75739175,-0.7253824,0.4759117,0.4531068,-0.0693897,-0.0893432,0.0199535
86,-0.37326607,-0.48222914,"('uninfluential', 'influential')",0.7456387,0.69179577,-1.9366049,-2.136307,-0.36032704,-0.43521777,-0.4811398,-0.5904896,0.1093498
23,0.37205398,0.32430178,"('insincere', 'sincere')",1.0799911,1.1022274,-1.0234531,-0.77333,4.916321,5.1734495,1.3362281,1.4566622,-0.1204341
35,-0.34090203,-0.28903782,"('corrupt', 'incorrupt')",-3.4442363,-3.3700562,0.769023,0.88592684,-0.03601466,0.01827497,-0.7630325,-0.688723,-0.0743095
44,-0.32839936,-0.18960959,"('prejudiced', 'unprejudiced')",-1.1572069,-1.1603975,0.30749455,0.43504763,-1.290584,-1.2931489,-0.6171739,-0.5520271,-0.0651468
64,0.32247335,0.43186218,"('shy', 'confident')",1.1073647,1.009146,-0.4163716,-0.44357622,-5.7954206,-5.7768216,-1.1954886,-1.1948475,-0.0006411
46,0.32201797,0.10305943,"('uncompetitive', 'competitive')",2.575425,2.5759408,-1.500508,-1.3716041,-1.5615147,-1.4852452,-0.041145,-0.0444622,0.0033172
32,0.31985918,0.53676313,"('unkind', 'kind')",0.56565577,0.63670826,-0.43561915,-0.3920591,0.58402115,0.7548989,0.2584792,0.3840778,-0.1255986
51,-0.31924596,-0.17691876,"('uneducated', 'educated')",0.6519373,0.7609962,-0.6302844,-0.49692962,-0.20137665,-0.013822332,-0.1247424,0.0183314,-0.1430738
47,0.30252832,0.49048,"('stupid', 'smart')",0.5868164,0.6680925,-0.0122008175,0.03780239,5.4318533,5.4946523,1.5772493,1.6727568,-0.0955075
37,-0.28666705,-0.09665738,"('fake', 'genuine')",0.63793045,0.69652283,-0.10264324,-0.09449488,0.48115456,0.46584487,0.1824437,0.2428039,-0.0603602
53,0.2822042,-0.0139872655,"('uncreative', 'creative')",-0.68371964,-0.8571294,-0.8152852,-0.9642516,0.8933583,0.6930532,-0.0808606,-0.2855787,0.2047181
29,0.27618584,0.1700572,"('unfair', 'fair')",-0.02926097,-0.14601165,-0.982822,-1.0573469,-0.64295155,-0.68954885,-0.3447122,-0.4307126,0.0860004
77,0.27018276,0.061340258,"('unmotivated', 'motivated')",0.78328174,0.7097142,-0.7445425,-0.84939384,-1.1986995,-1.318629,-0.2224444,-0.3492421,0.1267977
88,-0.26767594,-0.000556058,"('low', 'eminent')",-0.8691721,-0.58045775,-1.1567044,-0.13548246,-0.12287695,0.37740168,-0.6041073,-0.0847736,-0.5193337
15,-0.26084238,-0.01747702,"('boring', 'funny')",-0.6029531,-0.3939573,0.77167183,1.2950454,-0.014186024,0.35783505,-0.0265774,0.3103615,-0.3369389
78,-0.258335,-0.6658953,"('nonresilient', 'resilient')",1.4853419,1.3913661,-0.6676475,-0.80136055,0.32686856,0.22806385,0.221557,0.0380435,0.1835135
17,-0.2565935,-0.13188437,"('nasty', 'nice')",-1.842254,-1.8190666,-0.71508855,-0.5081776,-0.8682637,-0.6844611,-0.92055,-0.7858974,-0.1346526
27,-0.25156552,-0.26703328,"('hardhearted', 'softhearted')",-0.9591126,-1.0449994,-0.46978748,-0.7557826,0.720065,0.5554402,-0.2401001,-0.3780938,0.1379937
30,-0.24660665,0.11281517,"('intolerant', 'tolerant')",1.5935285,1.7321405,-0.7428301,-0.29435226,0.13539553,0.5201368,0.1848718,0.5176851,-0.3328133
22,-0.222126,-0.29153,"('untrustworthy', 'trustworthy')",-0.17704275,-0.16127308,-1.2393478,-1.1938938,-1.337488,-1.2702118,-0.7440012,-0.7292272,-0.014774
28,-0.22007793,-0.2925226,"('disloyal', 'loyal')",-0.26628292,-0.22671808,-1.3969766,-1.2461274,0.7638996,0.86342084,-0.2798595,-0.2254868,-0.0543727
8,-0.21989383,-0.38745534,"('unaffectionate', 'affectionate')",-1.0346985,-1.071104,-1.3191935,-1.4513105,1.0948161,0.91073936,-0.3697424,-0.4997826,0.1300402
85,0.21436755,-0.0013425751,"('insignificant', 'prestigious')",-3.1152446,-3.0615163,-0.62379813,-0.5511864,0.24591951,0.34012145,-0.8196889,-0.8184809,-0.001208
25,0.212134,0.09350757,"('egoistic', 'altruistic')",-0.5831519,-0.69068086,0.23308136,0.09562808,1.7630469,1.531521,0.4062776,0.2574939,0.1487837
14,-0.1988724,0.22472537,"('antisocial', 'social')",1.8451641,2.1084015,-0.40125358,-0.05503328,-0.20916672,0.20647311,0.2589678,0.6211417,-0.3621739
80,-0.1987375,-0.012874596,"('dominated', 'dominating')",1.6942017,1.7356589,-0.22828804,-0.25714356,-0.5300803,-0.5013646,0.184274,0.241069,-0.056795
41,0.19557425,0.057871196,"('unforgiving', 'forgiving')",-0.12152515,-0.033323586,-0.81072044,-0.58337754,-0.064811565,0.19744164,-0.2003707,-0.0903471,-0.1100236
42,0.17791392,0.044109017,"('unreliable', 'reliable')",0.107354015,-0.033212513,0.0498663,0.029366266,-2.9053123,-2.951656,-0.6425445,-0.7278484,0.0853039
13,0.15179653,0.34432483,"('impolite', 'polite')",1.5546821,1.5444623,-0.03316181,-0.021721167,-0.5766921,-0.48711348,0.2741562,0.3449881,-0.0708319
48,0.14850341,0.058195952,"('unintelligent', 'intelligent')",0.19111964,0.15065828,-1.7568934,-1.7676958,-0.3770783,-0.4986743,-0.4485872,-0.514379,0.0657918
55,0.14285184,0.20343097,"('incompetent', 'clever')",1.874698,1.9643489,-1.3669549,-1.3952452,-0.59035933,-0.5418799,0.0150589,0.0576637,-0.0426048
9,0.13842048,0.019625477,"('unaffectionate', 'caring')",-0.22366211,-0.2860628,-1.682227,-1.8813614,1.5701594,1.4732616,-0.0493273,-0.1686343,0.119307
70,-0.13791606,-0.12668718,"('lethargic', 'energetic')",0.63075936,0.6906396,-0.80299187,-0.6925633,-0.5642276,-0.4241336,-0.218594,-0.1381861,-0.0804079
6,-0.12080217,-0.375866,"('distant', 'open')",-2.2395492,-2.4633584,0.016617466,-0.344652,0.65767604,0.5197922,-0.4215145,-0.666021,0.2445065
0,-0.10714482,0.12153873,"('unsociable', 'sociable')",0.9829713,1.0696332,-1.5938405,-1.4948251,-0.72886944,-0.4314122,-0.3617209,-0.1837663,-0.1779546
21,0.10558217,0.16759126,"('immoral', 'moral')",1.0557165,1.106031,-1.179978,-0.8898389,-1.722811,-1.4479448,-0.4353726,-0.2660404,-0.1693322
76,0.101284504,0.18749216,"('anxious', 'daring')",0.32273272,0.4227164,-0.18241951,0.011588129,-0.8284658,-0.60433733,-0.146717,0.0043648,-0.1510818
79,-0.099519774,-0.31509966,"('wavering', 'unwavering')",-2.3849423,-2.3461404,0.21152842,0.38011956,-0.1473342,-0.09765871,-0.6050669,-0.5946948,-0.0103721
3,-0.09278788,-0.24943689,"('repellent', 'pleasant')",-0.09834704,-0.14251056,-0.48411644,-0.43968928,-0.17321864,-0.054794803,-0.2121175,-0.2216079,0.0094904
52,-0.082412936,-0.055584323,"('irrational', 'rational')",-1.7829531,-1.7838796,-0.5755624,-0.59014386,0.56076515,0.6500558,-0.4700408,-0.444888,-0.0251528
5,-0.06888732,-0.18533555,"('distant', 'outgoing')",-1.8230687,-2.0238464,-0.03738768,-0.31473663,0.6054042,0.4314227,-0.3309849,-0.523124,0.1921391
40,-0.056674913,-0.18774132,"('stingy', 'generous')",-0.6568612,-0.7245183,-0.80957955,-1.1079018,-2.0372777,-2.1705472,-0.8900983,-1.0476772,0.1575789
10,-0.055941917,-0.13337815,"('unsympathetic', 'sympathetic')",1.0192052,1.0391189,-2.2084703,-2.1842554,-1.1264536,-0.9927414,-0.5929152,-0.567814,-0.0251012
50,0.045509364,-0.06009557,"('clumsy', 'skillful')",-0.6447337,-0.6812133,0.48567918,0.5207738,-0.050079077,-0.030143924,-0.0409061,-0.0626697,0.0217636
26,-0.018583003,0.026404496,"('hardhearted', 'benevolent')",0.78829694,0.901746,0.535157,0.58331925,2.04492,2.0857477,0.8374478,0.8993044,-0.0618566
38,0.002922438,-0.10698212,"('untruthful', 'truthful')",-0.051577337,-0.058534876,-0.925346,-0.9917714,0.19813406,0.198273,-0.1939667,-0.2397539,0.0457872
