,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
3,-1.2048249,-1.3904697,"('repellent', 'pleasant')",-0.8302151,-1.058032,-0.6149912,-0.7202463,0.3581678,0.39102316,-0.5729658,-0.6944312,0.1214654
88,-1.1669515,0.60501754,"('low', 'eminent')",-1.275811,0.26692557,-0.48699173,-0.13583757,0.1733097,0.68287235,-0.6891111,0.3547445,-1.0438556
83,-1.1586925,-0.59029496,"('powerless', 'powerful')",-1.3857216,-1.367678,0.0118681975,0.17457262,-1.4316429,-1.126827,-0.9910471,-0.7275568,-0.2634903
18,1.1560683,0.71071815,"('disagreeable', 'welcoming')",1.9239507,1.8367711,0.2631614,0.31425261,-0.057950765,-0.34878343,0.8213074,0.6282396,0.1930678
59,1.1183068,0.67287105,"('foolish', 'wise')",2.9218166,3.1039233,0.70131016,0.82949007,0.5403921,0.28641325,1.3204564,1.2231745,0.0972819
75,1.0731776,1.2853191,"('meek', 'impulsive')",0.7947809,0.7156986,-0.0005947873,0.0052704737,-0.60100514,-0.45756882,0.3165897,0.3871798,-0.0705901
36,0.98297113,1.4292724,"('hostile', 'amicable')",2.3864007,2.8265533,-0.9060827,-0.78406036,0.13001285,0.13428271,0.6483255,0.901512,-0.2531865
51,-0.9015771,0.007603936,"('uneducated', 'educated')",-1.1753972,-0.86028373,0.4136148,0.44209898,0.025809437,0.14709547,-0.4093876,-0.0658713,-0.3435163
42,0.8422734,0.67422986,"('unreliable', 'reliable')",0.06692076,-0.29895663,0.55096334,0.7601378,-2.6439307,-2.746633,-0.2959433,-0.4028055,0.1068622
1,-0.8342258,-0.9410464,"('unfriendly', 'friendly')",0.87093896,0.5730274,1.0000925,0.77414393,2.0720599,1.8199623,0.7772164,0.5565218,0.2206946
30,-0.82946664,-0.8726628,"('intolerant', 'tolerant')",-0.9946261,-1.0341486,0.030030845,0.19223003,1.1518328,1.3020875,-0.1605573,-0.1031235,-0.0574338
68,-0.75624424,-0.8696736,"('dependent', 'independent')",-0.38253352,-0.21440648,-0.9806829,-0.90319055,-0.7728484,-0.7576797,-0.7230772,-0.6862376,-0.0368396
5,0.71596897,1.0350039,"('distant', 'outgoing')",1.854332,2.0636919,-0.26189017,-0.28692728,-0.041624073,-0.14901993,0.5666967,0.6656871,-0.0989904
47,-0.68754506,-1.207637,"('stupid', 'smart')",-1.0709771,-1.4728931,0.80460805,0.77836674,5.569488,5.6672883,1.1538935,0.9412813,0.2126122
12,0.6769414,0.6505668,"('unsupportive', 'supportive')",0.7970579,0.45728174,2.1478744,1.8612081,-1.6854101,-1.8235699,0.4841159,0.2863717,0.1977442
7,-0.6652518,-1.0986835,"('insensitive', 'sensitive')",-0.45142668,-0.7097008,-0.04629671,-0.08037167,0.8857186,0.95406,-0.0693142,-0.233674,0.1643598
84,-0.65434456,0.005356227,"('inferior', 'superior')",-0.83163476,-0.819025,0.73506075,0.8116917,0.58048296,0.56509,-0.0426089,0.1407782,-0.1833871
37,0.593438,0.26650685,"('fake', 'genuine')",-0.4394236,-0.31381002,0.15247343,-0.0063080583,0.7273083,0.689606,0.258449,0.1589987,0.0994503
13,-0.5884758,-0.5933053,"('impolite', 'polite')",-1.421034,-1.6023471,0.7277151,0.7906212,0.029423017,0.1410316,-0.3130929,-0.3159999,0.002907
49,-0.5828711,-0.35436308,"('unable', 'able')",-0.45769215,-0.25018018,-0.1715109,-0.12642926,0.05632253,0.026651453,-0.2889379,-0.1760803,-0.1128576
76,0.5826685,0.5608607,"('anxious', 'daring')",-1.3015977,-1.4042016,-0.42739,-0.32816327,0.18197654,0.35636103,-0.2410857,-0.2037858,-0.0372999
40,0.5591669,-0.018637259,"('stingy', 'generous')",0.82563466,-0.06800575,0.5006286,0.5282713,-1.6915478,-1.8895516,0.0484706,-0.3619808,0.4104514
20,-0.5406552,-0.54743874,"('rough', 'thoughtful')",-1.0986451,-1.2724788,-0.22495578,-0.25757277,1.1854454,0.9248083,-0.1697027,-0.2881705,0.1184678
26,0.53577965,0.32831514,"('hardhearted', 'benevolent')",0.76136225,0.6319979,1.6752678,1.5569072,1.9922445,1.7884148,1.2411635,1.0764087,0.1647548
24,-0.5349282,-1.0637342,"('dishonest', 'honest')",0.034727097,-0.23498398,0.2416456,0.17853744,0.80200565,0.97192484,0.1358625,-0.037064,0.1729265
85,0.53225195,0.9999783,"('insignificant', 'prestigious')",3.2030456,3.5427897,0.3236816,0.34075576,0.30281836,0.22123185,1.0904493,1.276189,-0.1857397
2,0.5163834,0.68709826,"('unlikable', 'likable')",1.0429608,1.2245619,1.3116018,1.2737383,0.5311788,0.4592692,0.8505312,0.911167,-0.0606358
82,-0.49457535,-0.20603892,"('poor', 'rich')",-1.5350473,-1.5885153,0.058533758,-0.017010896,6.256161,6.380915,1.0712681,1.1423376,-0.0710695
72,-0.4715556,-0.97909945,"('unambitious', 'ambitious')",-0.1357364,-1.1795164,0.18991408,0.07540264,-0.66449845,-0.8157846,-0.2704691,-0.7247494,0.4542803
43,-0.46905798,-0.99703455,"('irresponsible', 'responsible')",-0.9821157,-1.3876957,1.4775512,1.2627282,0.62591267,0.8071292,0.1630726,-0.0787182,0.2417908
17,0.4368561,0.8514732,"('nasty', 'nice')",0.61118305,0.86238194,-0.98136216,-0.73068476,-0.5985144,-0.38595712,-0.1329593,0.1493033,-0.2822626
45,-0.4199444,-0.72446877,"('incompetent', 'competent')",-1.2721848,-2.1093044,0.56380653,0.4953088,-0.22615704,-0.054258376,-0.3386199,-0.5981807,0.2595608
22,0.4103781,-0.13664964,"('untrustworthy', 'trustworthy')",-0.50900006,-1.3428915,0.06067373,0.18778504,-0.6252775,-0.5639307,-0.1658064,-0.4639217,0.2981153
58,-0.39457992,-0.17684305,"('undiscriminating', 'discriminating')",-0.51738936,-1.2863122,-0.8244434,-0.8702977,-0.33515564,-0.12619044,-0.5178921,-0.6149108,0.0970187
80,-0.39122435,0.055912465,"('dominated', 'dominating')",-1.8534113,-2.0670428,-0.36061755,-0.265855,-1.4149518,-1.0724149,-1.0050513,-0.8373501,-0.1677012
64,-0.37614498,-0.3280366,"('shy', 'confident')",-1.4495326,-1.1088432,-0.39014804,-0.09740691,-6.703383,-6.9321156,-2.2298021,-2.1166005,-0.1132016
28,-0.36492297,-0.5468836,"('disloyal', 'loyal')",-0.6090159,-0.99880064,-0.354804,-0.4384122,0.97374094,1.0222564,-0.0887505,-0.24046,0.1517095
78,-0.36125243,-0.131419,"('nonresilient', 'resilient')",-0.39098483,-0.6146689,1.4619473,1.2731997,0.2641735,0.17742519,0.2434709,0.1761342,0.0673367
69,0.36077532,0.55278134,"('lazy', 'industrious')",1.6671058,2.154446,0.6547985,0.725332,-0.29379392,-0.52084476,0.5972214,0.7279286,-0.1307072
65,-0.34491628,-1.1067382,"('insecure', 'secure')",-2.5455096,-3.214005,-0.4507242,-0.1982597,-0.2835076,-0.45841798,-0.9061644,-1.2443552,0.3381908
50,0.33604342,0.096996374,"('clumsy', 'skillful')",0.24311078,0.25912303,0.12777105,-0.02448114,0.24186632,-0.18872306,0.2371979,0.0357288,0.2014691
74,-0.3358293,-0.023076503,"('undedicated', 'dedicated')",0.22802573,0.39491934,0.62739396,0.6318618,-0.07487161,0.21243066,0.1111797,0.3040338,-0.1928541
19,0.32372314,0.6560058,"('inhospitable', 'hospitable')",1.1416596,1.5246497,0.37905413,0.28368565,0.11377849,0.08863207,0.4895538,0.6382433,-0.1486895
29,-0.30545855,-0.5490437,"('unfair', 'fair')",0.33274525,0.4119259,0.15728644,0.15982428,-0.36077994,-0.4240749,-0.0440517,-0.1003421,0.0562904
25,-0.30469903,-0.011801235,"('egoistic', 'altruistic')",0.4327839,0.4334091,-0.1828044,-0.3533879,1.4216439,0.98007923,0.3417311,0.2620748,0.0796563
6,0.2980184,0.35186273,"('distant', 'open')",1.766151,1.7342153,-0.24643888,-0.29674894,0.45101374,0.4537325,0.5671861,0.5607654,0.0064207
87,-0.28772584,0.082215376,"('unsuccessful', 'successful')",0.290014,0.28991905,0.5378717,0.63978314,0.64650023,0.6961963,0.296665,0.4270285,-0.1303635
23,0.28655055,-0.027517628,"('insincere', 'sincere')",0.044222176,-0.22265436,0.77096725,0.6267093,6.0329895,6.1926084,1.7836823,1.6422864,0.1413959
32,0.2514073,0.020049192,"('unkind', 'kind')",-0.7448889,-0.5572947,1.94567,1.8446418,1.4013574,1.2949544,0.7133864,0.6505877,0.0627987
8,0.22796956,-0.083000235,"('unaffectionate', 'affectionate')",1.8569636,1.6602795,0.2782476,0.052327286,0.94056255,0.6804914,0.8259358,0.5775245,0.2484113
16,-0.21038786,0.09850788,"('unpopular', 'popular')",0.5395467,0.39787632,-0.2986443,-0.38071147,0.37402534,0.36819527,0.101135,0.120967,-0.019832
70,-0.20551902,0.016176522,"('lethargic', 'energetic')",-1.1640959,-1.5896469,-0.1575788,-0.04402612,0.6511379,0.9931834,-0.2190139,-0.1560783,-0.0629356
57,-0.19495419,0.06624621,"('unimaginative', 'imaginative')",-2.6267245,-3.1022222,0.031136207,-0.025211662,-2.5001001,-2.3967254,-1.3226607,-1.3644782,0.0418175
21,-0.18748648,0.055319235,"('immoral', 'moral')",-0.80937696,-0.7479234,1.072589,1.0653203,-0.6075886,-0.5486012,-0.1329657,-0.0439713,-0.0889944
52,-0.17481035,-0.045694496,"('irrational', 'rational')",1.5123427,1.9383277,-0.40536785,-0.29018345,-0.3078241,-0.44316915,0.1560851,0.2898202,-0.1337351
56,-0.17414182,0.0026859678,"('impractical', 'practical')",-0.8510618,-0.820748,1.6006662,1.6100575,0.0019022748,0.38011894,0.1443412,0.2930286,-0.1486874
62,-0.15667103,-0.27827984,"('incompetent', 'brilliant')",-1.4697516,-1.9373493,0.96998805,0.8589225,0.19734561,0.20745447,-0.1147722,-0.287313,0.1725408
66,-0.1514495,0.053607322,"('inactive', 'active')",0.7286026,0.8700548,-0.6065666,-0.5341233,0.8647959,0.96770185,0.2088456,0.3393102,-0.1304646
9,0.13983297,-0.20161505,"('unaffectionate', 'caring')",0.99133426,1.0054486,1.6404959,1.3244337,1.3514405,1.2285306,1.0307759,0.8391995,0.1915764
34,0.08633912,0.090072274,"('mean', 'honorable')",0.75686073,0.9578468,0.09804562,0.0991634,6.0289173,6.0459747,1.7425407,1.7982643,-0.0557236
71,0.077026874,0.11174777,"('diffident', 'self-confident')",1.574124,1.9697772,1.7981464,1.8786304,0.7602294,0.67679363,1.0523816,1.1592373,-0.1068557
39,0.062696256,-0.39500827,"('exploitative', 'cooperative')",0.1058028,0.058445305,0.42109966,0.51066536,0.289759,0.26965412,0.2198394,0.1109391,0.1089003
15,0.060149893,0.8314015,"('boring', 'funny')",0.6851548,1.5371004,0.4928575,0.8939992,0.12513612,0.6969654,0.3408246,0.9898667,-0.6490421
67,-0.056416728,0.14469707,"('doubtful', 'determined')",-0.3185234,0.047347315,-0.13538246,0.17055741,-0.510106,-0.22155865,-0.2551072,0.0352608,-0.290368
38,-0.03993322,-0.25078315,"('untruthful', 'truthful')",0.9383723,0.76414174,0.34289843,0.35755444,-0.022627078,0.1513897,0.3046776,0.2555757,0.0491019
54,-0.038675472,0.03648828,"('incapable', 'capable')",0.4586822,0.9181471,0.0065495204,0.079703316,1.0943776,1.1685567,0.3802335,0.5507239,-0.1704904
63,-0.028709022,0.1031219,"('unperceptive', 'insightful')",-0.20371039,-0.8253008,0.47840124,0.36192286,0.86444485,0.8033893,0.2776067,0.1107833,0.1668234
11,0.027090698,0.06937211,"('unhelpful', 'helpful')",-1.1017798,-1.1998358,0.99314725,0.8952118,2.0178335,2.2125473,0.4840729,0.4943238,-0.0102509
33,0.025701929,-0.21644458,"('wrong', 'right')",1.4946871,1.058261,0.5794281,0.5593502,-0.5299941,-0.59600234,0.3924558,0.2012911,0.1911647
31,0.01919445,-0.34248376,"('evil', 'good')",1.3500913,1.1335583,-0.56496406,-0.4619271,-0.90722716,-0.8402828,-0.0257263,-0.1277838,0.1020575
27,0.016183902,-0.26870376,"('hardhearted', 'softhearted')",1.2236738,1.2597206,0.8190731,0.5413734,1.3895959,1.2119526,0.8621317,0.6860857,0.176046
