,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
54,0.9307333,0.86424387,"('incapable', 'capable')",0.49850184,0.4290032,-0.45518145,-0.57772857,0.86038524,0.7897969,0.4586098,0.3763289,0.0822809
66,-0.912434,-0.7309677,"('inactive', 'active')",-0.5986864,-0.5292811,0.49832648,0.82222104,0.87162447,1.1644566,-0.0352923,0.1816072,-0.2168995
33,0.83217144,1.0014205,"('wrong', 'right')",0.8845093,0.7982947,-0.1547088,0.14583007,-0.57069415,-0.30664718,0.2478194,0.4097245,-0.1619051
30,0.81573236,0.83448416,"('intolerant', 'tolerant')",-0.5712524,-0.43080822,0.4012274,0.18901178,1.0642678,0.95481753,0.4274938,0.3868763,0.0406175
45,0.798207,0.6968327,"('incompetent', 'competent')",-0.5707741,-0.5563262,0.9419277,0.8670466,-0.4057682,-0.4387259,0.1908981,0.1422068,0.0486913
3,-0.7648261,-0.8694699,"('repellent', 'pleasant')",-1.9285251,-1.7946382,1.0342691,1.1140753,0.29519835,0.19004643,-0.340971,-0.3399966,-0.0009744
55,0.7553934,0.5701702,"('incompetent', 'clever')",-1.3074871,-1.0650237,1.6446714,1.6663707,0.07308091,-0.046710365,0.2914146,0.2812018,0.0102128
24,0.73494476,0.7820099,"('dishonest', 'honest')",-1.1642715,-1.1534128,0.099099174,-0.019183189,0.93560016,0.83676547,0.1513432,0.1115448,0.0397984
69,-0.7124829,-0.533365,"('lazy', 'industrious')",1.5491016,1.4319606,0.06601708,0.2657082,-0.78230983,-0.543972,0.0300815,0.1550829,-0.1250014
21,0.69404393,0.6738077,"('immoral', 'moral')",-0.9806233,-0.6955114,1.3690679,1.4406413,-0.56546646,-0.59765893,0.1292555,0.2053197,-0.0760642
5,0.68858117,0.79357535,"('distant', 'outgoing')",0.22544166,0.0367415,-2.1396754,-2.094818,-0.4590604,-0.47230482,-0.4211783,-0.4342015,0.0130232
42,0.68696606,0.7296886,"('unreliable', 'reliable')",0.11798461,0.23858058,1.6184723,1.5592961,-2.8636193,-3.211452,-0.1100491,-0.1709717,0.0609226
18,-0.6561521,-0.6007645,"('disagreeable', 'welcoming')",-0.3050279,-0.33683845,-0.34422538,-0.45169023,-0.45438558,-0.5313329,-0.4399477,-0.4801565,0.0402088
61,0.65510994,0.757662,"('illogical', 'logical')",-0.7796544,-0.5924492,0.37619793,0.5913257,0.077104956,0.24547014,0.0821896,0.2505022,-0.1683126
4,-0.64847994,-0.5468222,"('disliked', 'liked')",0.10940742,-0.03985758,-0.62426126,-0.49552193,-6.8993363,-6.9837294,-2.0156674,-2.0164828,0.0008154
86,0.6447073,0.6982925,"('uninfluential', 'influential')",-1.8087275,-1.6211382,0.5260157,0.7096751,-0.038906436,-0.0226902,-0.1692277,-0.0589652,-0.1102625
16,-0.63211566,-0.68803823,"('unpopular', 'popular')",0.09611088,-0.051431954,-0.2905537,-0.2863656,0.52314186,0.58102477,-0.0758542,-0.1112027,0.0353485
49,0.63098323,0.6067122,"('unable', 'able')",-0.28963828,-0.17607187,-0.80911577,-0.74067575,-0.55595237,-0.5727158,-0.2559308,-0.2206878,-0.035243
10,0.610457,0.5771632,"('unsympathetic', 'sympathetic')",-1.4472549,-1.0821532,0.6341341,0.6989311,0.2238918,0.16333504,0.005307,0.089319,-0.084012
53,0.59376115,0.7171267,"('uncreative', 'creative')",-1.1514766,-1.0427454,-0.04277035,-0.051211998,1.0152316,1.0255221,0.1036865,0.1621729,-0.0584864
50,-0.58636045,-0.49536726,"('clumsy', 'skillful')",0.5259016,0.699964,0.17478676,0.32481986,0.37854862,0.37759906,0.1232191,0.2267539,-0.1035348
64,-0.5734313,-0.58435386,"('shy', 'confident')",0.03220222,0.20902468,1.4690043,1.607329,-6.686532,-7.0845375,-1.4396892,-1.4631344,0.0234452
17,-0.5587494,-0.5750801,"('nasty', 'nice')",-0.66371715,-0.4998106,-1.6220642,-1.3663546,-0.8200563,-0.6380799,-0.9161468,-0.7698313,-0.1463155
85,0.5117157,0.78593326,"('insignificant', 'prestigious')",1.114871,1.009656,-1.4884863,-1.1863997,0.027962985,0.44100574,0.0415158,0.2625488,-0.221033
20,-0.50645393,-0.52871644,"('rough', 'thoughtful')",-0.81621915,-0.85081005,0.9249452,0.86671424,1.1571412,1.2287558,0.1898533,0.1789859,0.0108674
48,0.4593817,0.39312315,"('unintelligent', 'intelligent')",-1.1727506,-1.0918812,0.1152396,0.18793727,0.33634377,0.3972258,-0.0654464,-0.0283987,-0.0370477
40,-0.43726817,-0.4585626,"('stingy', 'generous')",-0.884333,-0.9674133,0.3112644,0.38867098,-1.8972036,-2.0264542,-0.7268851,-0.7659398,0.0390547
58,-0.41770026,-0.2393827,"('undiscriminating', 'discriminating')",-0.19035718,-0.002650123,0.728457,1.027591,-0.059869625,0.02222052,0.0151325,0.2019447,-0.1868122
8,-0.40707737,-0.22314651,"('unaffectionate', 'affectionate')",-1.0357761,-1.2512877,-0.81239027,-0.7967475,0.44636178,0.43731236,-0.4522205,-0.4584674,0.0062469
22,-0.40373635,-0.44563735,"('untrustworthy', 'trustworthy')",-1.0516815,-0.9753829,1.2248511,1.3987603,-0.9159364,-1.0084728,-0.2866258,-0.2576832,-0.0289426
28,0.37717548,0.49054897,"('disloyal', 'loyal')",-0.5594439,-0.44154602,0.3438201,0.27331683,1.0122828,0.98984563,0.2934586,0.3280413,-0.0345827
7,0.36379728,0.36837262,"('insensitive', 'sensitive')",-0.96566,-0.88199383,0.5198182,0.4924857,0.82583266,0.7574889,0.185947,0.1840883,0.0018587
38,0.31589162,0.12803233,"('untruthful', 'truthful')",0.11167143,0.014301263,-0.31017435,-0.4837228,0.2877957,0.19433114,0.1012961,-0.0367645,0.1380606
72,0.29055694,0.099620946,"('unambitious', 'ambitious')",-1.4478897,-1.4840635,0.59255475,0.5548786,-0.6759342,-0.95345414,-0.310178,-0.4457545,0.1355765
79,-0.28609046,-0.1397425,"('wavering', 'unwavering')",-0.05393134,-0.22569075,-1.9676865,-1.9489994,-0.11479242,-0.08572735,-0.6056252,-0.60004,-0.0055852
41,-0.27775773,-0.103401765,"('unforgiving', 'forgiving')",-0.6290153,-0.70317894,0.75340873,0.81959194,-0.08727151,-0.108688615,-0.060159,-0.0239193,-0.0362397
26,0.275172,0.43046486,"('hardhearted', 'benevolent')",0.24248944,0.17208393,0.43311712,0.4826804,1.2483191,1.4162222,0.5497744,0.6253629,-0.0755885
29,-0.27132717,-0.20001908,"('unfair', 'fair')",-0.32198036,-0.43557757,-0.71888226,-0.61244833,-0.816342,-0.660249,-0.532133,-0.4770735,-0.0550595
70,0.2468075,0.16324124,"('lethargic', 'energetic')",-0.9756811,-0.74022144,1.1017658,0.96695817,1.0034658,0.69995826,0.3440895,0.2724841,0.0716054
15,0.24268332,0.4180621,"('boring', 'funny')",0.5009582,0.2926873,-1.694475,-1.5570605,-0.1354666,0.021243254,-0.271575,-0.206267,-0.065308
47,0.2420134,0.22467844,"('stupid', 'smart')",0.121921726,0.27881715,0.92338735,0.8438191,5.728338,5.820113,1.7539151,1.791857,-0.0379419
82,-0.23932666,-0.45172578,"('poor', 'rich')",-1.0547107,-0.9058321,0.16590852,-0.14520021,6.3922606,6.3236184,1.3160329,1.2052151,0.1108178
77,0.22947234,0.06759452,"('unmotivated', 'motivated')",-0.1809516,0.14579643,0.7625218,0.7183968,-0.85192585,-1.0552415,-0.0102208,-0.0308634,0.0206426
1,0.22268002,0.47954345,"('unfriendly', 'friendly')",-0.80158705,-1.0257113,-1.0247614,-0.876438,1.4635013,1.6730822,-0.0350418,0.0626191,-0.0976609
52,-0.21161322,0.14092426,"('irrational', 'rational')",0.35167444,0.18966264,-2.2211714,-2.1270714,-0.66474026,-0.46640322,-0.6864626,-0.5657219,-0.1207407
34,-0.20014697,-0.25446194,"('mean', 'honorable')",-0.6540865,-0.63832194,-0.24314351,-0.38777304,6.335642,6.362578,1.3095663,1.2705052,0.0390611
37,0.1673398,0.34115136,"('fake', 'genuine')",-0.4901904,-0.62684023,0.32825732,0.39460856,0.41472173,0.3449216,0.1050321,0.1134603,-0.0084282
59,0.16485561,0.13772404,"('foolish', 'wise')",0.43991667,0.3662957,-1.5805656,-1.4077924,0.07098984,0.18897042,-0.2262009,-0.1787006,-0.0475003
6,-0.16456789,0.100801274,"('distant', 'open')",-0.11947025,-0.3454267,-2.3595333,-2.2037396,0.06365052,0.22021462,-0.6449802,-0.5570376,-0.0879426
80,0.12818903,0.04360638,"('dominated', 'dominating')",-0.2271657,0.16920349,1.3849453,1.6853465,-1.0882577,-1.1722922,0.0494277,0.181466,-0.1320383
78,0.09282702,0.040562116,"('nonresilient', 'resilient')",-0.3147978,-0.12137692,1.0847899,1.2916199,0.48777372,0.5091105,0.3376482,0.4299789,-0.0923307
19,-0.08897573,0.17927702,"('inhospitable', 'hospitable')",-0.6161635,-0.70402265,-1.6077888,-1.4345042,-0.28539714,-0.072823405,-0.6495813,-0.5080183,-0.141563
65,-0.081572615,-0.22055095,"('insecure', 'secure')",-1.155942,-0.9767857,1.2517651,1.1633466,-0.2065436,-0.43071464,-0.0480733,-0.1161762,0.0681029
14,0.07769166,-0.03912238,"('antisocial', 'social')",-0.83276135,-0.5663581,2.033238,1.9317366,-0.7486886,-0.8084865,0.1323699,0.1294424,0.0029275
76,-0.07258789,-0.128414,"('anxious', 'daring')",-0.7152199,-0.47502652,1.1163844,1.0158585,0.4094661,0.19640358,0.1845107,0.1522054,0.0323053
51,-0.06573316,-0.02405917,"('uneducated', 'educated')",-1.3670567,-1.0855529,1.2355816,1.3541619,0.62545943,0.5993172,0.1070628,0.2109667,-0.1039039
83,0.051104814,-0.0052134395,"('powerless', 'powerful')",-0.26910186,-0.18940654,-0.51744723,-0.4574197,-1.025966,-1.0027924,-0.4403526,-0.413708,-0.0266446
2,0.047591418,0.051264316,"('unlikable', 'likable')",-0.017847586,-0.08001879,1.9584962,2.0112221,0.47624087,0.43016717,0.6161202,0.6031587,0.0129615
81,-0.022974893,-0.20088193,"('submissive', 'aggressive')",-0.88344467,-0.5379848,2.3119984,2.1073081,-0.5941511,-0.84599066,0.2028569,0.1306127,0.0722442
88,-0.005958233,0.13070604,"('low', 'eminent')",-0.5279316,-0.4640421,-1.2115183,-1.2890819,0.018499887,0.029635321,-0.4317271,-0.3981957,-0.0335314
68,0.0034504011,-0.017498096,"('dependent', 'independent')",-0.50379527,-0.48004776,0.37000132,0.46791393,-0.3107256,-0.2028359,-0.1102673,-0.058117,-0.0521503
27,-0.0030820295,-0.06307432,"('hardhearted', 'softhearted')",-0.79555786,-0.9412599,-0.37672433,-0.35432926,1.2723187,1.5090604,0.0242386,0.0375992,-0.0133606
