,fidelity_male,fidelity_female,tuple,national_male,national_female,info_male,info_female,svcs_male,svcs_female,inc_male,inc_female,average_male,average_female,male-female
39,2.4448519,2.5168505,"('exploitative', 'cooperative')",1.7293404,1.8840092,1.4910777,1.4024211,1.8952485,1.9504607,-0.11466706,-0.03327149,1.4891703,1.544094,-0.0549237
31,-1.8051065,-2.1467695,"('evil', 'good')",-1.9363806,-2.307671,-2.049979,-2.353472,-2.103721,-2.3736463,-1.255927,-1.5684298,-1.8302227,-2.1499977,0.319775
23,1.7889881,2.3792489,"('insincere', 'sincere')",1.2961023,1.9479564,1.349943,1.6979377,0.2915996,0.5643353,4.3234224,4.609744,1.8100111,2.2398445,-0.4298334
10,1.7832667,1.9276161,"('unsympathetic', 'sympathetic')",1.5970206,1.8101882,0.15638243,0.33663362,0.7069986,1.0479306,-0.06727048,0.10975584,0.8352796,1.046425,-0.2111454
12,1.711208,1.6757706,"('unsupportive', 'supportive')",1.0551507,1.1090903,0.9974808,0.9062215,-0.1956989,-0.08898038,-1.4924898,-1.5362965,0.4151302,0.4131611,0.0019691
7,1.7011818,1.9667065,"('insensitive', 'sensitive')",0.89947623,1.1003639,0.5273851,0.6025539,0.99707586,1.1883637,0.4242084,0.27908653,0.9098656,1.0274149,-0.1175493
60,1.6556871,1.9353185,"('inefficient', 'efficient')",1.7452302,2.0761478,3.1806028,3.5021214,2.8074899,3.1134896,0.0022096038,0.10027847,1.8782438,2.1454712,-0.2672274
4,-1.6245705,-1.4847234,"('disliked', 'liked')",-1.9218836,-2.0330222,-1.9088459,-1.7682304,-1.1008116,-1.0307524,-4.992824,-4.6352167,-2.309787,-2.1903891,-0.1193979
35,-1.6064731,-1.5034983,"('corrupt', 'incorrupt')",-2.1549559,-2.2164576,-1.8008204,-1.8656907,-1.6020944,-1.8438286,-0.0035000406,-0.002795538,-1.4335688,-1.4864542,0.0528854
44,-1.5300028,-1.4962957,"('prejudiced', 'unprejudiced')",0.3607581,0.4463125,-0.30243832,-0.124068394,1.1405747,1.2925947,-1.6245891,-1.5566976,-0.3911395,-0.2876309,-0.1035086
62,1.4628032,1.9296051,"('incompetent', 'brilliant')",0.6158105,1.0366683,1.3227695,1.558295,1.5580325,1.928505,-0.38215184,-0.004213579,0.9154528,1.2897719,-0.3743191
65,1.4625211,1.5994034,"('insecure', 'secure')",1.6574093,1.6697356,1.6545445,1.6603254,1.6572759,1.7654063,-0.60957813,-0.6149689,1.1644344,1.2159803,-0.0515459
5,-1.4605795,-1.3429284,"('distant', 'outgoing')",-2.485466,-2.3415651,-1.0947691,-1.1305913,-1.790412,-1.9425577,-0.4369824,-0.22358473,-1.4536417,-1.3962455,-0.0573962
30,1.435316,1.9903283,"('intolerant', 'tolerant')",0.32190502,0.61674947,1.6340365,2.018788,1.6147146,2.029187,1.0607394,1.4949557,1.2133423,1.6300018,-0.4166595
83,1.4209844,1.4037093,"('powerless', 'powerful')",0.617305,0.646874,0.74358594,0.8085471,-0.50522614,-0.52097523,-0.8214449,-0.66298884,0.2910408,0.3350333,-0.0439925
6,-1.3894169,-1.5177462,"('distant', 'open')",-2.4780843,-2.4788516,-1.2807652,-1.475971,-2.134354,-2.40454,0.25034156,0.4925113,-1.4064558,-1.4769195,0.0704637
75,-1.3863397,-1.3227911,"('meek', 'impulsive')",-1.6958954,-1.788688,-0.9976612,-1.0082453,-0.5644518,-0.55935276,-0.49253717,-0.42206645,-1.027377,-1.0202288,-0.0071482
34,1.3574356,1.6279397,"('mean', 'honorable')",0.21003312,0.42694065,0.5406712,0.76793987,-0.29563093,-0.112867355,4.993358,5.061155,1.3611734,1.5542215,-0.1930481
78,1.3368487,1.0338788,"('nonresilient', 'resilient')",0.1490606,0.06326011,0.016730286,-0.21776217,-0.6033839,-0.7387074,0.56993586,0.36380363,0.2938383,0.1008946,0.1929437
11,1.3067298,1.6548556,"('unhelpful', 'helpful')",1.1329205,1.76796,2.389364,2.7799146,0.61623967,0.9053364,1.7391049,2.3179727,1.4368717,1.8852077,-0.448336
24,1.3032594,1.7896222,"('dishonest', 'honest')",0.49089003,0.73179203,0.40996325,0.57496893,0.23399352,0.38219622,0.4218961,0.66105163,0.5720004,0.8279262,-0.2559258
61,1.2146662,1.3778242,"('illogical', 'logical')",0.11443151,0.23445503,1.5899572,1.6140903,0.57697135,0.6220535,-0.1058253,-0.112909175,0.6780402,0.7471028,-0.0690626
29,-1.1111639,-1.1739753,"('unfair', 'fair')",-0.8958208,-1.0238619,-0.76919514,-0.6778705,-0.5460815,-0.6409956,-0.9136458,-0.9776221,-0.8471814,-0.8988651,0.0516837
13,1.0785675,1.2979074,"('impolite', 'polite')",1.433886,1.7250766,1.6935123,1.7319628,1.7594557,1.8466934,-0.114882424,-0.26301217,1.1701078,1.2677256,-0.0976178
43,1.0518365,1.2811979,"('irresponsible', 'responsible')",0.7091137,1.0962102,1.1180671,1.3446872,0.3494361,0.61804163,0.19554266,0.5036102,0.6847992,0.9687494,-0.2839502
28,1.0326742,1.337757,"('disloyal', 'loyal')",0.5784797,0.6790081,0.22050157,0.23345853,-0.27312848,-0.27490723,0.9333996,1.2261605,0.4983853,0.6402954,-0.1419101
9,1.0265241,1.2408423,"('unaffectionate', 'caring')",-1.0222275,-0.8807425,0.10688629,0.005122683,-2.183592,-2.2115076,0.9872027,1.0947291,-0.2170413,-0.1503112,-0.0667301
68,-1.0243497,-1.1554127,"('dependent', 'independent')",-0.056101397,-0.10033916,-0.4745921,-0.5035958,-0.19206464,-0.24949022,-0.69596803,-0.79650706,-0.4886152,-0.561069,0.0724538
46,1.0003976,0.9964115,"('uncompetitive', 'competitive')",2.3447425,2.4906585,1.3358699,1.4681463,1.9676116,2.3973048,-0.02124641,0.1312156,1.325475,1.4967473,-0.1712723
16,-0.99403065,-0.9758504,"('unpopular', 'popular')",-0.8514925,-0.7952662,-0.8250064,-0.80233604,-1.4995792,-1.5333778,0.5416711,0.44617113,-0.7256876,-0.7321319,0.0064443
76,0.94666064,1.417324,"('anxious', 'daring')",1.3877323,1.7463907,-0.010640081,0.28475064,1.8112948,2.1710286,0.28191286,0.78606915,0.8833921,1.2811127,-0.3977206
56,0.92015195,1.5861979,"('impractical', 'practical')",1.2605051,2.0645888,1.7254567,2.22994,1.1509994,1.4894574,-0.45629853,0.13908044,0.920163,1.5018529,-0.5816899
17,0.9088563,1.0946922,"('nasty', 'nice')",-1.2552829,-0.9870606,-0.3427982,0.024608985,-0.8276463,-0.63518375,-0.8893576,-0.53858966,-0.4812458,-0.2083066,-0.2729392
74,0.88930535,1.176653,"('undedicated', 'dedicated')",0.9543878,1.1215798,0.22250795,0.354744,0.77374077,1.0494521,0.53881407,0.79202056,0.6757512,0.8988899,-0.2231387
21,0.8864055,1.2160351,"('immoral', 'moral')",1.8631681,2.1374846,0.8296979,1.0887814,1.9809476,2.348445,-1.0349507,-0.9517109,0.9050537,1.167807,-0.2627533
55,0.86316854,0.9177718,"('incompetent', 'clever')",0.854455,0.9013101,1.544282,1.635206,1.6671746,1.8900602,-0.15568766,-0.070113,0.9546784,1.054847,-0.1001686
50,0.85435617,0.9751609,"('clumsy', 'skillful')",-0.04291852,0.21992081,0.70556307,0.9230875,0.041384775,0.106396616,0.3643558,0.4855758,0.3845483,0.5420283,-0.15748
38,0.85194814,1.0726613,"('untruthful', 'truthful')",0.05714651,0.42954868,0.553289,0.74359405,-1.1460139,-1.1748486,-0.14882277,0.1201574,0.0335094,0.2382225,-0.2047131
84,0.8457008,0.68031085,"('inferior', 'superior')",0.7574681,0.6587149,0.47798553,0.42165217,0.054327384,-0.12621793,1.0188397,0.8492736,0.6308643,0.4967467,0.1341176
