,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,male-female
31,-0.96795344,-0.9875514,"('evil', 'good')",-1.0627936,-1.1664551,-2.614221,-1.6489189,-0.9157841,-1.0864048,-1.390188,-1.2223325,-0.1678555
81,0.93255985,1.1448833,"('submissive', 'aggressive')",0.7057172,0.8437805,2.1457682,1.0564499,-1.1398699,-1.0379364,0.6610438,0.5017943,0.1592495
56,0.9178639,1.3019071,"('impractical', 'practical')",1.2912244,1.5765588,2.568386,1.9119039,-0.67052275,-0.20119472,1.0267379,1.1472938,-0.1205559
18,-0.90548426,-0.5266251,"('disagreeable', 'welcoming')",1.0109601,1.266105,-0.24546868,0.49608886,-0.10302647,-0.14893523,-0.0607548,0.2716584,-0.3324132
60,0.81844074,1.1508013,"('inefficient', 'efficient')",1.2151005,1.0790619,3.285116,2.1883194,-0.26839614,0.04427529,1.2625651,1.1156144,0.1469507
42,0.76764315,1.0186352,"('unreliable', 'reliable')",0.52193785,0.5314831,0.5551464,0.8681304,-3.4007652,-3.606962,-0.3890094,-0.2971783,-0.0918311
41,-0.75772154,-0.5281662,"('unforgiving', 'forgiving')",0.01497367,0.24332796,0.6692044,1.0012358,-0.055349708,-0.1568712,-0.0322233,0.1398816,-0.1721049
87,0.738065,0.54427,"('unsuccessful', 'successful')",2.0137837,1.4390534,1.5440242,0.5130048,0.6544573,0.5502333,1.2375824,0.7616404,0.475942
51,-0.7361147,-0.90708154,"('uneducated', 'educated')",1.0835984,1.0355766,0.8919162,0.60471714,0.0913484,-0.027179196,0.3326871,0.1765082,0.1561789
19,-0.69469804,-0.7195549,"('inhospitable', 'hospitable')",-1.073343,-1.0488908,-1.7314597,-1.000727,-0.109512165,-0.057923928,-0.9022532,-0.7067742,-0.195479
25,-0.6869383,-0.381261,"('egoistic', 'altruistic')",-0.15151519,0.1890352,-1.3590449,-0.46088678,1.2664104,1.2151395,-0.232772,0.1405067,-0.3732787
36,-0.6772492,-0.6106906,"('hostile', 'amicable')",-0.17324705,-0.110391244,-3.7909195,-2.5428197,0.10850635,0.08297378,-1.1332273,-0.795232,-0.3379953
88,0.6404625,0.93577385,"('low', 'eminent')",-0.14260235,-0.10595185,-0.5081318,-0.5509472,0.07995562,0.24117821,0.017421,0.1300133,-0.1125923
40,-0.63617295,-0.89975095,"('stingy', 'generous')",0.32348412,0.09590162,0.06326197,0.4270935,-1.2563264,-1.9272406,-0.3764383,-0.5759991,0.1995608
80,0.6253972,0.40099773,"('dominated', 'dominating')",0.75676054,0.62938946,2.678731,1.7224317,-1.3989807,-1.3956871,0.665477,0.3392829,0.3261941
65,-0.6044414,-0.5197963,"('insecure', 'secure')",0.57596135,0.26295006,2.5634112,1.455548,-0.45463753,-0.4907566,0.5200734,0.1769863,0.3430871
49,-0.5909706,-0.19481994,"('unable', 'able')",-0.3983785,-0.03739053,-0.43866172,-0.08877006,-0.92403203,-0.4833543,-0.5880107,-0.2010837,-0.386927
59,0.5898521,0.5302494,"('foolish', 'wise')",-0.7827731,-0.798763,-1.6498951,-1.0095503,0.23307401,0.19361211,-0.4024355,-0.2711129,-0.1313226
24,-0.58928514,-0.47304648,"('dishonest', 'honest')",0.15437254,-0.14225087,0.6564712,0.3717351,1.022911,1.031435,0.3111174,0.1969682,0.1141492
43,-0.56652987,-0.32569575,"('irresponsible', 'responsible')",0.5308236,0.49734864,1.5859295,1.1000594,0.795559,0.9938077,0.5864456,0.56638,0.0200656
72,-0.5553282,-0.46134177,"('unambitious', 'ambitious')",0.012246892,-0.479134,0.68881905,0.40561977,-1.2045211,-1.1958795,-0.2646958,-0.4326839,0.1679881
70,0.55445725,0.7475157,"('lethargic', 'energetic')",0.4984281,0.67098045,2.120588,1.6222975,1.0084767,1.0099705,1.0454875,1.012691,0.0327965
6,-0.536639,-0.5388693,"('distant', 'open')",-0.6295739,-0.41050458,-2.8864357,-1.8459179,0.42721024,0.45097837,-0.9063596,-0.5860784,-0.3202812
63,-0.5266812,-0.27806368,"('unperceptive', 'insightful')",1.2351806,1.1205136,1.5954862,1.002886,0.6169332,0.48204294,0.7302297,0.5818447,0.148385
57,-0.47792396,-0.180821,"('unimaginative', 'imaginative')",-0.06113337,0.023724703,0.2774855,0.27281457,-2.72735,-2.8586514,-0.7472305,-0.6857333,-0.0614972
4,0.46850947,0.5397413,"('disliked', 'liked')",-0.34572327,-0.032396425,-2.6230538,-1.1811466,-6.7974424,-7.2049994,-2.3244276,-1.9697003,-0.3547273
27,-0.44569695,-0.5772059,"('hardhearted', 'softhearted')",-0.74620575,-1.1888273,0.5174852,0.49174452,1.7798208,1.4596802,0.2763509,0.0463479,0.230003
33,0.43427613,0.24670169,"('wrong', 'right')",0.30308035,-0.09652357,-0.39381412,0.124310255,-0.2669993,-0.35580266,0.0191358,-0.0203286,0.0394644
76,-0.4260948,-0.4002381,"('anxious', 'daring')",1.0137426,0.8439891,2.324507,1.3798765,0.12052454,0.20525645,0.7581698,0.507221,0.2509488
7,-0.41319314,-0.08922356,"('insensitive', 'sensitive')",0.45749485,0.37325552,2.20303,1.5155463,1.0807664,1.0365512,0.8320246,0.7090324,0.1229922
30,0.40247262,0.67577934,"('intolerant', 'tolerant')",0.39139208,0.48655486,1.9398129,2.0462592,1.0705647,1.3944373,0.9510606,1.1507577,-0.1996971
62,-0.39276195,-0.12248476,"('incompetent', 'brilliant')",0.7136696,0.77134436,2.1407619,1.6395888,-0.14962861,0.09281316,0.5780102,0.5953154,-0.0173052
77,-0.3846087,-0.04338651,"('unmotivated', 'motivated')",-0.44918773,-0.12375428,-0.44710544,-0.26371035,-1.059528,-0.8219674,-0.5851074,-0.3132046,-0.2719028
22,0.37854657,0.46588805,"('untrustworthy', 'trustworthy')",0.47106284,0.19527638,1.5837749,1.1073188,-0.6840569,-0.7176769,0.4373319,0.2627016,0.1746303
45,-0.3774609,-0.2125774,"('incompetent', 'competent')",0.13299935,0.23618688,1.7738353,1.5459497,-0.43413648,-0.24703221,0.2738093,0.3306318,-0.0568225
47,0.33746254,0.52728766,"('stupid', 'smart')",0.12992391,-0.032518916,1.391391,0.971681,5.5153704,5.883615,1.843537,1.8375162,0.0060208
54,-0.33160758,-0.08360869,"('incapable', 'capable')",-0.3214308,-0.11344804,-0.61940604,0.06525283,0.9840148,1.1148996,-0.0721074,0.2457739,-0.3178813
38,0.31105137,0.4470664,"('untruthful', 'truthful')",-0.23595807,-0.08657813,-0.7883893,-0.35155028,-0.28921434,-0.086419046,-0.2506276,-0.0193703,-0.2312573
14,0.28528515,0.51206076,"('antisocial', 'social')",1.4114065,1.3359822,2.0045311,1.3808538,-0.5969332,-0.5208866,0.7760724,0.6770025,0.0990699
68,-0.2790257,-0.15787846,"('dependent', 'independent')",0.51659226,0.47613057,0.06089088,-0.088015586,-0.77513987,-0.83002836,-0.1191706,-0.149948,0.0307774
29,-0.26414838,-0.47456193,"('unfair', 'fair')",-0.7634852,-0.97148037,-0.7443613,-0.65135515,-0.16525963,-0.37767935,-0.4843136,-0.6187692,0.1344556
26,0.24414456,0.3281338,"('hardhearted', 'benevolent')",0.97853017,1.0432469,0.9572776,1.3039032,1.4662143,1.4014114,0.9115417,1.0191739,-0.1076322
2,0.24111114,0.39438897,"('unlikable', 'likable')",0.8532944,0.8617981,0.80508816,1.4662997,0.3380044,0.4393063,0.5593745,0.7904482,-0.2310737
17,0.23560654,0.29289392,"('nasty', 'nice')",-1.4202093,-1.2664024,-1.1262192,-0.5910491,-0.61538696,-0.3293836,-0.7315522,-0.4734853,-0.2580669
37,0.23120625,-0.006074216,"('fake', 'genuine')",-0.09264018,-0.48901418,-0.0694202,-0.0022341684,0.8756205,0.61259156,0.2361916,0.0288173,0.2073743
39,0.21231124,0.48318714,"('exploitative', 'cooperative')",1.4745672,1.2861526,2.0292344,1.8679521,0.44811115,0.54724586,1.041056,1.0461345,-0.0050785
79,-0.2027512,-0.26168513,"('wavering', 'unwavering')",-0.39731622,-0.3779355,-2.9730785,-2.273724,-0.21093452,-0.19771211,-0.9460201,-0.7777643,-0.1682558
85,-0.19579905,-0.22453073,"('insignificant', 'prestigious')",-1.530335,-1.2128872,-4.608996,-2.9481843,0.58029836,0.4892854,-1.4387078,-0.9740791,-0.4646287
58,-0.19177109,-0.29738313,"('undiscriminating', 'discriminating')",-0.26527917,-0.5460475,0.9341122,0.9423269,-0.0755332,-0.30172673,0.1003822,-0.0507076,0.1510898
66,-0.1834932,-0.32994038,"('inactive', 'active')",0.82937086,0.5790981,-0.48302737,-0.49202037,0.85069084,0.5482019,0.2533853,0.0763348,0.1770505
83,0.16378187,0.11210294,"('powerless', 'powerful')",0.042454865,0.0017058179,-0.43574145,-0.17033362,-1.3505571,-1.1251504,-0.3950154,-0.2954188,-0.0995966
71,0.13845718,0.3754663,"('diffident', 'self-confident')",0.37941045,0.5104372,-0.68340755,-0.23114747,0.030676967,0.18147138,-0.0337157,0.2090569,-0.2427726
74,0.11611768,0.19706187,"('undedicated', 'dedicated')",0.9402323,1.021197,1.4265045,1.3011173,-0.13296254,-0.05221853,0.587473,0.6167895,-0.0293165
32,-0.11398831,0.037807636,"('unkind', 'kind')",0.47170305,0.3367209,1.7411722,1.2440311,0.77403504,0.59915304,0.7182305,0.5544282,0.1638023
20,-0.110824935,-0.031002829,"('rough', 'thoughtful')",0.08728813,-0.18742995,0.4548356,-0.07625213,0.7624849,0.8732441,0.2984459,0.1446398,0.1538061
13,0.103247255,0.27069268,"('impolite', 'polite')",1.8603921,1.7008724,2.2719646,1.4840294,-0.2883064,-0.08443546,0.9868243,0.8427898,0.1440345
21,-0.09914937,0.20548372,"('immoral', 'moral')",0.6564993,0.5985204,1.8312764,1.2603613,-0.61885315,-0.3589658,0.4424433,0.4263499,0.0160934
61,-0.09534473,0.19414198,"('illogical', 'logical')",0.059805952,0.0972852,1.4800717,1.1303308,0.10309037,0.3282491,0.3869058,0.4375018,-0.050596
34,0.09441629,0.42751193,"('mean', 'honorable')",0.8454017,0.95711505,0.49422628,0.3154396,6.260091,6.6913905,1.9235338,2.0978642,-0.1743304
5,0.08429989,0.10314526,"('distant', 'outgoing')",-0.5446749,-0.329949,-2.908169,-1.8549497,-0.17699912,-0.12051156,-0.8863858,-0.5505663,-0.3358195
84,-0.08296712,-0.034193173,"('inferior', 'superior')",-0.12216589,0.033393852,-0.53603697,-0.474223,0.1519388,0.39866418,-0.1473078,-0.0190895,-0.1282183
11,0.050999098,0.36873102,"('unhelpful', 'helpful')",0.56971604,0.76277274,0.79939884,0.5675066,1.3590982,1.6866835,0.6948031,0.8464235,-0.1516204
15,0.046417244,0.097029455,"('boring', 'funny')",0.0074592233,0.02496149,-0.15006855,0.06809767,0.8839209,0.7656616,0.1969322,0.2389376,-0.0420054
12,0.040155023,0.2897924,"('unsupportive', 'supportive')",0.641744,0.6456009,0.040240888,0.12759057,-1.8992127,-1.8927139,-0.2942682,-0.2074325,-0.0868357
52,-0.024606144,-0.14432894,"('irrational', 'rational')",-1.241151,-1.4492614,-1.8102725,-1.3577859,0.55134404,0.3570642,-0.6311713,-0.648578,0.0174067
