,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,male-female
60,7.585686,7.7393723,"('inefficient', 'efficient')",1.1770759,1.4888772,4.381381,4.6141248,-0.2327438
55,7.210359,7.350135,"('incompetent', 'clever')",0.97357625,1.2454377,4.0919676,4.2977862,-0.2058186
36,-6.5480623,-6.361977,"('hostile', 'amicable')",-1.2933581,-1.4305426,-3.9207101,-3.8962598,-0.0244503
31,-6.5348816,-6.3898826,"('evil', 'good')",-1.2521776,-1.4783933,-3.8935297,-3.9341378,0.0406081
85,-6.412424,-6.300536,"('insignificant', 'prestigious')",-0.79989463,-1.0407704,-3.6061594,-3.6706533,0.0644939
35,-6.0545297,-6.110501,"('corrupt', 'incorrupt')",-1.1635057,-1.2944131,-3.6090176,-3.702457,0.0934394
70,5.921389,5.8200035,"('lethargic', 'energetic')",0.967004,1.1909617,3.4441965,3.5054827,-0.0612862
62,5.882759,5.964391,"('incompetent', 'brilliant')",1.1834219,1.3615983,3.5330906,3.6629949,-0.1299043
81,5.83174,5.811452,"('submissive', 'aggressive')",0.33532172,0.637725,3.0835309,3.2245884,-0.1410575
10,5.7896976,5.6766944,"('unsympathetic', 'sympathetic')",0.90344316,1.1498555,3.3465705,3.413275,-0.0667045
6,-5.683923,-5.6134505,"('distant', 'open')",-0.59335446,-0.75118744,-3.1386385,-3.1823189,0.0436804
46,5.400378,5.3381777,"('uncompetitive', 'competitive')",0.15307389,0.3895621,2.776726,2.8638699,-0.0871439
56,5.3683577,5.5374684,"('impractical', 'practical')",0.9350927,1.1519619,3.1517253,3.3447151,-0.1929898
14,5.24626,5.1322527,"('antisocial', 'social')",0.96745694,1.1026399,3.1068585,3.1174464,-0.0105879
80,5.019304,4.729737,"('dominated', 'dominating')",-0.41598898,-0.3304439,2.3016574,2.1996465,0.1020109
5,-4.8844995,-4.7124414,"('distant', 'outgoing')",-1.1338613,-1.2503654,-3.0091805,-2.9814034,-0.0277771
21,4.8137746,4.8952765,"('immoral', 'moral')",0.98758787,1.1764985,2.9006813,3.0358875,-0.1352062
79,-4.750886,-4.579627,"('wavering', 'unwavering')",-0.46777856,-0.5308745,-2.6093323,-2.5552506,-0.0540817
7,4.7051167,4.456615,"('insensitive', 'sensitive')",2.2264671,2.1743953,3.4657919,3.315505,0.1502869
43,4.627198,4.68203,"('irresponsible', 'responsible')",2.042161,2.192898,3.3346796,3.4374642,-0.1027846
0,4.478531,4.579138,"('unsociable', 'sociable')",1.3272208,1.5392256,2.9028759,3.0591817,-0.1563058
52,-4.456472,-4.3232293,"('irrational', 'rational')",-0.6054647,-0.86071914,-2.5309682,-2.5919743,0.0610061
65,4.4096446,4.4689097,"('insecure', 'secure')",0.5925437,0.7788449,2.5010941,2.6238773,-0.1227832
23,4.3486547,4.3173814,"('insincere', 'sincere')",6.2392974,6.1523805,5.2939758,5.2348809,0.0590949
45,4.3307667,4.4015326,"('incompetent', 'competent')",1.1158929,1.2251515,2.7233298,2.8133421,-0.0900123
69,-4.2960343,-4.4098606,"('lazy', 'industrious')",-1.4825995,-1.799699,-2.889317,-3.1047797,0.2154627
13,4.286207,4.2299075,"('impolite', 'polite')",0.5598323,0.76482326,2.4230196,2.4973655,-0.0743459
51,4.12921,4.1648955,"('uneducated', 'educated')",0.24078172,0.35239244,2.1849959,2.2586441,-0.0736482
63,3.9296086,3.9644372,"('unperceptive', 'insightful')",1.0223248,1.1420795,2.4759667,2.5532584,-0.0772917
76,3.8649995,3.9147077,"('anxious', 'daring')",0.570892,0.93748087,2.2179458,2.4260943,-0.2081485
22,3.6693852,3.7321815,"('untrustworthy', 'trustworthy')",0.22030321,0.2829166,1.9448442,2.007549,-0.0627048
12,3.6115594,3.5748484,"('unsupportive', 'supportive')",-0.5511576,-0.4713347,1.530201,1.5517569,-0.0215559
11,3.600079,3.6465259,"('unhelpful', 'helpful')",1.9323347,2.0878785,2.7662067,2.8672023,-0.1009956
86,3.48314,3.263486,"('uninfluential', 'influential')",0.2885656,0.19031051,1.8858528,1.7268982,0.1589546
75,-3.3913069,-3.2376606,"('meek', 'impulsive')",-1.850472,-1.9262702,-2.6208894,-2.5819654,-0.038924
19,-3.1593518,-2.9527273,"('inhospitable', 'hospitable')",-0.82294905,-0.8846328,-1.9911504,-1.9186801,-0.0724703
32,3.0785599,3.1064851,"('unkind', 'kind')",1.6088533,1.7700781,2.3437066,2.4382815,-0.0945749
48,2.948039,2.9555862,"('unintelligent', 'intelligent')",0.77899265,0.8556977,1.8635159,1.9056419,-0.042126
25,-2.92907,-2.8994262,"('egoistic', 'altruistic')",0.70731676,0.5255166,-1.1108766,-1.1869547,0.0760781
30,2.8783906,2.9619205,"('intolerant', 'tolerant')",1.4471345,1.6102134,2.1627626,2.286067,-0.1233044
57,2.6908429,2.5548704,"('unimaginative', 'imaginative')",-2.3395598,-2.1959076,0.1756415,0.1794814,-0.0038399
59,-2.6115956,-2.6691709,"('foolish', 'wise')",0.25271446,-0.024966704,-1.1794406,-1.3470688,0.1676282
1,-2.5450432,-2.421323,"('unfriendly', 'friendly')",1.3837936,1.2200252,-0.5806248,-0.6006489,0.0200241
4,-2.5198936,-2.3957691,"('disliked', 'liked')",-6.7755556,-6.682308,-4.6477246,-4.5390387,-0.1086859
77,2.5163825,2.6914916,"('unmotivated', 'motivated')",-0.49486813,-0.40829918,1.0107572,1.1415962,-0.130839
72,2.5098348,2.3689964,"('unambitious', 'ambitious')",0.40851378,0.35682923,1.4591743,1.3629128,0.0962615
24,2.5057132,2.54932,"('dishonest', 'honest')",1.3865944,1.4742641,1.9461539,2.0117922,-0.0656383
16,-2.4761555,-2.3209777,"('unpopular', 'popular')",0.034393333,0.14728495,-1.2208811,-1.0868464,-0.1340347
3,2.248795,2.2210896,"('repellent', 'pleasant')",-0.105297655,-0.028801614,1.0717487,1.096144,-0.0243953
39,2.201641,2.186036,"('exploitative', 'cooperative')",1.0713626,1.2090365,1.6365018,1.6975362,-0.0610344
87,2.0669677,1.9487109,"('unsuccessful', 'successful')",0.8432917,0.93209106,1.4551297,1.440401,0.0147287
8,-2.013979,-1.9996036,"('unaffectionate', 'affectionate')",0.8211931,0.5739395,-0.5963929,-0.7128321,0.1164392
42,1.9595126,2.0062575,"('unreliable', 'reliable')",-2.3316402,-2.2509043,-0.1860638,-0.1223234,-0.0637404
47,1.9227307,1.9261128,"('stupid', 'smart')",5.4175816,5.252218,3.670156,3.5891652,0.0809908
74,1.8490644,1.7870392,"('undedicated', 'dedicated')",0.8686598,0.8827293,1.358862,1.3348842,0.0239778
66,-1.8013028,-1.9881518,"('inactive', 'active')",0.091758765,-0.051622014,-0.854772,-1.0198869,0.1651149
41,1.7492814,1.8227895,"('unforgiving', 'forgiving')",0.81520575,0.8338509,1.2822436,1.3283203,-0.0460767
61,1.7386496,1.7699952,"('illogical', 'logical')",0.77334327,0.8434593,1.2559965,1.3067273,-0.0507308
64,1.6851232,1.7716069,"('shy', 'confident')",-5.970943,-5.8243537,-2.14291,-2.0263734,-0.1165366
17,-1.6783645,-1.52054,"('nasty', 'nice')",0.062340014,0.10164824,-0.8080122,-0.7094459,-0.0985663
44,-1.6473413,-1.5005422,"('prejudiced', 'unprejudiced')",-1.6318995,-1.4915627,-1.6396203,-1.4960525,-0.1435678
50,-1.5662154,-1.5824343,"('clumsy', 'skillful')",-0.39859974,-0.5052295,-0.9824076,-1.0438318,0.0614242
33,-1.5073248,-1.6175308,"('wrong', 'right')",-0.31949174,-0.53828794,-0.9134083,-1.0779094,0.1645011
28,1.4994199,1.5589304,"('disloyal', 'loyal')",1.5538466,1.6543778,1.5266333,1.6066542,-0.0800209
83,1.3903966,1.3933301,"('powerless', 'powerful')",-0.4706216,-0.45818347,0.4598875,0.4675733,-0.0076858
82,1.291343,1.5084406,"('poor', 'rich')",5.898533,5.909041,3.5949378,3.7087407,-0.1138029
67,1.2428068,1.2868454,"('doubtful', 'determined')",-0.17315619,0.007945865,0.5348253,0.6473957,-0.1125704
73,-1.2308234,-1.1289086,"('helpless', 'self-reliant')",-3.2301888,-3.324707,-2.2305062,-2.2268078,-0.0036984
78,1.1994052,1.0364202,"('nonresilient', 'resilient')",0.8415936,0.7195075,1.0204995,0.8779639,0.1425356
37,1.1693612,1.0485936,"('fake', 'genuine')",1.3060166,1.2148535,1.2376889,1.1317236,0.1059653
29,-1.1211963,-1.1302009,"('unfair', 'fair')",-1.2279115,-1.3092896,-1.1745539,-1.2197452,0.0451913
49,1.0364408,0.9137871,"('unable', 'able')",-0.13925749,-0.106732704,0.4485917,0.4035272,0.0450645
