,eaton_male,eaton_female,tuple,corp_male,corp_female,plc_male,plc_female,average_male,average_female,male-female
26,3.0449893,2.9839394,"('hardhearted', 'benevolent')",1.8318255,2.057578,2.7298367,2.8801136,2.5355504,2.6405436,-0.1049932
71,2.458609,2.4262621,"('diffident', 'self-confident')",0.38800082,0.43495378,0.7290912,0.99383783,1.1919003,1.2850179,-0.0931176
44,-1.8898138,-1.7760528,"('prejudiced', 'unprejudiced')",-0.7851473,-0.6075413,-1.3670787,-1.4455383,-1.3473466,-1.2763774,-0.0709692
61,1.5544063,1.319955,"('illogical', 'logical')",0.3871329,0.1361968,1.0650483,0.9096352,1.0021958,0.7885957,0.2136001
77,-1.540193,-1.6087658,"('unmotivated', 'motivated')",-1.4402994,-1.7160435,-1.4220417,-1.4216689,-1.4675113,-1.5821594,0.1146481
39,1.4662158,1.2322936,"('exploitative', 'cooperative')",0.53127193,0.37650836,0.059785403,0.10521032,0.6857577,0.5713374,0.1144203
1,1.3772268,1.2179525,"('unfriendly', 'friendly')",-0.035082612,-0.19431303,2.38327,2.4953942,1.2418048,1.1730112,0.0687936
74,1.1744356,1.2935104,"('undedicated', 'dedicated')",0.4068106,0.54831654,0.48930907,0.8963735,0.6901851,0.9127335,-0.2225484
75,-1.1378402,-0.97461444,"('meek', 'impulsive')",0.28684288,0.67711663,-0.8928859,-0.731333,-0.5812944,-0.3429436,-0.2383508
87,1.1103522,0.9560393,"('unsuccessful', 'successful')",2.1015148,1.798476,1.7006128,1.740706,1.6374931,1.498407,0.1390861
58,1.0783151,1.375067,"('undiscriminating', 'discriminating')",0.6616928,1.0985825,0.6920735,1.0672886,0.8106938,1.1803127,-0.3696189
16,-1.0746132,-1.006634,"('unpopular', 'popular')",0.43038237,0.16425142,0.41398197,0.35121542,-0.0767496,-0.1637224,0.0869728
5,1.0727113,1.0710319,"('distant', 'outgoing')",0.8133095,0.7699392,0.7091625,0.80818087,0.8650611,0.8830507,-0.0179896
14,1.0443047,0.99315476,"('antisocial', 'social')",-0.104439884,0.09876272,0.33892465,0.26803225,0.4262632,0.4533166,-0.0270534
37,-1.0380247,-0.80539083,"('fake', 'genuine')",-1.4714663,-1.3918555,0.30153617,0.41943106,-0.735985,-0.5926051,-0.1433799
76,-1.0097408,-0.9260593,"('anxious', 'daring')",-1.3924905,-1.1915822,-0.74468887,-0.6494244,-1.0489734,-0.9223553,-0.1266181
9,0.9828869,0.7570243,"('unaffectionate', 'caring')",-0.032122526,-0.11348095,1.43235,1.4540277,0.7943714,0.6991903,0.0951811
43,0.9481105,0.9152574,"('irresponsible', 'responsible')",-1.2276171,-1.1085708,0.82142115,0.6606154,0.1806382,0.1557673,0.0248709
56,0.921854,0.9670961,"('impractical', 'practical')",-1.6492022,-1.3178024,-0.10312024,0.22138211,-0.2768228,-0.0431081,-0.2337147
12,0.9065015,0.98449636,"('unsupportive', 'supportive')",-0.28793147,-0.21020108,-1.393818,-1.1257083,-0.258416,-0.1171377,-0.1412783
21,-0.87213016,-1.0068161,"('immoral', 'moral')",-1.5697429,-2.125421,-1.5655491,-1.8376044,-1.3358075,-1.6566138,0.3208063
50,-0.82630324,-0.72329825,"('clumsy', 'skillful')",-0.22290227,-0.2731958,-0.2039766,-0.17310588,-0.4177274,-0.3898666,-0.0278608
13,-0.816424,-0.92910016,"('impolite', 'polite')",-1.6492865,-1.6372393,-0.6397253,-0.7320658,-1.0351453,-1.0994684,0.0643231
33,0.8145219,0.5498155,"('wrong', 'right')",0.954817,0.65313077,0.21478446,0.26973107,0.6613744,0.4908924,0.170482
80,-0.8035231,-0.64878964,"('dominated', 'dominating')",-0.4923962,-0.36725602,-0.28567165,-0.0684433,-0.527197,-0.3614963,-0.1657007
62,-0.78453934,-0.65650743,"('incompetent', 'brilliant')",-0.9766123,-0.75848734,-0.32056248,-0.12608977,-0.6939047,-0.5136948,-0.1802099
8,0.74126345,0.5794835,"('unaffectionate', 'affectionate')",0.252955,0.25594544,1.213038,1.2788854,0.7357521,0.7047714,0.0309807
55,-0.739392,-0.58196205,"('incompetent', 'clever')",-1.570462,-1.4543729,-0.3741539,-0.3401169,-0.8946693,-0.7921507,-0.1025186
46,-0.6741805,-0.5219585,"('uncompetitive', 'competitive')",-0.9896417,-1.0564507,-0.9556576,-0.96268886,-0.8731599,-0.8470327,-0.0261272
51,-0.64806587,-0.6350567,"('uneducated', 'educated')",-0.4544149,-0.68133575,0.15620682,0.028471172,-0.3154246,-0.4293071,0.1138825
86,0.62602854,0.699854,"('uninfluential', 'influential')",-1.1506846,-1.04938,0.026792634,0.16999748,-0.1659545,-0.0598428,-0.1061117
54,-0.6096477,-0.5453253,"('incapable', 'capable')",-0.8000027,-0.7222092,0.82728606,0.8585689,-0.1941214,-0.1363219,-0.0577995
36,0.58174855,0.52892554,"('hostile', 'amicable')",1.1979591,1.0840315,1.8888626,1.719082,1.2228568,1.1106796,0.1121772
73,0.5692857,0.5073037,"('helpless', 'self-reliant')",1.777165,1.6673156,-2.7963552,-2.3450434,-0.1499681,-0.0568081,-0.09316
49,-0.56920534,-0.45164496,"('unable', 'able')",-1.5258858,-1.5186727,-0.52103686,-0.46370643,-0.8720427,-0.8113414,-0.0607013
81,-0.53913814,-0.5845165,"('submissive', 'aggressive')",-1.3956482,-1.5722773,-1.3398981,-1.346347,-1.0915615,-1.1677136,0.0761521
23,-0.5390463,-0.5924265,"('insincere', 'sincere')",-2.3992999,-2.4732246,4.6019144,4.1354733,0.5545228,0.3566074,0.1979154
70,-0.5373898,-0.33546063,"('lethargic', 'energetic')",-1.2065086,-0.8044914,-0.09732731,-0.023207646,-0.6137419,-0.3877199,-0.226022
63,0.52827585,0.6854125,"('unperceptive', 'insightful')",-0.17938541,-0.18023878,0.86236197,1.0280521,0.4037508,0.5110753,-0.1073245
88,0.5190397,0.3278237,"('low', 'eminent')",-1.0294758,-1.3232747,0.10773345,0.2372443,-0.1342342,-0.2527356,0.1185014
22,-0.5176301,-0.45924494,"('untrustworthy', 'trustworthy')",-0.4618262,-0.07465973,-0.81644845,-0.78106296,-0.5986349,-0.4383225,-0.1603124
79,-0.5102917,-0.24537183,"('wavering', 'unwavering')",-0.36544502,-0.10401428,0.06331774,0.40909442,-0.2708063,0.0199028,-0.2907091
53,0.5084308,0.32515234,"('uncreative', 'creative')",-0.40240085,-0.5387098,1.2395004,1.2289629,0.4485101,0.3384685,0.1100416
27,0.48895893,0.3487948,"('hardhearted', 'softhearted')",-0.4188618,-0.543249,0.6706955,0.30026183,0.2469309,0.0352692,0.2116617
11,-0.47408798,-0.3011205,"('unhelpful', 'helpful')",-1.2821959,-1.361452,0.8203238,0.76069987,-0.3119867,-0.3006242,-0.0113625
6,0.46708506,0.5023494,"('distant', 'open')",0.144099,0.083349586,0.7832526,0.86086875,0.4648122,0.4821893,-0.0173771
67,0.45709473,0.39249104,"('doubtful', 'determined')",0.03996382,0.10770961,-0.65226656,-0.6473197,-0.051736,-0.0490397,-0.0026963
57,-0.4450005,-0.40301803,"('unimaginative', 'imaginative')",-0.9570547,-0.78121626,-1.8751838,-1.3634679,-1.0924129,-0.8492341,-0.2431788
65,-0.44418645,-0.4661498,"('insecure', 'secure')",-1.566389,-1.3979514,-0.34837732,-0.47671247,-0.7863175,-0.7802712,-0.0060463
7,0.44259453,0.42027724,"('insensitive', 'sensitive')",-1.3948103,-1.4463667,0.41109353,0.4780089,-0.1803741,-0.1826935,0.0023194
24,0.43812522,0.2652842,"('dishonest', 'honest')",-1.1990508,-1.0726326,0.42233577,0.53458214,-0.1128633,-0.0909221,-0.0219412
31,0.43634582,0.5764737,"('evil', 'good')",1.1773745,1.4711536,0.30694726,0.502667,0.6402225,0.8500981,-0.2098756
17,-0.43519112,-0.21204068,"('nasty', 'nice')",-0.237838,-0.15988433,-0.8238669,-0.88231283,-0.4989653,-0.4180793,-0.080886
48,0.43493786,0.5754333,"('unintelligent', 'intelligent')",-1.2907373,-1.3338022,-0.24205045,-0.15905163,-0.3659499,-0.3058068,-0.0601431
20,0.4331361,0.43510163,"('rough', 'thoughtful')",-0.0060998984,-0.048415214,1.2012296,1.082431,0.5427552,0.4897058,0.0530494
69,0.42371666,0.2754885,"('lazy', 'industrious')",2.102681,1.8505831,0.33980888,0.3192584,0.9554022,0.81511,0.1402922
