,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-1.748342,-1.6436709,"('hostile', 'amicable')",-0.1774428,-0.27120298,-0.9628924,-0.9574369,-0.0054555
39,1.6182641,1.286137,"('exploitative', 'cooperative')",0.1513776,0.14387895,0.8848208,0.715008,0.1698128
31,-1.5974338,-1.6498884,"('evil', 'good')",-1.0506349,-1.1093913,-1.3240343,-1.3796399,0.0556056
1,-1.561161,-1.5768669,"('unfriendly', 'friendly')",1.3811964,1.6133292,-0.0899823,0.0182312,-0.1082135
6,-1.4258344,-1.4074402,"('distant', 'open')",0.074451886,0.27651978,-0.6756912,-0.5654602,-0.110231
53,-1.4030436,-1.2046447,"('uncreative', 'creative')",0.44147307,0.6286143,-0.4807853,-0.2880152,-0.1927701
60,1.3846427,1.4037055,"('inefficient', 'efficient')",0.17918603,0.48729497,0.7819144,0.9455003,-0.1635859
5,-1.3488951,-1.4028884,"('distant', 'outgoing')",-0.48246467,-0.23696196,-0.9156799,-0.8199252,-0.0957547
80,1.0513155,1.0970342,"('dominated', 'dominating')",-1.0286056,-1.3183999,0.011355,-0.1106828,0.1220378
42,1.0154469,1.2715659,"('unreliable', 'reliable')",-2.6871555,-2.555023,-0.8358543,-0.6417285,-0.1941258
18,-0.97133535,-1.1771035,"('disagreeable', 'welcoming')",-0.2941634,-0.36359945,-0.6327494,-0.7703515,0.1376021
56,0.9401385,1.1213107,"('impractical', 'practical')",-0.17209226,0.104051664,0.3840231,0.6126812,-0.2286581
16,-0.940111,-0.90966326,"('unpopular', 'popular')",0.25400922,0.071421064,-0.3430509,-0.4191211,0.0760702
79,-0.93900436,-0.8772172,"('wavering', 'unwavering')",-0.047414534,0.0066229906,-0.4932095,-0.4352971,-0.0579124
30,0.9205592,0.9992064,"('intolerant', 'tolerant')",1.195895,1.2732515,1.0582271,1.136229,-0.0780019
70,0.86942685,1.0564121,"('lethargic', 'energetic')",0.9270046,0.97118646,0.8982157,1.0137993,-0.1155836
67,0.8677396,0.7102809,"('doubtful', 'determined')",-0.4931808,-0.37220928,0.1872794,0.1690358,0.0182436
82,-0.847435,-0.28082114,"('poor', 'rich')",5.486579,6.159012,2.319572,2.9390953,-0.6195233
88,-0.8448671,-1.2434207,"('low', 'eminent')",0.21907675,0.14886703,-0.3128952,-0.5472769,0.2343817
69,0.82556117,0.15596513,"('lazy', 'industrious')",-0.31483012,-0.6075591,0.2553655,-0.225797,0.4811625
37,0.8234359,0.8473906,"('fake', 'genuine')",0.6272615,0.8506422,0.7253487,0.8490164,-0.1236677
81,0.8060247,0.7429545,"('submissive', 'aggressive')",-0.7057227,-0.5897081,0.050151,0.0766232,-0.0264722
35,-0.80475056,-0.63253176,"('corrupt', 'incorrupt')",-0.32215095,-0.41632238,-0.5634508,-0.5244271,-0.0390237
62,0.74543625,1.0218472,"('incompetent', 'brilliant')",0.3059527,0.71597373,0.5256945,0.8689105,-0.343216
13,0.6900791,0.89631814,"('impolite', 'polite')",-0.40037596,-0.40423235,0.1448516,0.2460429,-0.1011913
15,-0.6662412,-0.5956838,"('boring', 'funny')",0.22243805,0.27182952,-0.2219016,-0.1619271,-0.0599745
21,0.6632098,0.33373564,"('immoral', 'moral')",-0.2751629,-0.5982443,0.1940234,-0.1322543,0.3262777
71,0.61199754,0.24493432,"('diffident', 'self-confident')",0.7698906,0.7089516,0.6909441,0.476943,0.2140011
55,0.5925878,0.47130647,"('incompetent', 'clever')",0.3353823,0.06957932,0.4639851,0.2704429,0.1935422
8,-0.5863458,-0.6226613,"('unaffectionate', 'affectionate')",0.8342557,1.063633,0.123955,0.2204858,-0.0965308
52,-0.58351684,-0.74672633,"('irrational', 'rational')",-0.12447204,-0.14175794,-0.3539944,-0.4442421,0.0902477
73,0.58077323,0.86258066,"('helpless', 'self-reliant')",-2.9623737,-2.6769912,-1.1908002,-0.9072053,-0.2835949
19,-0.54959583,-0.40060657,"('inhospitable', 'hospitable')",0.06735681,0.1425925,-0.2411195,-0.129007,-0.1121125
87,0.5362711,0.23772107,"('unsuccessful', 'successful')",0.8950514,0.48360243,0.7156613,0.3606617,0.3549996
41,0.50826997,0.51962805,"('unforgiving', 'forgiving')",0.020783775,-0.18809426,0.2645269,0.1657669,0.09876
43,0.5034407,0.46852797,"('irresponsible', 'responsible')",0.9256379,0.9229219,0.7145393,0.695725,0.0188143
72,-0.4934067,-0.5214342,"('unambitious', 'ambitious')",-0.93477577,-0.46965036,-0.7140912,-0.4955423,-0.2185489
22,-0.48794577,-0.15771632,"('untrustworthy', 'trustworthy')",-0.9532144,-0.87177575,-0.7205801,-0.514746,-0.2058341
23,-0.4684832,-0.3584955,"('insincere', 'sincere')",5.4487505,5.9547687,2.4901338,2.7981365,-0.3080027
57,-0.4659672,-0.20484765,"('unimaginative', 'imaginative')",-2.2439468,-2.4554298,-1.354957,-1.3301387,-0.0248183
64,0.46011034,0.054949664,"('shy', 'confident')",-6.3167624,-6.708723,-2.9283261,-3.3268867,0.3985606
68,-0.4514116,-0.7067811,"('dependent', 'independent')",-0.3060609,-0.5076921,-0.3787363,-0.6072366,0.2285003
2,0.44368666,0.30227736,"('unlikable', 'likable')",0.24354404,0.27105013,0.3436154,0.2866637,0.0569517
61,0.44186866,0.2507283,"('illogical', 'logical')",0.45476672,0.22407308,0.4483177,0.2374007,0.210917
75,-0.4405602,-0.06331748,"('meek', 'impulsive')",-0.6551572,-0.35937542,-0.5478587,-0.2113464,-0.3365123
85,-0.43900025,-0.8682703,"('insignificant', 'prestigious')",0.42325768,0.1575638,-0.0078713,-0.3553532,0.3474819
74,0.43850008,0.31142682,"('undedicated', 'dedicated')",0.26305553,0.07779869,0.3507778,0.1946128,0.156165
54,-0.4205116,-0.45436618,"('incapable', 'capable')",0.9334864,1.1863693,0.2564874,0.3660015,-0.1095141
49,-0.4157787,-0.3988193,"('unable', 'able')",-0.049884357,-0.046494044,-0.2328315,-0.2226567,-0.0101748
33,0.38599887,0.19446665,"('wrong', 'right')",-0.7122737,-0.59624124,-0.1631374,-0.2008873,0.0377499
45,0.38388628,0.60998607,"('incompetent', 'competent')",0.2028111,0.10191331,0.2933487,0.3559497,-0.062601
9,-0.36996,-0.45821583,"('unaffectionate', 'caring')",1.0762148,1.3272246,0.3531274,0.4345044,-0.081377
26,-0.36914694,-0.54954433,"('hardhearted', 'benevolent')",1.9569889,1.6652926,0.793921,0.5578741,0.2360469
14,0.36216858,0.28380385,"('antisocial', 'social')",-0.43344644,-0.63973415,-0.0356389,-0.1779651,0.1423262
86,-0.3600343,-0.7011886,"('uninfluential', 'influential')",0.13778016,-0.096031226,-0.1111271,-0.3986099,0.2874828
17,-0.35271588,-0.26454914,"('nasty', 'nice')",-0.31192324,-0.3844548,-0.3323196,-0.324502,-0.0078176
4,-0.34671447,-0.21302338,"('disliked', 'liked')",-6.2002645,-6.5198264,-3.2734895,-3.3664248,0.0929353
29,-0.33574113,-0.16868131,"('unfair', 'fair')",-0.31344578,-0.29529282,-0.3245935,-0.2319871,-0.0926064
10,0.33384913,0.5037444,"('unsympathetic', 'sympathetic')",0.2735923,0.0766355,0.3037207,0.29019,0.0135307
63,-0.33337808,-0.34949946,"('unperceptive', 'insightful')",1.1786429,1.1203806,0.4226324,0.3854406,0.0371918
65,0.31701994,0.25971535,"('insecure', 'secure')",-0.3882088,-0.3494835,-0.0355944,-0.0448841,0.0092897
66,-0.31395566,-0.45611328,"('inactive', 'active')",0.9895191,0.6466266,0.3377817,0.0952567,0.242525
59,-0.31163585,-0.41162425,"('foolish', 'wise')",0.18005116,0.32329166,-0.0657923,-0.0441663,-0.021626
84,0.30892876,0.34655017,"('inferior', 'superior')",0.9805594,0.98413205,0.6447441,0.6653411,-0.020597
7,0.29608285,0.23136733,"('insensitive', 'sensitive')",0.9987348,1.0880268,0.6474088,0.6596971,-0.0122883
76,0.27586427,0.45372304,"('anxious', 'daring')",0.26603985,0.3789615,0.270952,0.4163423,-0.1453903
44,-0.27238554,-0.19219586,"('prejudiced', 'unprejudiced')",-1.5232882,-1.558555,-0.8978369,-0.8753754,-0.0224615
24,-0.26505363,-0.17412114,"('dishonest', 'honest')",0.6633997,0.8854347,0.199173,0.3556568,-0.1564838
0,0.25588733,0.02545034,"('unsociable', 'sociable')",-0.18457554,-0.37505525,0.0356559,-0.1748025,0.2104584
34,0.25356665,0.17000248,"('mean', 'honorable')",5.7704024,6.1246185,3.0119846,3.1473105,-0.1353259
50,0.23119326,0.24785945,"('clumsy', 'skillful')",0.26574486,0.1913587,0.2484691,0.2196091,0.02886
47,0.2264839,0.4142846,"('stupid', 'smart')",4.9222565,5.3318915,2.5743701,2.8730881,-0.298718
3,-0.21780208,-0.20262587,"('repellent', 'pleasant')",0.09439494,0.013017463,-0.0617036,-0.0948042,0.0331006
12,0.19517034,0.052359067,"('unsupportive', 'supportive')",-1.3574904,-1.4671462,-0.5811601,-0.7073935,0.1262334
11,-0.16393031,-0.059528515,"('unhelpful', 'helpful')",1.7042837,2.0122294,0.7701767,0.9763505,-0.2061738
46,0.1541755,0.26759753,"('uncompetitive', 'competitive')",-0.4373873,-0.7822703,-0.1416059,-0.2573364,0.1157305
25,0.13808832,-0.13514271,"('egoistic', 'altruistic')",1.3069351,1.3463043,0.7225117,0.6055808,0.1169309
20,-0.12609766,0.0559435,"('rough', 'thoughtful')",1.3453115,1.2276149,0.6096069,0.6417792,-0.0321723
32,0.11889134,-0.35916445,"('unkind', 'kind')",1.0311354,0.93677497,0.5750134,0.2888052,0.2862082
28,0.10366501,0.09256133,"('disloyal', 'loyal')",0.89002275,1.1364256,0.4968439,0.6144935,-0.1176496
48,0.1029537,-0.16066036,"('unintelligent', 'intelligent')",0.73516,0.6903938,0.4190568,0.2648667,0.1541901
40,-0.0795429,-0.073316544,"('stingy', 'generous')",-1.3359959,-1.4729518,-0.7077694,-0.7731342,0.0653648
77,-0.07779719,-0.30679053,"('unmotivated', 'motivated')",-0.88713765,-0.92064536,-0.4824674,-0.6137179,0.1312505
58,0.0692816,0.07830301,"('undiscriminating', 'discriminating')",0.14457908,0.09135713,0.1069303,0.0848301,0.0221002
27,0.05942215,-0.23463005,"('hardhearted', 'softhearted')",1.8158033,1.5300685,0.9376127,0.6477193,0.2898934
78,-0.03503689,-0.12628785,"('nonresilient', 'resilient')",0.63904935,0.19428302,0.3020062,0.0339976,0.2680086
38,0.027114566,0.12881756,"('untruthful', 'truthful')",-0.15919024,0.05138356,-0.0660378,0.0901006,-0.1561384
83,-0.0071630403,-0.11279749,"('powerless', 'powerful')",-0.9739126,-1.0171258,-0.4905378,-0.5649617,0.0744239
51,0.002937072,-0.08206196,"('uneducated', 'educated')",0.58536553,0.44515204,0.2941513,0.181545,0.1126063
