,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
56,2.617245,2.1518164,"('impractical', 'practical')",1.8661568,1.6510234,0.59418327,0.38605884,1.6925284,1.3962995,0.2962289
36,-2.5303347,-1.874888,"('hostile', 'amicable')",-2.7328,-2.6007833,-0.463399,-0.13014218,-1.9088446,-1.5352712,-0.3735734
31,-2.465615,-1.6893749,"('evil', 'good')",-1.6642854,-1.4764072,-1.4659975,-1.1195235,-1.8652992,-1.4284352,-0.436864
60,1.9942789,1.0947787,"('inefficient', 'efficient')",3.3147783,3.0072353,0.7948326,0.4703077,2.03463,1.5241073,0.5105227
71,1.7513787,2.0828714,"('diffident', 'self-confident')",-0.1721388,-0.060437,0.13672735,0.48633865,0.5719891,0.8362577,-0.2642686
19,-1.726263,-1.5109711,"('inhospitable', 'hospitable')",-1.6292975,-1.5996538,-0.37476188,-0.035459798,-1.2434408,-1.0486948,-0.194746
30,1.6071421,1.1884143,"('intolerant', 'tolerant')",1.8053019,1.520508,1.231392,1.1408455,1.5479453,1.283256,0.2646893
43,1.5248321,1.167314,"('irresponsible', 'responsible')",0.4177054,0.2815052,0.8351644,0.6600867,0.9259006,0.7029687,0.2229319
39,1.5078504,1.4277252,"('exploitative', 'cooperative')",0.64409137,0.6362427,-0.08342516,0.037006527,0.6895056,0.7003249,-0.0108193
14,1.4239066,0.9370609,"('antisocial', 'social')",1.58705,1.3039705,-0.59983104,-0.8209392,0.8037085,0.4733641,0.3303444
21,1.3816677,0.7487563,"('immoral', 'moral')",1.1742158,0.72184974,-0.4700448,-0.82642084,0.6952795,0.2147284,0.4805511
5,-1.2336144,-0.58979595,"('distant', 'outgoing')",-1.3532429,-1.2758098,-0.4644105,0.013660405,-1.0170893,-0.6173151,-0.3997742
44,-1.2133999,-1.2644619,"('prejudiced', 'unprejudiced')",-0.37702495,-0.39279163,-1.3162614,-1.3377848,-0.9688954,-0.9983461,0.0294507
6,-1.1476856,-0.45041534,"('distant', 'open')",-1.9611986,-1.7602788,0.17019612,0.62172526,-0.9795628,-0.5296563,-0.4499065
4,-1.1428065,-0.71927476,"('disliked', 'liked')",-0.83862907,-0.7853907,-6.401153,-6.1951923,-2.7941961,-2.5666192,-0.2275769
24,1.0701196,0.94369054,"('dishonest', 'honest')",-0.43210295,-0.44721344,1.1919081,1.0532844,0.6099749,0.5165872,0.0933877
35,-1.0609895,-0.2669346,"('corrupt', 'incorrupt')",-1.9780638,-1.6586161,-0.73217463,-0.36029765,-1.257076,-0.7619495,-0.4951265
50,-1.0285555,-0.9145248,"('clumsy', 'skillful')",-0.73771966,-0.6629704,-0.04976278,0.09479129,-0.605346,-0.4942346,-0.1111114
9,1.0079681,1.2781854,"('unaffectionate', 'caring')",-0.6849063,-0.42320478,1.1061023,1.5238069,0.4763881,0.7929292,-0.3165411
32,1.0078491,0.6162092,"('unkind', 'kind')",0.77202165,0.565827,1.2446324,1.156814,1.0081677,0.7796167,0.228551
52,-0.9919691,-0.4577141,"('irrational', 'rational')",-2.0603926,-1.7646902,-0.34490696,0.016323108,-1.1324229,-0.7353604,-0.3970625
67,0.98952633,0.91634643,"('doubtful', 'determined')",-0.19287701,-0.3393501,-0.0076433346,-0.18048376,0.263002,0.1321709,0.1308311
23,0.98508906,0.48319158,"('insincere', 'sincere')",0.9536183,0.8878662,6.2680964,6.0749464,2.7356014,2.4820013,0.2536001
46,0.955411,0.18497643,"('uncompetitive', 'competitive')",0.89284825,0.57277375,-0.41414052,-0.8379393,0.4780396,-0.0267297,0.5047693
16,-0.94479644,-0.5204458,"('unpopular', 'popular')",-0.5050065,-0.3456941,0.33108452,0.50543785,-0.3729061,-0.120234,-0.2526721
10,0.9260437,0.33281404,"('unsympathetic', 'sympathetic')",0.43279183,0.27316308,0.324084,-0.0989172,0.5609732,0.16902,0.3919532
