,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
38,0.9191259,0.97095436,"('untruthful', 'truthful')",0.35377368,0.31898856,0.27788115,0.27088228,0.5169269,0.5202751,-0.0033482
28,0.91043335,1.0211087,"('disloyal', 'loyal')",0.0106505975,0.07105992,1.267829,1.2600443,0.7296376,0.784071,-0.0544334
7,0.9000317,0.82593125,"('insensitive', 'sensitive')",0.7541047,0.92182696,0.49628052,0.5394438,0.7168056,0.7624006,-0.045595
66,-0.8932153,-0.43846324,"('inactive', 'active')",-1.32881,-1.0443883,0.26281077,0.56327724,-0.6530716,-0.3065248,-0.3465468
47,0.88075256,0.74629813,"('stupid', 'smart')",0.4552078,0.335828,5.893361,5.6403,2.4097738,2.2408086,0.1689652
12,0.8792025,0.72530144,"('unsupportive', 'supportive')",0.057881825,0.021979183,-1.7860668,-1.7002057,-0.2829942,-0.3176417,0.0346475
63,0.87802887,0.68909186,"('unperceptive', 'insightful')",0.8830064,0.79374194,1.0676484,0.9565816,0.9428945,0.8131385,0.129756
55,0.8314484,0.012232367,"('incompetent', 'clever')",2.6440747,2.3397665,0.31501096,-0.05979822,1.2635113,0.7640669,0.4994444
62,0.80567807,0.38635245,"('incompetent', 'brilliant')",2.722778,2.6956298,0.48510176,0.43587205,1.3378526,1.1726182,0.1652344
83,0.8014529,0.6835344,"('powerless', 'powerful')",0.16618863,0.0534681,-1.0062305,-1.0935335,-0.012863,-0.1188437,0.1059807
27,-0.78806996,-0.60675097,"('hardhearted', 'softhearted')",0.106034204,0.32737988,1.2662622,1.5654093,0.1947421,0.4286794,-0.2339373
42,0.6997977,0.64424276,"('unreliable', 'reliable')",-0.093530394,-0.19336565,-2.5551074,-2.501028,-0.6496134,-0.6833836,0.0337702
75,-0.69768023,-0.3709377,"('meek', 'impulsive')",-0.5934198,-0.56613296,-0.54205406,-0.41805503,-0.6110514,-0.4517086,-0.1593428
48,0.69074386,0.31146252,"('unintelligent', 'intelligent')",1.6377802,1.5227964,0.75685775,0.6713781,1.0284607,0.8352123,0.1932484
84,0.6898937,0.6801848,"('inferior', 'superior')",0.0124277845,0.0690721,0.5031893,0.6163558,0.401837,0.4552042,-0.0533672
59,0.66143566,1.1728042,"('foolish', 'wise')",-1.0618765,-0.9668428,0.005560017,0.32515958,-0.131627,0.1770403,-0.3086673
11,0.6539263,0.24969657,"('unhelpful', 'helpful')",1.6030045,1.4792717,2.6650212,2.4710653,1.6406507,1.4000112,0.2406395
64,-0.6436814,-0.70424193,"('shy', 'confident')",0.27301118,0.12561792,-6.4002647,-6.499208,-2.2569784,-2.3592774,0.102299
34,0.6340437,0.46819022,"('mean', 'honorable')",0.31720912,0.18765569,6.3612857,6.244977,2.4375129,2.3002742,0.1372387
81,0.61775345,-0.260881,"('submissive', 'aggressive')",2.368444,1.9977754,0.1928063,-0.26682496,1.0596679,0.4900231,0.5696448
33,0.6140573,1.2327235,"('wrong', 'right')",-1.3411895,-1.3251245,-0.8992166,-0.62263024,-0.5421162,-0.2383438,-0.3037724
18,-0.6047374,-0.606794,"('disagreeable', 'welcoming')",-0.24887899,-0.32873935,-0.52770174,-0.29442385,-0.4604394,-0.4099857,-0.0504537
25,0.59593743,1.1496332,"('egoistic', 'altruistic')",-0.44829395,-0.2400605,1.1446556,1.3620898,0.4307663,0.7572208,-0.3264545
68,-0.5537355,-0.83723474,"('dependent', 'independent')",0.078236915,0.047837295,-0.59574085,-0.6129372,-0.3570798,-0.4674449,0.1103651
78,-0.5366783,-0.6118627,"('nonresilient', 'resilient')",0.9096224,0.91845953,-0.016921576,0.033882942,0.1186742,0.1134933,0.0051809
79,-0.5331799,-0.034857586,"('wavering', 'unwavering')",-2.2090049,-2.1662657,-0.15634565,0.074672826,-0.9661767,-0.7088168,-0.2573599
74,0.5294173,0.23124973,"('undedicated', 'dedicated')",0.0450425,-0.05078703,0.16862313,0.17032506,0.2476943,0.1169293,0.130765
26,0.4834418,0.5984294,"('hardhearted', 'benevolent')",-0.020745087,0.15931131,0.98891306,1.3805884,0.4838699,0.7127763,-0.2289064
70,0.45261616,-0.009435529,"('lethargic', 'energetic')",0.5738753,0.5483861,0.98660594,0.8500968,0.6710324,0.4630158,0.2080166
80,0.44964328,0.17349443,"('dominated', 'dominating')",1.0929413,1.0340729,-1.2932673,-1.4568312,0.0831058,-0.083088,0.1661938
41,0.4370873,0.20420793,"('unforgiving', 'forgiving')",0.15479988,-0.1485525,0.2631287,0.17027812,0.2850053,0.0753112,0.2096941
88,-0.4248502,-0.4320381,"('low', 'eminent')",0.22849025,0.337996,0.2020671,0.42246675,0.0019024,0.1094749,-0.1075725
69,-0.4132704,0.19845521,"('lazy', 'industrious')",-0.38654357,-0.17210974,-1.0246917,-0.5285339,-0.6081686,-0.1673961,-0.4407725
73,-0.3858519,-0.0007913802,"('helpless', 'self-reliant')",-0.8641884,-0.8069877,-3.730639,-3.4826078,-1.6602265,-1.4301291,-0.2300974
13,0.3699513,-0.045234613,"('impolite', 'polite')",0.0678193,-0.06896459,-0.041262057,-0.2436585,0.1321695,-0.1192859,0.2514554
20,0.3680258,0.17643768,"('rough', 'thoughtful')",1.5186548,1.5084565,0.7801571,0.6515039,0.8889459,0.7787994,0.1101465
82,-0.3556552,-0.7157699,"('poor', 'rich')",1.1653959,1.0963955,6.6985583,6.6514025,2.5027663,2.3440094,0.1587569
86,0.35023287,0.078441426,"('uninfluential', 'influential')",0.57012194,0.4096911,-0.06830585,-0.082663454,0.2840163,0.1351564,0.1488599
57,-0.34361148,-0.48353657,"('unimaginative', 'imaginative')",0.7948505,0.7135916,-2.462555,-2.4778185,-0.6704386,-0.7492545,0.0788159
49,-0.33416688,-0.6115404,"('unable', 'able')",0.64170873,0.6460545,-0.091533296,0.11165656,0.0720028,0.0487236,0.0232792
29,0.31540558,0.47527063,"('unfair', 'fair')",-0.57058173,-0.38469234,-0.7710435,-0.77231264,-0.3420732,-0.2272448,-0.1148284
0,0.3120622,0.0014815927,"('unsociable', 'sociable')",0.76229036,0.5519543,-0.34787405,-0.45027146,0.2421595,0.0343882,0.2077713
8,0.30199453,0.5063916,"('unaffectionate', 'affectionate')",-1.1181676,-0.97199297,0.45078576,0.84889996,-0.1217958,0.1277662,-0.249562
85,0.29614934,1.2125974,"('insignificant', 'prestigious')",-1.7366003,-1.3853973,-0.3922777,0.22849904,-0.6109095,0.0185664,-0.6294759
3,-0.24525875,-0.5159166,"('repellent', 'pleasant')",0.4107644,0.38982883,0.38305753,-0.101789445,0.1828544,-0.0759591,0.2588135
76,0.24235468,-0.25475356,"('anxious', 'daring')",0.83459574,0.68518883,0.6519548,0.30585515,0.5763017,0.2454302,0.3308715
51,-0.23939052,-0.7084643,"('uneducated', 'educated')",1.1189268,0.8907589,0.45136678,0.26042023,0.4436344,0.1475716,0.2960628
15,-0.23660472,-0.16502683,"('boring', 'funny')",-0.32023802,-0.27455872,0.3926447,0.72072315,-0.0547327,0.0937125,-0.1484452
37,-0.23140693,-0.28328228,"('fake', 'genuine')",-0.80896354,-0.7657168,0.5336541,0.47778472,-0.1689055,-0.1904048,0.0214993
45,0.22697365,-0.03958267,"('incompetent', 'competent')",1.0100578,0.9389766,-0.00067739654,-0.14107607,0.412118,0.2527726,0.1593454
61,-0.20603034,-0.12514266,"('illogical', 'logical')",0.54787266,0.7227001,0.026189387,0.13786867,0.1226772,0.245142,-0.1224648
22,-0.15643653,-0.30515453,"('untrustworthy', 'trustworthy')",0.72681886,0.56593555,-1.0516144,-1.1546606,-0.1604107,-0.2979598,0.1375491
53,0.13684955,0.46299022,"('uncreative', 'creative')",0.046006605,0.30212075,0.9416917,1.1931152,0.3748493,0.6527421,-0.2778928
17,-0.106506735,-0.11664976,"('nasty', 'nice')",-0.7276597,-0.7066158,-0.3709037,-0.29759884,-0.40169,-0.3736215,-0.0280685
58,-0.088029034,0.06476608,"('undiscriminating', 'discriminating')",0.24650098,0.35481837,-0.2073618,-0.11141238,-0.0162966,0.102724,-0.1190206
1,0.085329816,0.61129147,"('unfriendly', 'friendly')",-0.83760405,-0.61846715,1.4997144,1.8560722,0.2491467,0.6162988,-0.3671521
54,0.07834541,0.18075821,"('incapable', 'capable')",-0.105946034,0.0066755116,1.0474885,1.3482949,0.3399626,0.5119095,-0.1719469
87,-0.063245945,-0.04216534,"('unsuccessful', 'successful')",0.14248814,0.1353846,0.09039664,0.40142918,0.0565463,0.1648828,-0.1083365
72,0.046549685,-0.022205882,"('unambitious', 'ambitious')",0.28499377,0.2447403,-0.8235118,-0.8669776,-0.1639894,-0.2148144,0.050825
40,-0.040692,0.22064702,"('stingy', 'generous')",-0.50609386,-0.4713705,-1.6779615,-1.6545306,-0.7415824,-0.6350847,-0.1064977
77,0.040284935,0.04158682,"('unmotivated', 'motivated')",1.2909346,1.2799449,-1.1176549,-1.1360141,0.0711882,0.0618392,0.009349
65,0.02059006,-0.5966182,"('insecure', 'secure')",0.80408007,0.5447256,0.15044731,-0.17655435,0.3250391,-0.076149,0.4011881
2,-0.012160569,0.010631153,"('unlikable', 'likable')",-0.078975424,-0.23235482,0.41184777,0.5607591,0.1069039,0.1130118,-0.0061079
