,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,1.7671264,1.8050659,"('lazy', 'industrious')",-0.5741341,-0.54930097,0.5964962,0.6278825,-0.0313863
87,1.4690446,1.4068812,"('unsuccessful', 'successful')",1.1095694,0.9661587,1.289307,1.18652,0.102787
18,-1.4224494,-1.4910767,"('disagreeable', 'welcoming')",-0.80434996,-0.7422282,-1.1133996,-1.1166525,0.0032529
72,-1.3470889,-1.1896933,"('unambitious', 'ambitious')",-1.329128,-1.2351667,-1.3381085,-1.21243,-0.1256785
39,1.3446401,1.2411977,"('exploitative', 'cooperative')",0.18288927,0.14441177,0.7637647,0.6928048,0.0709599
57,-1.3008567,-1.3371856,"('unimaginative', 'imaginative')",-2.22131,-2.4592535,-1.7610834,-1.8982196,0.1371362
73,1.1935787,1.4523505,"('helpless', 'self-reliant')",-3.0627136,-2.8375046,-0.9345675,-0.6925771,-0.2419904
8,-1.1593834,-1.1443341,"('unaffectionate', 'affectionate')",0.42548242,0.6546776,-0.3669505,-0.2448282,-0.1221223
65,-0.9873871,-1.2750784,"('insecure', 'secure')",-0.7474553,-0.97753483,-0.8674212,-1.1263067,0.2588855
33,0.9791831,1.1294062,"('wrong', 'right')",-0.765266,-0.510175,0.1069585,0.3096156,-0.2026571
71,0.94317305,1.2696937,"('diffident', 'self-confident')",0.88114935,0.8816477,0.9121612,1.0756707,-0.1635095
10,-0.92569864,-1.170401,"('unsympathetic', 'sympathetic')",0.3123824,-0.23000793,-0.3066581,-0.7002044,0.3935463
85,0.90960014,1.1673135,"('insignificant', 'prestigious')",0.67756283,1.0273287,0.7935815,1.097321,-0.3037395
55,-0.8505921,-1.2888434,"('incompetent', 'clever')",0.28021783,-0.1584111,-0.2851871,-0.7236273,0.4384402
77,-0.8199416,-0.9092589,"('unmotivated', 'motivated')",-0.98318076,-1.1801281,-0.9015611,-1.0446935,0.1431324
59,0.79933,0.8730513,"('foolish', 'wise')",0.27297845,0.48155457,0.5361542,0.677303,-0.1411488
6,-0.72208756,-0.3677365,"('distant', 'open')",-0.0042019486,0.2825252,-0.3631448,-0.0426056,-0.3205392
84,0.70681554,0.8649033,"('inferior', 'superior')",1.1140914,1.0964137,0.9104534,0.9806585,-0.0702051
26,0.690233,0.9377941,"('hardhearted', 'benevolent')",1.657668,1.8133215,1.1739504,1.3755578,-0.2016074
82,-0.68019056,-0.6996238,"('poor', 'rich')",5.284484,5.446085,2.3021467,2.3732305,-0.0710838
76,-0.6572182,-0.9106152,"('anxious', 'daring')",0.3253225,0.107793376,-0.1659479,-0.4014109,0.235463
37,0.6439291,0.28618926,"('fake', 'genuine')",0.53768826,0.31084406,0.5908087,0.2985167,0.292292
52,-0.64173716,-0.52562803,"('irrational', 'rational')",-0.443232,-0.22664124,-0.5424846,-0.3761346,-0.16635
51,-0.6396754,-1.0112449,"('uneducated', 'educated')",1.0285728,0.78048205,0.1944487,-0.1153814,0.3098301
49,-0.63564485,-0.5746827,"('unable', 'able')",0.012970433,-0.19806384,-0.3113372,-0.3863733,0.0750361
48,-0.6332119,-0.78006446,"('unintelligent', 'intelligent')",0.5037918,0.32399186,-0.0647101,-0.2280363,0.1633262
3,-0.63152826,-0.5895196,"('repellent', 'pleasant')",0.14934498,-0.036133096,-0.2410916,-0.3128264,0.0717348
