,cummins_male,cummins_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-0.6054768,-0.50953627,"('inhospitable', 'hospitable')",0.072995946,0.21111986,-0.2662404,-0.1492082,-0.1170322
74,0.5821291,0.53757125,"('undedicated', 'dedicated')",0.6036035,0.35456374,0.5928663,0.4460675,0.1467988
16,-0.57153326,-0.55747277,"('unpopular', 'popular')",0.29413837,0.31046414,-0.1386974,-0.1235043,-0.0151931
28,-0.5548407,-0.52942383,"('disloyal', 'loyal')",0.93776435,0.9009621,0.1914618,0.1857691,0.0056927
60,-0.5466778,-0.7184002,"('inefficient', 'efficient')",0.043110725,-0.17486703,-0.2517835,-0.4466336,0.1948501
68,-0.5405366,-0.6919534,"('dependent', 'independent')",-0.10478929,-0.3852099,-0.3226629,-0.5385817,0.2159188
53,-0.53786373,-0.25008622,"('uncreative', 'creative')",0.70178556,0.6671715,0.0819609,0.2085426,-0.1265817
17,-0.5179123,-0.52633375,"('nasty', 'nice')",-0.2850276,-0.19114612,-0.4014699,-0.3587399,-0.04273
63,0.51369566,0.40144718,"('unperceptive', 'insightful')",1.5357867,1.1311344,1.0247412,0.7662908,0.2584504
42,-0.510647,-0.8035211,"('unreliable', 'reliable')",-2.8951068,-3.3702354,-1.7028769,-2.0868783,0.3840014
86,-0.48833498,-0.5504284,"('uninfluential', 'influential')",0.45235044,0.139599,-0.0179923,-0.2054147,0.1874224
0,-0.4753936,-0.57067573,"('unsociable', 'sociable')",-0.18844144,-0.5405114,-0.3319175,-0.5555936,0.2236761
14,-0.46516067,-0.46711946,"('antisocial', 'social')",-0.68343484,-0.87171745,-0.5742978,-0.6694185,0.0951207
36,-0.44595623,-0.22993523,"('hostile', 'amicable')",-0.22375026,0.10568076,-0.3348532,-0.0621272,-0.272726
50,0.4194393,0.18885553,"('clumsy', 'skillful')",0.414527,0.3681872,0.4169831,0.2785214,0.1384617
45,-0.41143787,-0.6378812,"('incompetent', 'competent')",-0.105787456,-0.5134194,-0.2586127,-0.5756503,0.3170376
67,0.40265265,0.5382257,"('doubtful', 'determined')",-0.6622032,-0.61841786,-0.1297753,-0.0400961,-0.0896792
15,-0.40087274,-0.24214831,"('boring', 'funny')",0.18527189,0.4265071,-0.1078004,0.0921794,-0.1999798
43,-0.38217545,-0.47802043,"('irresponsible', 'responsible')",0.5635587,0.32195413,0.0906916,-0.0780331,0.1687247
30,-0.37392265,-0.4842698,"('intolerant', 'tolerant')",0.69847685,0.64939046,0.1622771,0.0825603,0.0797168
2,0.36579752,0.36680546,"('unlikable', 'likable')",0.2282269,0.3832008,0.2970122,0.3750031,-0.0779909
41,-0.34152776,-0.42528716,"('unforgiving', 'forgiving')",-0.3371867,-0.37817693,-0.3393572,-0.401732,0.0623748
9,-0.33834633,-0.15861212,"('unaffectionate', 'caring')",1.0074611,1.2004367,0.3345574,0.5209123,-0.1863549
21,-0.32477823,-0.4167221,"('immoral', 'moral')",-0.2889696,-0.65163016,-0.3068739,-0.5341761,0.2273022
75,0.3158642,0.50755864,"('meek', 'impulsive')",-0.4979908,-0.16056904,-0.0910633,0.1734948,-0.2645581
20,-0.2991597,-0.3482837,"('rough', 'thoughtful')",1.1815386,1.0845127,0.4411894,0.3681145,0.0730749
44,0.2962927,0.15871699,"('prejudiced', 'unprejudiced')",-1.6938671,-1.6353197,-0.6987872,-0.7383013,0.0395141
7,-0.29111496,-0.49302477,"('insensitive', 'sensitive')",0.9028173,0.49774227,0.3058512,0.0023587,0.3034925
81,-0.27170065,-0.54525244,"('submissive', 'aggressive')",-0.60621476,-0.86473155,-0.4389577,-0.704992,0.2660343
27,-0.23734242,-0.6554082,"('hardhearted', 'softhearted')",1.5234537,1.1990091,0.6430557,0.2718004,0.3712553
78,0.23487775,0.043229394,"('nonresilient', 'resilient')",0.9968101,0.6113082,0.6158439,0.3272688,0.2885751
61,0.21852498,0.47578326,"('illogical', 'logical')",0.5449697,0.51635987,0.3817473,0.4960716,-0.1143243
5,0.20288402,0.71489817,"('distant', 'outgoing')",-0.49217314,-0.045817547,-0.1446446,0.3345403,-0.4791849
31,-0.19989662,-0.07210779,"('evil', 'good')",-1.0796767,-0.95949674,-0.6397867,-0.5158023,-0.1239844
4,0.198433,0.5233437,"('disliked', 'liked')",-5.7805715,-5.7642093,-2.7910693,-2.6204329,-0.1706364
12,-0.19813031,-0.26022243,"('unsupportive', 'supportive')",-1.3057195,-1.5354924,-0.7519249,-0.8978574,0.1459325
35,0.17341755,0.37600023,"('corrupt', 'incorrupt')",-0.26165923,0.1378977,-0.0441208,0.2569489,-0.3010697
13,-0.16617581,-0.13489935,"('impolite', 'polite')",-0.34757018,-0.45753825,-0.256873,-0.2962188,0.0393458
24,0.16442272,0.13519345,"('dishonest', 'honest')",0.39323872,0.6097806,0.2788307,0.372487,-0.0936563
22,0.1529587,-0.26797524,"('untrustworthy', 'trustworthy')",-1.102215,-1.322875,-0.4746282,-0.7954251,0.3207969
80,0.15197812,-0.14478104,"('dominated', 'dominating')",-0.5371871,-0.8444721,-0.1926045,-0.4946266,0.3020221
62,-0.13925411,-0.14887166,"('incompetent', 'brilliant')",0.25051233,0.13422298,0.0556291,-0.0073243,0.0629534
83,0.13825369,0.40902522,"('powerless', 'powerful')",-0.61271447,-0.64185005,-0.2372304,-0.1164124,-0.120818
1,0.124569416,0.5105042,"('unfriendly', 'friendly')",1.6155093,1.8549502,0.8700393,1.1827272,-0.3126879
66,0.11109641,-0.026386458,"('inactive', 'active')",1.130361,1.0121524,0.6207287,0.492883,0.1278457
88,-0.109254315,0.11207121,"('low', 'eminent')",0.36310852,0.48346978,0.1269271,0.2977705,-0.1708434
11,-0.10773544,-0.26157048,"('unhelpful', 'helpful')",2.0416443,2.001124,0.9669545,0.8697767,0.0971778
29,0.106922776,0.2938711,"('unfair', 'fair')",-0.4249223,-0.5114525,-0.1589998,-0.1087907,-0.0502091
79,-0.10471992,0.12036108,"('wavering', 'unwavering')",0.16879262,0.33592075,0.0320363,0.2281409,-0.1961046
58,0.1020495,0.26071885,"('undiscriminating', 'discriminating')",0.27700385,0.19637543,0.1895267,0.2285471,-0.0390204
23,-0.099894576,0.0041031577,"('insincere', 'sincere')",5.5337305,5.6565876,2.716918,2.8303454,-0.1134274
34,0.096145764,0.17207167,"('mean', 'honorable')",5.838711,5.9681916,2.9674282,3.0701315,-0.1027033
47,-0.06828964,0.028038662,"('stupid', 'smart')",4.784666,4.857536,2.3581882,2.4427872,-0.084599
40,-0.066642225,-0.15045258,"('stingy', 'generous')",-1.2010455,-1.4161559,-0.6338439,-0.7833043,0.1494604
54,0.064866416,0.081140004,"('incapable', 'capable')",0.99384433,1.0768389,0.5293553,0.5789894,-0.0496341
70,0.047506582,-0.49806625,"('lethargic', 'energetic')",0.7057543,0.38175866,0.3766304,-0.0581538,0.4347842
46,0.037924383,-0.2038961,"('uncompetitive', 'competitive')",0.04444514,-0.35742092,0.0411848,-0.2806585,0.3218433
64,0.032459725,-0.04898593,"('shy', 'confident')",-6.6475697,-6.7700286,-3.307555,-3.4095073,0.1019523
32,-0.028268106,0.09059954,"('unkind', 'kind')",1.010264,0.89814293,0.490998,0.4943712,-0.0033732
25,-0.02105971,-0.018778931,"('egoistic', 'altruistic')",1.2019842,1.309023,0.5904622,0.6451221,-0.0546599
38,-0.021040741,0.24496506,"('untruthful', 'truthful')",0.052322708,0.35877088,0.015641,0.301868,-0.286227
56,0.011028089,0.29375416,"('impractical', 'practical')",-0.122944675,-0.19391325,-0.0559583,0.0499205,-0.1058788
