,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
26,1.9073844,2.077118,"('hardhearted', 'benevolent')",1.6674381,1.481538,0.83593655,0.85648644,0.43117583,0.42034644,1.5885702,1.781986,1.286101,1.3234949,-0.0373939
77,-1.5828226,-1.6358522,"('unmotivated', 'motivated')",-1.1234194,-1.539554,-0.36434472,-0.8041441,-0.04124793,-0.16772456,-1.0169312,-1.117769,-0.8257531,-1.0530088,0.2272557
71,1.4632306,1.7211049,"('diffident', 'self-confident')",0.5027834,0.64521056,1.9386038,1.9311205,-0.084469855,-0.0028105974,0.3564998,0.31153366,0.8353295,0.9212317,-0.0859022
73,1.4386669,1.5041658,"('helpless', 'self-reliant')",0.9739205,1.5343789,1.8792732,2.4890828,0.328385,0.512626,-3.3054345,-3.0499284,0.2629622,0.598065,-0.3351028
3,-1.4178939,-1.822329,"('repellent', 'pleasant')",-0.6953826,-0.9433124,-0.048180155,-0.4900829,0.23123325,0.26831773,0.44496495,0.30243206,-0.2970517,-0.5369949,0.2399432
74,1.3187628,0.97204196,"('undedicated', 'dedicated')",0.90442234,0.76393753,0.8809232,0.75372314,0.78697884,0.72775507,0.13038787,0.056451634,0.804295,0.6547819,0.1495131
42,1.3149611,1.1282303,"('unreliable', 'reliable')",0.9933355,1.1733949,0.24937367,0.5188858,-0.5063039,-0.24631235,-2.7626498,-2.6915288,-0.1422567,-0.023466,-0.1187907
20,-1.2074127,-1.6301056,"('rough', 'thoughtful')",-0.30219358,-0.43127444,-0.1898711,-0.250406,-0.3609141,-0.35934424,1.021921,1.1280527,-0.2076941,-0.3086155,0.1009214
6,1.1748179,1.7088648,"('distant', 'open')",0.578088,1.0040205,0.7766283,1.1692544,-1.2556657,-1.3793173,0.45191354,0.82663465,0.3451564,0.6658914,-0.320735
9,1.0801982,1.6474835,"('unaffectionate', 'caring')",-0.2294119,-0.088936135,0.83224344,0.77745664,-0.2565485,-0.17567725,1.3292065,1.6087415,0.5511375,0.7538136,-0.2026761
24,1.0508828,0.8780711,"('dishonest', 'honest')",-0.10152547,0.00556094,0.20970146,-0.048412733,0.34407023,0.624815,1.3039893,1.5051126,0.5614237,0.5930294,-0.0316057
84,1.0273435,1.063873,"('inferior', 'superior')",0.19012168,0.16230835,1.0367788,1.0876267,-0.02230337,-0.17594029,0.6692258,0.70772856,0.5802333,0.5691193,0.011114
45,1.0223804,0.53743064,"('incompetent', 'competent')",1.3537403,0.6851535,0.22443978,-0.14478002,0.9886941,1.1453863,0.08672884,-0.062474266,0.7351966,0.4321432,0.3030534
14,1.004517,0.78753763,"('antisocial', 'social')",0.6716452,0.3120556,-0.098665714,-0.6550681,0.6996834,0.8861821,-0.46570885,-0.71981454,0.3622942,0.1221785,0.2401157
68,-0.99684733,-1.3237234,"('dependent', 'independent')",-0.24670193,-0.1879364,-0.9988923,-1.1190873,-0.9456346,-0.9007162,-0.47219545,-0.50579125,-0.7320543,-0.807451,0.0753967
15,0.99579173,1.4007353,"('boring', 'funny')",0.48704663,0.58129233,1.0650421,1.1406507,-0.4243387,-0.5294579,0.51624495,0.54150826,0.5279573,0.6269457,-0.0989884
29,0.9724199,1.1546967,"('unfair', 'fair')",0.45355913,0.74476415,0.40875444,0.49133652,-0.83523625,-0.82737935,-0.35908926,-0.36058247,0.1280816,0.2405671,-0.1124855
88,-0.9666629,-0.87485826,"('low', 'eminent')",0.24486567,0.12917322,0.027304173,-0.04031593,-0.1145982,-0.22247642,0.080471665,0.33798906,-0.1457239,-0.1340977,-0.0116262
37,0.95519364,0.9885424,"('fake', 'genuine')",0.16186018,0.15982097,0.24432041,0.2996921,-0.09009328,0.077134274,0.53065944,0.6407656,0.3603881,0.4331911,-0.072803
8,0.9358645,1.6768944,"('unaffectionate', 'affectionate')",-0.73233,-0.47921315,-0.018168041,0.35474917,-1.2251897,-1.2485266,0.73393273,1.0526764,-0.0611781,0.2713161,-0.3324942
34,-0.9352023,-0.8728155,"('mean', 'honorable')",-0.20247453,-0.18770505,0.4810001,0.34513912,0.3013908,0.36201036,5.9504232,6.035019,1.1190274,1.1363296,-0.0173022
12,0.9077631,1.0583286,"('unsupportive', 'supportive')",0.42751247,0.4917948,1.0615543,0.9508102,0.2031593,0.34371462,-1.7373493,-1.7415932,0.172528,0.220611,-0.048083
