,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
1,0.88253534,1.2980971,"('unfriendly', 'friendly')",-0.104098395,0.20968154,1.1945864,1.4800406,-0.20807785,-0.15861945,1.7968801,2.2004979,0.7123652,1.0059395,-0.2935743
39,0.8755265,0.8513686,"('exploitative', 'cooperative')",0.23274864,0.15697886,0.42216602,0.24858539,-0.24423896,-0.28775448,0.104177445,0.032000683,0.2780759,0.2002358,0.0778401
44,-0.86782646,-1.0127219,"('prejudiced', 'unprejudiced')",-0.07970126,0.20444229,0.11619282,0.3637314,-0.51258373,-0.40922996,-1.5295745,-1.4925251,-0.5746986,-0.4692606,-0.105438
55,0.86016387,0.38947624,"('incompetent', 'clever')",0.1396646,-0.39760637,-1.9200306,-2.5574992,0.15563494,0.24872941,-0.008798733,-0.14812163,-0.1546732,-0.4930043,0.3383311
11,-0.78603595,-0.91958076,"('unhelpful', 'helpful')",-0.33941302,-0.4336177,0.35770133,-0.009102784,0.20775247,0.39701557,1.9388196,2.0166314,0.2757649,0.2102691,0.0654958
10,-0.78356147,-1.2315029,"('unsympathetic', 'sympathetic')",-0.8278206,-1.5137395,-1.0186819,-1.7415622,-0.051807955,-0.094954275,0.025364012,-0.1398441,-0.5313016,-0.9443206,0.413019
56,0.7803723,0.9167572,"('impractical', 'practical')",-0.20146057,-0.28698105,1.2816868,1.0589237,1.5603744,1.8360465,-0.14618267,-0.18850377,0.654958,0.6672485,-0.0122905
2,0.7781722,0.9084902,"('unlikable', 'likable')",1.1293806,1.1539621,0.7880076,0.5461019,0.5699021,0.6402092,0.46391726,0.53101146,0.745876,0.755955,-0.010079
82,-0.7652226,-0.87972665,"('poor', 'rich')",0.5068755,0.5164882,-1.3653158,-1.4643155,-0.45377705,-0.2580539,6.229009,6.4080124,0.8303139,0.8644809,-0.034167
72,0.7567922,0.5978586,"('unambitious', 'ambitious')",-0.6314497,-0.7421026,0.14871442,-0.067636795,1.571439,1.6076832,-0.44787,-0.29427683,0.2795252,0.2203051,0.0592201
57,0.7490208,0.2822882,"('unimaginative', 'imaginative')",-0.8388643,-1.3642696,-0.7527409,-1.0782323,0.6076165,0.4177192,-2.2388802,-2.450461,-0.4947696,-0.8385911,0.3438215
85,0.7398455,1.3032941,"('insignificant', 'prestigious')",0.49016616,0.88368785,1.3715801,1.9233518,-0.52486604,-0.8229848,0.22450277,0.5169835,0.4602457,0.7608665,-0.3006208
81,-0.70356554,-1.2235135,"('submissive', 'aggressive')",-0.7931582,-1.3726653,-1.1761494,-1.6546284,0.1893242,0.2089739,-1.0490239,-1.1484307,-0.7065145,-1.0380528,0.3315383
63,-0.70125,-0.9786804,"('unperceptive', 'insightful')",0.68133414,0.42749244,-0.07230373,-0.26578304,0.22483046,0.27335885,0.9816006,0.8830235,0.2228423,0.0678823,0.15496
87,0.68637866,0.6919699,"('unsuccessful', 'successful')",1.04333,0.73906803,0.41560027,0.18144292,1.0269446,1.0755749,0.47482294,0.32819563,0.7294153,0.6032503,0.126165
5,0.6663755,1.2964404,"('distant', 'outgoing')",0.41774985,0.92536443,1.2123375,1.6084499,-0.97125286,-1.0048622,-0.18062845,0.118232906,0.2289163,0.5887251,-0.3598088
7,0.66440815,0.45762154,"('insensitive', 'sensitive')",0.30011934,-0.112725645,-0.555667,-0.8632585,-0.116174735,0.035955176,1.1333613,0.9846796,0.2852094,0.1004544,0.184755
48,-0.6233436,-0.5464008,"('unintelligent', 'intelligent')",-0.88951975,-1.2098253,-0.11988215,-0.6257346,-0.3351064,-0.48421392,0.29576057,0.44015357,-0.3344182,-0.4852042,0.150786
61,0.62235993,0.49932644,"('illogical', 'logical')",0.3561587,0.16709249,-0.012542371,-0.29155114,-0.41809115,-0.3892721,0.35760257,0.20559402,0.1810975,0.0382379,0.1428596
25,0.59628624,0.8641238,"('egoistic', 'altruistic')",-0.54876745,-0.37644553,-0.30065826,-0.081579916,0.04452586,0.07976313,1.2335966,1.4369338,0.2049966,0.3845591,-0.1795625
59,0.5462879,0.696271,"('foolish', 'wise')",0.6161228,0.8876405,0.23882894,0.48387986,-0.4809257,-0.5239683,0.21506779,0.45957786,0.2270763,0.4006802,-0.1736039
21,-0.5297665,-0.75545347,"('immoral', 'moral')",-0.6258384,-1.0566568,-0.25017378,-0.982019,-0.034662053,0.003154099,-1.0287482,-1.1596748,-0.4938377,-0.79013,0.2962923
75,-0.5266405,-0.7292792,"('meek', 'impulsive')",0.45406574,0.49303982,0.81177473,0.8928685,-0.09249839,-0.4493178,-0.026733221,-0.10678653,0.1239937,0.0201049,0.1038888
23,-0.5083921,-0.47307235,"('insincere', 'sincere')",-0.6747747,-0.8562016,0.61922,0.20847803,0.7760942,0.96065223,5.945257,6.0800405,1.231481,1.1839793,0.0475017
54,0.50709814,0.7509869,"('incapable', 'capable')",-0.79233944,-0.47287074,0.44501624,0.61627465,-1.0847102,-1.163379,0.9439038,1.1307713,0.0037937,0.1723566,-0.1685629
78,-0.50502247,-0.59664047,"('nonresilient', 'resilient')",-0.5409535,-0.83288026,-0.22014482,-0.42700124,-0.16100545,-0.4887067,-0.046678733,-0.14974593,-0.294761,-0.4989949,0.2042339
32,0.49273157,0.5522452,"('unkind', 'kind')",0.33439767,0.28254563,0.13874455,-0.09013581,-0.013950355,0.22961873,0.79447806,1.0018561,0.3492803,0.395226,-0.0459457
83,0.46033615,0.4797209,"('powerless', 'powerful')",-0.031475373,-0.11045344,0.65934706,0.44638732,0.21795861,0.009144184,-1.1086797,-1.2064153,0.0394974,-0.0763233,0.1158207
67,-0.44020367,-0.44978043,"('doubtful', 'determined')",0.095148474,-0.08741586,1.1950073,0.9876248,0.92442733,0.9674827,-0.34590912,-0.3614848,0.2856941,0.2112853,0.0744088
50,-0.4084903,-0.38264424,"('clumsy', 'skillful')",1.4576619,1.5529493,1.0096807,1.31041,-0.06552,-0.09349221,-0.023784086,0.19152044,0.3939096,0.5157486,-0.121839
4,0.40161955,0.53243655,"('disliked', 'liked')",0.36736086,0.6126368,0.7501106,1.2278492,-0.55579996,-0.4399419,-6.587673,-6.357994,-1.1248764,-0.8850027,-0.2398737
53,-0.40052414,-0.10554595,"('uncreative', 'creative')",-0.89609045,-0.7122364,-0.8349557,-0.62374353,-0.5604613,-0.5576359,1.0329267,1.1730399,-0.331821,-0.1652244,-0.1665966
65,0.3782634,0.1448944,"('insecure', 'secure')",0.000246346,-0.5448351,-0.9003583,-1.7073969,0.109017536,0.14584206,-0.37492165,-0.5408109,-0.1575505,-0.5004612,0.3429107
70,-0.36661795,-0.8539058,"('lethargic', 'energetic')",0.259561,-0.11241304,-0.20866868,-0.47351214,-0.012403278,0.08820301,1.1166817,0.8139127,0.1577106,-0.1075431,0.2652537
58,0.3605685,-0.03131261,"('undiscriminating', 'discriminating')",0.6675289,0.27815393,0.62863874,0.28873256,0.702654,0.5775205,0.21092011,0.07323177,0.5140621,0.2372652,0.2767969
30,0.3425479,0.22742729,"('intolerant', 'tolerant')",0.12652072,-0.10208947,-0.06668042,-0.30228177,0.35567945,0.50207627,1.0473369,1.1091037,0.3610809,0.2868472,0.0742337
76,-0.33711818,-0.4613713,"('anxious', 'daring')",0.5360743,0.38640794,-0.6811872,-0.9157662,0.47620627,0.63458276,0.15155874,0.18496367,0.0291068,-0.0342366,0.0633434
51,-0.32797834,-0.5626343,"('uneducated', 'educated')",0.3739474,0.2214316,-0.88825756,-1.0873532,-0.6580144,-0.5709254,0.18838651,0.17747937,-0.2623833,-0.3644004,0.1020171
16,-0.31054443,-0.2622551,"('unpopular', 'popular')",0.12878242,0.2709006,-1.0073014,-0.7259233,-0.5756265,-0.6150149,0.34748104,0.50008625,-0.2834418,-0.1664413,-0.1170005
35,-0.29268363,-0.009846861,"('corrupt', 'incorrupt')",0.31713676,0.8822074,0.70369846,1.1445148,-0.8686629,-1.0188742,-0.16042863,-0.05172737,-0.060188,0.1892547,-0.2494427
79,0.28410077,0.650354,"('wavering', 'unwavering')",0.23229885,0.5147885,1.0633166,1.5492336,-0.67506987,-0.936516,0.025144497,0.06900678,0.1859582,0.3693733,-0.1834151
69,0.27027112,0.4675108,"('lazy', 'industrious')",1.4562483,1.7191656,1.452824,1.8133891,0.31703463,0.26095396,-0.59804636,-0.53836423,0.5796663,0.744531,-0.1648647
19,-0.2599738,0.09761414,"('inhospitable', 'hospitable')",0.0757205,0.41349137,0.65311646,0.9907398,-1.2790798,-1.0685318,-0.0076464843,0.13434134,-0.1635726,0.113531,-0.2771036
43,0.25307828,0.1702455,"('irresponsible', 'responsible')",-0.4630929,-0.43211716,0.016425904,-0.3878879,0.009586431,0.09106817,0.81558794,0.817138,0.1263171,0.0516893,0.0746278
47,0.25130847,0.38432533,"('stupid', 'smart')",0.6423895,0.72982705,-0.24911141,-0.20261514,0.5790786,0.89846253,5.7564435,5.867289,1.3960217,1.5354578,-0.1394361
86,0.23402666,-0.04529342,"('uninfluential', 'influential')",-0.63539344,-1.2479321,-0.18441465,-0.8926219,0.33471525,0.19778094,0.015019439,-0.18684861,-0.0472094,-0.434983,0.3877736
40,0.22930281,0.26781112,"('stingy', 'generous')",-0.3155266,-0.421668,0.32832235,0.30108428,-0.45612666,-0.39239788,-1.6415775,-1.5852752,-0.3711211,-0.3660891,-0.005032
66,0.19730344,0.09796273,"('inactive', 'active')",0.8007438,0.8555722,-0.16870983,-0.111870974,-0.6593448,-0.79433435,1.0916637,0.9509974,0.2523313,0.1996654,0.0526659
31,0.18872672,0.5467206,"('evil', 'good')",-0.29800582,0.06316629,-0.33134657,-0.008065421,-1.1488328,-1.2773485,-0.82090527,-0.7625332,-0.4820727,-0.2876121,-0.1944606
80,0.1874552,-0.62649983,"('dominated', 'dominating')",0.36652696,-0.3118836,-0.5205571,-1.0446017,0.69020325,0.67593145,-1.1254412,-1.4287778,-0.0803626,-0.5471663,0.4668037
33,-0.18702896,-0.08158416,"('wrong', 'right')",0.61496687,0.7536123,1.2805517,1.3371872,-0.048205163,-0.15177912,-0.36610723,-0.39621258,0.2588355,0.2922447,-0.0334092
52,0.16691883,0.6101838,"('irrational', 'rational')",0.03454315,0.3576049,1.0716927,1.2153991,-0.9655389,-1.2980365,-0.5416488,-0.38654497,-0.0468066,0.0997213,-0.1465279
22,0.16596143,-0.39740855,"('untrustworthy', 'trustworthy')",0.939506,0.7063083,-0.058472387,-0.44183707,0.24958877,0.292158,-0.39023328,-0.65551406,0.1812701,-0.0992587,0.2805288
27,-0.16485193,-0.096236825,"('hardhearted', 'softhearted')",-0.63594925,-0.7406662,-0.19970936,-0.32632166,-0.9557859,-0.82783693,1.5737082,1.5212855,-0.0765176,-0.0939552,0.0174376
28,0.15907827,0.065517046,"('disloyal', 'loyal')",0.27323854,0.015955575,-0.07948642,-0.43006167,-0.55807745,-0.5141103,0.8272753,0.9984215,0.1244056,0.0271444,0.0972612
60,-0.13859783,-0.26785854,"('inefficient', 'efficient')",-0.06721044,-0.32061478,-0.31394804,-0.68601865,1.3734529,1.7899331,-0.11863748,0.017108034,0.1470118,0.1065098,0.040502
13,-0.12892722,-0.15274742,"('impolite', 'polite')",-0.42214033,-0.49539798,0.22279996,-0.2365144,0.5083611,0.6921307,-0.22423834,-0.2521096,-0.008829,-0.0889277,0.0800987
41,0.12718725,0.14440256,"('unforgiving', 'forgiving')",-0.24556781,-0.35686314,-0.2659115,-0.60776645,0.18820031,0.29927555,-0.085637756,-0.13497011,-0.0563459,-0.1311843,0.0748384
49,0.09743941,0.26629323,"('unable', 'able')",-0.80222875,-0.63407576,0.119616754,-0.0012298487,-1.0198333,-0.9826343,-0.47334093,-0.3258435,-0.4156694,-0.335498,-0.0801714
38,-0.07225475,-0.15910976,"('untruthful', 'truthful')",0.27586228,0.48974696,1.0517229,1.0052984,0.7568118,0.7070201,0.15477893,0.30291784,0.4333842,0.4691747,-0.0357905
17,0.043933436,0.0066380044,"('nasty', 'nice')",-0.108091146,-0.2750759,0.64327914,0.68097883,0.75207466,0.72815317,-0.25583938,-0.19819956,0.2150713,0.1884989,0.0265724
36,0.04258284,0.44966906,"('hostile', 'amicable')",0.06355578,0.14389272,0.1354256,0.6657957,-1.3824344,-1.5322741,0.13453926,0.24710456,-0.2012662,-0.0051624,-0.1961038
0,-0.041435473,-0.11707274,"('unsociable', 'sociable')",0.031126972,-0.28124952,0.08922056,-0.3543392,0.84925956,0.97603875,-0.25239697,-0.30643559,0.1351549,-0.0166117,0.1517666
64,-0.03178114,-0.2313621,"('shy', 'confident')",0.11385022,-0.03954433,0.40311497,-0.049686443,0.28288323,0.2259832,-6.8241873,-7.029339,-1.211224,-1.4247897,0.2135657
18,0.021405712,0.06623391,"('disagreeable', 'welcoming')",0.17641622,0.46423742,-0.3303485,-0.33164728,-1.3119072,-1.1962703,-0.59556895,-0.4966985,-0.4080005,-0.298829,-0.1091715
46,0.009904008,-0.79259795,"('uncompetitive', 'competitive')",0.16820353,-0.742901,-0.98950976,-1.704735,0.9034711,0.701864,-0.7446632,-1.0513234,-0.1305189,-0.7179387,0.5874198
62,-0.00023515522,-0.27107227,"('incompetent', 'brilliant')",-0.78198016,-1.0393711,-0.41127813,-0.9445527,0.18798366,0.2672694,0.0660025,0.18801679,-0.1879014,-0.359942,0.1720406
