,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
47,-0.84470403,-0.83311003,"('stupid', 'smart')",0.6945971,0.6895848,6.222907,6.540512,2.0242667,2.132329,-0.1080623
1,-0.83957136,-0.992377,"('unfriendly', 'friendly')",0.42105117,0.14414188,1.7405628,1.7515408,0.4406809,0.3011019,0.139579
28,0.82406896,0.4513808,"('disloyal', 'loyal')",-0.027561514,-0.17123838,1.1460575,0.9777822,0.6475217,0.4193082,0.2282135
82,-0.78633064,-0.6198389,"('poor', 'rich')",0.15014914,0.118734345,6.409234,6.7158036,1.9243509,2.0715664,-0.1472155
25,-0.78460985,-0.58293355,"('egoistic', 'altruistic')",-0.06998833,0.061530754,0.60979235,0.87868017,-0.0816019,0.1190925,-0.2006944
12,0.7731927,0.60393417,"('unsupportive', 'supportive')",1.5501162,1.4782163,-1.7687566,-2.118882,0.1848508,-0.0122438,0.1970946
80,0.77199674,0.7643421,"('dominated', 'dominating')",-0.100015245,-0.071683675,-0.33255386,-0.5960405,0.1131425,0.032206,0.0809365
11,0.7715834,0.6771374,"('unhelpful', 'helpful')",0.64329135,0.6352828,2.179293,2.0017142,1.1980559,1.1047115,0.0933444
77,-0.764193,-0.92975616,"('unmotivated', 'motivated')",1.4492452,1.3265138,-0.71285164,-0.8956005,-0.0092665,-0.166281,0.1570145
64,0.758431,0.51519316,"('shy', 'confident')",0.7440807,0.7426972,-6.1495037,-6.667976,-1.5489972,-1.8033619,0.2543647
34,-0.6991121,-0.8322978,"('mean', 'honorable')",0.36732993,0.1346268,5.551028,5.7744603,1.7397485,1.6922631,0.0474854
5,-0.6963524,-0.6247275,"('distant', 'outgoing')",1.0345486,1.07831,-0.26027438,0.0161299,0.0259739,0.1565708,-0.1305969
85,-0.6847415,-0.67963874,"('insignificant', 'prestigious')",1.1913681,1.1474222,-0.7308218,-0.56222874,-0.0747317,-0.0314818,-0.0432499
4,-0.67669946,-0.81787217,"('disliked', 'liked')",-0.009425802,-0.14917453,-5.9254656,-6.6252036,-2.2038636,-2.5307501,0.3268865
84,0.6756968,0.63201284,"('inferior', 'superior')",0.4233191,0.41189584,0.24672626,0.3139314,0.4485807,0.4526134,-0.0040327
6,-0.6370533,-0.65158594,"('distant', 'open')",0.4972012,0.5611834,0.10854709,0.45565006,-0.010435,0.1217492,-0.1321842
49,-0.5902168,-0.53185964,"('unable', 'able')",-0.26972634,-0.048974283,0.18534079,0.37888747,-0.2248675,-0.0673155,-0.157552
10,0.588035,0.11116292,"('unsympathetic', 'sympathetic')",-0.2754872,-0.5418865,0.39064258,0.024527136,0.2343968,-0.1353988,0.3697956
18,0.5855024,0.69062746,"('disagreeable', 'welcoming')",0.47217965,0.47689122,-0.985043,-0.9239006,0.024213,0.081206,-0.056993
35,-0.57873476,-0.4051691,"('corrupt', 'incorrupt')",-1.0378149,-0.8053796,-1.0535579,-0.72528946,-0.8900358,-0.6452794,-0.2447564
41,-0.5766918,-0.8098468,"('unforgiving', 'forgiving')",0.50935376,0.36455062,0.05854395,-0.32151076,-0.0029314,-0.2556023,0.2526709
67,0.57147545,1.0157806,"('doubtful', 'determined')",-0.11312966,0.16139665,-0.9663868,-0.6906329,-0.169347,0.1621814,-0.3315284
21,0.5615429,0.4704675,"('immoral', 'moral')",0.28239018,0.16698638,-0.7615073,-1.0338317,0.0274753,-0.1321259,0.1596012
88,0.5535142,0.27600086,"('low', 'eminent')",-0.32512707,-0.33998382,-0.05994562,-0.11916831,0.0561472,-0.0610504,0.1171976
7,0.54098487,0.007851921,"('insensitive', 'sensitive')",0.31307143,0.020729493,0.55057913,0.0023428546,0.4682118,0.0103081,0.4579037
62,0.53478616,0.5817548,"('incompetent', 'brilliant')",1.3238622,1.4197806,1.095408,0.9832514,0.9846854,0.9949289,-0.0102435
72,0.5148471,0.54868424,"('unambitious', 'ambitious')",1.182394,1.4836487,-0.06367729,0.13801916,0.5445213,0.7234507,-0.1789294
8,-0.503838,-0.4456499,"('unaffectionate', 'affectionate')",-0.4648899,-0.39450175,0.33889493,0.76715916,-0.2099443,-0.0243308,-0.1856135
66,0.4899059,0.40086204,"('inactive', 'active')",1.7176167,1.4844847,0.7931487,0.6892288,1.0002238,0.8581918,0.142032
40,0.45171946,0.4636796,"('stingy', 'generous')",0.94568634,0.97144425,-2.0608687,-2.4101498,-0.2211543,-0.3250086,0.1038543
38,0.44888052,0.3925411,"('untruthful', 'truthful')",0.7597427,0.9181709,0.655254,0.6486909,0.6212924,0.6531343,-0.0318419
3,-0.4459161,-0.5185172,"('repellent', 'pleasant')",0.12400706,-0.016495783,0.6572404,0.41038927,0.1117771,-0.0415412,0.1533183
79,0.4414663,0.24950689,"('wavering', 'unwavering')",0.37198797,0.37055567,-0.32763892,-0.1135359,0.1619384,0.1688422,-0.0069038
63,0.43929192,0.2906812,"('unperceptive', 'insightful')",0.94946635,0.91903985,1.3723736,1.0482497,0.9203773,0.7526569,0.1677204
74,0.42489105,0.3286559,"('undedicated', 'dedicated')",0.77251935,0.7371998,0.16365708,-0.03501,0.4536891,0.3436153,0.1100738
30,0.40637124,0.32490143,"('intolerant', 'tolerant')",0.72996813,0.63455397,1.2791995,1.0727432,0.8051796,0.6773995,0.1277801
0,-0.3972459,-0.5703427,"('unsociable', 'sociable')",0.26382512,0.009892236,-0.11476155,-0.51266795,-0.0827275,-0.3577061,0.2749786
9,0.39055547,0.31451693,"('unaffectionate', 'caring')",0.80831367,0.8232957,0.9465136,1.1602155,0.7151275,0.7660093,-0.0508818
75,-0.38175339,-0.034363907,"('meek', 'impulsive')",0.7168107,0.96705174,-0.83902633,-0.5816018,-0.1679897,0.1170287,-0.2850184
26,0.36995515,0.22003515,"('hardhearted', 'benevolent')",1.6628923,1.33833,1.7499751,1.4161068,1.2609409,0.9914907,0.2694502
23,0.3675901,0.14670347,"('insincere', 'sincere')",0.7839675,0.72448754,6.0356364,6.0799904,2.3957313,2.3170605,0.0786708
71,0.36547258,0.4755636,"('diffident', 'self-confident')",1.2930328,1.1944778,0.15422359,0.09642651,0.604243,0.5888226,0.0154204
15,0.3550472,0.36626104,"('boring', 'funny')",0.3506411,0.37699634,0.13139325,0.34130317,0.2790272,0.3615202,-0.082493
69,-0.3249429,-0.36404055,"('lazy', 'industrious')",1.5344572,1.5978838,-0.6911712,-0.6158401,0.1727811,0.2060011,-0.03322
45,-0.3157069,-0.68283015,"('incompetent', 'competent')",-0.14607812,-0.44917524,1.0320638,0.29173002,0.1900929,-0.2800918,0.4701847
2,0.30498368,0.43525428,"('unlikable', 'likable')",2.5520108,2.5841477,0.47080582,0.69291747,1.1092668,1.2374398,-0.128173
59,-0.29955888,-0.14121746,"('foolish', 'wise')",0.8530383,1.048613,0.20208389,0.5615596,0.2518544,0.4896517,-0.2377973
14,0.27420145,0.16374654,"('antisocial', 'social')",1.3692607,1.1616896,0.02723418,-0.56445825,0.5568988,0.2536593,0.3032395
20,0.26403192,0.37020782,"('rough', 'thoughtful')",0.883631,0.9078638,1.1988399,1.1761537,0.7821676,0.8180751,-0.0359075
17,-0.2549318,-0.5164821,"('nasty', 'nice')",0.2647618,0.16482063,-0.45791954,-0.6243228,-0.1493632,-0.3253281,0.1759649
19,-0.24324861,0.03152051,"('inhospitable', 'hospitable')",-0.8244898,-0.7710433,-0.92139745,-0.70380205,-0.6630453,-0.4811083,-0.181937
61,0.23702553,-0.02441126,"('illogical', 'logical')",1.3011074,0.9948396,0.46338308,0.109965056,0.667172,0.3601311,0.3070409
32,-0.23377165,-0.30262303,"('unkind', 'kind')",0.23011802,0.1714936,0.9119379,0.7867699,0.3027614,0.2185468,0.0842146
57,-0.2236293,-0.74019796,"('unimaginative', 'imaginative')",1.0185521,0.7250419,-1.4409118,-2.0640633,-0.2153297,-0.6930731,0.4777434
27,0.22204679,-0.03259764,"('hardhearted', 'softhearted')",0.151214,0.014953682,0.65513057,0.5075236,0.3427971,0.1632932,0.1795039
50,0.19639367,-0.047407605,"('clumsy', 'skillful')",0.6132427,0.6307948,-0.30897576,-0.044548795,0.1668869,0.1796128,-0.0127259
22,-0.18460707,-0.29572415,"('untrustworthy', 'trustworthy')",-0.626532,-0.7908887,-0.37202471,-0.54157966,-0.394388,-0.5427309,0.1483429
87,0.1772576,0.19815488,"('unsuccessful', 'successful')",1.5666914,1.3877264,1.1870297,0.8198192,0.9769929,0.8019002,0.1750927
68,0.14841448,-0.06575311,"('dependent', 'independent')",-1.5784519,-1.5676599,-0.73160064,-0.79433554,-0.720546,-0.8092495,0.0887035
13,0.1333737,0.039571326,"('impolite', 'polite')",0.24510852,-0.088183895,0.1922842,-0.13879545,0.1902555,-0.0624693,0.2527248
54,-0.073384814,0.099863574,"('incapable', 'capable')",1.3018315,1.4026878,0.82157874,1.33116,0.6833418,0.9445704,-0.2612286
33,-0.06987206,0.15052536,"('wrong', 'right')",1.0016843,1.0824752,-0.69199455,-0.47938254,0.0799392,0.251206,-0.1712668
44,-0.064179435,0.31316355,"('prejudiced', 'unprejudiced')",-0.44793457,-0.1321545,-1.6180129,-1.4212328,-0.7100423,-0.4134079,-0.2966344
37,-0.05874201,-0.37999263,"('fake', 'genuine')",-1.7892843,-1.827671,-0.0327729,0.09727771,-0.6269331,-0.703462,0.0765289
46,0.0505397,-0.3736456,"('uncompetitive', 'competitive')",0.62629616,0.3022771,-0.21315181,-0.7904516,0.1545613,-0.2872734,0.4418347
55,0.04325456,-0.08106035,"('incompetent', 'clever')",-0.035377104,-0.15557522,0.9954049,0.52733123,0.3344274,0.0968986,0.2375288
86,-0.032250725,-0.62746924,"('uninfluential', 'influential')",-0.48352712,-0.7865541,0.029917076,-0.4562201,-0.1619536,-0.6234145,0.4614609
58,0.006759092,-0.25835693,"('undiscriminating', 'discriminating')",1.2714895,0.8801849,0.5718142,0.20414944,0.6166876,0.2753258,0.3413618
83,-0.0040908307,-0.0036559366,"('powerless', 'powerful')",1.6253291,1.7268183,-1.1043094,-0.95628047,0.1723096,0.2556273,-0.0833177
