,american_male,american_female,tuple,capital_male,capital_female,ltd_male,ltd_female,average_male,average_female,male-female
16,-2.2153223,-2.019791,"('unpopular', 'popular')",0.010872621,-0.035261825,0.20008498,0.14145479,-0.6681216,-0.637866,-0.0302556
36,-1.8307275,-1.8941857,"('hostile', 'amicable')",-0.28892767,-0.4609128,0.014021043,0.23048708,-0.701878,-0.7082038,0.0063258
31,-1.6762183,-1.791856,"('evil', 'good')",-0.41631556,-0.51504546,-1.039871,-1.0465083,-1.0441349,-1.1178033,0.0736684
39,1.559425,1.6005425,"('exploitative', 'cooperative')",0.2978402,0.3251826,-0.086747,-0.03935209,0.5901727,0.628791,-0.0386183
73,1.5056028,1.5028249,"('helpless', 'self-reliant')",1.01737,1.068324,-3.4243014,-3.3985636,-0.3004429,-0.2758049,-0.024638
78,-1.4221182,-1.0730762,"('nonresilient', 'resilient')",0.71984816,0.82005966,0.37818196,0.2910436,-0.1080294,0.0126757,-0.1207051
24,1.3970425,1.0596018,"('dishonest', 'honest')",-0.32667157,-0.44490415,0.4596797,0.39844015,0.5100169,0.3377126,0.1723043
70,1.2255646,0.81833094,"('lethargic', 'energetic')",0.6300864,0.39398015,0.77664757,0.42912817,0.8774328,0.5471464,0.3302864
56,1.2177587,1.1587459,"('impractical', 'practical')",1.1857321,1.0365039,0.7027454,0.38007998,1.0354121,0.8584433,0.1769688
42,1.1896628,0.8455555,"('unreliable', 'reliable')",1.2092928,1.0406134,-2.8342571,-3.045174,-0.1451005,-0.386335,0.2412345
76,1.1709129,1.0583005,"('anxious', 'daring')",1.0764061,1.0661112,0.5030794,0.45747757,0.9167995,0.8606297,0.0561698
81,1.15193,1.0877084,"('submissive', 'aggressive')",1.49901,1.5071726,-0.15248439,-0.40269032,0.8328185,0.7307302,0.1020883
52,-1.0896409,-0.89103675,"('irrational', 'rational')",0.231873,0.29155847,-0.6494256,-0.29322505,-0.5023978,-0.2975678,-0.20483
43,1.0764873,0.99523324,"('irresponsible', 'responsible')",0.9532534,0.8081796,1.0569656,0.7035279,1.0289021,0.8356469,0.1932552
53,-1.0310473,-1.1501964,"('uncreative', 'creative')",1.0486996,0.78682333,0.59417915,0.67871493,0.2039438,0.1051139,0.0988299
29,-0.99365497,-0.9586457,"('unfair', 'fair')",-0.19312496,-0.14136906,-0.612133,-0.5869728,-0.5996377,-0.5623292,-0.0373085
48,0.94365686,0.69607663,"('unintelligent', 'intelligent')",-0.09247962,-0.13526532,0.6992325,0.47269547,0.5168033,0.3445023,0.172301
60,0.89840937,0.73364556,"('inefficient', 'efficient')",0.71631664,0.5955699,0.8402092,0.5111717,0.8183118,0.6134624,0.2048494
51,0.88752496,0.75449437,"('uneducated', 'educated')",0.125209,0.10912019,0.24960138,0.024530541,0.4207784,0.2960484,0.12473
65,0.87461525,0.62415946,"('insecure', 'secure')",0.23962042,-0.07340599,0.7695613,0.5720369,0.6279323,0.3742634,0.2536689
