,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
48,0.71144754,0.41680965,"('unintelligent', 'intelligent')",0.22045937,0.085717544,0.7771519,0.74718434,0.5696863,0.4165705,0.1531158
33,0.6792065,0.7518497,"('wrong', 'right')",1.0760258,1.1708014,-0.8822675,-0.79613495,0.2909883,0.3755054,-0.0845171
51,-0.6621624,-0.77368397,"('uneducated', 'educated')",-0.0700472,-0.272296,0.033461846,-0.095921285,-0.2329159,-0.3806338,0.1477179
84,0.6569933,0.686164,"('inferior', 'superior')",0.5534478,0.6454042,0.35850555,0.36849114,0.5229822,0.5666865,-0.0437043
75,-0.6384454,-0.41781583,"('meek', 'impulsive')",-0.90652925,-0.8593396,-1.0060475,-0.8976365,-0.8503407,-0.7249306,-0.1254101
66,-0.62545013,-0.65396905,"('inactive', 'active')",-0.010137573,0.05006159,0.25120586,0.2000009,-0.1281273,-0.1346355,0.0065082
49,-0.6196119,-0.9231827,"('unable', 'able')",-1.1778588,-1.2967812,0.00030395854,-0.18876715,-0.5990556,-0.8029104,0.2038548
24,0.61880314,0.41917628,"('dishonest', 'honest')",0.72720903,0.62837976,0.55947715,0.47270703,0.6351631,0.5067544,0.1284087
81,0.5923705,0.17203611,"('submissive', 'aggressive')",1.0482355,0.90577316,-0.22070733,-0.41886744,0.4732996,0.2196473,0.2536523
13,0.5856562,0.15037201,"('impolite', 'polite')",0.5355923,0.30093575,-0.3422286,-0.65625554,0.2596733,-0.0683159,0.3279892
30,0.5659826,0.38196295,"('intolerant', 'tolerant')",0.13674772,0.09351353,0.3611835,0.3919943,0.3546379,0.2891569,0.065481
29,-0.5424778,-0.53948355,"('unfair', 'fair')",-0.1142766,-0.08031138,-0.24500953,-0.1588754,-0.300588,-0.2595568,-0.0410312
26,-0.5265218,-0.23548254,"('hardhearted', 'benevolent')",1.4142994,1.7293956,0.65879154,1.0265802,0.515523,0.8401644,-0.3246414
3,0.50833654,0.30075702,"('repellent', 'pleasant')",-0.28200713,-0.40195754,1.1522529,0.9319762,0.4595275,0.2769252,0.1826023
41,-0.5083258,-0.50509226,"('unforgiving', 'forgiving')",0.45157537,0.31739983,-0.48447734,-0.38024557,-0.1804093,-0.1893127,0.0089034
7,0.49435264,0.095307656,"('insensitive', 'sensitive')",-0.043579858,-0.076562315,0.7360007,0.5608825,0.3955912,0.1932093,0.2023819
88,-0.4867145,-0.5593923,"('low', 'eminent')",-0.11197751,-0.17463845,-0.59531355,-0.67995924,-0.3980018,-0.47133,0.0733282
69,-0.4432073,-0.35121417,"('lazy', 'industrious')",0.871713,0.9023612,-1.2963375,-1.1520693,-0.2892773,-0.2003074,-0.0889699
63,0.39591274,0.22816822,"('unperceptive', 'insightful')",0.3660274,0.30150303,0.49199274,0.31288546,0.4179776,0.2808522,0.1371254
0,0.37103304,0.092250496,"('unsociable', 'sociable')",0.28841248,0.13480401,0.067403674,-0.14591458,0.2422831,0.0270466,0.2152365
87,-0.36584267,-0.61325955,"('unsuccessful', 'successful')",1.1656078,0.90870637,0.7627499,0.5034984,0.5208383,0.2663151,0.2545232
64,0.3580925,0.06353462,"('shy', 'confident')",0.09999584,-0.14462501,-6.38168,-6.5231066,-1.9745305,-2.201399,0.2268685
77,-0.356797,-0.74788684,"('unmotivated', 'motivated')",-0.4214478,-0.64048016,-0.67328584,-0.84266824,-0.4838436,-0.7436784,0.2598348
52,-0.3279016,-0.0226136,"('irrational', 'rational')",-0.98804444,-0.948783,-0.4759539,-0.1970618,-0.5973,-0.3894861,-0.2078139
45,-0.30568868,-0.6830986,"('incompetent', 'competent')",0.022533178,-0.24093516,0.09490095,-0.1944007,-0.0627515,-0.3728115,0.31006
14,0.2994552,-0.050678536,"('antisocial', 'social')",1.305515,1.0229545,-0.11544676,-0.30534628,0.4965078,0.2223099,0.2741979
25,-0.2947102,-0.1394045,"('egoistic', 'altruistic')",-0.43115175,-0.32738456,0.9065047,1.1482813,0.0602143,0.2271641,-0.1669498
28,-0.2910464,-0.39423057,"('disloyal', 'loyal')",0.44223,0.32338077,1.2242038,1.1385928,0.4584625,0.3559144,0.1025481
73,0.27915967,0.7303285,"('helpless', 'self-reliant')",0.44175538,0.56236094,-3.6527169,-3.504131,-0.9772673,-0.7371472,-0.2401201
27,-0.27448156,-0.43726626,"('hardhearted', 'softhearted')",-0.9830091,-0.9954743,1.1176924,1.0597476,-0.0465994,-0.124331,0.0777316
71,-0.24444339,-0.3915577,"('diffident', 'self-confident')",1.6792084,1.6450475,0.29259393,0.2044916,0.5757863,0.4859938,0.0897925
32,-0.20504716,-0.33778882,"('unkind', 'kind')",0.5945061,0.66579616,0.6209938,0.6146994,0.3368176,0.3142356,0.022582
59,-0.1973115,-0.092511594,"('foolish', 'wise')",0.1653811,0.25510773,-0.43073833,-0.20113215,-0.1542229,-0.0128453,-0.1413776
34,-0.1888529,-0.37679648,"('mean', 'honorable')",0.0981653,-0.04100169,5.4329305,5.379139,1.7807476,1.6537803,0.1269673
20,-0.18000959,-0.07367715,"('rough', 'thoughtful')",0.29399818,0.31507388,0.90971106,0.8884777,0.3412332,0.3766248,-0.0353916
21,0.17107354,-0.26523662,"('immoral', 'moral')",0.852806,0.7129889,-0.099439815,-0.34703636,0.3081466,0.033572,0.2745746
47,0.16142182,0.021866677,"('stupid', 'smart')",0.22683316,0.1333085,5.550686,5.576596,1.979647,1.9105903,0.0690567
22,0.1602076,-0.3637656,"('untrustworthy', 'trustworthy')",0.57405627,0.3932456,-0.73481524,-0.8739858,-0.0001838,-0.2815019,0.2813181
18,-0.15980048,-0.4296441,"('disagreeable', 'welcoming')",0.74117184,0.7404887,-0.8724572,-0.8072953,-0.0970286,-0.1654836,0.068455
2,-0.15800768,-0.43271673,"('unlikable', 'likable')",0.6945971,0.47275078,0.46138448,0.4849566,0.332658,0.1749969,0.1576611
57,-0.1568869,-0.26436245,"('unimaginative', 'imaginative')",-0.90058964,-0.9596335,-2.9815187,-3.0490646,-1.3463318,-1.4243536,0.0780218
58,-0.14787783,-0.0715947,"('undiscriminating', 'discriminating')",-0.24478051,-0.2640958,-0.18624598,-0.118821904,-0.1929681,-0.1515041,-0.041464
42,-0.14786652,-0.07714203,"('unreliable', 'reliable')",0.3074453,0.41305903,-2.6975553,-2.6777086,-0.8459922,-0.7805972,-0.065395
38,0.12254945,0.11329833,"('untruthful', 'truthful')",0.5716438,0.51120496,-0.57576114,-0.52093357,0.0394774,0.0345232,0.0049542
17,0.09309819,0.16125855,"('nasty', 'nice')",-0.38562074,-0.31711656,-0.86187935,-0.7776705,-0.3848006,-0.3111762,-0.0736244
68,0.084260255,-0.19473022,"('dependent', 'independent')",-0.68500483,-0.98096555,-0.9507985,-1.233541,-0.517181,-0.803079,0.285898
37,0.07830361,-0.07289431,"('fake', 'genuine')",-0.01520104,-0.111408554,0.22232617,0.16065326,0.0951429,-0.0078832,0.1030261
83,0.06324318,0.06010647,"('powerless', 'powerful')",0.2114432,0.18879883,-0.86131895,-0.8394364,-0.1955442,-0.1968437,0.0012995
86,-0.052309997,-0.37124947,"('uninfluential', 'influential')",-0.28961176,-0.3686313,-0.1642969,-0.37718895,-0.1687396,-0.3723566,0.203617
9,0.044763424,0.04307615,"('unaffectionate', 'caring')",-0.26650205,-0.16818409,1.0683633,1.1261538,0.2822082,0.333682,-0.0514738
61,-0.0418358,-0.29224825,"('illogical', 'logical')",0.0238614,-0.0993736,0.5585684,0.46048588,0.180198,0.0229547,0.1572433
