,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
39,1.6492662,1.6396677,"('exploitative', 'cooperative')",0.027600145,0.017329548,0.00625337,0.008386441,0.5610399,0.5551279,0.005912
31,-1.3270713,-1.2962123,"('evil', 'good')",-0.5030669,-0.63695306,-0.5427417,-0.6083963,-0.79096,-0.8471872,0.0562272
24,1.3092873,1.2491773,"('dishonest', 'honest')",-1.1398065,-1.1754171,0.50165796,0.45550376,0.2237129,0.1764213,0.0472916
2,1.2111615,1.2275372,"('unlikable', 'likable')",0.26967907,0.30586314,0.34535167,0.41632572,0.6087308,0.6499087,-0.0411779
9,1.181376,1.1202486,"('unaffectionate', 'caring')",-0.0068258457,-0.0030654855,1.0014722,0.96164024,0.7253408,0.6929411,0.0323997
72,1.1738428,1.2001251,"('unambitious', 'ambitious')",-0.15579046,-0.17478491,-1.0415627,-1.0384437,-0.0078368,-0.0043678,-0.003469
57,-1.1117835,-1.2245595,"('unimaginative', 'imaginative')",-0.7424912,-0.80605215,-2.7350185,-2.8437817,-1.5297645,-1.6247978,0.0950333
76,1.090391,1.1262211,"('anxious', 'daring')",-1.0181054,-0.97426856,-0.047857154,0.06150187,0.0081428,0.0711515,-0.0630087
16,-1.0754179,-0.97719187,"('unpopular', 'popular')",0.10953129,0.06640598,0.62654316,0.677131,-0.1131145,-0.077885,-0.0352295
73,1.0658019,1.0888411,"('helpless', 'self-reliant')",-0.3350358,-0.34026173,-3.3764186,-3.3575077,-0.8818842,-0.8696427,-0.0122415
5,-1.0220631,-1.036648,"('distant', 'outgoing')",-0.2677101,-0.22728536,-0.23120748,-0.1537999,-0.5069936,-0.4725778,-0.0344158
58,-0.98237884,-1.136,"('undiscriminating', 'discriminating')",-0.60399854,-0.7097435,-0.16663063,-0.292094,-0.584336,-0.7126125,0.1282765
28,0.98129505,0.91763824,"('disloyal', 'loyal')",-0.017461548,-0.091457665,0.9798511,0.92176276,0.6478949,0.5826478,0.0652471
75,-0.9746312,-0.9075161,"('meek', 'impulsive')",-0.8328823,-0.80246675,-0.48707005,-0.46100378,-0.7648612,-0.7236622,-0.041199
6,-0.904973,-0.92662585,"('distant', 'open')",-0.29370248,-0.27545792,0.6323077,0.65167814,-0.1887892,-0.1834686,-0.0053206
18,0.90082294,0.87394273,"('disagreeable', 'welcoming')",0.04681614,-0.0069369227,-0.17388277,-0.17695314,0.2579188,0.2300176,0.0279012
36,-0.87320036,-1.0432961,"('hostile', 'amicable')",-1.1003987,-1.236003,0.572901,0.46772242,-0.4668993,-0.6038589,0.1369596
33,0.8338491,0.7252681,"('wrong', 'right')",0.7029476,0.6470328,-0.36904263,-0.36188263,0.3892514,0.3368061,0.0524453
55,0.83041054,0.78942275,"('incompetent', 'clever')",0.19592926,0.16600582,0.08758907,0.088695325,0.3713096,0.3480413,0.0232683
4,-0.8159521,-0.8552679,"('disliked', 'liked')",-0.08201673,-0.15390407,-6.386781,-6.330286,-2.42825,-2.446486,0.018236
