,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
14,-0.387452,-0.18016377,"('antisocial', 'social')",0.97912073,1.074571,0.17554462,0.4343074,0.2557378,0.4429049,-0.1871671
16,-0.37569103,-0.37637988,"('unpopular', 'popular')",-0.18587638,0.123911746,-0.096024215,-0.077122,-0.2191972,-0.1098634,-0.1093338
28,0.3556655,0.18401188,"('disloyal', 'loyal')",0.011555998,-0.017488092,0.98878765,0.98134476,0.452003,0.3826228,0.0693802
0,-0.3393366,-0.5328538,"('unsociable', 'sociable')",0.2122002,-0.077035196,-0.12737197,-0.016324129,-0.0848361,-0.2087377,0.1239016
33,0.3347601,0.36100286,"('wrong', 'right')",0.4455793,0.2798805,-0.84246695,-1.0510248,-0.0207092,-0.1367138,0.1160046
29,-0.32581875,-0.26072374,"('unfair', 'fair')",0.1139501,0.08006205,-0.3336066,-0.527736,-0.1818251,-0.2361326,0.0543075
76,0.32478434,0.7451854,"('anxious', 'daring')",-0.5521471,-0.2673259,0.21556202,0.81637025,-0.0039336,0.4314099,-0.4353435
53,-0.3056441,-0.08871051,"('uncreative', 'creative')",0.044210546,0.16894126,0.09903014,0.15655665,-0.0541345,0.0789291,-0.1330636
64,-0.29032922,-0.11676206,"('shy', 'confident')",-0.5454219,-0.49143186,-6.291782,-6.0713696,-2.3758443,-2.2265212,-0.1493231
83,0.28228652,0.29174635,"('powerless', 'powerful')",0.36878008,0.57284886,-0.56880885,-0.4182489,0.0274192,0.1487821,-0.1213629
63,0.26745796,0.1677246,"('unperceptive', 'insightful')",-0.17361139,-0.10624112,0.8687017,0.8863888,0.3208494,0.3159574,0.004892
72,0.2549656,0.43880364,"('unambitious', 'ambitious')",-0.05135903,0.0074277753,-0.1924604,-0.045114376,0.0037154,0.1337057,-0.1299903
7,-0.25464547,-0.119138226,"('insensitive', 'sensitive')",-0.622312,-0.5162073,0.4842781,0.78070736,-0.1308931,0.0484539,-0.179347
2,-0.25347057,-0.08282537,"('unlikable', 'likable')",0.11183768,0.15975331,0.18649027,0.13430895,0.0149525,0.0704123,-0.0554598
50,0.24737224,0.31224337,"('clumsy', 'skillful')",-0.65643096,-0.5168484,0.063995294,0.013014119,-0.1150211,-0.0638636,-0.0511575
15,-0.24232477,-0.25490102,"('boring', 'funny')",0.70791274,0.54615664,-0.35964802,-0.17780925,0.0353133,0.0378155,-0.0025022
62,-0.22439945,0.029920302,"('incompetent', 'brilliant')",1.0508039,1.1242199,0.5807051,0.9735329,0.4690365,0.7092244,-0.2401879
10,0.2220674,0.13183406,"('unsympathetic', 'sympathetic')",-1.2062973,-1.2953194,0.16608359,0.41153353,-0.2727154,-0.2506506,-0.0220648
1,0.21675706,-0.033744454,"('unfriendly', 'friendly')",0.101660706,-0.2607043,0.89346325,0.17730254,0.4039603,-0.0390487,0.443009
37,-0.20411022,-0.17740378,"('fake', 'genuine')",-0.14865635,-0.43715706,-0.03051022,-0.07080851,-0.1277589,-0.2284565,0.1006976
30,0.20365135,0.42243433,"('intolerant', 'tolerant')",0.23498651,0.08984562,0.37437654,0.54338884,0.2710048,0.3518896,-0.0808848
55,-0.1851684,-0.03173226,"('incompetent', 'clever')",1.2092042,1.2439854,0.8877174,1.2836798,0.6372511,0.8319777,-0.1947266
52,0.14863697,0.05808027,"('irrational', 'rational')",-0.097043745,-0.17904058,-0.5758509,-0.8465692,-0.1747526,-0.3225098,0.1477572
67,-0.14265224,0.011882188,"('doubtful', 'determined')",-0.9124327,-0.78374165,-0.40141028,-0.24582852,-0.4854984,-0.3392293,-0.1462691
48,-0.13085514,-0.27261546,"('unintelligent', 'intelligent')",1.9800498,1.9932965,1.0192837,0.8956815,0.9561594,0.8721209,0.0840385
45,0.12840678,-0.18755215,"('incompetent', 'competent')",-0.09371251,-0.25043088,0.02859487,-0.11736342,0.0210964,-0.1851155,0.2062119
4,-0.12631649,-0.30367723,"('disliked', 'liked')",0.049781792,0.22198904,-7.3596573,-7.7083826,-2.4787307,-2.5966903,0.1179596
65,-0.12579927,0.2980752,"('insecure', 'secure')",-0.53871024,-0.45500904,0.115661696,0.75249505,-0.1829493,0.1985204,-0.3814697
11,-0.1236856,0.12000834,"('unhelpful', 'helpful')",-0.09709238,-0.08435746,2.4847066,2.6039429,0.7546429,0.8798646,-0.1252217
5,0.121439755,-0.018851995,"('distant', 'outgoing')",-0.19291803,-0.4302946,-1.2180132,-1.3938886,-0.4298305,-0.6143451,0.1845146
75,-0.11820586,-0.044440623,"('meek', 'impulsive')",0.03680107,0.2508204,-0.7121459,-0.7151016,-0.2645169,-0.1695739,-0.094943
69,-0.10780704,-0.332146,"('lazy', 'industrious')",1.0721431,0.9683103,-1.7397513,-2.0525835,-0.2584718,-0.4721397,0.2136679
88,-0.10627827,-0.30907473,"('low', 'eminent')",-0.09652779,-0.121150054,-0.2694518,-0.35193545,-0.1574193,-0.2607201,0.1033008
6,0.10343617,-0.08870167,"('distant', 'open')",-0.62481254,-0.8303447,-1.343392,-1.5724536,-0.6215895,-0.8305,0.2089105
22,-0.10236746,-0.003620875,"('untrustworthy', 'trustworthy')",-0.0046794806,0.0073849875,-0.6689189,-0.47022092,-0.2586553,-0.1554856,-0.1031697
60,-0.09351066,0.30101705,"('inefficient', 'efficient')",-0.058896244,-0.101928905,0.15577546,0.7176584,0.0011229,0.3055822,-0.3044593
20,0.08625409,0.11090867,"('rough', 'thoughtful')",1.6301337,1.6824813,0.5647541,0.33577406,0.7603807,0.7097213,0.0506594
70,-0.08435426,-0.042753913,"('lethargic', 'energetic')",-0.5056781,-0.50020075,0.5519762,1.0753845,-0.0126854,0.1774766,-0.190162
59,0.08222557,0.3066609,"('foolish', 'wise')",-0.2433964,-0.07819412,-0.7255415,-0.7870568,-0.2955708,-0.1861967,-0.1093741
23,-0.038418453,0.062343173,"('insincere', 'sincere')",-0.6396521,-0.80248064,6.031247,6.3124037,1.7843922,1.857422,-0.0730298
56,0.026827335,0.2571895,"('impractical', 'practical')",0.5749148,0.48971924,-0.41504785,0.15505552,0.0622314,0.3006548,-0.2384234
18,-0.019885622,0.17454459,"('disagreeable', 'welcoming')",-0.08372566,0.06775866,-0.93679935,-0.88893986,-0.3468035,-0.2155455,-0.131258
32,0.0049324837,0.0509538,"('unkind', 'kind')",-0.27025944,-0.28886515,0.819347,0.90499055,0.1846733,0.2223597,-0.0376864
81,0.0026463792,0.21923459,"('submissive', 'aggressive')",0.5387396,0.6334683,0.06827541,0.57603014,0.2032205,0.4762443,-0.2730238
