,american_male,american_female,tuple,express_male,express_female,co_male,co_female,average_male,average_female,male-female
13,-0.7464459,-0.5783842,"('impolite', 'polite')",0.41466972,0.451291,-0.16065805,-0.14324772,-0.1641447,-0.0901136,-0.0740311
49,-0.71605325,-0.3417475,"('unable', 'able')",-0.042669456,0.17509821,-0.26888153,-0.09757818,-0.3425347,-0.0880758,-0.2544589
42,0.7137423,1.3858367,"('unreliable', 'reliable')",0.062162735,0.4995369,-2.5480425,-2.1821644,-0.5907125,-0.0989303,-0.4917822
24,0.6537686,0.6732222,"('dishonest', 'honest')",0.5135778,0.39885503,0.8295281,0.46325248,0.6656249,0.5117766,0.1538483
53,-0.6389375,-0.592922,"('uncreative', 'creative')",-0.8480891,-0.7965544,0.5953892,0.21040057,-0.2972125,-0.3930252,0.0958127
65,-0.6009306,-0.26364177,"('insecure', 'secure')",-0.29424703,-0.24130261,-0.075739175,0.36489013,-0.3236389,-0.0466848,-0.2769541
44,0.5997568,0.3111673,"('prejudiced', 'unprejudiced')",0.07982443,-0.006353434,-0.85602695,-0.63283956,-0.0588152,-0.1093419,0.0505267
67,0.5924382,1.0639819,"('doubtful', 'determined')",0.41169968,0.6590663,-0.1981914,0.109849915,0.2686488,0.610966,-0.3423172
85,0.5744545,0.43391514,"('insignificant', 'prestigious')",-0.41264826,-0.18001407,-0.47648904,-0.6571239,-0.1048943,-0.1344076,0.0295133
23,-0.5727089,-0.2265532,"('insincere', 'sincere')",0.051697865,0.220437,5.5226727,5.435175,1.6672206,1.8096862,-0.1424656
9,0.56611985,0.08861543,"('unaffectionate', 'caring')",0.49290356,0.26194027,1.120967,0.5438334,0.7266634,0.2981297,0.4285337
64,0.54814893,0.9244856,"('shy', 'confident')",-0.36315703,-0.16983403,-5.6813707,-5.326937,-1.8321263,-1.5240952,-0.3080311
56,0.54544735,1.2193235,"('impractical', 'practical')",1.192508,1.5493242,-0.14828247,0.18019749,0.5298909,0.9829484,-0.4530575
18,0.53290707,0.9665005,"('disagreeable', 'welcoming')",-0.012413621,0.5668651,-0.7932697,-0.700704,-0.0909254,0.2775539,-0.3684793
86,-0.52917916,-0.12010253,"('uninfluential', 'influential')",-0.52812237,-0.27512848,-0.6652404,-0.7667599,-0.5741806,-0.3873303,-0.1868503
8,-0.5001939,-0.719954,"('unaffectionate', 'affectionate')",-0.08217624,-0.023313478,0.42763495,-0.028155327,-0.0515784,-0.2571409,0.2055625
30,-0.4936152,-0.0076719,"('intolerant', 'tolerant')",0.55023336,0.9048278,0.35610983,0.7492923,0.137576,0.548816,-0.41124
38,0.48153156,0.56440324,"('untruthful', 'truthful')",0.34180504,0.58384025,0.11487797,0.07940073,0.3127382,0.4092147,-0.0964765
71,0.47592294,0.565075,"('diffident', 'self-confident')",0.7395675,1.0022216,0.47670034,0.35634986,0.5640636,0.6412154,-0.0771518
87,-0.4707422,-0.13847244,"('unsuccessful', 'successful')",-0.00035629421,0.4025528,-0.26729092,0.08777824,-0.2461298,0.1172862,-0.363416
31,-0.46848276,-0.83365166,"('evil', 'good')",-0.62749356,-0.78388023,-0.6769307,-1.0296282,-0.590969,-0.8823867,0.2914177
75,0.45423004,0.20825961,"('meek', 'impulsive')",-0.2732871,-0.094717,-0.16951333,-0.2131206,0.0038099,-0.0331927,0.0370026
79,0.45277292,0.5917367,"('wavering', 'unwavering')",-0.9222011,-0.681183,-0.375396,-0.3747559,-0.2816081,-0.1547341,-0.126874
10,-0.43999955,-0.22478849,"('unsympathetic', 'sympathetic')",-0.58931863,-0.5559094,-0.6158999,-0.6538831,-0.548406,-0.4781937,-0.0702123
88,0.4263012,0.9183959,"('low', 'eminent')",-0.04278417,0.63123345,-0.39833456,0.05472651,-0.0049392,0.5347853,-0.5397245
12,0.41901687,0.831703,"('unsupportive', 'supportive')",-0.20506611,0.24209864,-2.0862782,-2.1841762,-0.6241091,-0.3701249,-0.2539842
72,0.41624948,0.5422165,"('unambitious', 'ambitious')",0.41631842,0.6272674,-0.1642263,-0.12343255,0.2227805,0.3486838,-0.1259033
2,0.4146344,1.0641093,"('unlikable', 'likable')",0.99029535,1.5456076,0.9339031,1.0855712,0.779611,1.2317627,-0.4521517
26,0.4128608,0.53567326,"('hardhearted', 'benevolent')",1.1363375,1.3186855,0.883953,1.0347773,0.8110504,0.9630454,-0.151995
40,0.40986323,0.1300451,"('stingy', 'generous')",0.31603163,0.08512293,-2.5121334,-3.0092316,-0.5954128,-0.9313545,0.3359417
37,-0.3612978,-0.28877953,"('fake', 'genuine')",-0.3184517,-0.51857483,-0.08721139,-0.386825,-0.2556536,-0.3980598,0.1424062
17,-0.33607307,-0.32714584,"('nasty', 'nice')",0.32751423,0.29192066,-0.1767495,-0.03996687,-0.0617694,-0.025064,-0.0367054
74,0.31902304,0.94155,"('undedicated', 'dedicated')",-0.044686504,0.47219336,-0.39247197,0.007277498,-0.0393785,0.4736736,-0.5130521
34,-0.31430855,-0.35916656,"('mean', 'honorable')",-0.025256079,0.12963529,4.9514623,4.851158,1.5372992,1.5405423,-0.0032431
59,0.29585847,0.24478596,"('foolish', 'wise')",-0.74325824,-0.74876386,0.44861254,0.323048,0.0004043,-0.06031,0.0607143
81,0.28240326,0.56738347,"('submissive', 'aggressive')",0.7973046,0.88420844,-0.9896708,-0.64130867,0.0300123,0.2700944,-0.2400821
25,0.27126884,-0.0013833083,"('egoistic', 'altruistic')",1.1028348,1.0028342,1.2906564,1.2391654,0.8882534,0.7468721,0.1413813
76,0.26783478,0.75103724,"('anxious', 'daring')",0.3491606,0.64287126,-0.3440227,0.1445683,0.0909909,0.5128256,-0.4218347
21,-0.26525214,0.17388363,"('immoral', 'moral')",-0.11227265,0.06645213,-1.0206317,-0.79334015,-0.4660521,-0.1843348,-0.2817173
5,0.2640664,0.061983764,"('distant', 'outgoing')",-0.13973774,-0.122188374,-0.08747979,-0.5727662,0.012283,-0.2109903,0.2232733
62,-0.248702,0.014532107,"('incompetent', 'brilliant')",0.60949767,0.9094723,0.10436623,0.13832611,0.155054,0.3541102,-0.1990562
20,0.24666059,0.2237892,"('rough', 'thoughtful')",-0.1711099,-0.20165324,0.1939629,0.24923494,0.0898379,0.090457,-0.0006191
7,-0.24262983,0.03642822,"('insensitive', 'sensitive')",-0.15370832,0.15106046,-0.33885863,-0.3668627,-0.2450656,-0.0597913,-0.1852743
4,-0.23689318,0.2322519,"('disliked', 'liked')",0.09963312,0.42999884,-6.485094,-6.2989235,-2.2074513,-1.878891,-0.3285603
28,-0.22848313,-0.27498737,"('disloyal', 'loyal')",-0.6211992,-0.724198,0.5719734,0.35109386,-0.0925696,-0.2160305,0.1234609
27,0.22802976,-0.17352876,"('hardhearted', 'softhearted')",0.020761747,-0.24958292,0.7371157,0.35825503,0.3286357,-0.0216189,0.3502546
19,0.22538918,0.32124057,"('inhospitable', 'hospitable')",-0.6307751,-0.6109493,-0.15472265,-0.3467031,-0.1867028,-0.2121373,0.0254345
52,0.22345522,-0.11458361,"('irrational', 'rational')",-0.5694674,-0.8397674,-0.057124957,-0.18880588,-0.134379,-0.3810523,0.2466733
1,-0.21789339,-0.47648424,"('unfriendly', 'friendly')",0.22364742,0.055358365,1.4533279,0.82171226,0.4863606,0.1335288,0.3528318
50,0.21538505,0.70466715,"('clumsy', 'skillful')",-0.70583975,-0.29033256,0.040931284,0.16215798,-0.1498411,0.1921642,-0.3420053
11,0.18671608,0.5008464,"('unhelpful', 'helpful')",-0.11834569,0.07163042,2.2264633,2.4307785,0.7649446,1.0010851,-0.2361405
54,0.18122828,0.0991133,"('incapable', 'capable')",-0.12132875,0.087068364,0.92727363,0.8529926,0.3290577,0.3463914,-0.0173337
58,-0.17686266,0.12247156,"('undiscriminating', 'discriminating')",-0.4630895,-0.0076877177,-0.2918917,-0.24907795,-0.3106146,-0.0447647,-0.2658499
84,0.15592003,0.07831675,"('inferior', 'superior')",-0.07907731,-0.16099954,0.29704112,0.22052532,0.1246279,0.0459475,0.0786804
60,-0.15267175,0.31610724,"('inefficient', 'efficient')",1.0711833,1.2564114,-0.05594579,0.033134617,0.2875219,0.5352178,-0.2476959
83,0.14285609,0.17298128,"('powerless', 'powerful')",0.5699795,0.8585173,-1.0908494,-1.0838015,-0.1260046,-0.0174343,-0.1085703
35,0.117416404,-0.26454386,"('corrupt', 'incorrupt')",-0.6894688,-0.8871328,-0.7093009,-0.85646504,-0.4271177,-0.6693806,0.2422629
48,0.117297366,0.2335948,"('unintelligent', 'intelligent')",0.251352,0.32799494,-0.36300364,-0.2529772,0.0018819,0.1028708,-0.1009889
68,0.08112918,-0.048503365,"('dependent', 'independent')",-1.224536,-1.2296041,-1.482047,-1.3625847,-0.8751512,-0.8802307,0.0050795
51,0.06645569,0.60408217,"('uneducated', 'educated')",-0.2413076,0.085490145,0.22125714,0.6507476,0.0154684,0.4467733,-0.4313049
80,0.061502296,0.12929413,"('dominated', 'dominating')",-0.10508309,-0.12801188,-1.0543342,-0.88590115,-0.3659716,-0.294873,-0.0710986
6,0.061024565,-0.26473466,"('distant', 'open')",-0.4233114,-0.63358104,0.041360788,-0.49212804,-0.1069753,-0.4634812,0.3565059
61,-0.05434658,0.1861391,"('illogical', 'logical')",-0.6690343,-0.5585135,-0.41707015,-0.24030209,-0.3801503,-0.2042255,-0.1759248
43,-0.032445177,0.24321605,"('irresponsible', 'responsible')",-0.11629852,0.14648792,0.36491543,0.4320722,0.0720572,0.2739254,-0.2018682
63,0.027806876,0.46516168,"('unperceptive', 'insightful')",0.12100965,0.40189147,-0.011278517,-0.05619977,0.045846,0.2702845,-0.2244385
15,-0.025650535,-0.066863745,"('boring', 'funny')",0.5798381,0.6391444,0.49588168,0.71660525,0.3500231,0.4296286,-0.0796055
70,-0.023957305,0.2766743,"('lethargic', 'energetic')",-0.42253837,-0.19794196,0.20536387,0.42106545,-0.0803773,0.1665993,-0.2469766
32,-0.003623657,0.50246257,"('unkind', 'kind')",0.053913318,0.33682707,0.9423547,0.98662406,0.3308814,0.6086379,-0.2777565
