,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
87,0.5262937,0.24526185,"('unsuccessful', 'successful')",0.976752,0.7882949,0.7515228,0.5167783,0.2347445
64,-0.49061722,-0.42964906,"('shy', 'confident')",-6.773566,-6.8804874,-3.6320915,-3.6550682,0.0229767
26,0.46286923,0.53257304,"('hardhearted', 'benevolent')",1.8836564,1.8309329,1.1732628,1.1817529,-0.0084901
48,0.44040298,0.42093483,"('unintelligent', 'intelligent')",0.4961297,0.5519217,0.4682663,0.4864283,-0.018162
58,0.41924742,0.19501986,"('undiscriminating', 'discriminating')",0.60960686,0.36150432,0.5144271,0.2782621,0.236165
14,-0.415914,-0.45788753,"('antisocial', 'social')",-0.81416106,-0.9441943,-0.6150376,-0.7010409,0.0860033
20,-0.38069296,-0.2953167,"('rough', 'thoughtful')",1.0697378,1.1565952,0.3445224,0.4306393,-0.0861169
11,-0.3753421,-0.51616347,"('unhelpful', 'helpful')",1.3497808,1.2465206,0.4872193,0.3651786,0.1220407
61,-0.3705299,-0.43034908,"('illogical', 'logical')",0.08676931,0.16361398,-0.1418803,-0.1333676,-0.0085127
42,-0.3306821,-0.61303824,"('unreliable', 'reliable')",-3.1321163,-3.4062395,-1.7313992,-2.0096388,0.2782396
21,-0.3043859,-0.30153376,"('immoral', 'moral')",-0.93764436,-1.0134376,-0.6210151,-0.6574857,0.0364706
36,-0.30213833,-0.06350001,"('hostile', 'amicable')",0.38250753,0.583065,0.0401846,0.2597825,-0.2195979
12,0.3000426,0.22006518,"('unsupportive', 'supportive')",-1.6723893,-1.6941432,-0.6861733,-0.737039,0.0508657
47,-0.29441717,-0.5074126,"('stupid', 'smart')",4.7464485,4.6091037,2.2260156,2.0508456,0.17517
31,-0.28383404,-0.010250395,"('evil', 'good')",-0.6706035,-0.5195542,-0.4772188,-0.2649023,-0.2123165
62,-0.28135884,-0.3784451,"('incompetent', 'brilliant')",-0.097051226,-0.17728499,-0.189205,-0.2778651,0.0886601
65,-0.28049642,-0.5105332,"('insecure', 'secure')",-0.6440526,-0.85910934,-0.4622745,-0.6848212,0.2225467
50,0.27684632,0.15718453,"('clumsy', 'skillful')",0.50547624,0.56143534,0.3911613,0.3593099,0.0318514
49,-0.26652175,-0.1818505,"('unable', 'able')",-0.63130677,-0.5107351,-0.4489143,-0.3462928,-0.1026215
66,0.26036194,0.09788915,"('inactive', 'active')",1.1156573,1.18264,0.6880096,0.6402646,0.047745
84,0.25725615,0.28369844,"('inferior', 'superior')",0.87544465,0.7669123,0.5663504,0.5253054,0.041045
1,-0.24928872,-0.31479192,"('unfriendly', 'friendly')",1.985287,1.9901947,0.8679991,0.8377014,0.0302977
34,0.24819382,0.113402,"('mean', 'honorable')",5.7865176,5.725776,3.0173557,2.919589,0.0977667
77,-0.23710296,-0.2235612,"('unmotivated', 'motivated')",-1.2988158,-1.3084468,-0.7679594,-0.766004,-0.0019554
3,-0.23418221,-0.3024852,"('repellent', 'pleasant')",0.29661605,0.1757327,0.0312169,-0.0633762,0.0945931
16,0.23079446,0.30800575,"('unpopular', 'popular')",0.3177742,0.4351397,0.2742843,0.3715727,-0.0972884
29,-0.22731501,-0.21337853,"('unfair', 'fair')",-0.21006873,-0.20243303,-0.2186919,-0.2079058,-0.0107861
38,-0.2176894,-0.22258821,"('untruthful', 'truthful')",-0.28418893,-0.17492498,-0.2509392,-0.1987566,-0.0521826
80,0.20849921,-0.05522746,"('dominated', 'dominating')",-1.0857298,-1.065938,-0.4386153,-0.5605828,0.1219675
60,-0.2020354,-0.21644022,"('inefficient', 'efficient')",-0.58693194,-0.6723944,-0.3944837,-0.4444173,0.0499336
44,-0.20071389,-0.22293314,"('prejudiced', 'unprejudiced')",-1.7376076,-1.7670606,-0.9691607,-0.9949969,0.0258362
15,-0.18735027,-0.18992147,"('boring', 'funny')",0.607446,0.6064225,0.2100479,0.2082505,0.0017974
63,-0.17833714,-0.40855223,"('unperceptive', 'insightful')",0.94311374,0.8257329,0.3823883,0.2085903,0.173798
25,0.17681706,0.23949072,"('egoistic', 'altruistic')",1.5581704,1.6935929,0.8674937,0.9665418,-0.0990481
72,0.15956661,0.087002404,"('unambitious', 'ambitious')",-0.7683446,-0.83164084,-0.304389,-0.3723192,0.0679302
32,-0.15695277,-0.17479646,"('unkind', 'kind')",0.7169882,0.73229253,0.2800177,0.278748,0.0012697
88,0.14809799,0.052380428,"('low', 'eminent')",0.18430124,0.2444674,0.1661996,0.1484239,0.0177757
74,0.14561246,0.024786621,"('undedicated', 'dedicated')",0.07460043,-0.038005587,0.1101064,-0.0066095,0.1167159
59,-0.1451892,-0.06865085,"('foolish', 'wise')",0.26289394,0.30104426,0.0588524,0.1161967,-0.0573443
54,-0.13925077,-0.15243275,"('incapable', 'capable')",1.2696034,1.2573943,0.5651763,0.5524808,0.0126955
17,-0.13906708,0.037663363,"('nasty', 'nice')",-0.4571394,-0.35515666,-0.2981032,-0.1587466,-0.1393566
4,0.13696124,0.3171442,"('disliked', 'liked')",-6.354971,-6.2449017,-3.1090047,-2.9638786,-0.1451261
52,-0.12801637,-0.044685178,"('irrational', 'rational')",0.18789251,0.18136431,0.0299381,0.0683396,-0.0384015
76,-0.09266004,-0.30490983,"('anxious', 'daring')",-0.11945969,-0.1484944,-0.1060599,-0.2267021,0.1206422
23,-0.07227173,-0.26481396,"('insincere', 'sincere')",5.586599,5.4767284,2.7571635,2.6059573,0.1512062
75,0.06792498,0.16160972,"('meek', 'impulsive')",-0.15691546,-0.066830754,-0.0444952,0.0473895,-0.0918847
30,-0.06624553,-0.03174971,"('intolerant', 'tolerant')",0.5760422,0.6436705,0.2548983,0.3059604,-0.0510621
35,-0.05461599,0.15456961,"('corrupt', 'incorrupt')",0.09673084,0.4231727,0.0210574,0.2888712,-0.2678138
40,0.0500369,0.22077149,"('stingy', 'generous')",-1.3403006,-1.2614967,-0.6451318,-0.5203626,-0.1247692
67,-0.049702633,0.13894686,"('doubtful', 'determined')",-0.83645034,-0.725616,-0.4430765,-0.2933345,-0.149742
9,-0.049024723,0.014411524,"('unaffectionate', 'caring')",0.9326504,1.0006225,0.4418128,0.507517,-0.0657042
79,0.044171516,0.27576423,"('wavering', 'unwavering')",0.35542464,0.5877059,0.1997981,0.4317351,-0.231937
27,-0.028774813,-0.021097425,"('hardhearted', 'softhearted')",1.6962407,1.8126571,0.8337329,0.8957798,-0.0620469
37,-0.01546181,-0.085376754,"('fake', 'genuine')",0.41204935,0.3663713,0.1982938,0.1404973,0.0577965
7,-0.0063645616,-0.24413937,"('insensitive', 'sensitive')",1.0442259,0.8603554,0.5189307,0.308108,0.2108227
