,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
31,-3.1039474,-2.8240366,"('evil', 'good')",-1.0229968,-0.8382194,-1.1351397,-1.2189473,-1.754028,-1.6270677,-0.1269603
55,2.6616771,2.0457726,"('incompetent', 'clever')",-0.12077992,-0.09865041,0.06536627,0.061349504,0.8687545,0.6694905,0.199264
60,2.6261714,2.7048569,"('inefficient', 'efficient')",-0.1284551,0.1419374,0.16249232,0.41856608,0.8867362,1.0884535,-0.2017173
13,2.5158105,2.4385436,"('impolite', 'polite')",0.27343452,0.7136731,-0.32935423,-0.079396114,0.8199636,1.0242736,-0.20431
52,-2.165338,-2.085982,"('irrational', 'rational')",-1.2652255,-1.2607887,-0.13697255,-0.1882042,-1.1891786,-1.178325,-0.0108536
75,-1.9391325,-1.5427384,"('meek', 'impulsive')",1.5455415,1.4448922,-0.69161725,-0.68092835,-0.3617361,-0.2595915,-0.1021446
16,-1.8689023,-1.8760959,"('unpopular', 'popular')",-0.45685238,-0.47905043,0.25075904,0.25695348,-0.6916652,-0.6993976,0.0077324
35,-1.8637911,-1.7657448,"('corrupt', 'incorrupt')",0.9467992,0.7851289,-0.6792245,-0.6541728,-0.5320721,-0.5449296,0.0128575
62,1.8553547,1.7660662,"('incompetent', 'brilliant')",0.10123238,0.3447269,0.56374127,0.54141754,0.8401094,0.8840702,-0.0439608
46,1.8148515,1.4092432,"('uncompetitive', 'competitive')",-0.10413308,-0.14359614,-0.4800881,-0.63427454,0.4102101,0.2104575,0.1997526
85,-1.7603103,-1.6338089,"('insignificant', 'prestigious')",-0.26543462,-0.43376845,-0.28852716,-0.28007734,-0.7714241,-0.7825516,0.0111275
56,1.7066319,1.6766931,"('impractical', 'practical')",0.0013270751,0.20029716,-0.31439,-0.31356314,0.464523,0.5211424,-0.0566194
39,1.6378794,1.7660481,"('exploitative', 'cooperative')",0.27330327,0.59849,0.11407504,0.29926902,0.6750859,0.8879357,-0.2128498
79,-1.6178722,-1.6861467,"('wavering', 'unwavering')",-0.42765358,-0.5492274,-0.36359012,-0.37299234,-0.8030386,-0.8694555,0.0664169
36,-1.5924697,-1.5719025,"('hostile', 'amicable')",-0.3740603,-0.5275468,-0.2997833,-0.3326169,-0.7554378,-0.8106887,0.0552509
0,1.5459623,1.2183673,"('unsociable', 'sociable')",0.067165524,0.044944532,-0.30199033,-0.23524946,0.4370458,0.3426874,0.0943584
81,1.4745567,1.5391192,"('submissive', 'aggressive')",-0.027298376,0.17568819,-0.46176186,-0.40932775,0.3284988,0.4351599,-0.1066611
69,-1.4660617,-1.1849096,"('lazy', 'industrious')",1.5345334,1.4438437,-0.22869167,-0.26761103,-0.0534067,-0.0028923,-0.0505144
29,-1.3724331,-1.3754461,"('unfair', 'fair')",-0.26723558,-0.28222397,-0.5217165,-0.5365046,-0.7204617,-0.7313916,0.0109299
80,1.3212235,1.1610985,"('dominated', 'dominating')",0.32388005,0.11064078,-0.81674933,-1.0223072,0.2761181,0.083144,0.1929741
