,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
23,-0.9394156,-1.0551097,"('insincere', 'sincere')",1.0046824,0.97529894,0.1270214,-0.041118983,5.436669,5.287013,1.4072393,1.2915208,0.1157185
3,-0.93564,-1.1808491,"('repellent', 'pleasant')",-1.3050282,-1.2569906,-0.46040908,-0.65311486,0.2165606,-0.08838365,-0.6211292,-0.7948345,0.1737053
27,-0.93486935,-0.634791,"('hardhearted', 'softhearted')",-1.4646418,-1.0721512,-1.3471143,-1.1153415,0.89582646,1.3049971,-0.7126998,-0.3793217,-0.3333781
7,-0.9037795,-1.0065112,"('insensitive', 'sensitive')",0.32287407,0.7080645,0.0056876056,-0.014652796,0.75211066,0.743307,0.0442232,0.1075519,-0.0633287
85,-0.8774633,-0.711967,"('insignificant', 'prestigious')",-0.38296813,-0.37879103,-0.085768394,0.17016253,-0.03766805,0.17803656,-0.3459669,-0.1856397,-0.1603272
66,-0.8125806,-0.7300382,"('inactive', 'active')",-0.5031557,-0.45221442,-0.4702497,-0.27431643,0.65328354,0.9686123,-0.2831756,-0.1219892,-0.1611864
2,0.79145074,0.63212323,"('unlikable', 'likable')",1.0539284,1.0533231,0.4331494,0.38132036,0.6639858,0.5144478,0.7356285,0.6453036,0.0903249
73,0.7720788,0.81670165,"('helpless', 'self-reliant')",1.0496801,1.1441083,-0.40199792,-0.30324805,-3.359544,-3.1962461,-0.4849457,-0.3846711,-0.1002746
13,0.72077656,0.5914341,"('impolite', 'polite')",0.91237736,1.0424352,0.96179175,0.7620893,0.5115037,0.40536743,0.7766123,0.7003315,0.0762808
74,-0.7118039,-0.7252195,"('undedicated', 'dedicated')",0.33950117,0.62866837,-0.13662842,-0.11160879,-0.015619287,-0.12292687,-0.1311376,-0.0827717,-0.0483659
0,-0.7038478,-0.88315594,"('unsociable', 'sociable')",0.4619937,0.6151675,0.9461191,0.77169585,-0.32232827,-0.4695038,0.0954842,0.0085509,0.0869333
84,0.69917136,0.71923804,"('inferior', 'superior')",2.0526168,1.9911466,1.0978239,1.1887957,1.0938781,1.1224029,1.2358725,1.2553959,-0.0195234
56,0.68465924,0.43572566,"('impractical', 'practical')",1.1682198,1.0207905,1.3528259,1.1107436,0.48112702,0.09862995,0.921708,0.6664724,0.2552356
4,-0.6806895,-0.520005,"('disliked', 'liked')",-1.3580467,-0.93972737,-0.54636407,-0.38236475,-5.666235,-5.5546575,-2.0628338,-1.8491886,-0.2136452
52,-0.65344936,-0.7689969,"('irrational', 'rational')",-0.5170017,-0.44784355,-0.82667947,-0.62208486,-0.82972133,-0.62596536,-0.706713,-0.6162227,-0.0904903
60,0.65175617,0.40281817,"('inefficient', 'efficient')",0.6081878,0.64959824,1.6049657,1.2889881,0.8850114,0.596508,0.9374803,0.7344781,0.2030022
88,-0.648176,-0.58157206,"('low', 'eminent')",-1.344531,-1.262226,0.09908257,-0.05307313,0.34997365,0.33049628,-0.3859127,-0.3915937,0.005681
24,-0.64023125,-0.6265032,"('dishonest', 'honest')",-0.27143297,0.1602814,-0.39614752,-0.40310973,0.6857518,0.66916,-0.155515,-0.0500429,-0.1054721
38,-0.6080562,-0.63071257,"('untruthful', 'truthful')",-0.2541453,-0.008594066,0.18516973,0.17672913,0.53387576,0.48715907,-0.035789,0.0061454,-0.0419344
18,-0.57611215,-0.6126584,"('disagreeable', 'welcoming')",0.32604122,0.5300975,-0.24814898,-0.122677565,-0.39268732,-0.23793878,-0.2227268,-0.1107943,-0.1119325
50,-0.5706376,-0.37488422,"('clumsy', 'skillful')",0.4216562,0.78814274,-0.35561326,-0.2085025,0.20270067,0.39612317,-0.0754735,0.1502198,-0.2256933
61,-0.5659259,-0.70202506,"('illogical', 'logical')",-0.6654001,-0.4857488,0.68763125,0.67975247,-0.058752112,-0.1178992,-0.1506117,-0.1564801,0.0058684
35,0.5380439,0.71692944,"('corrupt', 'incorrupt')",-0.14551687,-0.29529032,-0.99252945,-0.75257474,-0.78890103,-0.47869104,-0.3472258,-0.2024067,-0.1448191
14,0.5310875,0.33336622,"('antisocial', 'social')",0.47271094,0.67728543,1.3879007,1.2426051,-0.42961457,-0.57856697,0.4905212,0.4186724,0.0718488
25,-0.5144938,-0.50375557,"('egoistic', 'altruistic')",0.5607413,0.39594743,0.13909918,0.2565703,0.88709986,0.8850895,0.2681116,0.2584629,0.0096487
80,0.50844187,0.55548364,"('dominated', 'dominating')",0.34826076,0.33967057,0.81729156,0.7571807,-0.91373664,-0.92423284,0.1900644,0.1820255,0.0080389
76,0.50660986,0.18774694,"('anxious', 'daring')",-0.2622688,-0.34367856,0.41648585,0.22019094,1.0188451,0.7021319,0.419918,0.1915978,0.2283202
37,-0.50352854,-0.4487997,"('fake', 'genuine')",0.40736914,0.5676268,-0.3794871,-0.3105904,0.04244622,0.26077783,-0.1083001,0.0172536,-0.1255537
70,-0.50060743,-0.5396622,"('lethargic', 'energetic')",-0.4101434,-0.09236503,0.092985086,-0.013667018,1.1210736,0.961787,0.075827,0.0790232,-0.0031962
62,0.49282792,0.37505376,"('incompetent', 'brilliant')",0.8387248,0.87231284,1.7350519,1.5973053,0.5898195,0.5180378,0.914106,0.8406774,0.0734286
43,-0.48938835,-0.64826024,"('irresponsible', 'responsible')",0.560257,0.82005244,0.62968713,0.4697122,0.9319462,0.6436217,0.4081255,0.3212815,0.086844
64,0.48552737,0.3443459,"('shy', 'confident')",0.54307175,0.72470546,0.34149063,0.27803355,-5.6604095,-5.7233844,-1.0725799,-1.0940748,0.0214949
30,0.48362568,0.3043454,"('intolerant', 'tolerant')",0.4883176,0.52439743,0.76996994,0.5633405,1.6010333,1.5228475,0.8357366,0.7287327,0.1070039
40,-0.4655463,-0.21505606,"('stingy', 'generous')",-0.61723965,0.06895087,-0.21635525,0.0444537,-1.6411384,-1.3547026,-0.7350699,-0.3640885,-0.3709814
20,-0.4279029,-0.46041277,"('rough', 'thoughtful')",0.5157585,0.40943587,2.0902495,2.0443337,1.0969343,1.1065116,0.8187599,0.7749671,0.0437928
39,0.42490715,0.24203075,"('exploitative', 'cooperative')",2.243538,2.01733,1.3496226,1.1374733,0.09489309,-0.009297934,1.0282402,0.8468841,0.1813561
77,-0.4052177,-0.69130987,"('unmotivated', 'motivated')",0.06423418,-0.03438957,1.2230651,1.0818526,-0.69419944,-0.9214254,0.0469705,-0.1413181,0.1882886
16,-0.39045486,-0.35971975,"('unpopular', 'popular')",-0.60816073,-0.52375317,0.023729637,0.10622021,0.5705217,0.46611056,-0.1010911,-0.0777855,-0.0233056
75,0.30539572,0.37328514,"('meek', 'impulsive')",-0.53063047,-0.69608724,-0.7716844,-0.8070123,-0.4314397,-0.36568174,-0.3570897,-0.373874,0.0167843
47,0.3033743,0.31659538,"('stupid', 'smart')",0.12718609,0.110194474,0.6816452,0.5243336,5.0793433,5.0350046,1.5478872,1.496532,0.0513552
21,0.28878385,-0.090947695,"('immoral', 'moral')",-0.3542729,-0.32280895,1.1784105,0.9043356,-0.38822892,-0.79517794,0.1811731,-0.0761497,0.2573228
48,-0.28835097,-0.2805952,"('unintelligent', 'intelligent')",-0.16392756,-0.20873675,1.9597334,1.8540226,0.6818547,0.5776947,0.5473274,0.4855964,0.061731
29,-0.2862451,-0.20133324,"('unfair', 'fair')",0.016121367,0.1782171,-0.29314587,-0.0894827,-0.64712775,-0.57417977,-0.3025993,-0.1716947,-0.1309046
58,-0.2839931,-0.17759894,"('undiscriminating', 'discriminating')",-0.9492911,-0.5637527,-0.09273864,0.0015114918,-0.13138106,-0.055394027,-0.364351,-0.1988086,-0.1655424
33,0.24991755,0.2398648,"('wrong', 'right')",1.0267047,1.060096,-0.07668853,0.12133055,-0.90520793,-0.698248,0.0736814,0.1807608,-0.1070794
51,-0.24736571,-0.28573188,"('uneducated', 'educated')",-0.48002347,-0.06635765,0.7259548,0.6951339,0.80492437,0.75960237,0.2008725,0.2756617,-0.0747892
46,-0.24312615,-0.45930973,"('uncompetitive', 'competitive')",0.24967258,0.57984734,0.2090569,-0.043346234,0.050392944,-0.24692065,0.0664991,-0.0424323,0.1089314
42,0.23169437,0.15441558,"('unreliable', 'reliable')",-0.38455203,-0.14035363,-0.12627442,-0.072665974,-2.5973742,-2.5914881,-0.7191266,-0.662523,-0.0566036
59,-0.22865312,-0.010407988,"('foolish', 'wise')",0.54133,0.74670255,-0.34863067,-0.14016278,-0.11474917,0.15296777,-0.0376757,0.1872749,-0.2249506
71,-0.19547093,-0.11851889,"('diffident', 'self-confident')",1.2413278,1.1616608,1.3099269,1.4967145,0.27778947,0.3607624,0.6583933,0.7251547,-0.0667614
55,-0.16251305,-0.3352826,"('incompetent', 'clever')",0.46221632,0.4737802,1.9316447,1.7310348,0.29561096,-0.048683465,0.6317397,0.4552122,0.1765275
11,-0.15151042,-0.3375854,"('unhelpful', 'helpful')",-0.07816084,-0.13279215,0.775813,0.5838816,2.4711807,2.1977246,0.7543306,0.5778072,0.1765234
32,-0.12745795,-0.19339648,"('unkind', 'kind')",-0.12363907,0.20661978,0.74708325,0.65972954,1.0903599,1.0959791,0.3965865,0.442233,-0.0456465
65,0.12692815,-0.2079998,"('insecure', 'secure')",0.6502637,0.5118826,0.4151126,0.09093168,0.0133368485,-0.23847342,0.3014103,0.0390853,0.262325
15,0.11023923,0.11011682,"('boring', 'funny')",-0.10032827,-0.3990358,0.25971177,0.24681155,0.3119405,0.36541182,0.1453908,0.0808261,0.0645647
22,0.090196356,-0.03221045,"('untrustworthy', 'trustworthy')",-0.48131406,-0.38147497,0.5335974,0.44505587,-0.93564874,-0.93012327,-0.1982923,-0.2246882,0.0263959
83,0.085606195,0.09923005,"('powerless', 'powerful')",-0.035602264,-0.08091144,0.10407746,0.04441324,-1.1200708,-1.0813109,-0.2414974,-0.2546448,0.0131474
34,-0.069670625,-0.14574632,"('mean', 'honorable')",-0.70198876,-0.8618507,0.40728092,0.2580833,5.981657,5.905201,1.4043196,1.2889218,0.1153978
68,-0.053497486,-0.10388581,"('dependent', 'independent')",-0.3442059,-0.44762146,-0.043093573,-0.111866765,-0.38245165,-0.41563717,-0.2058122,-0.2697528,0.0639406
49,-0.046099268,-0.14643134,"('unable', 'able')",-0.2775157,-0.42151874,-0.05709523,-0.1458391,0.0011817329,0.024292279,-0.0948821,-0.1723742,0.0774921
72,0.04104608,0.014664007,"('unambitious', 'ambitious')",0.29450318,0.4246843,0.18183953,0.2229706,-1.3003905,-1.2237631,-0.1957504,-0.1403611,-0.0553893
41,0.03649238,0.036717225,"('unforgiving', 'forgiving')",0.24145173,0.6229255,0.5090296,0.53350645,0.09585938,0.09281939,0.2207083,0.3214921,-0.1007838
17,0.033168472,-0.032732833,"('nasty', 'nice')",-0.096365444,-0.043628573,-0.46297756,-0.4770387,-0.6805421,-0.6433479,-0.3016792,-0.299187,-0.0024922
87,-0.00019800663,-0.029265285,"('unsuccessful', 'successful')",0.46546555,0.26371586,0.34528515,0.27012753,0.47283933,0.51214266,0.320848,0.2541802,0.0666678
