,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
13,-1.0750896,-1.3116868,"('impolite', 'polite')",-0.4342174,-0.6249577,-0.7546535,-0.9683222,0.2136687
23,-0.9901988,-1.1756747,"('insincere', 'sincere')",5.890342,5.7318864,2.4500718,2.2781057,0.1719661
66,0.9315119,0.9942749,"('inactive', 'active')",0.8127219,0.85299295,0.8721169,0.9236339,-0.051517
44,0.92244047,0.8451905,"('prejudiced', 'unprejudiced')",-1.4570191,-1.6090045,-0.2672893,-0.381907,0.1146177
42,0.88025284,0.9040087,"('unreliable', 'reliable')",-2.9803574,-2.4583359,-1.0500523,-0.7771636,-0.2728887
7,-0.8466939,-0.8941191,"('insensitive', 'sensitive')",0.42585847,0.80919665,-0.2104177,-0.0424612,-0.1679565
67,0.844265,0.90290904,"('doubtful', 'determined')",-0.547189,-0.59541297,0.148538,0.153748,-0.00521
48,-0.8244862,-0.8672042,"('unintelligent', 'intelligent')",0.6679437,0.6462599,-0.0782712,-0.1104721,0.0322009
68,-0.8229838,-0.6984774,"('dependent', 'independent')",-0.5560691,-0.5157167,-0.6895264,-0.607097,-0.0824294
36,0.82287717,0.5848524,"('hostile', 'amicable')",0.57307786,0.18929698,0.6979775,0.3870747,0.3109028
43,-0.80542374,-0.9441602,"('irresponsible', 'responsible')",0.47721457,0.48018712,-0.1641046,-0.2319866,0.067882
49,-0.77413625,-0.8139273,"('unable', 'able')",-0.31556377,-0.2640718,-0.54485,-0.5389996,-0.0058504
8,-0.7592179,-0.67039365,"('unaffectionate', 'affectionate')",0.54274434,0.79379606,-0.1082368,0.0617012,-0.169938
33,0.7393896,0.746858,"('wrong', 'right')",-0.7161467,-0.74085104,0.0116214,0.0030035,0.0086179
87,0.7016777,0.68509746,"('unsuccessful', 'successful')",0.7717709,0.759577,0.7367243,0.7223372,0.0143871
35,0.6890096,0.7294288,"('corrupt', 'incorrupt')",-0.10864639,-0.2800055,0.2901816,0.2247117,0.0654699
24,-0.6636598,-0.85835046,"('dishonest', 'honest')",0.80727077,0.85681874,0.0718055,-0.0007659,0.0725714
72,-0.6574568,-0.55626917,"('unambitious', 'ambitious')",-0.8658156,-0.6294569,-0.7616362,-0.592863,-0.1687732
19,-0.65138626,-0.3835994,"('inhospitable', 'hospitable')",-0.06456502,0.024697656,-0.3579756,-0.1794509,-0.1785247
25,0.648086,0.50075585,"('egoistic', 'altruistic')",1.5997658,1.5607046,1.1239259,1.0307302,0.0931957
28,-0.62478024,-0.99199045,"('disloyal', 'loyal')",1.0219971,0.92874354,0.1986084,-0.0316235,0.2302319
3,-0.6068122,-0.7400401,"('repellent', 'pleasant')",0.2410378,0.1967506,-0.1828872,-0.2716448,0.0887576
52,0.6045399,0.5309399,"('irrational', 'rational')",0.16300619,-0.0710612,0.383773,0.2299393,0.1538337
38,-0.59980977,-0.7226628,"('untruthful', 'truthful')",0.18588892,0.04555485,-0.2069604,-0.338554,0.1315936
22,-0.5430918,-0.52739817,"('untrustworthy', 'trustworthy')",-1.000884,-0.76577455,-0.7719879,-0.6465864,-0.1254015
20,0.5378962,0.7062633,"('rough', 'thoughtful')",1.1130124,1.1933899,0.8254544,0.9498266,-0.1243722
11,-0.52876055,-0.59794676,"('unhelpful', 'helpful')",1.9376673,1.9887868,0.7044533,0.69542,0.0090333
78,-0.528324,-0.53555775,"('nonresilient', 'resilient')",0.024086693,0.08224049,-0.2521186,-0.2266586,-0.02546
70,-0.51335496,-0.46233287,"('lethargic', 'energetic')",0.43533567,0.87304115,-0.0390096,0.2053541,-0.2443637
84,0.50875247,0.5627743,"('inferior', 'superior')",0.8735325,0.8004898,0.6911424,0.681632,0.0095104
40,0.50122607,0.4894955,"('stingy', 'generous')",-1.6174618,-1.1627898,-0.5581179,-0.3366472,-0.2214707
59,0.48301545,0.661073,"('foolish', 'wise')",0.30481592,0.21184902,0.3939157,0.436461,-0.0425453
17,0.47637165,0.4535371,"('nasty', 'nice')",-0.54909813,-0.75087005,-0.0363632,-0.1486665,0.1123033
0,-0.4540031,-0.83712083,"('unsociable', 'sociable')",-0.435659,-0.46631134,-0.444831,-0.6517161,0.2068851
65,-0.4444351,-0.7704704,"('insecure', 'secure')",-0.1395539,-0.19166008,-0.2919945,-0.4810652,0.1890707
71,0.4321808,0.60192,"('diffident', 'self-confident')",0.37673944,0.6108466,0.4044601,0.6063833,-0.2019232
5,0.41994867,0.6365322,"('distant', 'outgoing')",-0.46313944,-0.45574665,-0.0215954,0.0903928,-0.1119882
15,0.41525644,0.42992488,"('boring', 'funny')",0.43842927,0.38698956,0.4268429,0.4084572,0.0183857
1,-0.41351962,-0.39745638,"('unfriendly', 'friendly')",1.7173845,1.7779733,0.6519324,0.6902584,-0.038326
63,-0.39928412,-0.25909728,"('unperceptive', 'insightful')",0.9240324,1.3641373,0.2623741,0.55252,-0.2901459
75,0.3831489,0.57019395,"('meek', 'impulsive')",-0.3748925,-0.3655452,0.0041282,0.1023244,-0.0981962
14,0.37863925,0.15573445,"('antisocial', 'social')",-0.71280414,-0.7084441,-0.1670824,-0.2763548,0.1092724
56,-0.3719766,-0.5416937,"('impractical', 'practical')",0.33500648,0.38199788,-0.0184851,-0.0798479,0.0613628
37,-0.36615333,-0.086382374,"('fake', 'genuine')",0.105669856,0.5148796,-0.1302417,0.2142486,-0.3444903
79,-0.36398622,-0.22961593,"('wavering', 'unwavering')",0.085543804,0.055769082,-0.1392212,-0.0869234,-0.0522978
31,0.35891086,0.59099656,"('evil', 'good')",-1.2197093,-1.0715038,-0.4303992,-0.2402536,-0.1901456
88,-0.351331,-0.589053,"('low', 'eminent')",0.5277979,0.39417306,0.0882334,-0.09744,0.1856734
58,0.30317408,0.4170247,"('undiscriminating', 'discriminating')",0.12255366,0.3616244,0.2128639,0.3893245,-0.1764606
21,-0.28979468,-0.7009241,"('immoral', 'moral')",-0.38962415,-0.7086576,-0.3397094,-0.7047908,0.3650814
41,0.28707808,0.022616968,"('unforgiving', 'forgiving')",0.33470294,0.26037902,0.3108905,0.141498,0.1693925
27,0.27724037,0.48939842,"('hardhearted', 'softhearted')",0.9251243,1.2067552,0.6011823,0.8480768,-0.2468945
9,-0.26915538,-0.30117947,"('unaffectionate', 'caring')",1.0819495,1.2565247,0.406397,0.4776726,-0.0712756
77,-0.2645314,-0.4003533,"('unmotivated', 'motivated')",-1.275399,-1.3487635,-0.7699652,-0.8745584,0.1045932
4,0.2449511,0.39318132,"('disliked', 'liked')",-6.2849994,-5.9678664,-3.0200241,-2.7873425,-0.2326816
32,-0.23783132,-0.50846875,"('unkind', 'kind')",1.0976377,0.9655986,0.4299031,0.2285649,0.2013382
64,0.20956199,0.14761136,"('shy', 'confident')",-6.3048234,-6.144393,-3.0476308,-2.9983909,-0.0492399
60,-0.20931742,-0.4393375,"('inefficient', 'efficient')",0.099991426,0.079273455,-0.054663,-0.180032,0.125369
47,-0.18962869,-0.17834109,"('stupid', 'smart')",5.3657036,5.320756,2.5880375,2.5712075,0.01683
50,0.17330922,0.36066788,"('clumsy', 'skillful')",0.123874485,0.29429698,0.1485918,0.3274824,-0.1788906
74,-0.17294228,-0.09356423,"('undedicated', 'dedicated')",0.5121642,0.87304574,0.1696109,0.3897408,-0.2201299
80,-0.15105057,-0.11265487,"('dominated', 'dominating')",-1.2752103,-1.0008007,-0.7131304,-0.5567278,-0.1564026
18,-0.13672811,-0.26254395,"('disagreeable', 'welcoming')",-0.47057733,-0.39269066,-0.3036527,-0.3276173,0.0239646
76,0.13506147,-0.15239756,"('anxious', 'daring')",0.2752635,0.14820379,0.2051625,-0.0020969,0.2072594
30,0.13348591,0.013356753,"('intolerant', 'tolerant')",1.2940487,1.1357812,0.7137673,0.574569,0.1391983
81,-0.11652475,-0.4007448,"('submissive', 'aggressive')",-0.4722467,-0.41841128,-0.2943857,-0.409578,0.1151923
29,-0.114696875,-0.004423664,"('unfair', 'fair')",-0.4744149,-0.44812474,-0.2945559,-0.2262742,-0.0682817
54,0.110850066,0.15995604,"('incapable', 'capable')",1.157166,1.1592746,0.634008,0.6596153,-0.0256073
62,0.10284636,0.032030504,"('incompetent', 'brilliant')",0.17225026,0.31791297,0.1375483,0.1749717,-0.0374234
61,-0.099374756,-0.30711126,"('illogical', 'logical')",0.38209957,0.1706888,0.1413624,-0.0682112,0.2095736
34,0.093357034,0.05797022,"('mean', 'honorable')",6.2859864,6.2146187,3.1896718,3.1362944,0.0533774
16,0.084578246,0.0930821,"('unpopular', 'popular')",0.25075275,0.07003488,0.1676655,0.0815585,0.086107
6,-0.023164544,0.2795351,"('distant', 'open')",0.039673842,0.1008964,0.0082546,0.1902158,-0.1819612
12,0.011944916,0.05441962,"('unsupportive', 'supportive')",-1.6432852,-1.1753929,-0.8156701,-0.5604866,-0.2551835
