,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
7,-0.7238087,-0.80336684,"('insensitive', 'sensitive')",0.66203743,0.5014475,0.4655977,0.5858008,0.1346088,0.0946272,0.0399816
68,-0.71846837,-0.57247806,"('dependent', 'independent')",-0.699263,-0.62538564,-0.7674655,-0.45184714,-0.728399,-0.5499036,-0.1784954
26,-0.6993825,-0.6054174,"('hardhearted', 'benevolent')",0.7837753,0.89642274,1.4855281,1.5195559,0.523307,0.6035204,-0.0802134
56,0.66470075,0.37252483,"('impractical', 'practical')",2.0117204,1.795519,0.2533998,0.362551,0.976607,0.8435316,0.1330754
49,-0.657078,-0.5782252,"('unable', 'able')",0.73325,0.82140464,-0.18347798,0.017445032,-0.0357687,0.0868748,-0.1226435
5,-0.6526079,-0.3876542,"('distant', 'outgoing')",-0.22639546,0.03299577,-0.20610872,0.020175088,-0.361704,-0.1114944,-0.2502096
87,0.65098345,0.49113658,"('unsuccessful', 'successful')",2.1535015,1.8115802,0.71990585,0.55278814,1.1747969,0.951835,0.2229619
11,-0.6442784,-1.0780213,"('unhelpful', 'helpful')",0.40634727,0.2087479,1.8239636,1.9203441,0.5286775,0.3503569,0.1783206
58,-0.63815004,-0.48539275,"('undiscriminating', 'discriminating')",0.41415992,0.5197799,-0.19197953,-0.013942055,-0.1386565,0.006815,-0.1454715
88,-0.632954,-0.6397678,"('low', 'eminent')",0.5364036,0.45789346,0.16002701,0.03959768,0.0211589,-0.0474256,0.0685845
69,0.63255006,1.1546282,"('lazy', 'industrious')",0.047033846,0.17680734,-0.6238214,-0.48879918,0.0185875,0.2808787,-0.2622912
45,-0.62538385,-0.9049257,"('incompetent', 'competent')",0.9908307,0.6624183,-0.25683525,-0.28811637,0.0362039,-0.1768746,0.2130785
42,0.610887,0.6365181,"('unreliable', 'reliable')",0.7051868,0.7465814,-2.4041827,-2.1358705,-0.362703,-0.2509236,-0.1117794
63,-0.5761332,-0.6882664,"('unperceptive', 'insightful')",0.6729738,0.5451433,0.87835693,1.2460788,0.3250659,0.3676519,-0.042586
29,-0.57371765,-0.4554641,"('unfair', 'fair')",-0.8771176,-0.7493719,-0.6373925,-0.6086152,-0.6960759,-0.6044838,-0.0915921
33,0.56865233,0.7565272,"('wrong', 'right')",0.59444517,0.7936972,-0.4712397,-0.5550956,0.2306193,0.3317096,-0.1010903
12,-0.5570968,-0.4561873,"('unsupportive', 'supportive')",0.6559767,0.7771846,-1.8514898,-1.417903,-0.5842033,-0.3656352,-0.2185681
84,0.55612206,0.45406237,"('inferior', 'superior')",0.09971856,0.15013747,0.7356181,0.79285496,0.4638196,0.4656849,-0.0018653
18,-0.48698032,-0.4397596,"('disagreeable', 'welcoming')",-0.6574813,-0.6474614,-0.24015921,-0.12064543,-0.4615403,-0.4026221,-0.0589182
40,-0.47089407,-0.40178508,"('stingy', 'generous')",-0.7034321,-0.7143461,-1.6931562,-1.550294,-0.9558275,-0.8888084,-0.0670191
74,0.4677298,0.3266421,"('undedicated', 'dedicated')",1.1277437,0.9932453,0.49895397,0.5473397,0.6981425,0.622409,0.0757335
39,0.41194537,0.35367462,"('exploitative', 'cooperative')",1.2095331,1.1705858,0.11724017,0.27069846,0.5795729,0.5983196,-0.0187467
46,-0.40837184,-0.84008664,"('uncompetitive', 'competitive')",1.5616517,1.1950696,-0.39706492,-0.4486588,0.2520717,-0.0312253,0.283297
61,-0.4041517,-0.5689741,"('illogical', 'logical')",0.08532774,-0.107257895,0.13227347,0.091708705,-0.0621835,-0.1948411,0.1326576
85,-0.38980812,-0.021152262,"('insignificant', 'prestigious')",-0.32692474,-0.08969821,0.5837618,0.48958972,-0.0443237,0.1262464,-0.1705701
43,-0.38318324,-0.6453299,"('irresponsible', 'responsible')",1.6146983,1.5663366,0.560876,0.75364065,0.5974637,0.5582158,0.0392479
35,0.38215515,0.7233135,"('corrupt', 'incorrupt')",-1.9421937,-1.7434803,-0.3870611,-0.53051513,-0.6490332,-0.516894,-0.1321392
17,-0.372146,-0.22631548,"('nasty', 'nice')",-0.7544413,-0.6358182,-0.6256406,-0.5819703,-0.584076,-0.481368,-0.102708
41,-0.3588048,-0.54033446,"('unforgiving', 'forgiving')",-0.4661627,-0.5689763,0.013720146,-0.031260993,-0.2704158,-0.3801906,0.1097748
16,-0.3456962,-0.4423883,"('unpopular', 'popular')",-0.42010957,-0.5710551,0.82371235,0.38805628,0.0193022,-0.2084624,0.2277646
79,-0.30696258,-0.14304037,"('wavering', 'unwavering')",-1.1501591,-0.9378527,-0.062871106,-0.11294189,-0.5066643,-0.397945,-0.1087193
83,-0.30438468,-0.22539124,"('powerless', 'powerful')",0.7649469,0.93474835,-0.820323,-0.7139594,-0.1199203,-0.0015341,-0.1183862
4,-0.25552145,-0.16887595,"('disliked', 'liked')",-0.34279448,-0.37447837,-6.099737,-6.037884,-2.2326845,-2.1937462,-0.0389383
38,-0.25059196,-0.3614384,"('untruthful', 'truthful')",-0.29556146,-0.2662373,0.015266975,0.09856854,-0.1769622,-0.176369,-0.0005932
55,-0.22703832,-0.5084867,"('incompetent', 'clever')",1.1483599,0.9158738,0.00093117356,0.12048647,0.3074176,0.1759579,0.1314597
15,0.20182855,0.22943625,"('boring', 'funny')",0.23550138,0.22620378,0.29248247,0.1934945,0.2432708,0.2163782,0.0268926
64,-0.19022943,-0.13820927,"('shy', 'confident')",-0.08253594,-0.24697001,-6.507834,-6.270381,-2.2601997,-2.2185202,-0.0416795
22,0.1886203,0.038188264,"('untrustworthy', 'trustworthy')",0.41234562,0.27911875,-0.97176963,-0.9160341,-0.1236012,-0.1995757,0.0759745
25,0.18558805,0.2021612,"('egoistic', 'altruistic')",-0.3344356,-0.32983273,1.3719505,1.2487355,0.407701,0.373688,0.034013
32,-0.18060754,-0.4291421,"('unkind', 'kind')",0.9737004,0.7298647,0.8944304,0.8531026,0.5625077,0.3846084,0.1778993
34,-0.17852636,-0.1707643,"('mean', 'honorable')",-0.34555134,-0.2784856,5.9770613,6.169336,1.8176611,1.9066954,-0.0890343
30,0.17518516,-0.4285946,"('intolerant', 'tolerant')",1.8051671,1.323988,1.2867938,1.0631618,1.0890487,0.6528517,0.436197
65,-0.17132597,-0.6631305,"('insecure', 'secure')",0.49417385,0.03603536,-0.12444521,-0.1497522,0.0661342,-0.2589491,0.3250833
80,0.17070208,-0.065931216,"('dominated', 'dominating')",0.79651105,0.5625801,-1.2962595,-1.3368764,-0.1096821,-0.2800758,0.1703937
60,0.16899142,-0.1594347,"('inefficient', 'efficient')",1.9331656,1.7579718,0.013135385,0.3472655,0.7050974,0.6486009,0.0564965
14,-0.15793449,-0.536816,"('antisocial', 'social')",1.1136056,0.82131046,-0.69461346,-0.73036134,0.0870192,-0.1486223,0.2356415
59,0.11701082,0.31428647,"('foolish', 'wise')",0.0484632,0.05900169,0.3778276,0.22152235,0.1811005,0.1982702,-0.0171697
71,-0.10669765,0.14227994,"('diffident', 'self-confident')",2.4056375,2.533498,0.51531917,0.77918464,0.9380864,1.1516542,-0.2135678
70,-0.097316876,-0.3163937,"('lethargic', 'energetic')",0.52415305,0.42194834,0.80022883,1.042603,0.4090217,0.3827192,0.0263025
24,-0.0936692,-0.096314274,"('dishonest', 'honest')",-0.13497409,-0.09901651,0.4180298,0.56967956,0.0631288,0.1247829,-0.0616541
81,-0.09119402,-0.62062496,"('submissive', 'aggressive')",0.4224665,0.02522704,-0.7978471,-0.85010034,-0.1555249,-0.4818327,0.3263078
66,0.08547604,0.31882828,"('inactive', 'active')",-0.3955177,-0.34541732,0.8597251,0.91604984,0.1832278,0.2964869,-0.1132591
37,-0.06705057,0.089525275,"('fake', 'genuine')",-0.11047122,0.009391375,0.2728204,0.5359525,0.0317662,0.2116231,-0.1798569
82,0.0652161,-0.2514267,"('poor', 'rich')",0.8628241,0.6613699,6.44577,6.0688424,2.4579366,2.1595952,0.2983414
50,0.04064988,0.16850722,"('clumsy', 'skillful')",0.24102098,0.21689285,0.5435467,0.448546,0.2750725,0.277982,-0.0029095
47,-0.026100606,-0.106494084,"('stupid', 'smart')",1.5597199,1.44468,5.4391713,5.451581,2.3242636,2.2632556,0.061008
62,-0.022792049,-0.2900782,"('incompetent', 'brilliant')",1.5917356,1.5368221,0.14261365,0.3033084,0.570519,0.5166841,0.0538349
13,0.011875059,-0.29733914,"('impolite', 'polite')",0.9117003,0.5462073,-0.20106496,-0.11377472,0.2408368,0.0450312,0.1958056
21,0.011629311,-0.3501645,"('immoral', 'moral')",0.97055423,0.6658176,-0.6617953,-0.7453727,0.1067961,-0.1432399,0.250036
75,0.00022578053,0.01504288,"('meek', 'impulsive')",-1.4800701,-1.2314624,-0.39978924,-0.5829161,-0.6265445,-0.5997785,-0.026766
