,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
4,0.76692164,0.8048506,"('disliked', 'liked')",-6.9267507,-6.652185,-3.0799146,-2.9236672,-0.1562474
71,0.76440704,0.7084248,"('diffident', 'self-confident')",0.34880108,0.35847512,0.556604,0.5334499,0.0231541
16,0.7560824,0.5662081,"('unpopular', 'popular')",0.030665033,0.049985662,0.3933737,0.3080969,0.0852768
2,0.74852854,0.7894487,"('unlikable', 'likable')",0.88487476,1.1148281,0.8167017,0.9521384,-0.1354367
72,-0.6920378,-0.3541697,"('unambitious', 'ambitious')",-0.49980256,-0.26060635,-0.5959202,-0.307388,-0.2885322
68,-0.66654825,-0.961148,"('dependent', 'independent')",-1.3249435,-1.6968092,-0.9957459,-1.3289785,0.3332326
32,-0.635288,-0.5269208,"('unkind', 'kind')",0.9938336,0.98496884,0.1792728,0.229024,-0.0497512
34,-0.6325096,-0.65946555,"('mean', 'honorable')",5.3085036,5.112082,2.337997,2.2263083,0.1116887
79,0.60183805,0.5419852,"('wavering', 'unwavering')",-0.7742979,-0.68340504,-0.0862299,-0.0707099,-0.01552
15,0.5951323,0.5276294,"('boring', 'funny')",0.5919449,0.6395529,0.5935386,0.5835911,0.0099475
83,0.59448475,0.4975966,"('powerless', 'powerful')",-1.0498751,-1.1552439,-0.2276952,-0.3288236,0.1011284
88,0.58166146,0.6576758,"('low', 'eminent')",-0.70025027,-0.59201586,-0.0592944,0.03283,-0.0921244
29,-0.54207885,-0.6211273,"('unfair', 'fair')",-0.5284757,-0.82344055,-0.5352772,-0.722284,0.1870068
52,0.52075285,0.49504286,"('irrational', 'rational')",-0.27469918,-0.13211264,0.1230268,0.1814651,-0.0584383
5,0.5178283,0.45511186,"('distant', 'outgoing')",-0.6748637,-0.29446593,-0.0785177,0.080323,-0.1588407
40,-0.47144583,-0.253979,"('stingy', 'generous')",-2.4009976,-2.3626082,-1.4362217,-1.3082936,-0.1279281
48,-0.47004983,-0.38682273,"('unintelligent', 'intelligent')",0.29906803,0.11409668,-0.0854909,-0.136363,0.0508721
44,0.46595687,0.13087319,"('prejudiced', 'unprejudiced')",-0.8797766,-0.9591994,-0.2069099,-0.4141631,0.2072532
37,-0.45217386,-0.4773813,"('fake', 'genuine')",0.20564628,0.08007386,-0.1232638,-0.1986537,0.0753899
50,0.41843,0.27417657,"('clumsy', 'skillful')",-0.40992266,-0.28940815,0.0042537,-0.0076158,0.0118695
47,-0.35379678,-0.42706117,"('stupid', 'smart')",5.128841,5.169384,2.387522,2.3711615,0.0163605
9,-0.3519007,-0.078512095,"('unaffectionate', 'caring')",0.8919867,1.2125454,0.270043,0.5670167,-0.2969737
6,0.33204108,0.38281518,"('distant', 'open')",-0.53647596,-0.24740762,-0.1022174,0.0677038,-0.1699212
66,0.32326728,0.19955768,"('inactive', 'active')",0.44883725,0.13120162,0.3860523,0.1653796,0.2206727
80,-0.31882155,-0.58005345,"('dominated', 'dominating')",-0.22523254,-0.7680619,-0.272027,-0.6740577,0.4020307
87,0.31340843,0.15184677,"('unsuccessful', 'successful')",0.3464767,0.2957162,0.3299426,0.2237815,0.1061611
20,0.31133908,0.060482122,"('rough', 'thoughtful')",0.76397765,0.5556908,0.5376583,0.3080865,0.2295718
18,-0.2919324,-0.21946096,"('disagreeable', 'welcoming')",-1.2066996,-1.1440054,-0.749316,-0.6817332,-0.0675828
77,-0.27781007,-0.31987795,"('unmotivated', 'motivated')",-0.9868412,-1.1432754,-0.6323256,-0.7315767,0.0992511
17,0.24780776,0.15498118,"('nasty', 'nice')",-0.14692006,-0.25059468,0.0504439,-0.0478067,0.0982506
53,-0.23486748,-0.17666626,"('uncreative', 'creative')",0.44930878,0.6853985,0.1072206,0.2543661,-0.1471455
64,-0.2253066,-0.31474897,"('shy', 'confident')",-5.374313,-5.5551023,-2.7998097,-2.9349256,0.1351159
61,-0.19947872,-0.1854754,"('illogical', 'logical')",0.06565236,-0.13949935,-0.0669132,-0.1624874,0.0955742
19,0.19892937,0.11728381,"('inhospitable', 'hospitable')",-0.4664074,-0.22736034,-0.133739,-0.0550383,-0.0787007
78,-0.17064697,-0.41178322,"('nonresilient', 'resilient')",-0.2837168,-0.36119685,-0.2271819,-0.38649,0.1593081
54,0.16809307,0.021007083,"('incapable', 'capable')",0.6724598,0.67488736,0.4202764,0.3479472,0.0723292
67,-0.15608546,-0.0907057,"('doubtful', 'determined')",-0.2834168,-0.37732193,-0.2197511,-0.2340138,0.0142627
84,0.11703386,0.12531815,"('inferior', 'superior')",0.40508845,0.51500124,0.2610612,0.3201597,-0.0590985
1,-0.11599223,0.20873524,"('unfriendly', 'friendly')",0.7609281,1.354419,0.3224679,0.7815771,-0.4591092
58,-0.102319665,-0.024798661,"('undiscriminating', 'discriminating')",0.056419205,0.08217957,-0.0229502,0.0286905,-0.0516407
39,-0.090928964,-0.11421451,"('exploitative', 'cooperative')",0.9677875,0.7529322,0.4384293,0.3193588,0.1190705
49,0.069396764,-0.042193398,"('unable', 'able')",-0.2265056,-0.24485335,-0.0785544,-0.1435234,0.064969
8,-0.040067453,0.17486267,"('unaffectionate', 'affectionate')",0.32205886,0.7246728,0.1409957,0.4497677,-0.308772
