,raytheon_male,raytheon_female,tuple,co_male,co_female,average_male,average_female,male-female
10,-3.202623,-3.0167785,"('unsympathetic', 'sympathetic')",-0.116538376,-0.34782967,-1.6595806,-1.682304,0.0227234
69,2.8859246,2.5736926,"('lazy', 'industrious')",-0.7419412,-0.8065213,1.0719917,0.8835856,0.1884061
45,-2.6661954,-2.421604,"('incompetent', 'competent')",-0.562644,-0.46346354,-1.6144197,-1.4425337,-0.171886
85,2.3833916,2.2391589,"('insignificant', 'prestigious')",-0.7807623,-0.6435539,0.8013147,0.7978024,0.0035123
70,-2.3573992,-2.2602262,"('lethargic', 'energetic')",0.31253734,0.13095973,-1.0224309,-1.0646333,0.0422024
43,-2.3531811,-2.2597873,"('irresponsible', 'responsible')",0.54791164,0.45201576,-0.9026347,-0.9038858,0.0012511
13,-1.9221655,-1.823033,"('impolite', 'polite')",-0.039993286,-0.21785142,-0.9810794,-1.0204422,0.0393628
35,1.8777723,1.8326833,"('corrupt', 'incorrupt')",-0.8609926,-0.65760475,0.5083898,0.5875393,-0.0791495
55,-1.8447355,-1.7555786,"('incompetent', 'clever')",0.6059435,0.33259946,-0.619396,-0.7114896,0.0920936
24,-1.7881963,-1.315115,"('dishonest', 'honest')",0.89207244,1.061234,-0.4480619,-0.1269405,-0.3211214
23,-1.7762628,-1.5029731,"('insincere', 'sincere')",5.601058,5.489026,1.9123976,1.9930265,-0.0806289
46,-1.7018174,-1.5113786,"('uncompetitive', 'competitive')",-1.1520723,-1.0331353,-1.4269449,-1.272257,-0.1546879
63,-1.6944007,-1.5823371,"('unperceptive', 'insightful')",-0.017440256,-0.032644674,-0.8559204,-0.8074909,-0.0484295
30,-1.5649495,-1.278884,"('intolerant', 'tolerant')",0.4858444,0.5943944,-0.5395526,-0.3422448,-0.1973078
22,-1.5453601,-1.5381293,"('untrustworthy', 'trustworthy')",-0.7250972,-0.72504926,-1.1352286,-1.1315893,-0.0036393
57,-1.5210335,-1.4105663,"('unimaginative', 'imaginative')",-3.5672126,-3.2791083,-2.5441232,-2.3448372,-0.199286
36,1.5168387,1.3535507,"('hostile', 'amicable')",-0.34781817,-0.06975639,0.5845103,0.6418971,-0.0573868
86,-1.4986491,-1.3329552,"('uninfluential', 'influential')",-0.69443685,-0.8324926,-1.096543,-1.0827239,-0.0138191
25,1.4787885,1.5430968,"('egoistic', 'altruistic')",1.018178,1.1374427,1.2484832,1.3402698,-0.0917866
60,-1.4700272,-1.211494,"('inefficient', 'efficient')",0.32726556,0.27499738,-0.5713809,-0.4682483,-0.1031326
28,-1.4675946,-0.9767566,"('disloyal', 'loyal')",0.39345145,0.8498293,-0.5370716,-0.0634636,-0.473608
0,-1.4544106,-1.3803226,"('unsociable', 'sociable')",-0.14360692,-0.26103264,-0.7990087,-0.8206776,0.0216689
11,-1.4499031,-1.4540764,"('unhelpful', 'helpful')",2.0003095,2.1178885,0.2752032,0.331906,-0.0567028
31,1.3410356,1.1284074,"('evil', 'good')",-1.0453138,-1.0715067,0.1478609,0.0284503,0.1194106
56,-1.3068525,-1.0685571,"('impractical', 'practical')",0.0037387013,0.14980465,-0.6515568,-0.4593762,-0.1921806
41,-1.3000201,-1.1259488,"('unforgiving', 'forgiving')",0.047252774,0.13653699,-0.6263837,-0.4947059,-0.1316778
14,-1.2947079,-1.1979923,"('antisocial', 'social')",-0.11197288,-0.34150928,-0.7033404,-0.7697508,0.0664104
81,-1.2613734,-1.0879439,"('submissive', 'aggressive')",-0.68860537,-0.9687787,-0.9749894,-1.0283613,0.0533719
75,1.2535119,1.1995853,"('meek', 'impulsive')",-0.77011126,-0.46836036,0.2417003,0.3656125,-0.1239122
21,-1.2485455,-1.3215606,"('immoral', 'moral')",-0.560678,-0.86569375,-0.9046118,-1.0936272,0.1890154
3,-1.2365301,-1.2397851,"('repellent', 'pleasant')",0.6986937,0.36815423,-0.2689182,-0.4358154,0.1668972
7,-1.2107043,-1.094243,"('insensitive', 'sensitive')",-0.020236861,-0.33514678,-0.6154706,-0.7146949,0.0992243
38,-1.1995711,-1.0330704,"('untruthful', 'truthful')",-0.2656735,0.0048624054,-0.7326223,-0.514104,-0.2185183
51,-1.1948036,-1.2535114,"('uneducated', 'educated')",0.5187553,0.060445968,-0.3380241,-0.5965327,0.2585086
76,-1.1691897,-1.1518272,"('anxious', 'daring')",-0.025070457,-0.17985809,-0.5971301,-0.6658427,0.0687126
73,1.1109391,1.1239394,"('helpless', 'self-reliant')",-3.067762,-2.7624037,-0.9784114,-0.8192322,-0.1591792
65,-1.101152,-1.1049865,"('insecure', 'secure')",0.4412115,0.2312384,-0.3299702,-0.4368741,0.1069039
26,1.0086966,1.0669496,"('hardhearted', 'benevolent')",1.3828351,1.6434884,1.1957659,1.355219,-0.1594531
82,-0.9867483,-0.7784822,"('poor', 'rich')",5.3256836,5.714831,2.1694677,2.4681745,-0.2987068
74,-0.9609479,-0.88037,"('undedicated', 'dedicated')",-0.040805504,-0.003983073,-0.5008767,-0.4421766,-0.0587001
59,0.90582055,0.7339676,"('foolish', 'wise')",-0.043820154,0.162623,0.4310002,0.4482953,-0.0172951
62,-0.8979363,-0.6627288,"('incompetent', 'brilliant')",0.19577725,0.39128637,-0.3510795,-0.1357212,-0.2153583
33,0.8945424,0.9379388,"('wrong', 'right')",-1.0204519,-0.7346713,-0.0629548,0.1016338,-0.1645886
42,-0.81872094,-1.0316818,"('unreliable', 'reliable')",-2.7489684,-2.8830366,-1.7838447,-1.9573592,0.1735145
12,-0.80986536,-0.7735464,"('unsupportive', 'supportive')",-2.1452649,-2.1379821,-1.4775651,-1.4557643,-0.0218008
27,-0.7719353,-0.99219525,"('hardhearted', 'softhearted')",0.67070097,0.5074716,-0.0506172,-0.2423618,0.1917446
