,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,2.7875795,2.7701561,"('inefficient', 'efficient')",0.48270208,0.65350586,1.6351408,1.711831,-0.0766902
52,-2.7052321,-3.010095,"('irrational', 'rational')",-0.41126862,-0.6693262,-1.5582504,-1.8397105,0.2814601
56,2.3222725,2.347133,"('impractical', 'practical')",0.033706244,0.21219926,1.1779894,1.2796661,-0.1016767
23,2.2379727,2.0921679,"('insincere', 'sincere')",5.7123237,5.9392114,3.9751482,4.0156898,-0.0405416
31,-2.123534,-2.1842172,"('evil', 'good')",-1.2781658,-1.2889094,-1.7008499,-1.7365633,0.0357134
75,-1.9435458,-1.996064,"('meek', 'impulsive')",-0.7067635,-0.60684234,-1.3251547,-1.3014531,-0.0237016
4,-1.9036865,-1.9898819,"('disliked', 'liked')",-6.8573475,-6.8463316,-4.380517,-4.4181066,0.0375896
62,1.7926831,1.824333,"('incompetent', 'brilliant')",0.15079084,0.33918434,0.971737,1.0817586,-0.1100216
7,1.7462701,1.9371935,"('insensitive', 'sensitive')",0.6597064,1.1202744,1.2029883,1.528734,-0.3257457
66,-1.5959662,-1.4492648,"('inactive', 'active')",0.28384042,0.25486374,-0.6560629,-0.5972005,-0.0588624
43,1.5864291,1.4145625,"('irresponsible', 'responsible')",0.671943,0.87146527,1.129186,1.1430138,-0.0138278
16,-1.5382757,-1.8884215,"('unpopular', 'popular')",-0.018392727,-0.23777725,-0.7783342,-1.0630994,0.2847652
10,1.508251,1.4581672,"('unsympathetic', 'sympathetic')",-0.36593938,-0.12033363,0.5711558,0.6689168,-0.097761
6,-1.5068526,-1.7846857,"('distant', 'open')",-0.41661167,-0.2260024,-0.9617321,-1.005344,0.0436119
21,1.495422,1.0465473,"('immoral', 'moral')",-0.15057541,-0.42059737,0.6724233,0.312975,0.3594483
14,1.4540069,1.5191407,"('antisocial', 'social')",-0.38792115,-0.5112705,0.5330429,0.5039351,0.0291078
35,-1.4244617,-1.521742,"('corrupt', 'incorrupt')",-0.481865,-0.53283733,-0.9531634,-1.0272896,0.0741262
30,1.4132285,1.5179319,"('intolerant', 'tolerant')",1.3013725,1.3453538,1.3573005,1.4316429,-0.0743424
36,-1.4045343,-2.0189512,"('hostile', 'amicable')",-0.20311373,-0.43521187,-0.8038241,-1.2270815,0.4232574
13,1.4037628,1.53579,"('impolite', 'polite')",-0.7154659,-0.62253165,0.3441485,0.4566292,-0.1124807
55,1.3682334,1.3485806,"('incompetent', 'clever')",0.32749194,0.36028525,0.8478627,0.8544329,-0.0065702
81,1.3592749,1.6609534,"('submissive', 'aggressive')",-0.19497424,-0.25247583,0.5821503,0.7042388,-0.1220885
39,1.3512712,1.4209559,"('exploitative', 'cooperative')",-0.012419692,0.16083516,0.6694257,0.7908955,-0.1214698
24,1.3334674,1.3428398,"('dishonest', 'honest')",0.3786948,0.6153307,0.8560811,0.9790853,-0.1230042
59,-1.3326983,-1.4271985,"('foolish', 'wise')",-0.007562518,0.17404379,-0.6701304,-0.6265774,-0.043553
48,1.3166058,1.3207784,"('unintelligent', 'intelligent')",0.6726534,0.8217968,0.9946296,1.0712876,-0.076658
27,1.3141581,1.1831914,"('hardhearted', 'softhearted')",1.3043038,1.3658034,1.3092309,1.2744974,0.0347335
70,1.2785845,1.4601586,"('lethargic', 'energetic')",0.7681832,0.9739416,1.0233839,1.2170501,-0.1936662
32,1.2622987,1.0343875,"('unkind', 'kind')",0.66926277,0.71920663,0.9657807,0.8767971,0.0889836
29,-1.2288525,-1.3428814,"('unfair', 'fair')",-0.5245605,-0.31569904,-0.8767065,-0.8292903,-0.0474162
5,-1.2242051,-1.5832033,"('distant', 'outgoing')",-0.8396595,-0.6774703,-1.0319324,-1.1303368,0.0984044
72,1.2182943,1.2032918,"('unambitious', 'ambitious')",-0.9713194,-0.71709794,0.1234874,0.2430969,-0.1196095
88,1.1965618,0.8005044,"('low', 'eminent')",0.34245628,0.10057591,0.7695091,0.4505402,0.3189689
44,-1.1869755,-1.1188583,"('prejudiced', 'unprejudiced')",-0.90275645,-1.1409538,-1.044866,-1.1299061,0.0850401
65,1.1751184,1.1695834,"('insecure', 'secure')",-0.07552402,-0.00014594942,0.5497972,0.5847188,-0.0349216
61,1.0983752,0.84407914,"('illogical', 'logical')",0.28152397,0.14077696,0.6899496,0.4924281,0.1975215
63,1.0779638,1.000018,"('unperceptive', 'insightful')",0.74589974,1.02902,0.9119318,1.014519,-0.1025872
64,-1.0508417,-1.1631063,"('shy', 'confident')",-6.506684,-6.6837935,-3.7787628,-3.92345,0.1446872
19,-1.0450892,-1.3018489,"('inhospitable', 'hospitable')",-0.3267054,-0.21466877,-0.6858974,-0.7582588,0.0723614
