,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
23,1.2567407,1.0236372,"('insincere', 'sincere')",1.2633519,1.1233965,5.9843345,6.206138,2.834809,2.7843908,0.0504182
68,-1.0953043,-1.2892454,"('dependent', 'independent')",-0.19945353,-0.3513899,-1.197084,-1.17302,-0.8306139,-0.9378851,0.1072712
24,1.0587683,0.9619666,"('dishonest', 'honest')",0.71846515,0.824175,1.2405291,1.4922242,1.0059208,1.0927886,-0.0868678
39,1.0528198,0.7366291,"('exploitative', 'cooperative')",2.0428479,1.6173972,0.28234842,0.1657875,1.1260054,0.8399379,0.2860675
71,1.0454465,1.0530531,"('diffident', 'self-confident')",0.6278996,0.641977,0.22829166,0.038182035,0.6338792,0.5777374,0.0561418
13,1.041194,0.8243084,"('impolite', 'polite')",0.25881812,0.26731062,-0.46088055,-0.053899392,0.2797105,0.3459065,-0.066196
63,0.973987,0.8180857,"('unperceptive', 'insightful')",1.6289476,1.406789,0.21751894,0.4698304,0.9401512,0.898235,0.0419162
82,-0.95363444,-0.6826894,"('poor', 'rich')",-0.24144451,-0.04373177,6.389057,6.5841956,1.7313261,1.9525914,-0.2212653
41,0.9483658,0.8960593,"('unforgiving', 'forgiving')",2.0620103,2.0660603,-0.09001705,-0.023233008,0.973453,0.9796289,-0.0061759
45,0.9410633,0.9664167,"('incompetent', 'competent')",1.071077,1.2456647,-0.35567072,-0.1985164,0.5521565,0.6711884,-0.1190319
76,0.91719586,0.701091,"('anxious', 'daring')",0.5123335,0.37476602,0.16276358,0.40414634,0.5307643,0.4933345,0.0374298
20,0.88088995,0.53792864,"('rough', 'thoughtful')",0.04131039,-0.19170639,0.7018783,0.6126958,0.5413595,0.3196394,0.2217201
22,0.8682838,0.7651907,"('untrustworthy', 'trustworthy')",1.4332509,1.3188758,-0.29942092,-0.16494244,0.6673713,0.639708,0.0276633
42,0.8557048,0.88921636,"('unreliable', 'reliable')",1.4257884,1.4083459,-2.605877,-2.4685078,-0.1081279,-0.0569818,-0.0511461
85,-0.84726447,-0.94271415,"('insignificant', 'prestigious')",-1.3982233,-1.7103033,-0.9310943,-1.5353878,-1.0588606,-1.396135,0.3372744
48,0.81840664,0.1779147,"('unintelligent', 'intelligent')",0.38777417,0.07354445,0.2423159,0.30427587,0.4828322,0.185245,0.2975872
77,0.8007016,0.3691358,"('unmotivated', 'motivated')",0.35244322,-0.09430972,-1.5152884,-1.5089844,-0.1207145,-0.4113861,0.2906716
50,-0.79775274,-0.7416558,"('clumsy', 'skillful')",-0.35323045,-0.48434448,-0.16503085,-0.27759713,-0.4386714,-0.5011992,0.0625278
59,-0.7871009,-0.37845373,"('foolish', 'wise')",-0.0653556,0.20294462,-0.18960667,-0.23072506,-0.3473544,-0.1354114,-0.211943
74,0.76080024,0.94795203,"('undedicated', 'dedicated')",1.1326462,1.3398328,-0.6429049,-0.73390067,0.4168472,0.5179614,-0.1011142
80,0.71288145,0.47577754,"('dominated', 'dominating')",0.76615137,0.50438964,-0.69740176,-0.52951574,0.2605437,0.1502171,0.1103266
8,-0.70658433,-0.6086195,"('unaffectionate', 'affectionate')",-0.3956405,-0.45477417,1.0755687,0.9844715,-0.0088854,-0.0263074,0.017422
29,-0.6804134,-0.4248032,"('unfair', 'fair')",-0.6537982,-0.35668227,-0.679834,-0.71616274,-0.6713486,-0.4992161,-0.1721325
58,0.6633748,0.41881153,"('undiscriminating', 'discriminating')",0.8085939,0.4444465,-0.3605744,-0.49518803,0.3704648,0.12269,0.2477748
75,-0.6570076,-0.28849187,"('meek', 'impulsive')",-1.2027051,-0.8877637,-0.6874337,-0.7426105,-0.8490488,-0.6396221,-0.2094267
47,0.6275872,0.6247972,"('stupid', 'smart')",0.51558316,0.6555943,5.866581,6.034546,2.3365838,2.4383125,-0.1017287
33,0.601679,0.70934165,"('wrong', 'right')",0.17068028,0.34275618,-0.6233372,-0.903818,0.049674,0.0494266,0.0002474
65,0.5952107,0.2718822,"('insecure', 'secure')",0.85264784,0.74604625,0.15523583,0.4714624,0.5343648,0.4964636,0.0379012
32,0.59334546,0.58630383,"('unkind', 'kind')",1.4643385,1.4936664,1.0539871,1.2612127,1.0372237,1.1137277,-0.076504
25,-0.59248006,-0.48434857,"('egoistic', 'altruistic')",-0.30302453,-0.18259291,0.9119155,0.50438184,0.0054703,-0.0541865,0.0596568
46,0.53776354,0.1159483,"('uncompetitive', 'competitive')",1.1413468,0.8500855,-1.2527205,-0.8093933,0.1421299,0.0522135,0.0899164
17,-0.48907033,-0.330674,"('nasty', 'nice')",-0.4322758,-0.29741472,-0.6599083,-0.7503599,-0.5270848,-0.4594829,-0.0676019
26,0.4846397,0.33808798,"('hardhearted', 'benevolent')",0.81519115,0.6194576,0.99441236,0.7561554,0.7647478,0.5712337,0.1935141
54,-0.47183922,-0.2823198,"('incapable', 'capable')",-0.21792875,-0.043248326,0.7720854,0.8175588,0.0274392,0.1639969,-0.1365577
38,0.433465,0.5639734,"('untruthful', 'truthful')",0.25635332,0.3995232,-0.48082644,-0.43562964,0.069664,0.1759557,-0.1062917
84,-0.42225096,-0.58771336,"('inferior', 'superior')",-1.3295935,-1.2972895,-0.16140428,-0.12802184,-0.6377496,-0.6710083,0.0332587
0,0.41849783,0.105639294,"('unsociable', 'sociable')",1.3758847,1.1315521,-0.32520992,-0.24191469,0.4897242,0.3317589,0.1579653
57,0.41263467,0.049679726,"('unimaginative', 'imaginative')",0.9256788,0.48994628,-2.9997838,-2.8989997,-0.5538234,-0.7864579,0.2326345
61,0.39696085,0.2073976,"('illogical', 'logical')",1.0226662,0.8081014,0.016026568,0.07296276,0.4785512,0.3628206,0.1157306
69,-0.38760883,-0.14626527,"('lazy', 'industrious')",-0.23056616,-0.0015907027,-1.3237194,-1.689454,-0.6472981,-0.6124367,-0.0348614
64,0.32013774,0.3043826,"('shy', 'confident')",-0.36880234,-0.4102418,-6.4292955,-6.357656,-2.15932,-2.1545051,-0.0048149
73,0.2904282,0.5261149,"('helpless', 'self-reliant')",-0.69636434,-0.5628284,-3.4128897,-3.5010233,-1.272942,-1.1792456,-0.0936964
18,-0.28102976,-0.3370986,"('disagreeable', 'welcoming')",0.5666903,0.6323384,-0.7517092,-0.69180524,-0.1553496,-0.1321885,-0.0231611
15,-0.26162383,-0.22752781,"('boring', 'funny')",-0.26584375,-0.19330458,-0.39212313,-0.38194665,-0.3065302,-0.267593,-0.0389372
78,0.25953165,-0.04433461,"('nonresilient', 'resilient')",0.44738734,0.21461216,-0.48849535,-0.3556985,0.0728079,-0.061807,0.1346149
40,0.2552067,0.20110114,"('stingy', 'generous')",0.5067804,0.4483617,-2.1232011,-2.1662917,-0.453738,-0.5056096,0.0518716
27,-0.23059312,-0.2978747,"('hardhearted', 'softhearted')",1.0658095,0.9919075,1.5407066,1.6525799,0.7919744,0.7822042,0.0097702
86,-0.2245324,-0.5165221,"('uninfluential', 'influential')",0.48201638,0.27575848,-0.028153779,-0.1049555,0.0764434,-0.1152397,0.1916831
2,0.20164204,0.59133685,"('unlikable', 'likable')",0.7598661,1.0812068,0.41166875,0.53557134,0.4577256,0.7360384,-0.2783128
51,-0.18074803,-0.19648941,"('uneducated', 'educated')",0.33579198,0.14046422,-0.3250605,-0.2623751,-0.0566722,-0.1061334,0.0494612
88,-0.16372575,-0.3059143,"('low', 'eminent')",0.026105735,-0.12110861,-0.42074552,-0.32635084,-0.1861218,-0.2511246,0.0650028
37,-0.16104425,-0.13794164,"('fake', 'genuine')",-0.26785108,-0.36616898,0.45150787,0.6068379,0.0075375,0.0342424,-0.0267049
28,0.1407759,-0.28435233,"('disloyal', 'loyal')",-0.2436865,-0.6235368,0.6816718,0.6282712,0.1929204,-0.093206,0.2861264
87,-0.09288429,-0.0455897,"('unsuccessful', 'successful')",0.8307848,0.75836575,-0.25795227,-0.33991644,0.1599827,0.1242865,0.0356962
3,-0.090646125,-0.29521388,"('repellent', 'pleasant')",0.29742536,0.0821342,1.0121621,1.057526,0.4063138,0.2814821,0.1248317
9,0.08702624,-0.06737447,"('unaffectionate', 'caring')",0.86212146,0.58777833,1.588709,1.5692637,0.8459522,0.6965559,0.1493963
83,0.06744544,-0.20636766,"('powerless', 'powerful')",-0.42439154,-0.5008882,-0.74946827,-0.9498031,-0.3688048,-0.552353,0.1835482
44,-0.042392634,-0.11958411,"('prejudiced', 'unprejudiced')",-0.5259757,-0.4132204,-0.7647074,-0.8506265,-0.4443586,-0.4611437,0.0167851
34,-0.022383422,-0.10614422,"('mean', 'honorable')",-0.20279975,-0.15784112,5.0223336,5.0037103,1.5990502,1.5799084,0.0191418
