,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,-0.9268723,-0.782944,"('diffident', 'self-confident')",0.432073,0.6207922,-0.2473997,-0.0810759,-0.1663238
38,-0.92655796,-0.84432536,"('untruthful', 'truthful')",-0.3125958,-0.05027563,-0.6195769,-0.4473005,-0.1722764
16,-0.92193615,-0.79431623,"('unpopular', 'popular')",0.24407867,0.28846708,-0.3389288,-0.2529246,-0.0860042
39,0.8881312,0.85243547,"('exploitative', 'cooperative')",0.11957418,0.16256452,0.5038527,0.5075,-0.0036473
67,0.85409546,0.53315973,"('doubtful', 'determined')",-0.138197,-0.21962522,0.3579492,0.1567672,0.201182
44,0.82486355,0.5560945,"('prejudiced', 'unprejudiced')",-1.1611826,-1.3738235,-0.1681595,-0.4088645,0.240705
73,0.78094196,0.94387186,"('helpless', 'self-reliant')",-2.7961202,-2.5957358,-1.0075891,-0.825932,-0.1816571
62,0.7231465,0.8010906,"('incompetent', 'brilliant')",0.10151891,0.643697,0.4123327,0.7223938,-0.3100611
57,-0.67629164,-0.6270915,"('unimaginative', 'imaginative')",-2.3051994,-2.0448356,-1.4907455,-1.3359635,-0.154782
35,-0.66484225,-0.5268104,"('corrupt', 'incorrupt')",0.09224049,-0.16319302,-0.2863009,-0.3450017,0.0587008
28,-0.65019596,-0.653025,"('disloyal', 'loyal')",0.71813154,0.8038846,0.0339678,0.0754298,-0.041462
50,0.60354877,0.83158326,"('clumsy', 'skillful')",0.09892002,0.27906603,0.3512344,0.5553247,-0.2040903
4,-0.5935045,-0.45691374,"('disliked', 'liked')",-6.254346,-6.01707,-3.4239252,-3.2369919,-0.1869333
25,-0.5653713,-0.12431091,"('egoistic', 'altruistic')",1.478356,1.6218336,0.4564924,0.7487613,-0.2922689
34,-0.5454467,-0.33373088,"('mean', 'honorable')",5.634878,5.6912904,2.5447156,2.6787798,-0.1340642
82,-0.5433449,-0.33818343,"('poor', 'rich')",5.750513,5.938495,2.6035841,2.8001559,-0.1965718
55,0.541207,0.40061402,"('incompetent', 'clever')",-0.027170325,0.22755921,0.2570184,0.3140866,-0.0570682
78,-0.52823097,-0.17145896,"('nonresilient', 'resilient')",-0.13176538,0.20081335,-0.3299982,0.0146772,-0.3446754
10,-0.5103449,-0.5388249,"('unsympathetic', 'sympathetic')",-0.47302997,-0.044919167,-0.4916874,-0.2918721,-0.1998153
69,0.50438666,0.7815709,"('lazy', 'industrious')",-0.25757703,-0.060187705,0.1234048,0.3606916,-0.2372868
68,-0.50394344,-0.61807907,"('dependent', 'independent')",-0.7086113,-0.57487243,-0.6062773,-0.5964757,-0.0098016
64,0.50358415,0.48824942,"('shy', 'confident')",-6.5784135,-6.3351197,-3.0374146,-2.9234352,-0.1139794
2,0.50028074,0.55976,"('unlikable', 'likable')",0.5561295,0.6899277,0.5282052,0.6248438,-0.0966386
40,0.48737857,0.61103755,"('stingy', 'generous')",-1.4533873,-1.0400287,-0.4830043,-0.2144956,-0.2685087
21,0.48450524,0.109805234,"('immoral', 'moral')",-0.92863345,-0.6976848,-0.2220641,-0.2939398,0.0718757
24,-0.45109308,-0.35583612,"('dishonest', 'honest')",0.5970641,0.9705224,0.0729855,0.3073431,-0.2343576
75,-0.44236758,-0.46584067,"('meek', 'impulsive')",-0.3507312,-0.36110824,-0.3965494,-0.4134744,0.016925
37,0.41929287,0.24448818,"('fake', 'genuine')",0.34270778,0.5203441,0.3810003,0.3824161,-0.0014158
48,0.41342798,0.058867916,"('unintelligent', 'intelligent')",0.7928945,0.82920253,0.6031612,0.4440352,0.159126
12,-0.4036315,-0.21463464,"('unsupportive', 'supportive')",-2.0187361,-1.4480796,-1.2111838,-0.8313571,-0.3798267
41,0.3698455,0.3797661,"('unforgiving', 'forgiving')",-0.08639681,-0.07697803,0.1417243,0.151394,-0.0096697
15,-0.3430203,-0.3896745,"('boring', 'funny')",0.67989475,0.6165303,0.1684372,0.1134279,0.0550093
3,-0.34050652,-0.44743967,"('repellent', 'pleasant')",-0.15010008,-0.0375743,-0.2453033,-0.242507,-0.0027963
84,0.32579568,0.25554186,"('inferior', 'superior')",0.99525577,0.9747714,0.6605257,0.6151567,0.045369
0,-0.3217789,-0.46143275,"('unsociable', 'sociable')",-0.55161023,-0.44673675,-0.4366946,-0.4540848,0.0173902
22,0.32131672,0.3272455,"('untrustworthy', 'trustworthy')",-1.1638904,-0.7536175,-0.4212868,-0.213186,-0.2081008
70,0.31023717,0.415182,"('lethargic', 'energetic')",0.48971078,0.9845375,0.399974,0.6998597,-0.2998857
20,0.3099736,0.1893319,"('rough', 'thoughtful')",1.0288894,1.0362334,0.6694315,0.6127827,0.0566488
59,-0.28736582,-0.11780725,"('foolish', 'wise')",0.4397225,0.6599559,0.0761783,0.2710743,-0.194896
74,0.28183365,0.23879573,"('undedicated', 'dedicated')",0.27772847,0.39839113,0.279781,0.3185934,-0.0388124
27,-0.2725448,0.009609545,"('hardhearted', 'softhearted')",1.4586139,1.6486992,0.5930345,0.8291544,-0.2361199
58,-0.26292792,-0.3221863,"('undiscriminating', 'discriminating')",0.016129885,0.0063096546,-0.123399,-0.1579383,0.0345393
63,-0.26098764,-0.039379258,"('unperceptive', 'insightful')",0.5760079,1.1661524,0.1575101,0.5633866,-0.4058765
61,-0.24173638,-0.18230958,"('illogical', 'logical')",0.099942565,0.147912,-0.0708969,-0.0171988,-0.0536981
77,0.22232467,0.14325133,"('unmotivated', 'motivated')",-1.4137703,-1.1501431,-0.5957228,-0.5034459,-0.0922769
17,-0.20644945,-0.2704231,"('nasty', 'nice')",-0.44119924,-0.40509814,-0.3238243,-0.3377606,0.0139363
11,0.20111416,0.17794979,"('unhelpful', 'helpful')",1.4446764,1.7822357,0.8228953,0.9800928,-0.1571975
56,0.18743838,0.18798058,"('impractical', 'practical')",-0.03243472,0.18668097,0.0775018,0.1873308,-0.109829
7,0.17715886,0.19034669,"('insensitive', 'sensitive')",0.47331128,1.0923197,0.3252351,0.6413332,-0.3160981
49,-0.14712015,-0.0963999,"('unable', 'able')",-0.2128304,0.104255304,-0.1799753,0.0039277,-0.183903
83,-0.13952574,-0.33925793,"('powerless', 'powerful')",-0.8722643,-1.1161205,-0.505895,-0.7276892,0.2217942
18,-0.12039015,-0.042874277,"('disagreeable', 'welcoming')",-0.44995806,-0.17399135,-0.2851741,-0.1084328,-0.1767413
51,-0.11140381,-0.1955428,"('uneducated', 'educated')",0.2901426,0.30281636,0.0893694,0.0536368,0.0357326
72,-0.09518444,-0.11712166,"('unambitious', 'ambitious')",-0.75058395,-0.6560291,-0.4228842,-0.3865754,-0.0363088
45,-0.07869471,-0.050206542,"('incompetent', 'competent')",-0.40695283,0.051332615,-0.2428238,0.000563,-0.2433868
87,0.06792742,0.23431721,"('unsuccessful', 'successful')",0.51722753,0.7140463,0.2925775,0.4741818,-0.1816043
46,0.06566334,-0.11848078,"('uncompetitive', 'competitive')",-1.0312088,-0.97104615,-0.4827727,-0.5447634,0.0619907
47,0.063253865,0.17318955,"('stupid', 'smart')",5.2699637,5.5562344,2.6666088,2.864712,-0.1981032
33,-0.06259628,0.063160464,"('wrong', 'right')",-0.30226445,-0.32262608,-0.1824304,-0.1297328,-0.0526976
32,-0.061055724,-0.06623508,"('unkind', 'kind')",0.7284806,0.8749665,0.3337124,0.4043657,-0.0706533
26,-0.05578944,0.05006641,"('hardhearted', 'benevolent')",1.9110218,2.0232935,0.9276162,1.03668,-0.1090638
43,0.054891936,-0.07311902,"('irresponsible', 'responsible')",0.496225,0.9071004,0.2755585,0.4169907,-0.1414322
88,-0.031818353,-0.22158974,"('low', 'eminent')",0.34958303,0.2955689,0.1588823,0.0369896,0.1218927
13,0.011438668,0.081847906,"('impolite', 'polite')",-0.6215754,-0.43633473,-0.3050684,-0.1772434,-0.127825
23,0.009764882,-0.054897085,"('insincere', 'sincere')",5.2563186,5.534696,2.6330416,2.7398994,-0.1068578
