,emc_male,emc_female,tuple,corp_male,corp_female,ma_male,ma_female,average_male,average_female,male-female
8,-1.9926833,-2.1703024,"('unaffectionate', 'affectionate')",-0.27437168,-0.5657893,1.4569331,1.1792977,-0.2700406,-0.5189313,0.2488907
1,-1.8889887,-2.2985694,"('unfriendly', 'friendly')",0.06472439,-0.3379224,2.3677447,1.942277,0.1811601,-0.2314049,0.412565
6,-1.7306088,-1.6967053,"('distant', 'open')",-1.1866224,-1.2481874,0.43554202,0.1703496,-0.8272297,-0.9248478,0.0976181
31,-1.5886465,-1.5475194,"('evil', 'good')",-0.22006594,-0.15525535,-0.616341,-1.1352327,-0.8083512,-0.9460025,0.1376513
62,1.5634202,1.6356126,"('incompetent', 'brilliant')",1.0538212,1.3735474,0.3920831,0.8620637,1.0031082,1.2904079,-0.2872997
80,1.5178225,1.4877257,"('dominated', 'dominating')",0.47749135,0.39803752,-0.6252607,-0.5135883,0.4566844,0.4573917,-0.0007073
36,-1.4974196,-1.4772788,"('hostile', 'amicable')",-0.8113055,-0.8656513,0.5302168,0.17268986,-0.5928361,-0.7234134,0.1305773
60,1.4511224,1.1590639,"('inefficient', 'efficient')",0.05498782,0.08309962,-0.2710093,0.17055613,0.4117003,0.4709066,-0.0592063
39,1.4012643,1.2273839,"('exploitative', 'cooperative')",1.2312386,1.11455,-0.35194197,-0.21487258,0.760187,0.7090204,0.0511666
9,-1.2772617,-1.6070694,"('unaffectionate', 'caring')",0.31137252,-0.029886138,2.146891,1.9363117,0.3936673,0.0997854,0.2938819
5,-1.2392699,-1.1381886,"('distant', 'outgoing')",-0.6233988,-0.6393055,-0.035725746,-0.27233192,-0.6327981,-0.6832753,0.0504772
56,1.1947539,1.1489046,"('impractical', 'practical')",-0.11994715,0.2342681,-0.85693496,-0.39545226,0.0726239,0.3292401,-0.2566162
35,-1.1713521,-0.9925892,"('corrupt', 'incorrupt')",-0.8767556,-0.78304195,-0.20139849,-0.54494846,-0.7498353,-0.7735265,0.0236912
61,1.158331,0.9527885,"('illogical', 'logical')",0.9549095,0.8418532,0.7046793,0.6730562,0.9393066,0.822566,0.1167406
18,-1.1527131,-1.3523678,"('disagreeable', 'welcoming')",-0.12153614,-0.30643916,-0.26645645,-0.5385133,-0.5135686,-0.7324401,0.2188715
79,-1.1014811,-0.9864687,"('wavering', 'unwavering')",-1.6812706,-1.5681809,-0.16045262,-0.37182996,-0.9810681,-0.9754932,-0.0055749
54,-1.0562499,-0.99406415,"('incapable', 'capable')",-0.5856427,-0.34157526,1.3887638,1.5371869,-0.0843763,0.0671825,-0.1515588
82,-1.0517273,-1.1071601,"('poor', 'rich')",0.4139377,0.39617172,6.631092,6.8284583,1.9977674,2.0391566,-0.0413892
70,0.97571045,0.7471757,"('lethargic', 'energetic')",0.8860227,0.7983857,0.5080746,0.79229957,0.7899359,0.7792869,0.010649
73,0.9485665,1.1366137,"('helpless', 'self-reliant')",1.0878673,1.1901755,-3.6360092,-3.8744886,-0.5331918,-0.5158997,-0.0172921
52,-0.9342325,-0.9111524,"('irrational', 'rational')",-0.41403085,-0.4143021,0.5580056,0.25601053,-0.2634192,-0.3564813,0.0930621
87,0.931883,0.9711795,"('unsuccessful', 'successful')",2.0494437,1.8105028,0.3016435,0.18251032,1.0943233,0.9880642,0.1062591
19,-0.92685264,-0.9690631,"('inhospitable', 'hospitable')",-0.611275,-0.7685015,-0.44422543,-0.6229879,-0.6607844,-0.7868508,0.1260664
81,0.92647564,0.9350797,"('submissive', 'aggressive')",0.13189729,0.38763425,-0.9240323,-0.41479963,0.0447802,0.3026381,-0.2578579
14,0.9134594,0.7415025,"('antisocial', 'social')",0.99948376,1.1962861,-0.99765825,-0.75465786,0.305095,0.3943769,-0.0892819
53,-0.90924305,-1.1683898,"('uncreative', 'creative')",-0.25022453,-0.49915582,0.9670668,0.8365785,-0.0641336,-0.276989,0.2128554
25,-0.90340877,-1.1550391,"('egoistic', 'altruistic')",0.37539476,0.18999869,1.1645763,0.844273,0.2121874,-0.0402558,0.2524432
66,-0.83258355,-0.6396325,"('inactive', 'active')",-0.10106669,-0.097823106,0.49914446,0.3874974,-0.1448353,-0.1166527,-0.0281826
76,0.82814676,1.0717796,"('anxious', 'daring')",-0.23646006,0.03364318,-0.43457842,0.08047063,0.0523694,0.3952978,-0.3429284
3,0.8011257,0.58031434,"('repellent', 'pleasant')",0.31272286,0.14346164,0.7189058,0.8327161,0.6109181,0.5188307,0.0920874
85,-0.78011656,-0.91925347,"('insignificant', 'prestigious')",-0.031559817,-0.37686104,0.36755618,-0.23194098,-0.1480401,-0.5093518,0.3613117
38,-0.7729983,-0.7332107,"('untruthful', 'truthful')",-0.66903746,-0.41775027,0.36435512,0.534604,-0.3592269,-0.2054523,-0.1537746
30,0.73948675,0.5540556,"('intolerant', 'tolerant')",1.2228158,1.43342,0.7407524,1.0047753,0.9010183,0.997417,-0.0963987
77,0.7240523,0.36247444,"('unmotivated', 'motivated')",-0.61817676,-0.662924,-1.1651092,-1.0805672,-0.3530779,-0.4603389,0.107261
63,0.72268796,0.5127571,"('unperceptive', 'insightful')",0.99922454,0.8363312,0.95935094,1.0633059,0.8937545,0.8041313,0.0896232
21,0.7106815,0.3930767,"('immoral', 'moral')",-0.035577595,-0.010902068,-1.0570706,-0.78363,-0.1273222,-0.1338185,0.0064963
86,-0.65654045,-1.2018188,"('uninfluential', 'influential')",-0.0908813,-0.5484097,0.109983236,0.017070554,-0.2124795,-0.5777193,0.3652398
26,-0.6410158,-0.9324592,"('hardhearted', 'benevolent')",2.1459823,1.753936,1.6755625,1.3431743,1.0601764,0.7215504,0.338626
7,0.6319271,0.2527924,"('insensitive', 'sensitive')",0.04507207,-0.21940611,0.75532293,0.6671094,0.4774407,0.2334986,0.2439421
67,0.59820104,0.8007128,"('doubtful', 'determined')",0.08827154,0.51510024,-0.7340047,-0.5899916,-0.015844,0.2419405,-0.2577845
45,0.5801716,0.38002607,"('incompetent', 'competent')",0.6238414,0.61020994,-0.10395062,0.18494864,0.3666875,0.3917282,-0.0250407
46,0.57692724,0.28363886,"('uncompetitive', 'competitive')",-0.01922545,-0.07259935,-1.1052386,-0.77755636,-0.1825123,-0.188839,0.0063267
28,-0.5638415,-0.97803307,"('disloyal', 'loyal')",-0.0069541205,-0.24928062,1.3142749,1.240371,0.2478264,0.0043525,0.2434739
42,0.55485094,0.64170915,"('unreliable', 'reliable')",1.0351053,1.1032485,-3.0583155,-2.9747612,-0.4894531,-0.4099345,-0.0795186
64,0.5401489,0.5574837,"('shy', 'confident')",-0.02478375,0.23315273,-7.204147,-6.8093457,-2.2295939,-2.0062364,-0.2233575
20,0.53761536,0.40302694,"('rough', 'thoughtful')",0.30051282,0.2997761,0.43072003,0.48359442,0.4229494,0.3954658,0.0274836
43,0.5184021,0.36860657,"('irresponsible', 'responsible')",0.30374044,0.36489585,0.64080757,0.94672114,0.48765,0.5600745,-0.0724245
0,-0.51578075,-0.8404539,"('unsociable', 'sociable')",0.17777744,0.12903565,-0.49333894,-0.35631618,-0.2771141,-0.3559115,0.0787974
16,-0.50419664,-0.53152883,"('unpopular', 'popular')",-0.115926705,-0.17592512,0.6454116,0.36296237,0.0084294,-0.1148305,0.1232599
11,0.48262224,0.3356235,"('unhelpful', 'helpful')",0.25749832,0.24142838,1.1286888,1.4952291,0.6229364,0.6907603,-0.0678239
33,0.45923245,0.37522498,"('wrong', 'right')",0.7644286,0.6506135,0.3631282,0.037595723,0.5289298,0.3544781,0.1744517
23,-0.45256555,-0.7861956,"('insincere', 'sincere')",-0.28004777,-0.42128146,6.5699544,6.79811,1.9457804,1.8635443,0.0822361
27,-0.44227928,-0.7132072,"('hardhearted', 'softhearted')",0.35262242,-0.19033888,1.338947,0.9796657,0.4164301,0.0253732,0.3910569
41,-0.43570435,-0.66199005,"('unforgiving', 'forgiving')",0.9333399,0.83085054,0.13565429,0.19052286,0.2110966,0.1197944,0.0913022
12,0.4197166,0.19120204,"('unsupportive', 'supportive')",0.14711279,0.01858151,-1.6103439,-1.6226494,-0.3478382,-0.4709553,0.1231171
84,0.38708603,0.45363337,"('inferior', 'superior')",0.44779366,0.60662675,0.15642688,0.2447115,0.3304355,0.4349905,-0.104555
2,0.38485348,0.46188882,"('unlikable', 'likable')",1.329478,1.54781,0.26581976,0.40380275,0.6600504,0.8045006,-0.1444502
57,0.37824205,0.13097312,"('unimaginative', 'imaginative')",-0.26529467,-0.38078213,-3.6007476,-3.5148783,-1.1626,-1.2548958,0.0922958
17,-0.37701124,-0.44225463,"('nasty', 'nice')",-0.49881333,-0.5400334,-0.88106734,-1.1565455,-0.5856307,-0.7129445,0.1273138
55,0.36936903,0.12715322,"('incompetent', 'clever')",0.40670103,0.33360288,-0.1726647,0.09597028,0.2011351,0.1855755,0.0155596
58,0.35641,0.14001027,"('undiscriminating', 'discriminating')",0.72256166,0.5591789,-0.100217715,-0.28719726,0.3262513,0.1373306,0.1889207
59,-0.35262606,-0.25040382,"('foolish', 'wise')",-0.07732159,0.019751227,0.78465563,0.56556857,0.118236,0.1116387,0.0065973
