,staples_male,staples_female,tuple,inc_male,inc_female,average_male,average_female,male-female
9,1.9237905,2.0334184,"('unaffectionate', 'caring')",1.0930206,1.3397986,1.5084054,1.6866086,-0.1782032
71,1.8760853,1.8564663,"('diffident', 'self-confident')",0.6797154,0.5772349,1.2779003,1.2168506,0.0610497
64,-1.7614585,-2.1708016,"('shy', 'confident')",-6.9763274,-7.0809355,-4.3688931,-4.6258688,0.2569757
87,1.7117088,1.5088965,"('unsuccessful', 'successful')",0.77149194,0.69455415,1.2416004,1.1017253,0.1398751
12,1.7060289,1.5841693,"('unsupportive', 'supportive')",-1.485841,-1.4295744,0.110094,0.0772974,0.0327966
56,1.62033,1.3149124,"('impractical', 'practical')",0.017737662,0.041906334,0.8190338,0.6784094,0.1406244
74,1.5288354,1.480983,"('undedicated', 'dedicated')",-0.075065464,-0.09011666,0.726885,0.6954332,0.0314518
1,1.4451485,1.4749644,"('unfriendly', 'friendly')",1.9328786,1.9423932,1.6890135,1.7086787,-0.0196652
39,1.4438726,1.3762317,"('exploitative', 'cooperative')",0.01395216,0.055349756,0.7289124,0.7157907,0.0131217
75,-1.4319787,-1.3523654,"('meek', 'impulsive')",-0.4827984,-0.31397825,-0.9573885,-0.8331718,-0.1242167
26,1.3216608,1.0224775,"('hardhearted', 'benevolent')",1.3588384,1.1231114,1.3402495,1.0727944,0.2674551
61,1.2568884,1.2251326,"('illogical', 'logical')",0.28419575,0.12915836,0.7705421,0.6771455,0.0933966
60,1.2448153,1.017251,"('inefficient', 'efficient')",0.52273273,0.49300036,0.883774,0.7551257,0.1286483
25,1.2262871,1.4957186,"('egoistic', 'altruistic')",1.2674836,1.2645866,1.2468853,1.3801526,-0.1332673
27,1.2123139,1.2867044,"('hardhearted', 'softhearted')",1.3753978,1.3055967,1.2938559,1.2961506,-0.0022947
33,1.1677605,1.300395,"('wrong', 'right')",-0.58413565,-0.38343677,0.2918124,0.4584791,-0.1666667
35,-1.0526519,-0.5515794,"('corrupt', 'incorrupt')",-0.2955878,-0.112804666,-0.6741198,-0.332192,-0.3419278
31,-0.99198246,-0.7674048,"('evil', 'good')",-0.8734515,-0.82968193,-0.932717,-0.7985433,-0.1341737
44,-0.96592385,-0.9274778,"('prejudiced', 'unprejudiced')",-1.5256248,-1.544218,-1.2457743,-1.2358478,-0.0099265
78,0.95237964,1.0389978,"('nonresilient', 'resilient')",0.52521265,0.6142402,0.7387961,0.826619,-0.0878229
47,0.9259188,0.8996716,"('stupid', 'smart')",5.604215,5.790141,3.2650671,3.3449063,-0.0798392
76,0.8875734,0.6985186,"('anxious', 'daring')",0.44438165,0.50002927,0.6659775,0.5992739,0.0667036
68,-0.8863105,-0.8111005,"('dependent', 'independent')",-0.17281199,-0.011143338,-0.5295613,-0.4111219,-0.1184394
85,0.8847628,1.1476499,"('insignificant', 'prestigious')",0.37331808,0.50117844,0.6290405,0.8244141,-0.1953736
80,0.83631784,0.40041244,"('dominated', 'dominating')",-0.9442041,-1.0742668,-0.0539431,-0.3369272,0.2829841
4,-0.83189726,-0.69751513,"('disliked', 'liked')",-6.4617395,-6.403804,-3.6468184,-3.5506594,-0.096159
0,0.8300257,0.33032307,"('unsociable', 'sociable')",-0.1504254,-0.47879317,0.3398001,-0.0742351,0.4140352
23,0.80896014,0.72149944,"('insincere', 'sincere')",6.0771413,6.288724,3.4430506,3.5051117,-0.0620611
16,-0.80606365,-0.5800209,"('unpopular', 'popular')",0.41196698,0.49041045,-0.1970483,-0.0448052,-0.1522431
62,0.7711726,0.7473388,"('incompetent', 'brilliant')",0.48351133,0.940546,0.627342,0.8439424,-0.2166004
54,0.76785874,1.0564387,"('incapable', 'capable')",1.3294891,1.8001857,1.0486739,1.4283122,-0.3796383
48,0.74923277,0.7655413,"('unintelligent', 'intelligent')",0.9046109,0.88003105,0.8269218,0.8227862,0.0041356
10,0.7399304,0.30462378,"('unsympathetic', 'sympathetic')",-0.2336604,-0.2860992,0.253135,0.0092623,0.2438727
29,-0.7312352,-0.42971563,"('unfair', 'fair')",-0.44637722,-0.55219066,-0.5888062,-0.4909531,-0.0978531
19,-0.7238923,-0.52247334,"('inhospitable', 'hospitable')",0.014671372,0.10923218,-0.3546104,-0.2066206,-0.1479898
84,0.70576954,0.91224974,"('inferior', 'superior')",0.91601676,1.0674329,0.8108932,0.9898413,-0.1789481
65,0.67484844,0.34061846,"('insecure', 'secure')",-0.5042245,-0.5099374,0.085312,-0.0846595,0.1699715
8,0.6433563,0.8159579,"('unaffectionate', 'affectionate')",0.82452035,0.8960712,0.7339383,0.8560145,-0.1220762
3,-0.63674295,-0.68745774,"('repellent', 'pleasant')",-0.22969836,-0.36485377,-0.4332207,-0.5261558,0.0929351
66,-0.62955284,-0.92031246,"('inactive', 'active')",0.78841543,0.62201875,0.0794313,-0.1491469,0.2285782
18,-0.62316215,-0.33140174,"('disagreeable', 'welcoming')",-0.40607384,-0.26558924,-0.514618,-0.2984955,-0.2161225
32,0.5919954,0.56941706,"('unkind', 'kind')",1.2274207,1.0957572,0.909708,0.8325871,0.0771209
51,-0.5465302,-0.76229763,"('uneducated', 'educated')",0.6564109,0.5121296,0.0549403,-0.125084,0.1800243
