,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
87,0.5228131,0.6306931,"('unsuccessful', 'successful')",1.2180575,1.3189832,0.8704353,0.9748381,-0.1044028
38,-0.51330346,-0.97171354,"('untruthful', 'truthful')",0.08866342,-0.21308208,-0.21232,-0.5923978,0.3800778
12,-0.5131027,-0.88389456,"('unsupportive', 'supportive')",-1.7565925,-1.7593853,-1.1348476,-1.32164,0.1867924
25,0.49907848,0.87939864,"('egoistic', 'altruistic')",0.5961199,0.88194656,0.5475992,0.8806726,-0.3330734
33,0.49505547,0.4915186,"('wrong', 'right')",-0.73318183,-1.1515089,-0.1190632,-0.3299952,0.210932
14,-0.45628542,-0.19673836,"('antisocial', 'social')",-0.5549318,0.5417621,-0.5056086,0.1725119,-0.6781205
2,0.43227273,0.9895404,"('unlikable', 'likable')",0.5489673,1.125444,0.49062,1.0574923,-0.5668723
16,0.422069,0.6118066,"('unpopular', 'popular')",0.20311241,0.39537063,0.3125907,0.5035886,-0.1909979
27,-0.4217525,-0.56840396,"('hardhearted', 'softhearted')",0.9922964,0.5732961,0.2852719,0.0024461,0.2828258
79,-0.42051798,-0.35621777,"('wavering', 'unwavering')",-0.32565805,-0.6748013,-0.373088,-0.5155095,0.1424215
62,-0.3945638,-0.8619113,"('incompetent', 'brilliant')",1.2160658,0.93724626,0.410751,0.0376675,0.3730835
64,0.38830045,0.34647042,"('shy', 'confident')",-6.0637455,-5.6809483,-2.8377225,-2.667239,-0.1704835
85,0.37050217,0.9277076,"('insignificant', 'prestigious')",-0.95092374,-0.6363074,-0.2902108,0.1457001,-0.4359109
37,0.3490156,0.18376932,"('fake', 'genuine')",0.31416014,-0.043822058,0.3315879,0.0699736,0.2616143
52,-0.345252,-0.027972443,"('irrational', 'rational')",-0.13636309,-0.48078206,-0.2408075,-0.2543772,0.0135697
76,0.33136463,0.14194095,"('anxious', 'daring')",-0.083039954,0.41720206,0.1241623,0.2795715,-0.1554092
31,-0.3145185,0.0117476545,"('evil', 'good')",-1.3228537,-1.4610515,-0.8186861,-0.7246519,-0.0940342
34,-0.3015063,-0.28997776,"('mean', 'honorable')",5.8460517,5.6788287,2.7722726,2.6944256,0.077847
20,0.2989781,0.301444,"('rough', 'thoughtful')",0.70745903,0.777154,0.5032185,0.539299,-0.0360805
67,0.2944782,0.6497845,"('doubtful', 'determined')",-0.5230821,0.029405834,-0.1143019,0.3395952,-0.4538971
29,0.28145516,0.394202,"('unfair', 'fair')",-0.39885443,-0.2657933,-0.0586996,0.0642044,-0.122904
63,-0.28011903,-0.86112773,"('unperceptive', 'insightful')",0.95428365,0.83850044,0.3370823,-0.0113136,0.3483959
17,-0.2515127,-0.12984715,"('nasty', 'nice')",-0.6994231,-0.5523716,-0.4754679,-0.3411094,-0.1343585
7,-0.19230513,-0.35037252,"('insensitive', 'sensitive')",0.45553187,0.58248985,0.1316134,0.1160587,0.0155547
4,0.18475662,0.2371545,"('disliked', 'liked')",-7.011343,-6.1782875,-3.4132931,-2.9705665,-0.4427266
15,0.17517847,0.60095906,"('boring', 'funny')",-0.095101446,0.3131882,0.0400385,0.4570736,-0.4170351
56,-0.16522127,-0.4424273,"('impractical', 'practical')",-0.064680725,0.34452495,-0.114951,-0.0489512,-0.0659998
68,-0.14987151,-0.14484191,"('dependent', 'independent')",-0.4099379,-0.3737757,-0.2799047,-0.2593088,-0.0205959
66,-0.12364441,0.18723352,"('inactive', 'active')",0.3509977,0.203625,0.1136766,0.1954293,-0.0817527
59,0.10341319,0.24221314,"('foolish', 'wise')",0.17127548,-0.26290047,0.1373443,-0.0103437,0.147688
65,-0.08651595,-0.14322066,"('insecure', 'secure')",-0.10515173,0.19053033,-0.0958338,0.0236548,-0.1194886
36,-0.08141261,0.48150685,"('hostile', 'amicable')",-0.6612886,-0.6795101,-0.3713506,-0.0990016,-0.272349
78,0.07836034,-0.40514043,"('nonresilient', 'resilient')",0.5671457,0.29460558,0.322753,-0.0552674,0.3780204
61,-0.074101835,0.099104404,"('illogical', 'logical')",0.3496837,0.6267872,0.1377909,0.3629458,-0.2251549
82,0.06598738,0.13461949,"('poor', 'rich')",6.797401,6.7758307,3.4316943,3.4552252,-0.0235309
83,-0.05695197,0.017465532,"('powerless', 'powerful')",-0.7108316,-0.67478067,-0.3838918,-0.3286576,-0.0552342
71,-0.0412331,0.20639364,"('diffident', 'self-confident')",0.41827503,0.57791644,0.188521,0.3921551,-0.2036341
58,0.038694844,-0.2902535,"('undiscriminating', 'discriminating')",0.17261976,0.27115032,0.1056573,-0.0095516,0.1152089
80,0.036846776,-0.2801114,"('dominated', 'dominating')",-0.482623,-0.3421313,-0.2228881,-0.3111213,0.0882332
75,0.018937796,0.11899057,"('meek', 'impulsive')",-0.6912749,-0.7746812,-0.3361685,-0.3278453,-0.0083232
49,-0.01534855,-0.0016235299,"('unable', 'able')",0.37307343,0.0889456,0.1788624,0.043661,0.1352014
