,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,co_male,co_female,average_male,average_female,male-female
19,-1.2787805,-1.2123052,"('inhospitable', 'hospitable')",-1.1067389,-1.0242854,-0.9517505,-0.9777815,-0.9419339,-0.91915274,-0.67557377,-0.6423962,-0.9909555,-0.9551842,-0.0357713
13,1.260994,1.3811768,"('impolite', 'polite')",0.71204984,0.78472674,0.99041826,0.9267803,0.47419515,0.40830848,0.079128996,0.0197053,0.7033573,0.7041395,-0.0007822
75,-1.240616,-1.586903,"('meek', 'impulsive')",0.5431201,0.3437765,-0.17690955,-0.44066736,0.5812245,0.434996,-0.30384278,-0.4390805,-0.1194047,-0.3375757,0.218171
21,1.2260035,1.2900318,"('immoral', 'moral')",1.3994943,1.5231309,0.9239994,1.0473391,-0.019722832,-0.06719106,-0.89432025,-0.94235384,0.5270908,0.5701914,-0.0431006
6,-1.2186793,-1.2291459,"('distant', 'open')",0.33702928,0.27221614,-0.96493155,-1.1772785,-0.32442302,-0.42626017,-0.541063,-0.42142057,-0.5424135,-0.5963778,0.0539643
49,-1.1504377,-1.3132617,"('unable', 'able')",-0.10799218,-0.13496175,-0.024460994,-0.39287603,-0.9799356,-1.1805001,-0.82159275,-0.95649934,-0.6168839,-0.7956198,0.1787359
53,-1.1451265,-1.1684422,"('uncreative', 'creative')",0.7018134,0.70720094,0.7218257,0.5001512,-0.4901969,-0.6288775,1.0294995,0.98185915,0.1635631,0.0783783,0.0851848
11,1.1408646,1.1251723,"('unhelpful', 'helpful')",0.8454241,0.87402487,1.9224701,1.7842156,0.081317626,0.00059160497,2.6056652,2.3145077,1.3191483,1.2197023,0.099446
50,-1.1277674,-1.1284313,"('clumsy', 'skillful')",0.538241,0.5744907,0.913898,1.1677048,0.46782357,0.44007644,-0.10349398,-0.09114507,0.1377402,0.1925391,-0.0547989
67,1.1253985,1.2098033,"('doubtful', 'determined')",0.3844621,0.400517,-0.03699243,-0.00065487623,0.555662,0.654348,-0.17508231,-0.13809407,0.3706896,0.4251839,-0.0544943
35,-1.1146144,-1.2812274,"('corrupt', 'incorrupt')",-1.558845,-1.7629654,-1.8576796,-2.079259,-0.85804945,-0.99659574,-1.4905708,-1.4698089,-1.375952,-1.5179713,0.1420193
36,-1.1104972,-1.1611176,"('hostile', 'amicable')",-0.44112906,-0.39470556,-1.7348995,-1.755524,-0.27309692,-0.2233148,-0.73703885,-0.59877545,-0.8593323,-0.8266874,-0.0326449
55,1.092782,1.0987339,"('incompetent', 'clever')",0.5010374,0.57332927,1.4298067,1.5212972,-0.18816061,-0.26402527,0.87970746,0.78191805,0.7430346,0.7422506,0.000784
4,-1.0843017,-1.3297212,"('disliked', 'liked')",0.26443583,0.015862992,-0.2069254,-0.412625,0.23358177,-0.051963843,-6.3268685,-6.533105,-1.4240156,-1.6623104,0.2382948
18,-1.0746578,-0.9708086,"('disagreeable', 'welcoming')",0.14131396,0.24153765,0.5015058,0.63678336,-0.29118034,-0.29363126,-1.0240053,-0.98355746,-0.3494047,-0.2739353,-0.0754694
62,1.042924,0.88159645,"('incompetent', 'brilliant')",1.3234545,1.150343,1.5928048,1.348407,1.1481096,0.8942626,0.8495944,0.588972,1.1913774,0.9727162,0.2186612
34,1.0139915,1.0131333,"('mean', 'honorable')",0.27923492,0.36537057,0.15378216,0.09071995,0.17342436,0.22625203,4.8166375,4.864015,1.2874141,1.3118982,-0.0244841
68,-1.0110023,-1.0205646,"('dependent', 'independent')",-1.4875513,-1.5424261,-0.010952324,-0.018308379,-1.5515417,-1.5371385,-1.6685619,-1.6708021,-1.1459219,-1.157848,0.0119261
74,0.9991504,0.9883335,"('undedicated', 'dedicated')",-0.22236107,-0.19439398,1.4312677,1.2767811,-0.20323658,-0.3571618,0.22386913,0.1409434,0.4457379,0.3709005,0.0748374
69,-0.99623626,-1.0826954,"('lazy', 'industrious')",1.1048021,0.9730011,-0.3753567,-0.18952557,0.36808717,0.39183852,-1.1058526,-0.99593425,-0.2009113,-0.1806631,-0.0202482
8,-0.9381948,-0.8021508,"('unaffectionate', 'affectionate')",-0.24496332,-0.08281063,-1.2447628,-1.2599324,-0.37905923,-0.24376214,0.2142854,0.2707281,-0.518539,-0.4235856,-0.0949534
82,-0.92884123,-1.211216,"('poor', 'rich')",-0.09263863,-0.30003142,1.7273383,1.4253378,0.03629507,-0.23017508,5.9438415,5.7433457,1.337199,1.0854522,0.2517468
5,-0.9135723,-1.0405388,"('distant', 'outgoing')",0.28724828,0.15729167,-0.6508174,-0.9756138,-0.19324237,-0.42938268,-0.67497844,-0.70939994,-0.4290725,-0.5995287,0.1704562
63,0.911034,0.9566582,"('unperceptive', 'insightful')",1.7406493,1.8123264,2.6856575,2.5714228,1.0112054,0.98001105,0.9123663,0.7502886,1.4521825,1.4141414,0.0380411
0,0.89321357,1.0535221,"('unsociable', 'sociable')",0.1421349,0.16594724,1.2591196,1.193633,0.14921074,0.1302732,0.5879984,0.48326358,0.6063354,0.6053277,0.0010077
66,-0.8819701,-0.85581356,"('inactive', 'active')",0.8078268,0.85198617,0.65944767,0.59430903,0.48233283,0.5703263,0.4065464,0.5969353,0.2948367,0.3515486,-0.0567119
10,0.8747419,0.9948472,"('unsympathetic', 'sympathetic')",0.40133947,0.5894483,0.9817868,1.1202867,-0.0036510658,0.03978217,0.41544807,0.39683676,0.533933,0.6282403,-0.0943073
17,0.79493314,0.7543033,"('nasty', 'nice')",-0.26625884,-0.29512998,-0.9497121,-0.8158853,0.019302338,-0.006758,-0.55354524,-0.6359711,-0.1910561,-0.1998882,0.0088321
51,0.754359,0.8688756,"('uneducated', 'educated')",0.15338427,0.23749664,1.6990745,1.7891754,-0.7390275,-0.68957776,0.21357667,0.29924172,0.4162734,0.5010423,-0.0847689
15,0.7383885,0.71929646,"('boring', 'funny')",0.16502649,0.2038571,0.37125352,0.31850728,0.70315325,0.7464302,0.36883327,0.26648206,0.469331,0.4509146,0.0184164
46,0.72307867,0.67878616,"('uncompetitive', 'competitive')",1.2085189,1.2336605,1.6407589,1.462928,0.608657,0.5004997,-0.10484281,-0.35042727,0.8152341,0.7050895,0.1101446
27,0.67356795,0.8710858,"('hardhearted', 'softhearted')",0.041185513,0.34355822,-0.16144486,0.057396527,-0.054406665,0.16842198,0.4892494,0.6966375,0.1976303,0.42742,-0.2297897
38,0.6411896,0.62228173,"('untruthful', 'truthful')",1.0607558,1.0511576,1.2045074,1.1013325,0.63970155,0.5723487,0.3360581,0.18362847,0.7764425,0.7061498,0.0702927
40,-0.6388129,-0.55942756,"('stingy', 'generous')",1.334243,1.3780837,-0.11825067,-0.031572223,0.07674461,0.036451295,-2.2868018,-2.2511613,-0.3265755,-0.2855252,-0.0410503
64,-0.5836606,-0.5509342,"('shy', 'confident')",1.5055758,1.4269613,0.9241185,1.0169492,0.7781636,0.7219147,-5.093476,-5.0744085,-0.4938557,-0.4919035,-0.0019522
83,0.56531435,0.6001627,"('powerless', 'powerful')",1.2205491,1.1999519,-0.5288484,-0.636874,0.23046115,0.23171194,-1.0940932,-1.0816156,0.0786766,0.0626674,0.0160092
33,-0.5480915,-0.4358024,"('wrong', 'right')",1.5199114,1.5664916,-0.48830986,-0.3959244,0.9270989,1.0900718,-0.9041425,-0.8034436,0.1012933,0.2042786,-0.1029853
24,0.5464956,0.6876179,"('dishonest', 'honest')",0.1867454,0.32490987,0.7748692,0.8967277,-0.09451225,-0.17542835,0.8831907,0.8652864,0.4593577,0.5198227,-0.060465
57,0.53990006,0.5837492,"('unimaginative', 'imaginative')",0.58689374,0.61102414,0.40582004,0.19105786,0.3361682,0.22159235,-2.5668986,-2.7823818,-0.1396233,-0.2349917,0.0953684
78,0.49428353,0.41862154,"('nonresilient', 'resilient')",0.9878003,0.9786024,-0.09177068,-0.16565633,-0.338354,-0.3655218,0.31174996,0.18001236,0.2727418,0.2092116,0.0635302
47,0.45845234,0.36660817,"('stupid', 'smart')",0.36121267,0.3725826,0.87052405,0.6922548,0.61805695,0.49733981,4.9072857,4.8485284,1.4431064,1.3554627,0.0876437
20,0.44267827,0.41952512,"('rough', 'thoughtful')",0.075272575,0.07529078,-0.29834613,-0.17078164,-0.45912308,-0.4717434,0.18456393,0.22853832,-0.0109909,0.0161658,-0.0271567
87,-0.4421056,-0.49147537,"('unsuccessful', 'successful')",0.2795509,0.19811165,1.5137966,1.2794492,0.9830629,0.85657907,0.18945844,0.07073306,0.5047526,0.3826795,0.1220731
45,0.43010008,0.23188865,"('incompetent', 'competent')",-0.24244496,-0.3088273,1.9248235,1.8716245,0.18406563,-0.05609043,0.45530888,0.21441129,0.5503706,0.3906013,0.1597693
79,-0.40105218,-0.50613934,"('wavering', 'unwavering')",-0.33431625,-0.39713612,-0.3400624,-0.59045243,-0.27274358,-0.40504968,-0.7339584,-0.8538997,-0.4164266,-0.5505355,0.1341089
73,0.29978198,0.27279973,"('helpless', 'self-reliant')",0.7465521,0.63057506,-0.23463468,-0.37289953,0.91741025,0.73318267,-3.3248188,-3.3931196,-0.3191419,-0.4258924,0.1067505
86,-0.2883287,-0.11702674,"('uninfluential', 'influential')",-0.5651684,-0.49346912,0.30260846,0.35188305,-1.5142567,-1.5103853,-0.34626773,-0.21003388,-0.4822826,-0.3958064,-0.0864762
77,-0.2632056,-0.18081668,"('unmotivated', 'motivated')",1.4980811,1.5184754,0.6346465,0.756543,-0.20625909,-0.011336759,-0.705291,-0.72669864,0.1915944,0.2712333,-0.0796389
32,0.2549364,0.37462246,"('unkind', 'kind')",0.68156797,0.8914126,1.3855194,1.5729994,0.052308865,0.028142244,0.945456,0.96520823,0.6639577,0.766477,-0.1025193
42,0.23469394,0.22833793,"('unreliable', 'reliable')",1.30993,1.3438442,1.6256254,1.7139467,1.5749823,1.4727185,-1.838637,-1.8575976,0.581319,0.5802499,0.0010691
22,-0.22064683,-0.29933217,"('untrustworthy', 'trustworthy')",-0.25585327,-0.23482628,2.2034874,2.0105016,0.13212825,-0.057270296,-0.16037631,-0.25817746,0.3397479,0.2321791,0.1075688
44,-0.21470296,-0.33060127,"('prejudiced', 'unprejudiced')",0.14411744,0.046736933,-0.52952564,-0.6316709,0.7921651,0.7031015,-0.9699095,-0.9797697,-0.1555711,-0.2384407,0.0828696
3,0.19294842,0.35022032,"('repellent', 'pleasant')",0.29593095,0.3529671,0.5225307,0.8283527,-0.27113363,-0.11105132,0.49062675,0.6656599,0.2461806,0.4172297,-0.1710491
81,0.14766157,0.13046254,"('submissive', 'aggressive')",1.9594982,1.9724602,1.8580165,1.8895696,0.66556835,0.69764936,-0.26547098,-0.3562122,0.8730547,0.8667859,0.0062688
26,-0.14055547,0.095286645,"('hardhearted', 'benevolent')",2.1000013,2.4073706,1.0128813,1.2908233,0.27834642,0.5100523,1.4078993,1.6870238,0.9317146,1.1981112,-0.2663966
37,0.13940637,0.23759335,"('fake', 'genuine')",-0.111351065,0.016301516,-0.04478944,0.10478029,-0.017661594,0.011911273,0.08758113,0.09697705,0.0106371,0.0935127,-0.0828756
28,-0.12607549,-0.14512998,"('disloyal', 'loyal')",0.5480554,0.59287995,0.80381405,0.7392906,-0.9400485,-1.0303026,0.95581436,0.805622,0.2483119,0.192472,0.0558399
80,0.109735906,0.1893922,"('dominated', 'dominating')",0.16803269,0.2198321,1.1781336,1.2065573,-0.14817719,-0.0025638714,-0.40184647,-0.41765025,0.1811757,0.2391135,-0.0579378
2,0.09084426,0.042594,"('unlikable', 'likable')",2.2070782,2.1896408,1.7444187,1.7012173,1.3784204,1.223588,1.0592618,1.0412362,1.2960047,1.2396553,0.0563494
9,0.09081748,0.26177338,"('unaffectionate', 'caring')",1.2682322,1.4772136,-0.011152074,0.07156287,-0.20858419,-0.106995426,1.0537913,1.1193377,0.4386209,0.5645784,-0.1259575
54,-0.08409068,-0.08646999,"('incapable', 'capable')",1.2155069,1.2224033,0.19746609,-0.0026731417,1.039404,1.0065572,0.8330158,0.8286685,0.6402604,0.5936972,0.0465632
61,0.06891057,0.08597075,"('illogical', 'logical')",0.5524433,0.5003764,1.2407627,1.149558,0.47741222,0.41261008,0.019087717,-0.009332113,0.4717233,0.4278366,0.0438867
58,0.056928724,0.031208575,"('undiscriminating', 'discriminating')",0.62683976,0.71486104,0.51994896,0.34096125,0.8859861,0.9191261,0.50486916,0.48225743,0.5189146,0.4976829,0.0212317
41,-0.03721407,-0.037859242,"('unforgiving', 'forgiving')",0.34316543,0.4777462,0.5465363,0.6189423,0.37658107,0.37030673,0.21751697,0.09752807,0.2893172,0.3053328,-0.0160156
65,-0.030006014,-0.077360764,"('insecure', 'secure')",0.41554898,0.48421085,1.8297821,1.9935524,-0.010579595,-0.1175066,0.78301513,0.69325995,0.5975521,0.5952312,0.0023209
48,-0.021950226,0.19032866,"('unintelligent', 'intelligent')",-0.41788134,-0.23362666,-0.49364007,-0.3966946,-1.3055202,-1.1654484,-0.38359532,-0.401904,-0.5245174,-0.401469,-0.1230484
