,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.2429414,-2.023232,"('uninfluential', 'influential')",-1.0723219,-0.7193177,0.008645827,0.19110586,-0.5383033,-0.71068555,-0.9612302,-0.8155323,-0.1456979
19,-2.1662366,-2.046574,"('inhospitable', 'hospitable')",-0.590718,-0.51122046,-0.6747728,-0.6619755,-0.23657848,-0.07758179,-0.9170765,-0.824338,-0.0927385
1,-2.0755863,-2.2110593,"('unfriendly', 'friendly')",0.0034938753,0.26643535,-0.2447637,-0.22386973,1.7162737,1.8402176,-0.1501456,-0.082069,-0.0680766
10,-1.8902253,-1.3614805,"('unsympathetic', 'sympathetic')",-1.0477844,-0.5241433,-1.0869052,-0.5461899,-0.52707964,-0.28886965,-1.1379986,-0.6801708,-0.4578278
9,-1.8511149,-1.9528548,"('unaffectionate', 'caring')",0.5051748,0.5554226,-0.12389307,0.022735879,0.76398665,0.823733,-0.1764616,-0.1377408,-0.0387208
6,-1.7471573,-1.8648658,"('distant', 'open')",-1.6397384,-1.5145469,-1.4416809,-1.2503906,0.074568495,0.31860113,-1.1885021,-1.0778005,-0.1107016
8,-1.713729,-1.9087722,"('unaffectionate', 'affectionate')",0.25187352,0.20612198,-0.32212824,-0.33728108,0.35250384,0.4384865,-0.35787,-0.4003612,0.0424912
5,-1.6757908,-1.7588717,"('distant', 'outgoing')",-1.0802119,-1.034622,-1.0621006,-0.95027643,-0.40048182,-0.16297552,-1.0546463,-0.9766864,-0.0779599
82,-1.5734814,-1.1748034,"('poor', 'rich')",-1.420529,-0.9648996,-0.035533138,0.22381961,5.3035617,5.6801786,0.5685045,0.9410738,-0.3725693
53,-1.441404,-1.4945247,"('uncreative', 'creative')",-0.31838685,-0.39184582,0.33094952,0.27823487,1.108266,1.0254266,-0.0801438,-0.1456773,0.0655335
79,-1.434219,-1.5267208,"('wavering', 'unwavering')",-0.65801406,-0.66043717,-1.5226493,-1.4493772,-0.23287126,-0.0051143323,-0.9619384,-0.9104124,-0.051526
69,1.421294,0.96998066,"('lazy', 'industrious')",1.0833668,0.84496176,1.134271,1.0333719,-0.36214885,-0.30768952,0.8191957,0.6351562,0.1840395
12,-1.3807654,-1.067358,"('unsupportive', 'supportive')",0.38262475,0.75018704,-0.119831555,0.26586697,-1.9180545,-1.8024448,-0.7590067,-0.4634372,-0.2955695
45,-1.3015102,-0.75027084,"('incompetent', 'competent')",-0.44394597,0.12455486,0.3277802,0.64923084,-0.6736423,-0.48917302,-0.5228295,-0.1164145,-0.406415
54,-1.2744464,-1.2158905,"('incapable', 'capable')",-0.018626826,0.12568152,-0.2125938,-0.0040748976,0.48277438,0.88571215,-0.2557231,-0.0521429,-0.2035802
63,-1.2408546,-0.8531363,"('unperceptive', 'insightful')",-1.371879,-0.8831519,0.1223905,0.42855293,0.5777379,0.667369,-0.4781513,-0.1600915,-0.3180598
23,-1.2268362,-0.97407097,"('insincere', 'sincere')",0.475015,0.65320915,-0.33899042,-0.023491392,4.90669,5.1752324,0.9539696,1.2077198,-0.2537502
28,-1.1935451,-1.2158002,"('disloyal', 'loyal')",-0.15768829,-0.18664926,0.42702028,0.47896186,0.8702201,0.76075435,-0.0134982,-0.0406833,0.0271851
57,-1.1846602,-0.93892443,"('unimaginative', 'imaginative')",-1.8837317,-1.5438905,-0.66763324,-0.34931907,-2.3405375,-2.4344404,-1.5191407,-1.3166435,-0.2024972
78,-1.1269646,-1.0430315,"('nonresilient', 'resilient')",-1.2608922,-1.1688738,0.6805353,0.9918066,0.3531204,0.4135341,-0.3385503,-0.2016411,-0.1369092
67,1.0820116,1.1804767,"('doubtful', 'determined')",0.80529726,0.8034498,-0.6633557,-0.6839521,-0.56929904,-0.59315836,0.1636635,0.176704,-0.0130405
35,1.0799012,0.6039178,"('corrupt', 'incorrupt')",0.34724942,-0.03985062,-0.3411465,-0.777573,0.10806015,-0.06385951,0.2985161,-0.0693413,0.3678574
7,-1.0345347,-0.7610732,"('insensitive', 'sensitive')",0.32146108,0.51353264,-0.078606874,0.10640943,0.38727686,0.54461724,-0.1011009,0.1008715,-0.2019724
38,-1.0333958,-0.90273476,"('untruthful', 'truthful')",-0.6560242,-0.3083442,-0.09778337,0.18588668,-0.25779212,0.06597619,-0.5112488,-0.239804,-0.2714448
3,-1.0123041,-0.9034494,"('repellent', 'pleasant')",-1.5286415,-1.4758142,-0.6176671,-0.7242885,0.010178965,-0.0005601924,-0.7871084,-0.7760281,-0.0110803
43,-0.9894453,-0.43888843,"('irresponsible', 'responsible')",0.10603577,0.7212437,0.339161,0.8628039,0.24089721,0.68022716,-0.0758378,0.4563466,-0.5321844
0,-0.969292,-0.6691731,"('unsociable', 'sociable')",0.1770411,0.44108537,0.64511925,0.82761,-0.498403,-0.53675556,-0.1613837,0.0156917,-0.1770754
44,0.9616083,0.9613474,"('prejudiced', 'unprejudiced')",-0.09893016,-0.3599227,0.20467414,0.10470025,-1.2457858,-1.02192,-0.0446084,-0.0789488,0.0343404
31,-0.9186025,-1.2183348,"('evil', 'good')",-1.4708983,-1.3563399,-0.9936277,-1.2656835,-1.0684501,-1.2319324,-1.1128947,-1.2680726,0.1551779
24,-0.89946234,-0.58064467,"('dishonest', 'honest')",-0.5093156,-0.0829452,-0.55337113,-0.33795312,0.2688761,0.44481143,-0.4233183,-0.1391829,-0.2841354
70,-0.8646374,-0.44385868,"('lethargic', 'energetic')",-0.8195946,-0.36871898,-0.15427998,0.16805121,0.46923843,0.77601886,-0.3423184,0.0328731,-0.3751915
73,0.82051563,0.732512,"('helpless', 'self-reliant')",1.1245756,1.1752298,-0.12519601,-0.27263093,-3.3432162,-3.0588577,-0.3808302,-0.3559367,-0.0248935
74,-0.79346895,-0.5446202,"('undedicated', 'dedicated')",0.28311646,0.6418788,-0.16763559,0.1660062,0.28150374,0.37426415,-0.0991211,0.1593822,-0.2585033
84,0.7892078,0.7004824,"('inferior', 'superior')",2.1190066,1.9225471,1.327271,1.1035602,1.0735167,1.0606704,1.3272506,1.196815,0.1304356
66,-0.70218956,-0.8590918,"('inactive', 'active')",-0.49209142,-0.6770164,-0.43556646,-0.5367205,0.85086083,0.69304776,-0.1947466,-0.3449453,0.1501987
11,-0.6999714,-0.3054608,"('unhelpful', 'helpful')",-0.71001494,-0.4712713,0.0749677,0.40135467,1.5883745,1.8266039,0.063339,0.3628066,-0.2994676
46,-0.6975943,-0.27878115,"('uncompetitive', 'competitive')",-0.24344829,0.21123002,-0.3023697,0.12478787,-0.5453067,-0.5557349,-0.4471797,-0.1246245,-0.3225552
27,-0.6930613,-0.6795606,"('hardhearted', 'softhearted')",-1.0484796,-1.1271684,-1.0358343,-1.081261,1.1581643,1.1915768,-0.4048027,-0.4241033,0.0193006
36,-0.6593208,-1.2522129,"('hostile', 'amicable')",-0.33300728,-0.63440573,-0.97288203,-1.3893529,0.43555894,0.18512715,-0.3824128,-0.772711,0.3902982
61,-0.62941873,-0.53612185,"('illogical', 'logical')",-0.76311165,-0.60679686,0.8286699,0.75240207,-0.13179934,-0.18121704,-0.173915,-0.1429334,-0.0309816
77,-0.6201841,-0.6069187,"('unmotivated', 'motivated')",-0.20618403,-0.13293266,1.1030719,1.119387,-1.269946,-1.1913847,-0.2483106,-0.2029622,-0.0453484
39,0.5945801,0.61143005,"('exploitative', 'cooperative')",2.309574,2.1417847,1.3945733,1.3062441,0.28298944,0.29585126,1.1454293,1.0888275,0.0566018
37,-0.5928348,-0.45302603,"('fake', 'genuine')",0.53522676,0.36806715,-0.3348703,-0.36703336,0.19540763,0.20972179,-0.0492677,-0.0605676,0.0112999
18,-0.5856954,-0.45972526,"('disagreeable', 'welcoming')",0.43756485,0.5165241,-0.07674406,-0.16131316,-0.31967723,-0.13136454,-0.136138,-0.0589697,-0.0771683
51,-0.5717094,-0.4351121,"('uneducated', 'educated')",-0.6175635,-0.5497582,0.46138117,0.45479277,0.30428764,0.08798645,-0.105901,-0.1105228,0.0046218
32,-0.56598914,-0.25161213,"('unkind', 'kind')",-0.17306706,0.09617245,0.2658851,0.6649808,0.47227395,0.75054455,-0.0002243,0.3150214,-0.3152457
88,-0.563056,-0.72603476,"('low', 'eminent')",-1.4038377,-1.268867,-0.10925292,0.073706165,0.13350001,0.26209417,-0.4856617,-0.4147754,-0.0708863
55,-0.5454671,0.00070564775,"('incompetent', 'clever')",-0.15464029,0.37372047,1.5124103,1.7671895,-0.24311307,-0.15814976,0.1422975,0.4958665,-0.353569
81,0.50653654,0.8601979,"('submissive', 'aggressive')",-0.79972965,-0.60693663,0.7281671,0.87068903,-0.655089,-0.7355357,-0.0550288,0.0971036,-0.1521324
2,0.49302366,0.846735,"('unlikable', 'likable')",0.8012334,1.071698,0.38568828,0.40637144,0.22172329,0.53631175,0.4754172,0.715279,-0.2398618
80,0.49124676,0.60894287,"('dominated', 'dominating')",-0.12339994,-0.2266855,0.3955078,0.41968766,-1.5214866,-1.4462655,-0.189533,-0.1610801,-0.0284529
50,-0.4478876,-0.46276584,"('clumsy', 'skillful')",0.77450335,0.7710751,0.13286364,0.063655265,-0.12413986,0.19683857,0.0838349,0.1422008,-0.0583659
