,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,male-female
52,-0.44362193,-0.86247534,"('irrational', 'rational')",0.02950865,-0.225078,-0.26330885,-0.6079821,-0.14052704,-0.19000441,-0.2044873,-0.4713849,0.2668976
4,-0.4273532,-0.61304975,"('disliked', 'liked')",-0.59524685,-0.6548644,-0.21708581,-0.38431007,-5.842821,-5.975242,-1.7706268,-1.9068666,0.1362398
34,-0.4183761,-0.30839062,"('mean', 'honorable')",-1.057857,-0.84542847,0.14116658,0.3331896,5.651217,5.9186687,1.0790377,1.2745098,-0.1954721
85,-0.39168274,-0.86680645,"('insignificant', 'prestigious')",0.20615557,0.057092696,0.5041865,0.30114508,0.5534115,0.6380295,0.2180177,0.0323652,0.1856525
49,-0.33765885,-0.17936788,"('unable', 'able')",-0.51357377,-0.3582055,-0.49771374,-0.14525601,-0.691986,-0.2724081,-0.5102331,-0.2388094,-0.2714237
16,-0.32854363,-0.50989354,"('unpopular', 'popular')",-0.41422442,-0.41165817,0.3121469,0.008973582,0.45420915,0.32687372,0.005897,-0.1464261,0.1523231
25,-0.3252147,-0.52215576,"('egoistic', 'altruistic')",0.746843,0.60370946,0.5967045,0.45688266,1.4443512,1.3597647,0.615671,0.4745502,0.1411208
14,0.31123048,0.8385847,"('antisocial', 'social')",0.54869556,0.59880453,1.2809308,1.3159595,-0.4195277,-0.44187063,0.4303322,0.5778695,-0.1475373
64,0.29391336,0.5919594,"('shy', 'confident')",0.5323448,0.8153443,0.28187907,0.3499955,-6.126781,-6.1104603,-1.254661,-1.0882902,-0.1663708
29,-0.26452118,-0.29347694,"('unfair', 'fair')",0.14449596,0.19645755,-0.020272156,-0.12829854,-0.53938687,-0.57961136,-0.1699211,-0.2012323,0.0313112
20,-0.25782424,-0.35769236,"('rough', 'thoughtful')",0.6382376,0.62188023,2.1649723,2.0976052,1.1634328,1.3750947,0.9272046,0.9342219,-0.0070173
68,-0.24969068,-0.20187435,"('dependent', 'independent')",-0.6393521,-0.69234955,-0.12263364,-0.32578036,-0.7557677,-0.86590654,-0.441861,-0.5214777,0.0796167
75,0.23401129,0.10282188,"('meek', 'impulsive')",-0.54905486,-0.4964218,-0.77237946,-0.79308313,-0.5551616,-0.4086974,-0.4106462,-0.3988451,-0.0118011
22,-0.23126924,0.28491592,"('untrustworthy', 'trustworthy')",-0.7079047,-0.1645563,0.38590917,0.695272,-1.0752836,-0.7301028,-0.4071371,0.0213822,-0.4285193
71,-0.22301027,-0.26802438,"('diffident', 'self-confident')",1.2683038,1.2648569,1.5532745,1.5702736,0.3701015,0.33266217,0.7421674,0.7249421,0.0172253
26,-0.21766627,-0.3963726,"('hardhearted', 'benevolent')",1.6646299,1.5969859,1.0309906,0.91125983,1.6881223,1.7093859,1.0415192,0.9553148,0.0862044
56,-0.16935629,0.45630053,"('impractical', 'practical')",0.04141552,0.72624713,0.47265276,1.1115674,-0.47098014,-0.23073925,-0.031567,0.5158439,-0.5474109
48,-0.16352117,-0.27791578,"('unintelligent', 'intelligent')",-0.24772401,-0.07158093,1.8634571,1.744013,0.23539552,0.16845457,0.4219019,0.3907427,0.0311592
65,-0.16308214,0.20309807,"('insecure', 'secure')",0.3418804,0.5648344,0.25777718,0.3346655,-0.5728099,-0.24938169,-0.0340586,0.2133041,-0.2473627
42,-0.15742365,0.3141955,"('unreliable', 'reliable')",-0.338575,-0.02202683,-0.062238686,0.18559082,-3.1111827,-2.8530385,-0.917355,-0.5938197,-0.3235353
33,0.14904444,0.14477499,"('wrong', 'right')",1.1244394,1.1861159,0.21560492,0.26056123,-0.7082603,-0.76964,0.1952071,0.205453,-0.0102459
59,0.1398817,-0.045648202,"('foolish', 'wise')",0.96708405,0.8723745,0.13016534,-0.033968035,-0.042541355,0.18525864,0.2986474,0.2445042,0.0541432
83,-0.12679237,-0.14290366,"('powerless', 'powerful')",-0.1975644,-0.20988455,-0.08788423,-0.14480081,-1.2439677,-1.3992703,-0.4140522,-0.4742148,0.0601626
21,-0.1038141,0.23986891,"('immoral', 'moral')",-0.903946,-0.5916767,0.7446836,1.0198696,-1.1794652,-0.95274484,-0.3606354,-0.0711708,-0.2894646
40,-0.10201466,-0.19488072,"('stingy', 'generous')",0.094962455,0.30039823,0.19944218,0.1319612,-1.4078707,-1.4133615,-0.3038702,-0.2939707,-0.0098995
62,-0.0984195,0.4902029,"('incompetent', 'brilliant')",0.040240474,0.6017327,0.9987471,1.5296661,-0.51001984,-0.024735743,0.1076371,0.6492165,-0.5415794
15,0.096515656,0.10020496,"('boring', 'funny')",-0.16871081,0.0005745292,0.14702035,0.30291843,0.30721807,0.40471122,0.0955108,0.2021023,-0.1065915
13,0.09540958,0.67997795,"('impolite', 'polite')",0.2747284,0.5911041,0.3837707,0.754329,-0.19316953,-0.2305183,0.1401848,0.4487232,-0.3085384
60,0.07770231,0.6847169,"('inefficient', 'efficient')",-0.11747721,0.44386196,0.87751156,1.4251732,-0.094130725,0.28430885,0.1859015,0.7095152,-0.5236137
76,0.07300782,0.39568457,"('anxious', 'daring')",-0.9388062,-0.82767934,-0.042378023,0.001738837,0.1322614,0.37561837,-0.1939787,-0.0136594,-0.1803193
47,-0.05564524,0.31267706,"('stupid', 'smart')",-0.38908666,0.11538313,0.3594619,0.5828263,4.808656,5.227909,1.1808466,1.5596988,-0.3788522
87,-0.036266267,0.0864442,"('unsuccessful', 'successful')",0.0017359592,0.08941344,-0.0018892623,0.28309014,0.21110527,0.39304173,0.0436714,0.2129974,-0.169326
58,-0.032403026,-0.2294555,"('undiscriminating', 'discriminating')",-0.7539687,-0.66971934,0.2022469,0.04230739,0.09135793,0.022275124,-0.1231917,-0.2086481,0.0854564
41,0.03206917,0.15341511,"('unforgiving', 'forgiving')",0.47411263,0.70275146,0.44870713,0.50404346,0.16717637,-0.04461641,0.2805163,0.3288984,-0.0483821
30,-0.019104816,0.3765121,"('intolerant', 'tolerant')",-0.0007076748,0.47601235,0.5126144,0.45584694,0.96094507,1.2179832,0.3634368,0.6315887,-0.2681519
72,0.007636803,0.07304507,"('unambitious', 'ambitious')",0.11991113,0.26088184,0.0038918313,0.22236739,-1.2966784,-1.1384944,-0.2913097,-0.14555,-0.1457597
17,0.0056081563,-0.016912252,"('nasty', 'nice')",0.14888655,0.20057245,-0.45786625,-0.549576,-0.7163138,-0.55169195,-0.2549213,-0.2294019,-0.0255194
