,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,male-female
85,2.3188179,1.7776356,"('insignificant', 'prestigious')",-0.9676083,-1.6532339,0.6756048,0.0622008,0.613404
45,-2.0048854,-1.4000919,"('incompetent', 'competent')",-0.04928895,0.2872342,-1.0270872,-0.5564288,-0.4706584
61,2.0006764,2.0047948,"('illogical', 'logical')",0.67668205,0.660717,1.3386792,1.3327559,0.0059233
10,-1.7021927,-0.94146895,"('unsympathetic', 'sympathetic')",0.21649733,0.5397714,-0.7428477,-0.2008488,-0.5419989
71,1.5882905,1.2316713,"('diffident', 'self-confident')",0.15399006,0.06474933,0.8711402,0.6482103,0.2229299
26,1.5708361,1.2570212,"('hardhearted', 'benevolent')",1.0988525,0.6474987,1.3348444,0.95226,0.3825844
70,-1.4374648,-0.75233275,"('lethargic', 'energetic')",0.673829,1.1048363,-0.3818179,0.1762518,-0.5580697
57,-1.4195412,-1.1846735,"('unimaginative', 'imaginative')",-3.1334753,-3.0163898,-2.2765083,-2.1005316,-0.1759767
84,1.411437,1.2145355,"('inferior', 'superior')",1.1135552,1.0101305,1.2624961,1.1123331,0.150163
80,-1.3834689,-1.0772398,"('dominated', 'dominating')",-0.29301846,-0.0766004,-0.8382437,-0.5769201,-0.2613236
0,-1.3795278,-1.1494262,"('unsociable', 'sociable')",-0.12860863,0.06169211,-0.7540682,-0.5438671,-0.2102011
42,-1.3787287,-0.70721483,"('unreliable', 'reliable')",-3.0932164,-2.7455626,-2.2359726,-1.7263887,-0.5095839
81,-1.3513613,-0.69658965,"('submissive', 'aggressive')",0.08377412,0.4130914,-0.6337936,-0.1417491,-0.4920445
13,-1.3313171,-0.94965607,"('impolite', 'polite')",-0.49274066,-0.22291827,-0.9120288,-0.5862871,-0.3257417
37,-1.3147454,-1.290784,"('fake', 'genuine')",-0.041215125,-0.15520485,-0.6779803,-0.7229944,0.0450141
33,1.281296,0.91570866,"('wrong', 'right')",-0.70073694,-1.0340166,0.2902795,-0.059154,0.3494335
41,-1.2370498,-0.9960135,"('unforgiving', 'forgiving')",-0.43345937,-0.6304322,-0.8352546,-0.8132229,-0.0220317
9,1.2040304,1.1355172,"('unaffectionate', 'caring')",0.8363469,0.68668294,1.0201887,0.9111001,0.1090886
39,1.1795249,1.1110556,"('exploitative', 'cooperative')",0.1420161,0.047979288,0.6607705,0.5795174,0.0812531
44,-1.1324606,-1.2850502,"('prejudiced', 'unprejudiced')",-1.3312732,-1.2090924,-1.2318668,-1.2470713,0.0152045
59,1.0557688,0.6573343,"('foolish', 'wise')",-0.35886502,-0.64205563,0.3484519,0.0076393,0.3408126
64,-1.0204778,-0.7362628,"('shy', 'confident')",-6.279781,-6.192933,-3.6501293,-3.4645979,-0.1855314
6,0.92692876,0.4934649,"('distant', 'open')",-0.9571648,-1.3288946,-0.015118,-0.4177149,0.4025969
52,0.92600507,0.25538492,"('irrational', 'rational')",-0.52637196,-0.99004257,0.1998166,-0.3673288,0.5671454
2,0.9213158,1.0036469,"('unlikable', 'likable')",0.29582608,0.16762346,0.6085709,0.5856352,0.0229357
50,-0.9093803,-0.6848257,"('clumsy', 'skillful')",-0.19545093,-0.18112469,-0.5524156,-0.4329752,-0.1194404
4,-0.8839152,-0.7306327,"('disliked', 'liked')",-7.4247875,-7.6718755,-4.1543512,-4.2012539,0.0469027
83,0.8744388,0.6521561,"('powerless', 'powerful')",-0.55347705,-0.6445296,0.1604809,0.0038133,0.1566676
54,0.8581256,0.45365477,"('incapable', 'capable')",0.95098656,0.94990593,0.9045561,0.7017803,0.2027758
73,0.8468341,0.8782893,"('helpless', 'self-reliant')",-3.6934044,-3.6684859,-1.4232851,-1.3950983,-0.0281868
20,0.8116654,0.982965,"('rough', 'thoughtful')",0.8000715,0.73159987,0.8058684,0.8572824,-0.051414
34,0.7944106,0.99491715,"('mean', 'honorable')",5.588146,5.544708,3.1912785,3.2698126,-0.0785341
17,-0.75653774,-0.86893904,"('nasty', 'nice')",-0.66271174,-0.7833604,-0.7096248,-0.8261497,0.1165249
40,-0.7459037,-0.5995732,"('stingy', 'generous')",-2.1987689,-2.5489063,-1.4723363,-1.5742397,0.1019034
22,-0.7384095,-0.5364222,"('untrustworthy', 'trustworthy')",-0.896798,-0.7430853,-0.8176038,-0.6397538,-0.17785
