,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
39,2.8170283,2.633738,"('exploitative', 'cooperative')",1.3155679,1.1626608,1.7186832,1.7584722,1.2790216,1.2678179,0.6019636,0.37287438,1.5464529,1.4391127,0.1073402
65,2.1654575,1.6401179,"('insecure', 'secure')",0.9959419,0.65170366,1.247222,0.9781607,1.7567194,1.5518451,0.8034591,0.34251708,1.3937599,1.0328688,0.3608911
7,2.1394055,1.9168054,"('insensitive', 'sensitive')",1.4358896,1.1547174,0.8646003,0.5836363,1.1103543,0.8947631,1.4019113,1.2088215,1.3904322,1.1517487,0.2386835
71,2.1286016,2.1485455,"('diffident', 'self-confident')",1.8160524,1.780203,-0.7188102,-0.72472775,-0.76519644,-0.7923839,0.17656705,0.18915533,0.5274429,0.5201585,0.0072844
31,-2.096061,-1.2584888,"('evil', 'good')",-2.1276202,-1.4868704,-1.9070566,-1.5534185,-2.236946,-2.110024,-1.9801294,-1.6769564,-2.0695627,-1.6171516,-0.4524111
60,1.8815141,1.3479618,"('inefficient', 'efficient')",1.8586444,1.4126648,1.5851635,1.2351342,2.1744173,2.0952454,0.93422365,0.59276533,1.6867928,1.3367543,0.3500385
74,1.8741175,2.0218465,"('undedicated', 'dedicated')",0.8350604,0.9157857,1.0559088,1.058239,0.75799096,0.8667174,0.6739446,1.0234752,1.0394044,1.1772127,-0.1378083
6,-1.7657653,-1.0622044,"('distant', 'open')",-2.0234995,-1.4213797,-2.24293,-1.8382529,-2.0707479,-1.8056787,-0.5945147,-0.27541786,-1.7394915,-1.2805867,-0.4589048
70,1.7488303,1.3921845,"('lethargic', 'energetic')",1.2704179,0.8975409,1.831898,1.5383184,2.045276,1.9019653,1.8465062,1.7320851,1.7485857,1.4924189,0.2561668
23,1.7194505,1.1976278,"('insincere', 'sincere')",2.3477259,2.056309,1.1639686,0.90666515,1.1920431,0.93885326,6.4927506,6.2312613,2.5831879,2.2661434,0.3170445
24,1.6322182,1.5240802,"('dishonest', 'honest')",0.6477377,0.72896147,-0.01039749,0.11457132,0.38399926,0.4040943,1.2564397,1.3791822,0.7819995,0.8301779,-0.0481784
32,1.592668,1.2224162,"('unkind', 'kind')",1.3608987,1.1075954,0.89768785,0.59226584,1.7067813,1.5147808,2.11092,1.9045806,1.5337912,1.2683278,0.2654634
26,1.5789689,2.23671,"('hardhearted', 'benevolent')",0.25173882,0.60795945,-0.8397144,-0.67181796,-0.4979372,-0.3748964,1.0328121,1.3429012,0.3051736,0.6281713,-0.3229977
10,1.5357754,1.32057,"('unsympathetic', 'sympathetic')",0.42675042,0.30025232,0.017011575,-0.101313315,0.47114235,0.579018,0.9139876,1.0315194,0.6729335,0.6260093,0.0469242
42,1.5299919,1.4432638,"('unreliable', 'reliable')",1.2154621,1.0431868,1.131098,0.90504605,1.9143854,1.5804749,-2.0877838,-2.273229,0.7406307,0.5397485,0.2008822
12,1.5108483,1.5554659,"('unsupportive', 'supportive')",1.9731745,1.9544138,-0.09354682,-0.06995401,-0.4386975,-0.32717785,-1.2262967,-1.030575,0.3450963,0.4164346,-0.0713383
51,1.5077198,1.1847495,"('uneducated', 'educated')",1.2959431,1.0548668,0.9727229,0.7488159,1.1048251,0.93417704,1.4131424,1.3728166,1.2588707,1.0590852,0.1997855
