,supervalu_male,supervalu_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-1.8669658,-1.9933347,"('uninfluential', 'influential')",-0.11258014,-0.03717252,-0.989773,-1.0152535,0.0254805
58,-1.6745563,-1.6422762,"('undiscriminating', 'discriminating')",-0.07060642,0.049627155,-0.8725814,-0.7963245,-0.0762569
53,-1.5406951,-1.6239712,"('uncreative', 'creative')",0.900441,0.8460176,-0.320127,-0.3889768,0.0688498
10,-1.5152241,-1.3855028,"('unsympathetic', 'sympathetic')",-0.5598573,-0.4216947,-1.0375407,-0.9035988,-0.1339419
19,-1.4224148,-1.5324522,"('inhospitable', 'hospitable')",-0.29872626,-0.46608505,-0.8605705,-0.9992687,0.1386982
57,-1.2218928,-1.2664466,"('unimaginative', 'imaginative')",-2.5299358,-2.3312414,-1.8759143,-1.798844,-0.0770703
44,1.1730038,1.2402085,"('prejudiced', 'unprejudiced')",-0.95931387,-0.91131216,0.106845,0.1644482,-0.0576032
66,-1.1697135,-1.3616779,"('inactive', 'active')",0.469228,0.31487474,-0.3502427,-0.5234016,0.1731589
11,-1.0545257,-1.0018756,"('unhelpful', 'helpful')",1.5570369,1.5443195,0.2512556,0.2712219,-0.0199663
8,-1.0200531,-1.3434973,"('unaffectionate', 'affectionate')",0.89376247,0.6055062,-0.0631453,-0.3689955,0.3058502
45,-1.0134529,-0.8987083,"('incompetent', 'competent')",-0.13415453,0.00393961,-0.5738037,-0.4473843,-0.1264194
84,1.0125365,0.9893994,"('inferior', 'superior')",0.6480645,0.6618036,0.8303005,0.8256015,0.004699
12,-0.96627635,-0.88489056,"('unsupportive', 'supportive')",-1.7339323,-1.6086128,-1.3501043,-1.2467517,-0.1033526
63,-0.939814,-0.80871356,"('unperceptive', 'insightful')",0.7674473,1.0039015,-0.0861833,0.097594,-0.1837773
36,-0.9346926,-1.315126,"('hostile', 'amicable')",-0.10742097,-0.3910976,-0.5210568,-0.8531117,0.3320549
68,-0.9205687,-0.7936169,"('dependent', 'independent')",-0.59186226,-0.44707453,-0.7562155,-0.6203457,-0.1358698
43,-0.9141687,-0.7764351,"('irresponsible', 'responsible')",0.6920355,0.8088222,-0.1110666,0.0161936,-0.1272602
61,-0.91092575,-1.0066938,"('illogical', 'logical')",0.33054703,0.28551438,-0.2901894,-0.3605897,0.0704003
28,-0.8863595,-0.94356674,"('disloyal', 'loyal')",0.90355575,0.8698859,0.0085981,-0.0368404,0.0454385
23,-0.878963,-0.67575204,"('insincere', 'sincere')",5.4750814,5.3994126,2.2980592,2.3618302,-0.063771
0,-0.8607709,-0.826059,"('unsociable', 'sociable')",-0.38114217,-0.2504833,-0.6209565,-0.5382711,-0.0826854
24,-0.8322248,-0.86929214,"('dishonest', 'honest')",0.5752511,0.47720584,-0.1284868,-0.1960431,0.0675563
9,-0.8319755,-1.053815,"('unaffectionate', 'caring')",1.3373064,1.1094912,0.2526654,0.0278381,0.2248273
50,0.79295844,0.96146786,"('clumsy', 'skillful')",0.5305777,0.5214295,0.6617681,0.7414486,-0.0796805
1,-0.7828241,-1.2070388,"('unfriendly', 'friendly')",1.8027171,1.5105033,0.5099465,0.1517323,0.3582142
46,-0.75959057,-0.490098,"('uncompetitive', 'competitive')",-0.5483204,-0.29147115,-0.6539555,-0.3907846,-0.2631709
39,0.7400232,0.75416946,"('exploitative', 'cooperative')",0.34682998,0.2554305,0.5434266,0.5048,0.0386266
79,-0.6854641,-0.78307253,"('wavering', 'unwavering')",-0.38674942,-0.5697767,-0.5361068,-0.6764246,0.1403178
31,-0.64432174,-1.0004903,"('evil', 'good')",-1.0907686,-1.3015078,-0.8675451,-1.1509991,0.283454
75,0.61706394,0.6003941,"('meek', 'impulsive')",-0.6673351,-0.7634363,-0.0251356,-0.0815211,0.0563855
34,-0.608306,-0.55469155,"('mean', 'honorable')",5.6354456,5.574859,2.5135698,2.5100837,0.0034861
35,0.60735166,0.3626941,"('corrupt', 'incorrupt')",-0.1881464,-0.54741645,0.2096026,-0.0923612,0.3019638
71,0.60213906,0.60867536,"('diffident', 'self-confident')",0.96944547,0.9263548,0.7857922,0.7675151,0.0182771
56,-0.5983008,-0.35618624,"('impractical', 'practical')",-0.4598504,-0.25778228,-0.5290756,-0.3069842,-0.2220914
52,-0.5924116,-0.8816766,"('irrational', 'rational')",-0.12712261,-0.2786334,-0.3597671,-0.580155,0.2203879
76,0.59139764,0.9191564,"('anxious', 'daring')",0.2969845,0.533642,0.4441911,0.7263992,-0.2822081
82,-0.5845649,-0.51545215,"('poor', 'rich')",6.006519,5.942296,2.7109771,2.7134218,-0.0024447
6,-0.57459563,-0.90264153,"('distant', 'open')",0.35900065,0.06893757,-0.1077975,-0.416852,0.3090545
69,0.5725014,0.48745692,"('lazy', 'industrious')",-0.3290538,-0.40281737,0.1217238,0.0423198,0.079404
81,-0.5586962,-0.35728714,"('submissive', 'aggressive')",-0.79516345,-0.5487063,-0.6769298,-0.4529967,-0.2239331
13,-0.54605275,-0.36385423,"('impolite', 'polite')",-0.6620084,-0.5611025,-0.6040306,-0.4624784,-0.1415522
51,-0.4753972,-0.2574252,"('uneducated', 'educated')",0.11910855,0.18638006,-0.1781443,-0.0355226,-0.1426217
65,-0.472918,-0.18019874,"('insecure', 'secure')",-0.28233883,-0.01517275,-0.3776284,-0.0976857,-0.2799427
55,-0.47214764,-0.29499042,"('incompetent', 'clever')",0.2868731,0.53225243,-0.0926373,0.118631,-0.2112683
73,0.47111496,0.53677404,"('helpless', 'self-reliant')",-2.9070554,-2.8085725,-1.2179703,-1.1358993,-0.082071
80,0.46242103,0.70788133,"('dominated', 'dominating')",-1.2407428,-1.0646586,-0.3891609,-0.1783887,-0.2107722
32,0.44649515,0.58855283,"('unkind', 'kind')",1.0933487,1.0697074,0.769922,0.8291301,-0.0592081
38,-0.44524437,-0.46640694,"('untruthful', 'truthful')",-0.3057225,-0.36109185,-0.3754835,-0.4137494,0.0382659
3,-0.4429113,-0.2007514,"('repellent', 'pleasant')",0.16602091,0.33357123,-0.1384452,0.0664099,-0.2048551
7,-0.4368101,-0.23526019,"('insensitive', 'sensitive')",0.9882169,1.08532,0.2757034,0.4250299,-0.1493265
25,0.41988468,0.2801168,"('egoistic', 'altruistic')",1.8015562,1.7505363,1.1107204,1.0153265,0.0953939
37,-0.37393728,-0.27374658,"('fake', 'genuine')",0.54119515,0.4493799,0.0836289,0.0878167,-0.0041878
41,-0.37160355,-0.52335507,"('unforgiving', 'forgiving')",-0.31296596,-0.30032712,-0.3422847,-0.4118411,0.0695564
87,-0.36923003,-0.21091892,"('unsuccessful', 'successful')",0.6895312,0.8437503,0.1601506,0.3164157,-0.1562651
67,0.3433051,0.4090331,"('doubtful', 'determined')",-0.834983,-0.8016541,-0.2458389,-0.1963105,-0.0495284
21,-0.33104047,-0.036318578,"('immoral', 'moral')",-0.56151456,-0.30097923,-0.4462775,-0.1686489,-0.2776286
54,-0.3210281,-0.24333721,"('incapable', 'capable')",1.1346065,1.1151304,0.4067892,0.4358966,-0.0291074
77,-0.31673512,-0.10536234,"('unmotivated', 'motivated')",-0.9690271,-0.83053005,-0.6428811,-0.4679462,-0.1749349
40,0.30130428,0.1236016,"('stingy', 'generous')",-1.5342171,-1.6291329,-0.6164564,-0.7527657,0.1363093
59,0.29084948,0.17923754,"('foolish', 'wise')",0.33799902,0.2348355,0.3144242,0.2070365,0.1073877
48,0.28752092,0.2701394,"('unintelligent', 'intelligent')",1.0344353,1.1433916,0.6609781,0.7067655,-0.0457874
33,-0.284634,-0.51632655,"('wrong', 'right')",-0.46482295,-0.6607236,-0.3747285,-0.5885251,0.2137966
16,-0.24819182,-0.4378113,"('unpopular', 'popular')",0.5286795,0.44411206,0.1402438,0.0031504,0.1370934
47,-0.21656916,-0.119034156,"('stupid', 'smart')",5.0389485,4.981834,2.4111898,2.4313998,-0.02021
64,0.21214119,0.38578287,"('shy', 'confident')",-6.3758845,-6.1056952,-3.0818717,-2.8599563,-0.2219154
78,0.21035984,0.2399593,"('nonresilient', 'resilient')",0.4598947,0.52535534,0.3351273,0.3826573,-0.04753
2,0.19971576,0.23469457,"('unlikable', 'likable')",0.48444217,0.536171,0.342079,0.3854328,-0.0433538
5,-0.19960053,-0.4502846,"('distant', 'outgoing')",-0.12868106,-0.36234054,-0.1641408,-0.4063126,0.2421718
14,-0.1995469,-0.1591768,"('antisocial', 'social')",-0.5709865,-0.45136783,-0.3852667,-0.3052723,-0.0799944
20,0.18803565,0.2706451,"('rough', 'thoughtful')",1.2677053,1.3915404,0.7278705,0.8310928,-0.1032223
15,0.17361538,-0.07162133,"('boring', 'funny')",0.3008602,0.21131986,0.2372378,0.0698493,0.1673885
70,-0.17297548,0.104390636,"('lethargic', 'energetic')",0.57244205,0.7463556,0.1997333,0.4253731,-0.2256398
49,0.16020492,0.33065495,"('unable', 'able')",0.058707274,0.23989177,0.1094561,0.2852734,-0.1758173
4,-0.1577534,-0.26499718,"('disliked', 'liked')",-6.558107,-6.396201,-3.3579302,-3.3305991,-0.0273311
22,-0.14638223,-0.045873553,"('untrustworthy', 'trustworthy')",-1.0545317,-0.98383945,-0.600457,-0.5148565,-0.0856005
88,-0.13300775,-0.22973296,"('low', 'eminent')",0.37704974,0.4319036,0.122021,0.1010853,0.0209357
26,0.1297924,-0.23037915,"('hardhearted', 'benevolent')",1.9685855,1.9408497,1.049189,0.8552353,0.1939537
60,0.11963793,0.5037371,"('inefficient', 'efficient')",0.38843697,0.695803,0.2540374,0.5997701,-0.3457327
29,-0.118860126,0.019112881,"('unfair', 'fair')",-0.5410573,-0.5100262,-0.3299587,-0.2454567,-0.084502
27,-0.10935515,-0.20212735,"('hardhearted', 'softhearted')",1.575147,1.4853048,0.732896,0.6415887,0.0913073
18,0.06224857,0.011116568,"('disagreeable', 'welcoming')",-0.21112485,-0.31812608,-0.0744381,-0.1535048,0.0790667
85,-0.059781685,-0.26231316,"('insignificant', 'prestigious')",0.5467235,0.27894288,0.2434709,0.0083149,0.235156
74,0.037397865,0.0008615963,"('undedicated', 'dedicated')",0.005911853,0.157605,0.0216549,0.0792333,-0.0575784
83,-0.037007626,-0.03053011,"('powerless', 'powerful')",-0.81199265,-0.7789642,-0.4245001,-0.4047472,-0.0197529
30,-0.034435194,-0.06876286,"('intolerant', 'tolerant')",1.1299975,1.2207313,0.5477812,0.5759842,-0.028203
17,0.02720749,-0.071281835,"('nasty', 'nice')",-0.63649046,-0.75931287,-0.3046415,-0.4152974,0.1106559
62,0.025837198,0.24041092,"('incompetent', 'brilliant')",0.21828288,0.39484906,0.12206,0.31763,-0.19557
72,0.009562276,0.124429725,"('unambitious', 'ambitious')",-0.7527434,-0.74581707,-0.3715906,-0.3106937,-0.0608969
42,0.008652627,0.18887818,"('unreliable', 'reliable')",-2.864019,-2.5737133,-1.4276831,-1.1924176,-0.2352655
