,hudson_male,hudson_female,tuple,city_male,city_female,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,male-female
88,-1.6684933,-1.7502748,"('low', 'eminent')",-1.132677,-1.2536641,-1.093216,-1.1674452,0.21377122,0.11796023,-0.9201537,-1.0133559,0.0932022
12,1.4680731,1.5608426,"('unsupportive', 'supportive')",1.1865917,1.3076359,-0.64248115,-0.5974247,-1.7391821,-1.7271396,0.0682504,0.1359785,-0.0677281
77,-1.3712295,-1.2448118,"('unmotivated', 'motivated')",-0.760991,-0.69444937,0.6526228,0.71559703,-1.205236,-1.175352,-0.6712084,-0.599754,-0.0714544
68,-1.3311442,-1.3029951,"('dependent', 'independent')",-0.8700735,-0.8835635,-1.9250352,-1.9499339,-0.76766676,-0.78077596,-1.22348,-1.2293172,0.0058372
53,1.2329926,1.3104688,"('uncreative', 'creative')",-0.6000582,-0.5942687,0.43471903,0.516676,1.0675087,1.1043843,0.5337905,0.5843151,-0.0505246
40,1.1734921,1.3192487,"('stingy', 'generous')",0.77722514,0.97845817,1.0351691,1.1687882,-1.5214226,-1.5267338,0.3661159,0.4849403,-0.1188244
50,-1.1640346,-1.2107005,"('clumsy', 'skillful')",-0.42737323,-0.47148854,0.65223724,0.7093492,0.446491,0.4207901,-0.1231699,-0.1380124,0.0148425
9,1.159547,1.2362387,"('unaffectionate', 'caring')",0.21484165,0.19044116,0.6636957,0.70086926,1.4161011,1.4967777,0.8635464,0.9060817,-0.0425353
16,-1.1030219,-1.1499432,"('unpopular', 'popular')",-0.8754519,-0.8733529,-0.13988061,0.025224738,-0.02997695,0.15033543,-0.5370828,-0.461934,-0.0751488
73,1.098358,0.9883219,"('helpless', 'self-reliant')",1.5873722,1.5685343,0.9263932,1.0229052,-3.3267114,-3.3317792,0.071353,0.0619956,0.0093574
44,-1.0915978,-1.217434,"('prejudiced', 'unprejudiced')",0.07557008,0.07962078,-0.27727938,-0.3249508,-1.5265474,-1.5134982,-0.7049636,-0.7440656,0.039102
25,1.0716369,1.1664655,"('egoistic', 'altruistic')",-0.4927105,-0.32333255,0.9913063,1.1376235,1.55837,1.6257068,0.7821507,0.9016159,-0.1194652
72,1.0234414,1.2122079,"('unambitious', 'ambitious')",0.5709876,0.76377094,-0.92749614,-0.89441174,-0.5230096,-0.43503097,0.0359808,0.161634,-0.1256532
65,-1.0164596,-0.77261144,"('insecure', 'secure')",-1.0746464,-1.0043718,-0.62353,-0.56364185,-0.14489734,-0.2174459,-0.7148833,-0.6395177,-0.0753656
71,0.9846817,1.0560721,"('diffident', 'self-confident')",1.047599,1.0072516,0.6381385,0.6792827,0.2658693,0.28616405,0.7340721,0.7571926,-0.0231205
84,-0.9720014,-0.9152671,"('inferior', 'superior')",-2.087481,-2.0723538,-0.41448763,-0.44896367,0.2887888,0.31398875,-0.7962953,-0.7806489,-0.0156464
52,0.9450055,0.8807428,"('irrational', 'rational')",0.61473674,0.54960054,0.5287878,0.48121053,-0.23096214,-0.28803647,0.464392,0.4058793,0.0585127
27,0.9090843,0.9605097,"('hardhearted', 'softhearted')",0.44706425,0.53732264,-0.076094046,-0.04594931,1.5085539,1.5267395,0.6971521,0.7446556,-0.0475035
8,0.899126,0.9258185,"('unaffectionate', 'affectionate')",0.04740213,0.060169484,-0.20036758,-0.15436244,0.9911178,1.091236,0.4343196,0.4807154,-0.0463958
32,-0.897165,-0.69864404,"('unkind', 'kind')",-0.10256697,-0.015242215,0.28311223,0.35249594,1.2750137,1.2830327,0.1395985,0.2304106,-0.0908121
64,-0.8961302,-0.6709606,"('shy', 'confident')",-0.7436327,-0.5084,-1.0517677,-0.9799671,-6.8002396,-6.8378787,-2.3729424,-2.2493017,-0.1236407
80,0.85639936,1.0022173,"('dominated', 'dominating')",0.6183423,0.7062932,-0.4512089,-0.51939714,-0.7458521,-0.8444532,0.0694202,0.086165,-0.0167448
