,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
31,-5.6183505,-5.165436,"('evil', 'good')",-2.5814025,-2.2921376,-1.634068,-1.5719143,-1.2333844,-1.3525041,-2.7668011,-2.5954978,-0.1713033
85,-5.290477,-4.572624,"('insignificant', 'prestigious')",-3.70061,-3.3457847,-1.9716043,-1.7942276,-0.43622935,-0.11169015,-2.8497303,-2.4560819,-0.3936484
36,-4.8221025,-4.3547564,"('hostile', 'amicable')",-3.1553319,-2.8683343,-2.4840386,-2.3433251,-0.4709337,-0.6272252,-2.7331016,-2.5484102,-0.1846914
81,4.6530824,3.8502746,"('submissive', 'aggressive')",2.4120965,2.053002,0.9832293,0.7397287,-0.18104978,-0.20756996,1.9668397,1.6088588,0.3579809
55,4.594347,4.0788774,"('incompetent', 'clever')",2.4925396,2.301196,1.2020864,1.199138,0.18258193,0.30418184,2.1178887,1.9708484,0.1470403
46,4.5354257,3.93356,"('uncompetitive', 'competitive')",2.7455633,2.6447327,2.5015388,2.536723,-0.34506807,-0.054433923,2.359365,2.2651455,0.0942195
10,4.3995285,3.7927911,"('unsympathetic', 'sympathetic')",1.9367915,1.7358972,0.96642,0.95093817,0.303416,0.3727596,1.9015391,1.7130966,0.1884425
35,-4.3497434,-3.8139222,"('corrupt', 'incorrupt')",-2.2613559,-2.1184855,-1.9717176,-1.8748447,-0.7740883,-0.868144,-2.3392262,-2.168849,-0.1703772
60,4.3174014,3.7430098,"('inefficient', 'efficient')",2.34013,2.3712845,2.736197,2.7369964,0.6937324,0.7757226,2.5218651,2.4067533,0.1151118
56,4.236388,4.0566087,"('impractical', 'practical')",3.24118,3.2252412,1.6902844,1.7590364,0.13866714,0.33383486,2.3266299,2.3436801,-0.0170502
21,4.0965466,3.8902953,"('immoral', 'moral')",1.058701,1.0112834,0.87463576,0.8773121,-0.6497459,-0.48465392,1.3450344,1.3235593,0.0214751
69,-3.894556,-3.5230541,"('lazy', 'industrious')",-1.9705919,-1.7427562,-0.6285311,-0.63064,-0.8707131,-0.67299724,-1.8410981,-1.6423619,-0.1987362
6,-3.7921803,-3.4638867,"('distant', 'open')",-1.6664436,-1.5865502,-0.83171546,-0.77386343,0.46210024,0.37934053,-1.4570599,-1.3612399,-0.09582
14,3.7869954,3.3213236,"('antisocial', 'social')",1.9151546,1.7875049,1.0187669,1.0155698,-0.614739,-0.4351979,1.5265445,1.4223001,0.1042444
43,3.702588,3.4226823,"('irresponsible', 'responsible')",1.9862447,2.007551,1.731746,1.9309039,0.8171483,0.8354668,2.0594318,2.0491509,0.0102809
62,3.6956406,3.2593694,"('incompetent', 'brilliant')",2.3094153,2.358941,1.5366459,1.6400799,0.2949968,0.35800025,1.9591746,1.9040977,0.0550769
5,-3.663193,-3.1982965,"('distant', 'outgoing')",-1.3232265,-1.2098694,-0.6968211,-0.6333225,-0.12940957,-0.19446784,-1.4531627,-1.3089892,-0.1441735
80,3.55825,3.077126,"('dominated', 'dominating')",2.2465045,2.030182,1.1801543,1.1271636,-1.0997195,-1.027665,1.4712973,1.3017015,0.1695958
70,3.4412916,3.1278653,"('lethargic', 'energetic')",2.132258,2.142995,0.63063955,0.83921325,0.98130685,0.9765659,1.796374,1.77166,0.024714
0,3.3157072,2.9024408,"('unsociable', 'sociable')",1.7652808,1.5727136,1.3615806,1.3600761,-0.21134591,-0.09165176,1.5578058,1.4358946,0.1219112
51,3.197034,2.9886062,"('uneducated', 'educated')",1.7993816,1.7052914,0.4704389,0.29111537,0.48744237,0.49139193,1.4885743,1.3691013,0.119473
23,3.1054282,2.9033155,"('insincere', 'sincere')",1.7625113,1.7988166,0.7747381,0.91016454,6.617235,6.3133483,3.0649781,2.9814112,0.0835669
65,3.0595913,2.615488,"('insecure', 'secure')",0.7034767,0.6477496,0.69081855,0.5915366,0.0834312,-0.011888389,1.1343294,0.9607214,0.173608
52,-3.016048,-2.501921,"('irrational', 'rational')",-1.9406666,-1.789693,-2.110005,-2.125329,-0.8937278,-0.8582281,-1.9901118,-1.8187928,-0.171319
74,3.0122027,2.915276,"('undedicated', 'dedicated')",1.2066209,1.241356,0.81746733,0.9690013,-0.029694047,0.29381472,1.2516491,1.354862,-0.1032129
76,2.9989529,2.5002306,"('anxious', 'daring')",1.7386073,1.5270784,1.4627955,1.3882122,0.76027584,0.70445234,1.7401578,1.5299934,0.2101644
13,2.7427595,2.4500263,"('impolite', 'polite')",2.397223,2.2955923,1.476926,1.6041529,0.35479355,0.35044092,1.7429254,1.6750531,0.0678723
32,2.73709,2.5166786,"('unkind', 'kind')",0.8517614,0.8659505,1.0695249,1.1244648,1.5611273,1.6186061,1.5548759,1.531425,0.0234509
79,-2.684905,-2.1485753,"('wavering', 'unwavering')",-1.4533659,-1.1823272,-1.3335918,-1.1714798,-0.09575587,-0.18032056,-1.3919047,-1.1706758,-0.2212289
12,2.6777403,2.6390111,"('unsupportive', 'supportive')",1.1019541,1.3156121,0.6152571,0.9400751,-1.7996477,-1.6388131,0.648826,0.8139713,-0.1651453
30,2.5393207,2.2854185,"('intolerant', 'tolerant')",0.9537822,0.9621687,1.220638,1.1605003,1.0360402,0.97586614,1.4374454,1.3459885,0.0914569
7,2.4993048,2.10927,"('insensitive', 'sensitive')",1.5653187,1.5572346,1.0407517,1.0960538,0.7977323,0.88281727,1.4757769,1.4113441,0.0644328
16,-2.372027,-1.9297413,"('unpopular', 'popular')",-1.4020777,-1.083963,-0.8087351,-0.49888402,0.3584109,0.6749588,-1.0561072,-0.7094073,-0.3466999
45,2.3596287,2.1701248,"('incompetent', 'competent')",1.3240024,1.4757832,1.4430573,1.5809985,-0.19019331,-0.011292996,1.2341237,1.3039033,-0.0697796
4,-2.244873,-1.8761404,"('disliked', 'liked')",-1.097097,-0.81922585,-0.23960494,-0.05722408,-6.9519987,-6.3428226,-2.6333933,-2.2738533,-0.35954
11,2.2380102,1.9360161,"('unhelpful', 'helpful')",1.6926365,1.6966091,0.6148206,0.68248856,2.2615106,2.2185497,1.7017446,1.6334158,0.0683288
59,-2.1805208,-1.6381115,"('foolish', 'wise')",-0.94089866,-0.7373333,-0.7569412,-0.7698524,-0.10338916,-0.17805965,-0.9954375,-0.8308392,-0.1645983
86,2.1426294,1.7714363,"('uninfluential', 'influential')",0.2716763,0.30389684,0.14772353,0.28428355,0.0041812705,0.2203852,0.6415526,0.6450005,-0.0034479
39,2.1114948,1.841212,"('exploitative', 'cooperative')",2.0589938,1.8565401,1.4244041,1.3614907,0.3704272,0.29761994,1.4913299,1.3392156,0.1521143
22,2.1088462,1.8591892,"('untrustworthy', 'trustworthy')",0.83126265,0.69879776,0.3141557,0.42535153,-0.81111187,-0.9460283,0.6107881,0.5093276,0.1014605
63,2.0812492,1.9841547,"('unperceptive', 'insightful')",1.1514511,1.3602402,1.4079767,1.5431315,1.4050438,1.5397393,1.5114303,1.6068164,-0.0953861
75,-2.0626173,-1.7311577,"('meek', 'impulsive')",-1.2638874,-1.1986946,-1.6728255,-1.5613173,-0.5415089,-0.698237,-1.3852098,-1.2973516,-0.0878582
57,1.9783161,1.4848899,"('unimaginative', 'imaginative')",0.40197176,0.3144782,-0.39669695,-0.37864366,-3.0022936,-2.7411976,-0.2546757,-0.3301183,0.0754426
87,1.8645372,2.0468194,"('unsuccessful', 'successful')",1.3971857,1.560985,1.3780802,1.5060428,0.3019222,0.7843461,1.2354314,1.4745483,-0.2391169
25,-1.819021,-1.6900836,"('egoistic', 'altruistic')",-0.9276132,-0.93141615,-0.24396515,-0.25528678,0.9343738,1.002141,-0.5140564,-0.4686614,-0.045395
29,-1.7789911,-1.5641993,"('unfair', 'fair')",-0.9090286,-0.8682137,-0.61522055,-0.66519076,-0.8374163,-1.0607816,-1.0351641,-1.0395963,0.0044322
78,1.7787032,1.6415776,"('nonresilient', 'resilient')",0.2915961,0.4517246,0.88747144,0.95766765,0.36188093,0.58390737,0.829913,0.9087193,-0.0788063
3,1.6810292,1.6816021,"('repellent', 'pleasant')",0.28633353,0.33037972,0.4721823,0.4821148,0.3766831,0.36120778,0.704057,0.7138261,-0.0097691
37,1.6288522,1.4543601,"('fake', 'genuine')",0.715008,0.65331215,-0.033258073,-0.03851725,0.52964145,0.38922268,0.7100609,0.6145944,0.0954665
83,1.5819739,1.5217061,"('powerless', 'powerful')",0.96634805,0.97152543,-0.004187502,-0.06454567,-1.1012827,-1.1108223,0.3607129,0.3294659,0.031247
82,1.5459887,1.4379052,"('poor', 'rich')",-0.051298894,-0.1318948,0.7016507,0.6012429,6.885698,6.744034,2.2705097,2.1628218,0.1076879
24,1.5428299,1.3934683,"('dishonest', 'honest')",1.1706064,1.0140625,-0.2967908,-0.16276377,1.0769659,1.0276532,0.8734028,0.818105,0.0552978
28,1.5231817,1.3309504,"('disloyal', 'loyal')",0.55853164,0.5701737,0.03190165,0.065294996,1.0145608,1.0108484,0.7820439,0.7443168,0.0377271
48,1.4628493,1.1650478,"('unintelligent', 'intelligent')",-0.23337704,-0.20074122,0.055099905,0.000965666,0.2990302,0.32343355,0.3959006,0.3221764,0.0737242
1,-1.4456633,-1.2835875,"('unfriendly', 'friendly')",-0.61646634,-0.47912946,-0.40056574,-0.14518236,1.5826089,1.7753912,-0.2200217,-0.033127,-0.1868947
44,-1.4162327,-1.3296121,"('prejudiced', 'unprejudiced')",-1.2632154,-1.275532,-0.7387218,-0.7279507,-1.552477,-1.6978399,-1.2426617,-1.2577336,0.0150719
19,-1.3846419,-0.90707225,"('inhospitable', 'hospitable')",-0.36934856,-0.2546134,-0.79556024,-0.745559,-0.08042661,-0.14585851,-0.6574943,-0.5132758,-0.1442185
42,1.3593179,1.2778077,"('unreliable', 'reliable')",1.4863142,1.5119418,0.97938365,1.0169648,-2.667436,-2.6101558,0.289395,0.2991397,-0.0097447
64,1.2211837,1.0672426,"('shy', 'confident')",0.78122914,0.8923163,-0.2521044,-0.12771305,-6.9312086,-6.5294366,-1.295225,-1.1743977,-0.1208273
33,-1.1927879,-0.88636047,"('wrong', 'right')",0.20619941,0.18081392,-0.8354085,-0.6972127,-0.9360383,-0.9034676,-0.6895088,-0.5765567,-0.1129521
72,1.0980035,0.795733,"('unambitious', 'ambitious')",0.8212993,0.784255,-0.4527729,-0.5486949,-0.7385537,-0.9337827,0.1819941,0.0243776,0.1576165
17,-0.9966875,-0.7642737,"('nasty', 'nice')",-0.24652112,-0.1948027,-0.4468263,-0.4701536,-0.5762226,-0.73604447,-0.5665644,-0.5413186,-0.0252458
88,-0.96164,-0.95345396,"('low', 'eminent')",-0.82108,-0.65190154,-0.5755955,-0.4746096,-0.13312252,0.061864644,-0.6228595,-0.5045251,-0.1183344
77,0.9613708,0.76509064,"('unmotivated', 'motivated')",1.0016243,0.9612146,-0.06868205,-0.0063948967,-1.2723775,-1.0269278,0.1554839,0.1732456,-0.0177617
66,-0.8885721,-0.6878665,"('inactive', 'active')",-0.96001005,-0.9129944,-1.0516796,-0.9068597,0.42392248,0.54335076,-0.6190848,-0.4910924,-0.1279924
41,0.8589448,0.75926244,"('unforgiving', 'forgiving')",1.108547,1.2460748,0.49242902,0.6326633,-0.028316552,-0.08611426,0.6079011,0.6379716,-0.0300705
68,-0.761268,-0.7881867,"('dependent', 'independent')",-1.4709567,-1.4121581,-0.8819897,-0.9310536,-0.5564236,-0.62029576,-0.9176595,-0.9379236,0.0202641
9,0.7250371,0.8980864,"('unaffectionate', 'caring')",0.43053496,0.54834294,0.062598,0.23533565,1.4074149,1.3559582,0.6563963,0.7594308,-0.1030345
8,-0.71830595,-0.5983256,"('unaffectionate', 'affectionate')",-0.7158175,-0.6333241,-0.72167784,-0.5844697,0.7329503,0.5777488,-0.3557127,-0.3095926,-0.0461201
58,-0.70552176,-0.6434035,"('undiscriminating', 'discriminating')",-0.32534283,-0.19686499,0.08240144,0.18547131,-0.24946395,-0.06339411,-0.2994818,-0.1795478,-0.119934
50,-0.7051591,-0.3827258,"('clumsy', 'skillful')",-0.28710505,0.019184595,-0.32038662,-0.12446138,0.101807766,0.15449181,-0.3027108,-0.0833777,-0.2193331
26,-0.69135785,-0.5916319,"('hardhearted', 'benevolent')",0.40387052,0.42326,0.47759646,0.57414085,0.73264253,0.98112476,0.2306879,0.3467234,-0.1160355
71,-0.6689371,-0.428292,"('diffident', 'self-confident')",0.45808756,0.56073904,1.0788355,1.2678759,0.23418547,0.29395095,0.2755429,0.4235685,-0.1480256
61,0.64165604,0.63326204,"('illogical', 'logical')",0.58706814,0.52013886,0.15718153,0.13271627,0.2603469,0.33606687,0.4115632,0.405546,0.0060172
40,0.6170189,0.33621854,"('stingy', 'generous')",0.45399642,0.41866568,0.4028282,0.39473975,-1.7682294,-1.6258321,-0.0735964,-0.119052,0.0454556
38,0.5199714,0.62739104,"('untruthful', 'truthful')",0.6207076,0.80704147,-0.012016501,0.17993993,0.3083405,0.30806303,0.3592507,0.4806089,-0.1213582
18,-0.47168186,-0.4669402,"('disagreeable', 'welcoming')",-0.7912518,-0.6250605,-0.74947506,-0.5349794,-0.70246553,-0.6542993,-0.6787186,-0.5703198,-0.1083988
15,-0.4361967,-0.27651832,"('boring', 'funny')",0.2318818,0.3359055,0.0022552684,0.124108255,0.20578189,0.289508,0.0009306,0.1182509,-0.1173203
73,-0.4167953,0.100818105,"('helpless', 'self-reliant')",0.63468844,0.7809249,-0.05800597,0.0011550114,-3.8856776,-3.7540514,-0.9314476,-0.7177883,-0.2136593
67,0.38993776,0.402352,"('doubtful', 'determined')",1.2639267,1.1307024,-0.08906579,-0.16377598,-0.58932924,-0.57913256,0.2438674,0.1975365,0.0463309
20,0.36765236,0.14597051,"('rough', 'thoughtful')",0.73287237,0.61170226,-0.15825666,-0.17916517,0.72205925,0.8230156,0.4160818,0.3503808,0.065701
53,-0.36408967,-0.6776949,"('uncreative', 'creative')",-0.11495033,-0.22000308,0.08574842,0.1316833,0.8365991,0.9739344,0.1108269,0.0519799,0.058847
49,0.3349881,0.285692,"('unable', 'able')",0.4662311,0.4140811,0.052374378,-0.02889761,-0.10194931,-0.16842407,0.1879111,0.1256129,0.0622982
34,-0.31778777,-0.23144864,"('mean', 'honorable')",-0.65025926,-0.57999796,0.086015165,0.06283207,6.2745104,6.2718744,1.3481196,1.380815,-0.0326954
54,-0.3097799,-0.3501034,"('incapable', 'capable')",0.7169375,0.72372675,-0.50668985,-0.36813828,0.9847171,0.9138134,0.2212962,0.2298246,-0.0085284
27,-0.28293133,-0.4246641,"('hardhearted', 'softhearted')",0.09157823,-0.026102364,0.7383746,0.8839959,1.6031483,1.5025126,0.5375425,0.4839355,0.053607
47,0.27692378,0.2494662,"('stupid', 'smart')",0.57549644,0.48555598,0.9640406,0.89738333,6.0550694,5.8009367,1.9678826,1.8583355,0.1095471
2,0.25123826,0.5355197,"('unlikable', 'likable')",0.6814313,0.89407307,0.23868595,0.46645445,0.28286833,0.45249373,0.363556,0.5871353,-0.2235793
84,0.0928625,0.14103994,"('inferior', 'superior')",0.93566597,0.81374043,-0.9139752,-0.95573825,0.14343664,0.10476284,0.0644975,0.0259512,0.0385463
