,goldman_male,goldman_female,tuple,sachs_male,sachs_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
38,0.66177386,0.7298115,"('untruthful', 'truthful')",0.6068243,0.6203317,-0.20872432,-0.29307264,0.08153886,0.11165378,0.2853532,0.2921811,-0.0068279
32,-0.63833666,-0.6879276,"('unkind', 'kind')",-0.2891323,-0.39624023,0.3525111,-0.09045613,0.90602875,0.80394816,0.0827677,-0.092669,0.1754367
77,-0.6153025,-0.48693335,"('unmotivated', 'motivated')",-0.38388348,-0.32290003,0.690076,0.70825356,-0.7223009,-0.7489065,-0.2578527,-0.2126216,-0.0452311
7,-0.60209537,-0.56807935,"('insensitive', 'sensitive')",-0.43302158,-0.45826295,0.34233615,0.01052215,1.3257414,1.1819718,0.1582402,0.0415379,0.1167023
49,-0.5762948,-0.49737525,"('unable', 'able')",-0.36763585,-0.3093313,-0.5105305,-0.5030097,-0.040942818,-0.104653634,-0.373851,-0.3535925,-0.0202585
78,0.56011915,0.71756274,"('nonresilient', 'resilient')",1.0286382,1.0508103,1.7022383,1.7101358,0.8069211,0.60381496,1.0244792,1.020581,0.0038982
47,-0.55433124,-0.49137762,"('stupid', 'smart')",0.34329072,0.47675434,0.11009435,0.2384889,5.889649,5.9036865,1.4471757,1.531888,-0.0847123
23,-0.53955483,-0.46668607,"('insincere', 'sincere')",-0.4619055,-0.48170996,-0.19889694,-0.45705166,6.600797,6.3381543,1.3501101,1.2331767,0.1169334
29,0.49941063,0.7455957,"('unfair', 'fair')",-0.14712864,-0.023510829,0.16570139,0.2963883,-0.8829772,-0.72440994,-0.0912485,0.0735158,-0.1647643
4,0.47253644,0.5745713,"('disliked', 'liked')",0.95825064,1.1548758,0.31104064,0.4777455,-7.154279,-7.1222177,-1.3531129,-1.2287562,-0.1243567
88,-0.44931406,-0.43983257,"('low', 'eminent')",-0.4571222,-0.45303404,-1.7498963,-1.7956992,0.18394865,0.07429451,-0.6180959,-0.6535678,0.0354719
74,0.44536465,0.78725064,"('undedicated', 'dedicated')",0.31674853,0.5651642,1.3839083,1.3895823,0.44556227,0.43354824,0.6478959,0.7938864,-0.1459905
56,-0.4448148,-0.33285102,"('impractical', 'practical')",-0.46523523,-0.35931107,0.7497863,0.6342115,0.4691095,0.26294303,0.0772114,0.0512481,0.0259633
25,0.3899363,0.20609897,"('egoistic', 'altruistic')",1.3262016,1.2592144,0.07898573,-0.010779448,1.0045058,1.187942,0.6999073,0.660619,0.0392883
42,0.37903976,0.6890752,"('unreliable', 'reliable')",0.42498472,0.5892596,1.5651157,1.694311,-2.4631748,-2.3705754,-0.0235087,0.1505176,-0.1740263
20,0.37476125,0.595994,"('rough', 'thoughtful')",0.48346615,0.5919963,1.5994259,1.716174,1.2654002,1.1797123,0.9307634,1.0209692,-0.0902058
18,-0.35319486,-0.19677791,"('disagreeable', 'welcoming')",0.34141403,0.5104892,-0.5095895,-0.4370424,-1.0489588,-0.8382566,-0.3925823,-0.2403969,-0.1521854
19,0.35071042,0.44310796,"('inhospitable', 'hospitable')",0.54515564,0.6263538,-1.0939116,-1.1179309,-0.29170558,-0.20682998,-0.1224378,-0.0638248,-0.058613
50,0.3194338,0.4137903,"('clumsy', 'skillful')",0.2212784,0.26982808,0.32517663,0.3370178,0.45175543,0.42662996,0.3294111,0.3618165,-0.0324054
39,0.30982056,0.25309992,"('exploitative', 'cooperative')",-0.1138059,-0.105134934,1.5269228,1.1965526,-0.033252217,-0.00973741,0.4224213,0.3336951,0.0887262
53,0.29991585,0.46001446,"('uncreative', 'creative')",0.4025076,0.5407069,0.33962053,0.34979805,1.0067626,1.004893,0.5122017,0.5888531,-0.0766514
15,0.26311895,0.32899785,"('boring', 'funny')",0.8846902,1.0074543,-1.1617532,-1.1596,-0.0074535087,0.1751593,-0.0053494,0.0880029,-0.0933523
16,0.22906095,0.36200994,"('unpopular', 'popular')",0.036792137,0.18212402,-0.44048175,-0.25731954,0.10981168,0.21785559,-0.0162042,0.1261675,-0.1423717
64,-0.15180625,0.12615547,"('shy', 'confident')",-0.4529593,-0.3163408,1.1994656,1.3598822,-6.7598343,-6.6390586,-1.5412836,-1.3673404,-0.1739432
67,0.12157682,0.21370137,"('doubtful', 'determined')",-0.61119807,-0.6155005,0.60994244,0.66919935,-0.66167265,-0.5616012,-0.1353379,-0.0735503,-0.0617876
41,0.040285323,0.28340653,"('unforgiving', 'forgiving')",0.29735824,0.38625303,0.87035424,0.7833055,-0.30317372,-0.21226856,0.226206,0.3101741,-0.0839681
17,-0.006681999,0.15135619,"('nasty', 'nice')",-0.48997366,-0.36310706,-1.2592642,-1.1452621,-0.75243676,-0.57507056,-0.6270891,-0.4830209,-0.1440682
27,-0.0025877133,-0.38099524,"('hardhearted', 'softhearted')",0.20992684,0.020624906,-0.103698015,-0.52571565,1.3777626,1.2675141,0.3703509,0.095357,0.2749939
